,player,position,position_id,date,team,opp,score,fpts,min,starts
0,Jose Sa,G,1,May 22,WOL,@LIV,L 1-3,3.0,45,1
1,Jose Sa,G,1,May 11,WOL,MCI,L 1-5,1.5,90,1
2,Jose Sa,G,1,May 7,WOL,@CHE,T 2-2,8.5,90,1
3,Jose Sa,G,1,Apr 30,WOL,BHA,L 0-3,13.0,90,1
4,Jose Sa,G,1,Apr 24,WOL,@BUR,L 0-1,10.0,90,1
5,Jose Sa,G,1,Apr 8,WOL,@NEW,L 0-1,8.0,90,1
6,Jose Sa,G,1,Apr 2,WOL,AVL,W 2-1,12.0,90,1
7,Jose Sa,G,1,Mar 18,WOL,LEE,L 2-3,6.0,90,1
8,Jose Sa,G,1,Mar 13,WOL,@EVE,W 1-0,15.5,90,1
9,Jose Sa,G,1,Mar 10,WOL,WAT,W 4-0,12.5,90,1
10,Jose Sa,G,1,Mar 5,WOL,CRY,L 0-2,11.5,90,1
11,Jose Sa,G,1,Feb 27,WOL,@WHU,L 0-1,8.5,90,1
12,Jose Sa,G,1,Feb 24,WOL,@ARS,L 1-2,8.5,90,1
13,Jose Sa,G,1,Feb 20,WOL,LEI,W 2-1,14.0,90,1
14,Jose Sa,G,1,Feb 13,WOL,@TOT,W 2-0,25.5,90,1
15,Jose Sa,G,1,Feb 10,WOL,ARS,L 0-1,5.5,90,1
16,Jose Sa,G,1,Jan 22,WOL,@BRF,W 2-1,2.0,90,1
17,Jose Sa,G,1,Jan 15,WOL,SOU,W 3-1,18.5,90,1
18,Jose Sa,G,1,Jan 3,WOL,@MUN,W 1-0,14.0,90,1
19,Jose Sa,G,1,Dec 19,WOL,CHE,T 0-0,15.0,90,1
20,Jose Sa,G,1,Dec 15,WOL,@BHA,W 1-0,15.0,90,1
21,Jose Sa,G,1,Dec 11,WOL,@MCI,L 0-1,19.0,90,1
22,Jose Sa,G,1,Dec 4,WOL,LIV,L 0-1,7.5,90,1
23,Jose Sa,G,1,Dec 1,WOL,BUR,T 0-0,15.0,90,1
24,Jose Sa,G,1,Nov 27,WOL,@NOR,T 0-0,18.0,90,1
25,Jose Sa,G,1,Nov 20,WOL,WHU,W 1-0,19.5,90,1
26,Jose Sa,G,1,Nov 6,WOL,@CRY,L 0-2,9.0,90,1
27,Jose Sa,G,1,Nov 1,WOL,EVE,W 2-1,10.5,90,1
28,Jose Sa,G,1,Oct 23,WOL,@LEE,T 1-1,10.5,90,1
29,Jose Sa,G,1,Oct 16,WOL,@AVL,W 3-2,7.0,90,1
30,Jose Sa,G,1,Oct 2,WOL,NEW,W 2-1,5.5,90,1
