,Matchday,Date,H/A,Club,Club Pos.,Opponent,Opponent.1,Result,Pos.,Goals,Assists,Yellows,2nd Yellows,Reds,Minutes,Unnamed: 15,Unnamed: 16,Unnamed: 17,Player
0,1,8/11/19,H,Newcastle,(13.),Arsenal ,Arsenal (9.),0:1,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,,,Rolando Aarons
1,2,8/17/19,A,Newcastle,(14.),Norwich ,Norwich (16.),3:1,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,,,Rolando Aarons
2,3,8/25/19,A,Newcastle,(18.),Spurs ,Spurs (6.),0:1,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,,,Rolando Aarons
3,4,8/31/19,H,Newcastle,(19.),Watford ,Watford (20.),1:1,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,,,Rolando Aarons
4,23,1/18/20,H,Newcastle,(13.),Chelsea ,Chelsea (4.),1:0,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,,,Rolando Aarons
5,24,1/21/20,A,Newcastle,(12.),Everton ,Everton (11.),2:2,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,,,Rolando Aarons
