,Matchday,Date,H/A,Club,Club Pos.,Opponent,Opponent.1,Result,Pos.,Goals,Assists,Yellows,2nd Yellows,Reds,Minutes,Unnamed: 15,Unnamed: 16,Unnamed: 17,Player
0,4,8/31/19,H,Chelsea,(13.),Sheffield Utd. ,Sheffield Utd. (9.),2:2,CM,,,,,,6',,,,Billy Gilmour
1,11,11/2/19,A,Chelsea,(4.),Watford ,Watford (20.),1:2,on the bench,on the bench,on the bench,on the bench,on the bench,on the bench,on the bench,on the bench,,,Billy Gilmour
2,12,11/9/19,H,Chelsea,(4.),Crystal Palace ,Crystal Palace (9.),2:0,,,,,,,3',,,,Billy Gilmour
3,26,2/17/20,H,Chelsea,(4.),Man Utd ,Man Utd (7.),0:2,With the U21s,With the U21s,With the U21s,With the U21s,With the U21s,With the U21s,With the U21s,With the U21s,,,Billy Gilmour
4,27,2/22/20,H,Chelsea,(4.),Spurs ,Spurs (5.),2:1,on the bench,on the bench,on the bench,on the bench,on the bench,on the bench,on the bench,on the bench,,,Billy Gilmour
5,28,2/29/20,A,Chelsea,(4.),Bournemouth ,Bournemouth (16.),2:2,on the bench,on the bench,on the bench,on the bench,on the bench,on the bench,on the bench,on the bench,,,Billy Gilmour
6,29,3/8/20,H,Chelsea,(4.),Everton ,Everton (11.),4:0,DM,,,,,,90',,,,Billy Gilmour
