,Matchday,Date,H/A,Club,Club Pos.,Opponent,Opponent.1,Result,Pos.,Goals,Assists,Yellows,2nd Yellows,Reds,Minutes,Unnamed: 15,Unnamed: 16,Unnamed: 17,Player
0,1,08/10/2019,A,Southampton,-14,Burnley ,Burnley (10.),03:00,on the bench,on the bench,on the bench,on the bench,on the bench,on the bench,on the bench,on the bench,,,Cedric Soares (Prior)
1,2,8/17/19,H,Southampton,-18,Liverpool ,Liverpool (3.),01:02,on the bench,on the bench,on the bench,on the bench,on the bench,on the bench,on the bench,on the bench,,,Cedric Soares (Prior)
2,3,8/24/19,A,Southampton,-19,Brighton ,Brighton (5.),00:02,on the bench,on the bench,on the bench,on the bench,on the bench,on the bench,on the bench,on the bench,,,Cedric Soares (Prior)
3,4,8/31/19,H,Southampton,-18,Man Utd ,Man Utd (5.),01:01,RB,,,,,,90',,,,Cedric Soares (Prior)
4,5,9/14/19,A,Southampton,-13,Sheffield Utd. ,Sheffield Utd. (10.),00:01,LM,,,,,,90',,,,Cedric Soares (Prior)
5,6,9/20/19,H,Southampton,-10,Bournemouth ,Bournemouth (9.),01:03,LB,,,,,,90',,,,Cedric Soares (Prior)
6,7,9/28/19,A,Southampton,-13,Spurs ,Spurs (7.),02:01,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,,,Cedric Soares (Prior)
7,8,10/06/2019,H,Southampton,-14,Chelsea ,Chelsea (7.),01:04,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,,,Cedric Soares (Prior)
8,9,10/19/19,A,Southampton,-17,Wolves ,Wolves (11.),01:01,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,,,Cedric Soares (Prior)
9,10,10/25/19,H,Southampton,-17,Leicester ,Leicester (3.),00:09,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,,,Cedric Soares (Prior)
10,11,11/02/2019,A,Southampton,-18,Man City ,Man City (2.),02:01,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,,,Cedric Soares (Prior)
11,12,11/09/2019,H,Southampton,-18,Everton ,Everton (17.),01:02,LM,,,,,,45',,,,Cedric Soares (Prior)
12,13,11/23/19,A,Southampton,-19,Arsenal ,Arsenal (6.),02:02,RB,,,,,,90',,,,Cedric Soares (Prior)
13,14,11/30/19,H,Southampton,-19,Watford ,Watford (20.),02:01,RB,,,,,,76',,,,Cedric Soares (Prior)
14,15,12/04/2019,H,Southampton,-18,Norwich ,Norwich (19.),02:01,RB,,,,,,90',,,,Cedric Soares (Prior)
15,16,12/08/2019,A,Southampton,-17,Newcastle ,Newcastle (11.),02:01,RB,,,67',,,90',,,,Cedric Soares (Prior)
16,17,12/14/19,H,Southampton,-18,West Ham ,West Ham (16.),00:01,RB,,,,,,87',,,,Cedric Soares (Prior)
17,18,12/21/19,A,Southampton,-18,Aston Villa ,Aston Villa (17.),01:03,RB,,,,,,90',,,,Cedric Soares (Prior)
18,19,12/26/19,A,Southampton,-17,Chelsea ,Chelsea (4.),00:02,RB,,,,,,90',,,,Cedric Soares (Prior)
19,20,12/28/19,H,Southampton,-14,Crystal Palace ,Crystal Palace (9.),01:01,RB,,,,,,90',,,,Cedric Soares (Prior)
20,21,01/01/2020,H,Southampton,-15,Spurs ,Spurs (6.),01:00,RB,,,,,,90',,,,Cedric Soares (Prior)
21,22,01/11/2020,A,Southampton,-12,Leicester ,Leicester (2.),01:02,RB,,,,,,90',,,,Cedric Soares (Prior)
22,23,1/18/20,H,Southampton,-12,Wolves ,Wolves (7.),02:03,RB,,1,,,,90',,,,Cedric Soares (Prior)
23,24,1/21/20,A,Southampton,-13,Crystal Palace ,Crystal Palace (9.),00:02,RB,,,,,,21',,,,Cedric Soares (Prior)
24,,,,Southampton,,,,,,,,,,,,,,,Cedric Soares (Prior)
25,25,02/02/2020,A,Southampton,-10,Burnley ,Burnley (13.),00:00,Knee Injury,Knee Injury,Knee Injury,Knee Injury,Knee Injury,Knee Injury,Knee Injury,Knee Injury,,,Cedric Soares (Prior)
26,26,2/16/20,H,Southampton,-10,Newcastle ,Newcastle (12.),04:00,Knee Injury,Knee Injury,Knee Injury,Knee Injury,Knee Injury,Knee Injury,Knee Injury,Knee Injury,,,Cedric Soares (Prior)
27,27,2/23/20,H,Southampton,-10,Everton ,Everton (9.),03:02,Knee Injury,Knee Injury,Knee Injury,Knee Injury,Knee Injury,Knee Injury,Knee Injury,Knee Injury,,,Cedric Soares (Prior)
28,29,03/07/2020,H,Southampton,-10,West Ham ,West Ham (16.),01:00,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,,,Cedric Soares (Prior)
