,Matchday,Date,H/A,Club,Club Pos.,Opponent,Opponent.1,Result,Pos.,Goals,Assists,Yellows,2nd Yellows,Reds,Minutes,Unnamed: 15,Unnamed: 16,Unnamed: 17,Player
0,18,1/29/20,H,West Ham,(15.),Liverpool ,Liverpool (1.),0:2,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,,,Tomas Soucek
1,25,2/1/20,H,West Ham,(17.),Brighton ,Brighton (15.),3:3,AM,,,,,,85',,,,Tomas Soucek
2,26,2/19/20,A,West Ham,(18.),Man City ,Man City (2.),2:0,DM,,,,,,90',,,,Tomas Soucek
3,27,2/24/20,A,West Ham,(18.),Liverpool ,Liverpool (1.),3:2,DM,,,,,,47',,,,Tomas Soucek
4,28,2/29/20,H,West Ham,(18.),Southampton ,Southampton (12.),3:1,Muscular problems,Muscular problems,Muscular problems,Muscular problems,Muscular problems,Muscular problems,Muscular problems,Muscular problems,,,Tomas Soucek
5,29,3/7/20,A,West Ham,(16.),Arsenal ,Arsenal (10.),1:0,,,,,,,9',,,,Tomas Soucek
