,Matchday,Date,H/A,Club,Club Pos.,Opponent,Opponent.1,Result,Pos.,Goals,Assists,Yellows,2nd Yellows,Reds,Minutes,Unnamed: 15,Unnamed: 16,Unnamed: 17,Player
0,25,2/1/20,A,Wolves,(7.),Man Utd ,Man Utd (5.),0:0,,,,,,,14',,,,Daniel Podence
1,26,2/14/20,H,Wolves,(8.),Leicester ,Leicester (3.),0:0,LW,,,,,,12',,,,Daniel Podence
2,27,2/23/20,H,Wolves,(8.),Norwich ,Norwich (20.),3:0,on the bench,on the bench,on the bench,on the bench,on the bench,on the bench,on the bench,on the bench,,,Daniel Podence
3,28,3/1/20,A,Wolves,(8.),Spurs ,Spurs (6.),2:3,SS,,,,,,1',,,,Daniel Podence
4,29,3/7/20,H,Wolves,(6.),Brighton ,Brighton (15.),0:0,,,,,,,16',,,,Daniel Podence
