,player,position,position_id,date,team,opp,score,fpts,min,goals
0,Ben Foster,G,1,Apr 30,WAT,BUR,L 1-2,11.5,90,0
1,Ben Foster,G,1,Apr 23,WAT,@MCI,L 1-5,8.0,90,0
2,Ben Foster,G,1,Apr 16,WAT,BRF,L 1-2,7.0,90,0
3,Ben Foster,G,1,Apr 9,WAT,LEE,L 0-3,5.0,90,0
4,Ben Foster,G,1,Apr 2,WAT,@LIV,L 0-2,4.0,90,0
5,Ben Foster,G,1,Mar 13,WAT,@SOU,W 2-1,13.5,90,0
6,Ben Foster,G,1,Mar 10,WAT,@WOL,L 0-4,4.5,90,0
7,Ben Foster,G,1,Mar 6,WAT,ARS,L 2-3,3.5,90,0
8,Ben Foster,G,1,Feb 26,WAT,@MUN,T 0-0,17.0,90,1
9,Ben Foster,G,1,Feb 23,WAT,CRY,L 1-4,3.0,90,0
10,Ben Foster,G,1,Feb 19,WAT,@AVL,W 1-0,13.5,90,1
11,Ben Foster,G,1,Feb 12,WAT,BHA,L 0-2,7.0,90,0
12,Ben Foster,G,1,Feb 8,WAT,@WHU,L 0-1,4.5,90,0
13,Ben Foster,G,1,Feb 5,WAT,@BUR,T 0-0,15.0,90,1
14,Ben Foster,G,1,Jan 15,WAT,@NEW,T 1-1,3.5,90,0
15,Ben Foster,G,1,Nov 20,WAT,MUN,W 4-1,9.0,90,0
16,Ben Foster,G,1,Nov 7,WAT,@ARS,L 0-1,15.5,90,0
17,Ben Foster,G,1,Oct 30,WAT,SOU,L 0-1,3.0,90,0
18,Ben Foster,G,1,Oct 23,WAT,@EVE,W 5-2,6.0,90,0
19,Ben Foster,G,1,Oct 16,WAT,LIV,L 0-5,7.5,90,0
20,Ben Foster,G,1,Oct 2,WAT,@LEE,L 0-1,8.0,90,0
21,Ben Foster,G,1,Sep 25,WAT,NEW,T 1-1,10.5,90,0
22,Ben Foster,G,1,Sep 18,WAT,@NOR,W 3-1,9.0,90,0
0,Daniel Bachmann,G,1,Jan 21,WAT,NOR,L 0-3,2.0,90,0
1,Daniel Bachmann,G,1,Jan 1,WAT,TOT,L 0-1,17.0,90,0
2,Daniel Bachmann,G,1,Dec 28,WAT,WHU,L 1-4,5.0,90,0
3,Daniel Bachmann,G,1,Dec 10,WAT,@BRF,L 1-2,8.0,90,0
