,Matchday,Date,H/A,Club,Club Pos.,Opponent,Opponent.1,Result,Pos.,Goals,Assists,Yellows,2nd Yellows,Reds,Minutes,Unnamed: 15,Unnamed: 16,Unnamed: 17,Player
0,1,7/26/19,A,Liverpool,,Rapid Vienna,Rapid Vienna,0:2,LW,1,,,,,90',,,,Takumi Minamino
1,2,8/4/19,H,Liverpool,,SV Mattersburg,SV Mattersburg,4:1,RM,1,,,,,88',,,,Takumi Minamino
2,3,8/10/19,H,Liverpool,,Wolfsberger AC,Wolfsberger AC,5:2,RM,,1,,,,79',,,,Takumi Minamino
3,4,8/17/19,A,Liverpool,,SKN St. Pölten,SKN St. Pölten,0:6,RM,1,,,,,65',,,,Takumi Minamino
4,5,8/25/19,H,Liverpool,,Admira Wacker,Admira Wacker,5:0,RM,,1,,,,75',,,,Takumi Minamino
5,6,8/31/19,A,Liverpool,,WSG Tirol,WSG Tirol,1:5,special leave,special leave,special leave,special leave,special leave,special leave,special leave,special leave,,,Takumi Minamino
6,7,9/14/19,H,Liverpool,,TSV Hartberg,TSV Hartberg,7:2,,,,,,,25',,,,Takumi Minamino
7,8,9/22/19,A,Liverpool,,LASK,LASK,2:2,,,1,,,,10',,,,Takumi Minamino
8,9,9/28/19,H,Liverpool,,Austria Vienna,Austria Vienna,4:1,on the bench,on the bench,on the bench,on the bench,on the bench,on the bench,on the bench,on the bench,,,Takumi Minamino
9,10,10/5/19,H,Liverpool,,SCR Altach,SCR Altach,6:0,on the bench,on the bench,on the bench,on the bench,on the bench,on the bench,on the bench,on the bench,,,Takumi Minamino
10,11,10/19/19,A,Liverpool,,Sturm Graz,Sturm Graz,1:1,,,,,,,19',,,,Takumi Minamino
11,12,10/27/19,H,Liverpool,,Rapid Vienna,Rapid Vienna,3:2,RM,,,,,,66',,,,Takumi Minamino
12,13,11/2/19,A,Liverpool,,SV Mattersburg,SV Mattersburg,0:3,RW,,,,,,69',,,,Takumi Minamino
13,14,11/10/19,A,Liverpool,,Wolfsberger AC,Wolfsberger AC,0:3,RW,,1,,,,83',,,,Takumi Minamino
14,15,11/23/19,H,Liverpool,,SKN St. Pölten,SKN St. Pölten,2:2,CF,1,1,,,,90',,,,Takumi Minamino
15,16,12/1/19,A,Liverpool,,Admira Wacker,Admira Wacker,1:1,RW,,1,60',,,90',,,,Takumi Minamino
16,17,12/7/19,H,Liverpool,,WSG Tirol,WSG Tirol,5:1,AM,1,,,,,59',,,,Takumi Minamino
17,18,12/14/19,A,Liverpool,,TSV Hartberg,TSV Hartberg,2:2,Thigh Problems,Thigh Problems,Thigh Problems,Thigh Problems,Thigh Problems,Thigh Problems,Thigh Problems,Thigh Problems,,,Takumi Minamino
