,Matchday,Date,H/A,Club,Club Pos.,Opponent,Opponent.1,Result,Pos.,Goals,Assists,Yellows,2nd Yellows,Reds,Minutes,Unnamed: 15,Unnamed: 16,Unnamed: 17,Player
0,1,8/10/19,A,Brighton,(15.),Watford ,Watford (17.),0:3,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,,,Leon Balogun
1,2,8/17/19,H,Brighton,(5.),West Ham ,West Ham (20.),1:1,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,,,Leon Balogun
2,3,8/24/19,H,Brighton,(5.),Southampton ,Southampton (19.),0:2,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,,,Leon Balogun
3,4,8/31/19,A,Brighton,(8.),Man City ,Man City (2.),4:0,Unknown Injury,Unknown Injury,Unknown Injury,Unknown Injury,Unknown Injury,Unknown Injury,Unknown Injury,Unknown Injury,,,Leon Balogun
4,5,9/14/19,H,Brighton,(16.),Burnley ,Burnley (12.),1:1,Unknown Injury,Unknown Injury,Unknown Injury,Unknown Injury,Unknown Injury,Unknown Injury,Unknown Injury,Unknown Injury,,,Leon Balogun
5,6,9/21/19,A,Brighton,(16.),Newcastle ,Newcastle (18.),0:0,Unknown Injury,Unknown Injury,Unknown Injury,Unknown Injury,Unknown Injury,Unknown Injury,Unknown Injury,Unknown Injury,,,Leon Balogun
6,7,9/28/19,A,Brighton,(15.),Chelsea ,Chelsea (11.),2:0,Unknown Injury,Unknown Injury,Unknown Injury,Unknown Injury,Unknown Injury,Unknown Injury,Unknown Injury,Unknown Injury,,,Leon Balogun
7,8,10/5/19,H,Brighton,(16.),Spurs ,Spurs (6.),3:0,on the bench,on the bench,on the bench,on the bench,on the bench,on the bench,on the bench,on the bench,,,Leon Balogun
8,9,10/19/19,A,Brighton,(14.),Aston Villa ,Aston Villa (15.),2:1,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,,,Leon Balogun
9,10,10/26/19,H,Brighton,(16.),Everton ,Everton (15.),3:2,on the bench,on the bench,on the bench,on the bench,on the bench,on the bench,on the bench,on the bench,,,Leon Balogun
10,11,11/2/19,H,Brighton,(14.),Norwich ,Norwich (19.),2:0,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,,,Leon Balogun
11,12,11/10/19,A,Brighton,(8.),Man Utd ,Man Utd (10.),3:1,on the bench,on the bench,on the bench,on the bench,on the bench,on the bench,on the bench,on the bench,,,Leon Balogun
12,13,11/23/19,H,Brighton,(11.),Leicester ,Leicester (2.),0:2,on the bench,on the bench,on the bench,on the bench,on the bench,on the bench,on the bench,on the bench,,,Leon Balogun
13,14,11/30/19,A,Brighton,(12.),Liverpool ,Liverpool (1.),2:1,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,,,Leon Balogun
14,15,12/5/19,A,Brighton,(16.),Arsenal ,Arsenal (8.),1:2,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,,,Leon Balogun
15,16,12/8/19,H,Brighton,(13.),Wolves ,Wolves (5.),2:2,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,,,Leon Balogun
16,17,12/16/19,A,Brighton,(12.),Crystal Palace ,Crystal Palace (10.),1:1,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,,,Leon Balogun
17,18,12/21/19,H,Brighton,(13.),Sheffield Utd. ,Sheffield Utd. (7.),0:1,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,,,Leon Balogun
18,19,12/26/19,A,Brighton,(13.),Spurs ,Spurs (7.),2:1,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,,,Leon Balogun
19,20,12/28/19,H,Brighton,(15.),Bournemouth ,Bournemouth (16.),2:0,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,,,Leon Balogun
20,21,1/1/20,H,Brighton,(14.),Chelsea ,Chelsea (4.),1:1,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,,,Leon Balogun
21,22,1/11/20,A,Brighton,(14.),Everton ,Everton (11.),1:0,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,,,Leon Balogun
22,23,1/18/20,H,Brighton,(14.),Aston Villa ,Aston Villa (18.),1:1,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,,,Leon Balogun
23,24,1/21/20,A,Brighton,(15.),Bournemouth ,Bournemouth (19.),3:1,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,,,Leon Balogun
