,Matchday,Date,H/A,Club,Club Pos.,Opponent,Opponent.1,Result,Pos.,Goals,Assists,Yellows,2nd Yellows,Reds,Minutes,Unnamed: 15,Unnamed: 16,Unnamed: 17,Player
0,1,8/11/19,A,Wolves,(6.),Leicester ,Leicester (3.),0:0,CF,,,,,,76',,,,Diogo Jota
1,2,8/19/19,H,Wolves,(10.),Man Utd ,Man Utd (2.),1:1,CF,,,,,,86',,,,Diogo Jota
2,3,8/25/19,H,Wolves,(12.),Burnley ,Burnley (10.),1:1,CF,,,,,,90',,,,Diogo Jota
3,4,9/1/19,A,Wolves,(15.),Everton ,Everton (12.),3:2,SS,,,,,,22',,,,Diogo Jota
4,5,9/14/19,H,Wolves,(17.),Chelsea ,Chelsea (11.),2:5,CF,,,,,,90',,,,Diogo Jota
5,6,9/22/19,A,Wolves,(19.),Crystal Palace ,Crystal Palace (12.),1:1,LW,1,,,,,90',,,,Diogo Jota
6,7,9/28/19,H,Wolves,(19.),Watford ,Watford (20.),2:0,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,,,Diogo Jota
7,8,10/6/19,A,Wolves,(13.),Man City ,Man City (2.),0:2,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,,,Diogo Jota
8,9,10/19/19,H,Wolves,(11.),Southampton ,Southampton (17.),1:1,LW,,,,,,28',,,,Diogo Jota
9,10,10/27/19,A,Wolves,(13.),Newcastle ,Newcastle (18.),1:1,CF,,,,,,70',,,,Diogo Jota
10,11,11/2/19,A,Wolves,(12.),Arsenal ,Arsenal (5.),1:1,LW,,,89',,,90',,,,Diogo Jota
11,12,11/10/19,H,Wolves,(12.),Aston Villa ,Aston Villa (16.),2:1,LW,,,74',,,83',,,,Diogo Jota
12,13,11/23/19,A,Wolves,(8.),Bournemouth ,Bournemouth (9.),1:2,LW,,,,,,89',,,,Diogo Jota
13,14,12/1/19,H,Wolves,(5.),Sheffield Utd. ,Sheffield Utd. (6.),1:1,LW,,,,,,90',,,,Diogo Jota
14,15,12/4/19,H,Wolves,(6.),West Ham ,West Ham (13.),2:0,LW,,,30',,,72',,,,Diogo Jota
15,16,12/8/19,A,Wolves,(5.),Brighton ,Brighton (13.),2:2,LW,2,,,,,77',,,,Diogo Jota
16,17,12/15/19,H,Wolves,(6.),Spurs ,Spurs (7.),1:2,LW,,,,,,90',,,,Diogo Jota
17,18,12/21/19,A,Wolves,(8.),Norwich ,Norwich (19.),1:2,LW,,,,,,77',,,,Diogo Jota
18,19,12/27/19,H,Wolves,(6.),Man City ,Man City (3.),3:2,LW,,,,,,79',,,,Diogo Jota
19,20,12/29/19,A,Wolves,(5.),Liverpool ,Liverpool (1.),1:0,CF,,,,,,72',,,,Diogo Jota
20,21,1/1/20,A,Wolves,(7.),Watford ,Watford (19.),2:1,LW,,,,,,24',,,,Diogo Jota
21,22,1/11/20,H,Wolves,(7.),Newcastle ,Newcastle (13.),1:1,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,,,Diogo Jota
22,23,1/18/20,A,Wolves,(7.),Southampton ,Southampton (12.),2:3,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,,,Diogo Jota
23,24,1/23/20,H,Wolves,(6.),Liverpool ,Liverpool (1.),1:2,LW,,,,,,13',,,,Diogo Jota
24,25,2/1/20,A,Wolves,(7.),Man Utd ,Man Utd (5.),0:0,LW,,,,,,70',,,,Diogo Jota
25,26,2/14/20,H,Wolves,(8.),Leicester ,Leicester (3.),0:0,LW,,,,,,78',,,,Diogo Jota
26,27,2/23/20,H,Wolves,(8.),Norwich ,Norwich (20.),3:0,CF,2,,,,,64',,,,Diogo Jota
27,28,3/1/20,A,Wolves,(8.),Spurs ,Spurs (6.),2:3,LW,1,1,,,,79',,,,Diogo Jota
28,29,3/7/20,H,Wolves,(6.),Brighton ,Brighton (15.),0:0,CF,,,,,,74',,,,Diogo Jota
