,Matchday,Date,H/A,Club,Club Pos.,Opponent,Opponent.1,Result,Pos.,Goals,Assists,Yellows,2nd Yellows,Reds,Minutes,Unnamed: 15,Unnamed: 16,Unnamed: 17,Player
0,1,8/11/19,A,Wolves,(6.),Leicester ,Leicester (3.),0:0,on the bench,on the bench,on the bench,on the bench,on the bench,on the bench,on the bench,on the bench,,,Adama Traoré
1,2,8/19/19,H,Wolves,(10.),Man Utd ,Man Utd (2.),1:1,RM,,,,,,45',,,,Adama Traoré
2,3,8/25/19,H,Wolves,(12.),Burnley ,Burnley (10.),1:1,RM,,,,,,14',,,,Adama Traoré
3,4,9/1/19,A,Wolves,(15.),Everton ,Everton (12.),3:2,RM,,,,,,90',,,,Adama Traoré
4,5,9/14/19,H,Wolves,(17.),Chelsea ,Chelsea (11.),2:5,RM,,,,,,56',,,,Adama Traoré
5,6,9/22/19,A,Wolves,(19.),Crystal Palace ,Crystal Palace (12.),1:1,RW,,1,,,,90',,,,Adama Traoré
6,7,9/28/19,H,Wolves,(19.),Watford ,Watford (20.),2:0,RW,,,,,,87',,,,Adama Traoré
7,8,10/6/19,A,Wolves,(13.),Man City ,Man City (2.),0:2,RM,2,,,,,90',,,,Adama Traoré
8,9,10/19/19,H,Wolves,(11.),Southampton ,Southampton (17.),1:1,RM,,,,,,90',,,,Adama Traoré
9,10,10/27/19,A,Wolves,(13.),Newcastle ,Newcastle (18.),1:1,RM,,,,,,90',,,,Adama Traoré
10,11,11/2/19,A,Wolves,(12.),Arsenal ,Arsenal (5.),1:1,RW,,,,,,90',,,,Adama Traoré
11,12,11/10/19,H,Wolves,(12.),Aston Villa ,Aston Villa (16.),2:1,RW,,1,,,,90',,,,Adama Traoré
12,13,11/23/19,A,Wolves,(8.),Bournemouth ,Bournemouth (9.),1:2,RW,,1,,,,90',,,,Adama Traoré
13,14,12/1/19,H,Wolves,(5.),Sheffield Utd. ,Sheffield Utd. (6.),1:1,RW,,,,,,90',,,,Adama Traoré
14,15,12/4/19,H,Wolves,(6.),West Ham ,West Ham (13.),2:0,RW,,,,,,89',,,,Adama Traoré
15,16,12/8/19,A,Wolves,(5.),Brighton ,Brighton (13.),2:2,RW,,,,,,90',,,,Adama Traoré
16,17,12/15/19,H,Wolves,(6.),Spurs ,Spurs (7.),1:2,RW,1,,,,,90',,,,Adama Traoré
17,18,12/21/19,A,Wolves,(8.),Norwich ,Norwich (19.),1:2,RW,,,,,,90',,,,Adama Traoré
18,19,12/27/19,H,Wolves,(6.),Man City ,Man City (3.),3:2,RW,1,1,,,,90',,,,Adama Traoré
19,20,12/29/19,A,Wolves,(5.),Liverpool ,Liverpool (1.),1:0,RW,,,,,,32',,,,Adama Traoré
20,21,1/1/20,A,Wolves,(7.),Watford ,Watford (19.),2:1,RW,,,,,,90',,,,Adama Traoré
21,22,1/11/20,H,Wolves,(7.),Newcastle ,Newcastle (13.),1:1,RW,,,,,,90',,,,Adama Traoré
22,23,1/18/20,A,Wolves,(7.),Southampton ,Southampton (12.),2:3,LW,,2,,,,90',,,,Adama Traoré
23,24,1/23/20,H,Wolves,(6.),Liverpool ,Liverpool (1.),1:2,RW,,1,,,,90',,,,Adama Traoré
24,25,2/1/20,A,Wolves,(7.),Man Utd ,Man Utd (5.),0:0,RW,,,,,,76',,,,Adama Traoré
25,26,2/14/20,H,Wolves,(8.),Leicester ,Leicester (3.),0:0,RW,,,,,,26',,,,Adama Traoré
26,27,2/23/20,H,Wolves,(8.),Norwich ,Norwich (20.),3:0,RW,,,,,,18',,,,Adama Traoré
27,28,3/1/20,A,Wolves,(8.),Spurs ,Spurs (6.),2:3,RW,,,,,,74',,,,Adama Traoré
28,29,3/7/20,H,Wolves,(6.),Brighton ,Brighton (15.),0:0,RW,,,,,,26',,,,Adama Traoré
