,Matchday,Date,H/A,Club,Club Pos.,Opponent,Opponent.1,Result,Pos.,Goals,Assists,Yellows,2nd Yellows,Reds,Minutes,Unnamed: 15,Unnamed: 16,Unnamed: 17,Player
0,1,8/3/19,H,Aston Villa,(5.),Motherwell FC ,Motherwell FC (3.),0:0,on the bench,on the bench,on the bench,on the bench,on the bench,on the bench,on the bench,on the bench,,,Matija Sarkic
1,2,8/10/19,A,Aston Villa,(7.),St. Johnstone ,St. Johnstone (12.),2:2,on the bench,on the bench,on the bench,on the bench,on the bench,on the bench,on the bench,on the bench,,,Matija Sarkic
2,3,8/24/19,A,Aston Villa,(8.),Ross County ,Ross County (3.),1:4,on the bench,on the bench,on the bench,on the bench,on the bench,on the bench,on the bench,on the bench,,,Matija Sarkic
3,4,8/31/19,H,Aston Villa,(3.),St. Mirren ,St. Mirren (8.),2:1,on the bench,on the bench,on the bench,on the bench,on the bench,on the bench,on the bench,on the bench,,,Matija Sarkic
4,5,9/14/19,A,Aston Villa,(3.),Rangers ,Rangers (2.),3:1,on the bench,on the bench,on the bench,on the bench,on the bench,on the bench,on the bench,on the bench,,,Matija Sarkic
5,6,9/21/19,H,Aston Villa,(5.),Aberdeen FC ,Aberdeen FC (4.),0:2,on the bench,on the bench,on the bench,on the bench,on the bench,on the bench,on the bench,on the bench,,,Matija Sarkic
6,7,9/28/19,A,Aston Villa,(6.),Hamilton Acad. ,Hamilton Acad. (9.),2:1,on the bench,on the bench,on the bench,on the bench,on the bench,on the bench,on the bench,on the bench,,,Matija Sarkic
7,8,10/6/19,H,Aston Villa,(6.),Celtic ,Celtic (1.),2:0,GK,,1,,,,90',,,,Matija Sarkic
8,9,10/19/19,A,Aston Villa,(6.),Kilmarnock FC ,Kilmarnock FC (7.),2:1,GK,,,,,,90',,,,Matija Sarkic
9,10,10/26/19,H,Aston Villa,(7.),Heart of Midl. ,Heart of Midl. (10.),0:0,GK,,,,,,90',,,,Matija Sarkic
10,11,10/30/19,A,Aston Villa,(7.),Hibernian FC ,Hibernian FC (11.),2:2,GK,,,,,,90',,,,Matija Sarkic
11,12,11/2/19,A,Aston Villa,(6.),Motherwell FC ,Motherwell FC (3.),2:1,GK,,,,,,90',,,,Matija Sarkic
12,13,11/10/19,H,Aston Villa,(7.),Rangers ,Rangers (2.),0:2,GK,,,,,,90',,,,Matija Sarkic
13,14,11/23/19,A,Aston Villa,(8.),Celtic ,Celtic (1.),4:0,GK,,,,,,90',,,,Matija Sarkic
14,15,11/30/19,H,Aston Villa,(8.),Hamilton Acad. ,Hamilton Acad. (11.),0:0,GK,,,,,,90',,,,Matija Sarkic
15,16,12/4/19,A,Aston Villa,(7.),Heart of Midl. ,Heart of Midl. (11.),1:1,GK,,,,,,90',,,,Matija Sarkic
16,17,12/7/19,H,Aston Villa,(8.),Kilmarnock FC ,Kilmarnock FC (5.),3:0,GK,,,,,,90',,,,Matija Sarkic
17,18,12/14/19,A,Aston Villa,(7.),St. Mirren ,St. Mirren (9.),3:3,GK,,,,,,90',,,,Matija Sarkic
18,19,12/21/19,H,Aston Villa,(8.),Ross County ,Ross County (7.),4:0,GK,,,,,,90',,,,Matija Sarkic
19,20,12/26/19,A,Aston Villa,(6.),Aberdeen FC ,Aberdeen FC (4.),2:1,GK,,,,,,90',,,,Matija Sarkic
20,21,12/29/19,H,Aston Villa,(7.),Hibernian FC ,Hibernian FC (5.),2:0,GK,,,,,,90',,,,Matija Sarkic
