,Matchday,Date,H/A,Club,Club Pos.,Opponent,Opponent.1,Result,Pos.,Goals,Assists,Yellows,2nd Yellows,Reds,Minutes,Unnamed: 15,Unnamed: 16,Unnamed: 17,Player
0,1,8/9/19,H,Norwich U23,,Swansea U23,Swansea U23,0:1,CF,,,,,,90',,,,Adam Idah
1,2,8/18/19,A,Norwich U23,,Sunderland U23,Sunderland U23,1:2,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,,,Adam Idah
2,3,8/24/19,A,Norwich U23,,Aston Villa U23,Aston Villa U23,1:1,With the pros,With the pros,With the pros,With the pros,With the pros,With the pros,With the pros,With the pros,,,Adam Idah
3,4,8/30/19,H,Norwich U23,,Boro U23,Boro U23,2:2,CF,,1,,,,90',,,,Adam Idah
4,5,9/16/19,A,Norwich U23,,Newcastle U23,Newcastle U23,3:2,With the pros,With the pros,With the pros,With the pros,With the pros,With the pros,With the pros,With the pros,,,Adam Idah
5,6,9/20/19,H,Norwich U23,,Stoke U23,Stoke U23,0:2,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,,,Adam Idah
6,7,9/27/19,A,Norwich U23,,Man Utd U23,Man Utd U23,2:0,With the pros,With the pros,With the pros,With the pros,With the pros,With the pros,With the pros,With the pros,,,Adam Idah
7,8,10/18/19,H,Norwich U23,,West Brom U23,West Brom U23,2:4,CF,,,,,,61',,,,Adam Idah
8,9,10/25/19,H,Norwich U23,,West Ham U23,West Ham U23,1:4,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,,,Adam Idah
9,10,11/1/19,H,Norwich U23,,Fulham U23,Fulham U23,1:2,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,,,Adam Idah
10,11,11/25/19,A,Norwich U23,,Reading U23,Reading U23,0:1,CF,1,,,,,90',,,,Adam Idah
11,12,12/9/19,A,Norwich U23,,Swansea U23,Swansea U23,2:1,CF,,,,,,90',,,,Adam Idah
12,13,12/15/19,H,Norwich U23,,Sunderland U23,Sunderland U23,3:1,CF,1,,,,,90',,,,Adam Idah
13,14,1/6/20,A,Norwich U23,,Boro U23,Boro U23,3:4,With the pros,With the pros,With the pros,With the pros,With the pros,With the pros,With the pros,With the pros,,,Adam Idah
14,15,1/10/20,H,Norwich U23,,Aston Villa U23,Aston Villa U23,2:1,With the pros,With the pros,With the pros,With the pros,With the pros,With the pros,With the pros,With the pros,,,Adam Idah
15,16,1/31/20,H,Norwich U23,,Man Utd U23,Man Utd U23,1:2,CF,,,,,,90',,,,Adam Idah
16,18,3/2/20,A,Norwich U23,,West Ham U23,West Ham U23,4:0,With the pros,With the pros,With the pros,With the pros,With the pros,With the pros,With the pros,With the pros,,,Adam Idah
