,Matchday,Date,H/A,Club,Club Pos.,Opponent,Opponent.1,Result,Pos.,Goals,Assists,Yellows,2nd Yellows,Reds,Minutes,Unnamed: 15,Unnamed: 16,Unnamed: 17,Player
0,1,7/15/19,A,West Ham,(1.),FC Zlin ,FC Zlin (13.),0:1,DM,,,,,,90',,,,Tomas Soucek
1,2,7/21/19,A,West Ham,(5.),FK Teplice ,FK Teplice (8.),1:5,DM,1,,,,,90',,,,Tomas Soucek
2,3,7/28/19,H,West Ham,(1.),Sigma Olomouc ,Sigma Olomouc (11.),1:0,DM,,,,,,90',,,,Tomas Soucek
3,4,8/4/19,A,West Ham,(2.),MFK Karvina ,MFK Karvina (16.),0:0,DM,,,,,,90',,,,Tomas Soucek
4,5,8/10/19,H,West Ham,(2.),Slovan Liberec ,Slovan Liberec (15.),1:0,DM,,1,,,,90',,,,Tomas Soucek
5,6,8/16/19,A,West Ham,(1.),C. Budejovice ,C. Budejovice (13.),0:3,DM,,,,,,90',,,,Tomas Soucek
6,7,8/24/19,H,West Ham,(1.),Bohemians 1905 ,Bohemians 1905 (10.),4:0,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,,,Tomas Soucek
7,8,9/1/19,A,West Ham,(1.),SFC Opava ,SFC Opava (14.),1:1,DM,,,,,,90',,,,Tomas Soucek
8,9,9/14/19,H,West Ham,(1.),Slovácko ,Slovácko (5.),3:0,on the bench,on the bench,on the bench,on the bench,on the bench,on the bench,on the bench,on the bench,,,Tomas Soucek
9,10,9/22/19,A,West Ham,(1.),Sparta Praha ,Sparta Praha (6.),0:3,DM,1,,,,,90',,,,Tomas Soucek
10,11,9/28/19,H,West Ham,(1.),Mladá Boleslav ,Mladá Boleslav (3.),1:0,DM,,,,,,90',,,,Tomas Soucek
11,12,10/6/19,A,West Ham,(1.),FK Jablonec ,FK Jablonec (3.),0:2,DM,1,,,,,90',,,,Tomas Soucek
12,13,10/19/19,H,West Ham,(1.),1.FK Pribram ,1.FK Pribram (12.),3:1,DM,2,,,,,90',,,,Tomas Soucek
13,14,10/27/19,A,West Ham,(1.),Viktoria Plzen ,Viktoria Plzen (2.),0:1,DM,,1,,,,90',,,,Tomas Soucek
14,15,11/2/19,H,West Ham,(1.),Banik Ostrava ,Banik Ostrava (6.),4:0,DM,2,,,,,78',,,,Tomas Soucek
15,16,11/10/19,H,West Ham,(1.),FK Teplice ,FK Teplice (11.),3:0,DM,1,1,,,,90',,,,Tomas Soucek
16,17,11/23/19,A,West Ham,(1.),Sigma Olomouc ,Sigma Olomouc (10.),0:0,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,,,Tomas Soucek
17,18,12/1/19,H,West Ham,(1.),MFK Karvina ,MFK Karvina (16.),2:0,DM,,,,,,90',,,,Tomas Soucek
18,19,12/6/19,A,West Ham,(1.),Slovan Liberec ,Slovan Liberec (9.),0:3,DM,,,,,,90',,,,Tomas Soucek
19,20,12/15/19,H,West Ham,(1.),C. Budejovice ,C. Budejovice (7.),4:1,DM,,,,,,90',,,,Tomas Soucek
