,Matchday,Date,H/A,Club,Club Pos.,Opponent,Opponent.1,Result,Pos.,Goals,Assists,Yellows,2nd Yellows,Reds,Minutes,Unnamed: 15,Unnamed: 16,Unnamed: 17,Player
0,1,8/25/19,H,Watford,(14.),AC Milan ,AC Milan (7.),1:0,CF,,,,,,71',,,,Ignacio Pussetto
1,2,9/1/19,H,Watford,(8.),Parma ,Parma (18.),1:3,CF,,,,,,20',,,,Ignacio Pussetto
2,3,9/14/19,A,Watford,(14.),Inter ,Inter (1.),1:0,CF,,,,,,9',,,,Ignacio Pussetto
3,4,9/21/19,H,Watford,(17.),Brescia ,Brescia (14.),0:1,CF,,,56',,,67',,,,Ignacio Pussetto
4,5,9/24/19,A,Watford,(16.),Hellas Verona ,Hellas Verona (13.),0:0,on the bench,on the bench,on the bench,on the bench,on the bench,on the bench,on the bench,on the bench,,,Ignacio Pussetto
5,6,9/29/19,H,Watford,(18.),Bologna ,Bologna (8.),1:0,on the bench,on the bench,on the bench,on the bench,on the bench,on the bench,on the bench,on the bench,,,Ignacio Pussetto
6,7,10/6/19,A,Watford,(12.),Fiorentina ,Fiorentina (10.),1:0,on the bench,on the bench,on the bench,on the bench,on the bench,on the bench,on the bench,on the bench,,,Ignacio Pussetto
7,8,10/20/19,H,Watford,(15.),Torino ,Torino (9.),1:0,on the bench,on the bench,on the bench,on the bench,on the bench,on the bench,on the bench,on the bench,,,Ignacio Pussetto
8,9,10/27/19,A,Watford,(11.),Atalanta ,Atalanta (3.),7:1,RM,,,,,,45',,,,Ignacio Pussetto
9,10,10/30/19,H,Watford,(14.),AS Roma ,AS Roma (5.),0:4,RW,,,,,,11',,,,Ignacio Pussetto
10,11,11/3/19,A,Watford,(15.),Genoa ,Genoa (17.),1:3,on the bench,on the bench,on the bench,on the bench,on the bench,on the bench,on the bench,on the bench,,,Ignacio Pussetto
11,12,11/10/19,H,Watford,(13.),SPAL ,SPAL (20.),0:0,Distortion of the ankle,Distortion of the ankle,Distortion of the ankle,Distortion of the ankle,Distortion of the ankle,Distortion of the ankle,Distortion of the ankle,Distortion of the ankle,,,Ignacio Pussetto
12,13,11/24/19,A,Watford,(13.),Sampdoria ,Sampdoria (18.),2:1,RM,,,,,,12',,,,Ignacio Pussetto
13,14,12/1/19,A,Watford,(14.),Lazio ,Lazio (3.),3:0,on the bench,on the bench,on the bench,on the bench,on the bench,on the bench,on the bench,on the bench,,,Ignacio Pussetto
14,15,12/7/19,H,Watford,(16.),SSC Napoli ,SSC Napoli (7.),1:1,RM,,,,,,16',,,,Ignacio Pussetto
15,16,12/15/19,A,Watford,(16.),Juventus ,Juventus (2.),3:1,CF,1,,,,,29',,,,Ignacio Pussetto
16,17,12/21/19,H,Watford,(17.),Cagliari Calcio ,Cagliari Calcio (5.),2:1,CF,,,,,,11',,,,Ignacio Pussetto
17,18,1/6/20,A,Watford,(14.),Lecce ,Lecce (16.),0:1,RW,,,,,,15',,,,Ignacio Pussetto
18,19,1/12/20,H,Watford,(13.),Sassuolo ,Sassuolo (14.),3:0,CF,,,,,,28',,,,Ignacio Pussetto
