,Matchday,Date,H/A,Club,Club Pos.,Opponent,Opponent.1,Result,Pos.,Goals,Assists,Yellows,2nd Yellows,Reds,Minutes,Unnamed: 15,Unnamed: 16,Unnamed: 17,Player
0,1,8/11/19,A,Chelsea,(4.),Man Utd ,Man Utd (5.),4:0,Knee Surgery,Knee Surgery,Knee Surgery,Knee Surgery,Knee Surgery,Knee Surgery,Knee Surgery,Knee Surgery,,,Antonio Rüdiger
1,2,8/18/19,H,Chelsea,(19.),Leicester ,Leicester (12.),1:1,With the U21s,With the U21s,With the U21s,With the U21s,With the U21s,With the U21s,With the U21s,With the U21s,,,Antonio Rüdiger
2,3,8/24/19,A,Chelsea,(15.),Norwich ,Norwich (11.),2:3,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,,,Antonio Rüdiger
3,4,8/31/19,H,Chelsea,(13.),Sheffield Utd. ,Sheffield Utd. (9.),2:2,With the U21s,With the U21s,With the U21s,With the U21s,With the U21s,With the U21s,With the U21s,With the U21s,,,Antonio Rüdiger
4,5,9/14/19,A,Chelsea,(11.),Wolves ,Wolves (17.),2:5,CB,,,,,,45',,,,Antonio Rüdiger
5,6,9/22/19,H,Chelsea,(6.),Liverpool ,Liverpool (1.),1:2,Groin Injury,Groin Injury,Groin Injury,Groin Injury,Groin Injury,Groin Injury,Groin Injury,Groin Injury,,,Antonio Rüdiger
6,7,9/28/19,H,Chelsea,(11.),Brighton ,Brighton (15.),2:0,Groin Injury,Groin Injury,Groin Injury,Groin Injury,Groin Injury,Groin Injury,Groin Injury,Groin Injury,,,Antonio Rüdiger
7,8,10/6/19,A,Chelsea,(7.),Southampton ,Southampton (14.),1:4,Groin Injury,Groin Injury,Groin Injury,Groin Injury,Groin Injury,Groin Injury,Groin Injury,Groin Injury,,,Antonio Rüdiger
8,9,10/19/19,H,Chelsea,(5.),Newcastle ,Newcastle (16.),1:0,Groin Injury,Groin Injury,Groin Injury,Groin Injury,Groin Injury,Groin Injury,Groin Injury,Groin Injury,,,Antonio Rüdiger
9,10,10/26/19,A,Chelsea,(4.),Burnley ,Burnley (8.),2:4,Groin Injury,Groin Injury,Groin Injury,Groin Injury,Groin Injury,Groin Injury,Groin Injury,Groin Injury,,,Antonio Rüdiger
10,11,11/2/19,A,Chelsea,(4.),Watford ,Watford (20.),1:2,Groin Injury,Groin Injury,Groin Injury,Groin Injury,Groin Injury,Groin Injury,Groin Injury,Groin Injury,,,Antonio Rüdiger
11,12,11/9/19,H,Chelsea,(4.),Crystal Palace ,Crystal Palace (9.),2:0,Groin Injury,Groin Injury,Groin Injury,Groin Injury,Groin Injury,Groin Injury,Groin Injury,Groin Injury,,,Antonio Rüdiger
12,13,11/23/19,A,Chelsea,(3.),Man City ,Man City (4.),2:1,Groin Injury,Groin Injury,Groin Injury,Groin Injury,Groin Injury,Groin Injury,Groin Injury,Groin Injury,,,Antonio Rüdiger
13,14,11/30/19,H,Chelsea,(4.),West Ham ,West Ham (17.),0:1,Groin Injury,Groin Injury,Groin Injury,Groin Injury,Groin Injury,Groin Injury,Groin Injury,Groin Injury,,,Antonio Rüdiger
14,15,12/4/19,H,Chelsea,(4.),Aston Villa ,Aston Villa (15.),2:1,Groin Injury,Groin Injury,Groin Injury,Groin Injury,Groin Injury,Groin Injury,Groin Injury,Groin Injury,,,Antonio Rüdiger
15,16,12/7/19,A,Chelsea,(4.),Everton ,Everton (18.),3:1,Groin Injury,Groin Injury,Groin Injury,Groin Injury,Groin Injury,Groin Injury,Groin Injury,Groin Injury,,,Antonio Rüdiger
16,17,12/14/19,H,Chelsea,(4.),Bournemouth ,Bournemouth (15.),0:1,CB,,,,,,90',,,,Antonio Rüdiger
17,18,12/22/19,A,Chelsea,(4.),Spurs ,Spurs (5.),0:2,CB,,,78',,,90',,,,Antonio Rüdiger
18,19,12/26/19,H,Chelsea,(4.),Southampton ,Southampton (17.),0:2,CB,,,,,,90',,,,Antonio Rüdiger
19,20,12/29/19,A,Chelsea,(4.),Arsenal ,Arsenal (11.),1:2,CB,,,34',,,90',,,,Antonio Rüdiger
20,21,1/1/20,A,Chelsea,(4.),Brighton ,Brighton (14.),1:1,CB,,,,,,90',,,,Antonio Rüdiger
21,22,1/11/20,H,Chelsea,(4.),Burnley ,Burnley (15.),3:0,CB,,,,,,90',,,,Antonio Rüdiger
22,23,1/18/20,A,Chelsea,(4.),Newcastle ,Newcastle (13.),1:0,CB,,,,,,90',,,,Antonio Rüdiger
23,24,1/21/20,H,Chelsea,(4.),Arsenal ,Arsenal (10.),2:2,CB,,,,,,90',,,,Antonio Rüdiger
24,25,2/1/20,A,Chelsea,(4.),Leicester ,Leicester (3.),2:2,CB,2,,,,,90',,,,Antonio Rüdiger
25,26,2/17/20,H,Chelsea,(4.),Man Utd ,Man Utd (7.),0:2,CB,,,48',,,90',,,,Antonio Rüdiger
26,27,2/22/20,H,Chelsea,(4.),Spurs ,Spurs (5.),2:1,CB,,,,,,90',,,,Antonio Rüdiger
27,28,2/29/20,A,Chelsea,(4.),Bournemouth ,Bournemouth (16.),2:2,on the bench,on the bench,on the bench,on the bench,on the bench,on the bench,on the bench,on the bench,,,Antonio Rüdiger
28,29,3/8/20,H,Chelsea,(4.),Everton ,Everton (11.),4:0,CB,,,,,,90',,,,Antonio Rüdiger
