,Matchday,Date,H/A,Club,Club Pos.,Opponent,Opponent.1,Result,Pos.,Goals,Assists,Yellows,2nd Yellows,Reds,Minutes,Unnamed: 15,Unnamed: 16,Unnamed: 17,Player
0,1,8/11/19,A,Arsenal,(9.),Newcastle ,Newcastle (13.),0:1,AM,,,,,,64',,,,Joe Willock
1,2,8/17/19,H,Arsenal,(7.),Burnley ,Burnley (4.),2:1,CM,,,,,,90',,,,Joe Willock
2,3,8/24/19,A,Arsenal,(2.),Liverpool ,Liverpool (1.),3:1,CM,,,,,,81',,,,Joe Willock
3,4,9/1/19,H,Arsenal,(3.),Spurs ,Spurs (7.),2:2,on the bench,on the bench,on the bench,on the bench,on the bench,on the bench,on the bench,on the bench,,,Joe Willock
4,5,9/15/19,A,Arsenal,(5.),Watford ,Watford (20.),2:2,AM,,,,,,30',,,,Joe Willock
5,6,9/22/19,H,Arsenal,(7.),Aston Villa ,Aston Villa (17.),3:2,CM,,,,,,18',,,,Joe Willock
6,7,9/30/19,A,Arsenal,(4.),Man Utd ,Man Utd (8.),1:1,LM,,,,,,10',,,,Joe Willock
7,8,10/6/19,H,Arsenal,(4.),Bournemouth ,Bournemouth (8.),1:0,CM,,,,,,15',,,,Joe Willock
8,9,10/21/19,A,Arsenal,(3.),Sheffield Utd. ,Sheffield Utd. (13.),1:0,AM,,,,,,45',,,,Joe Willock
9,10,10/27/19,H,Arsenal,(5.),Crystal Palace ,Crystal Palace (6.),2:2,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,,,Joe Willock
10,11,11/2/19,H,Arsenal,(5.),Wolves ,Wolves (12.),1:1,on the bench,on the bench,on the bench,on the bench,on the bench,on the bench,on the bench,on the bench,,,Joe Willock
11,12,11/9/19,A,Arsenal,(5.),Leicester ,Leicester (3.),2:0,,,,,,,10',,,,Joe Willock
12,13,11/23/19,H,Arsenal,(6.),Southampton ,Southampton (19.),2:2,,,,,,,7',,,,Joe Willock
13,14,12/1/19,A,Arsenal,(8.),Norwich ,Norwich (18.),2:2,AM,,,,,,70',,,,Joe Willock
14,15,12/5/19,H,Arsenal,(8.),Brighton ,Brighton (16.),1:2,AM,,,,,,45',,,,Joe Willock
15,16,12/9/19,A,Arsenal,(10.),West Ham ,West Ham (15.),1:3,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,,,Joe Willock
16,17,12/15/19,H,Arsenal,(9.),Man City ,Man City (3.),0:3,CM,,,,,,9',,,,Joe Willock
17,18,12/21/19,A,Arsenal,(10.),Everton ,Everton (16.),0:0,AM,,,90',,,24',,,,Joe Willock
18,19,12/26/19,A,Arsenal,(11.),Bournemouth ,Bournemouth (14.),1:1,AM,,,,,,15',,,,Joe Willock
19,20,12/29/19,H,Arsenal,(11.),Chelsea ,Chelsea (4.),1:2,AM,,,,,,14',,,,Joe Willock
20,21,1/1/20,H,Arsenal,(12.),Man Utd ,Man Utd (5.),2:0,on the bench,on the bench,on the bench,on the bench,on the bench,on the bench,on the bench,on the bench,,,Joe Willock
21,22,1/11/20,A,Arsenal,(10.),Crystal Palace ,Crystal Palace (9.),1:1,on the bench,on the bench,on the bench,on the bench,on the bench,on the bench,on the bench,on the bench,,,Joe Willock
22,23,1/18/20,H,Arsenal,(10.),Sheffield Utd. ,Sheffield Utd. (6.),1:1,on the bench,on the bench,on the bench,on the bench,on the bench,on the bench,on the bench,on the bench,,,Joe Willock
23,24,1/21/20,A,Arsenal,(10.),Chelsea ,Chelsea (4.),2:2,,,,,,,1',,,,Joe Willock
24,25,2/2/20,A,Arsenal,(10.),Burnley ,Burnley (13.),0:0,,,,,,,27',,,,Joe Willock
25,26,2/16/20,H,Arsenal,(10.),Newcastle ,Newcastle (12.),4:0,,,,,,,1',,,,Joe Willock
26,27,2/23/20,H,Arsenal,(10.),Everton ,Everton (9.),3:2,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,,,Joe Willock
27,29,3/7/20,H,Arsenal,(10.),West Ham ,West Ham (16.),1:0,on the bench,on the bench,on the bench,on the bench,on the bench,on the bench,on the bench,on the bench,,,Joe Willock
