"Player","Team","Position","Rk","Status","Opponent","FPts","FP/G","% Owned"
"Nicolas Pepe","ARS","M,F","33","mcavinur","EVE 2<br/>@ARS 3 F","18.35","18.35","-"
"Matej Vydra","BUR","F","34","FA","BOU 0<br/>@BUR 3 F","18.25","18.25","-"
"Nemanja Matic","MUN","M","35","FA","WAT 0<br/>@MUN 3 F","18.05","18.05","-"
"Jay Rodriguez","BUR","F","36","FA","BOU 0<br/>@BUR 3 F","18","18","-"
"Alex McCarthy","SOU","G","37","FA","AVL 0<br/>@SOU 2 F","17.5","17.5","-"
"Marcos Alonso","CHE","D,M","38","MKFC","TOT 1<br/>@CHE 2 F","17.2","17.2","-"
"Georginio Wijnaldum","LIV","M","39","FA","WHU 2<br/>@LIV 3 F","17.2","17.2","-"
"Scott Dann","CRY","D","40","FA","NEW 0<br/>@CRY 1 F","17.15","17.15","-"
"Olivier Giroud","CHE","F","41","MAX","TOT 1<br/>@CHE 2 F","17.1","17.1","-"
"Romain Saiss","WOL","D,M","42","FA","NOR 0<br/>@WOL 3 F","16.65","16.65","-"
"Issa Diop","WHU","D","43","FA","WHU 2<br/>@LIV 3 F","16.4","16.4","-"
"Aaron Wan-Bissaka","MUN","D","44","MKFC","WAT 0<br/>@MUN 3 F","16.4","16.4","-"
"Aaron Ramsdale","BOU","G","45","FA","BOU 0<br/>@BUR 3 F","16.25","16.25","-"
"Ryan Bertrand","SOU","D,M","46","ColmOF","AVL 0<br/>@SOU 2 F","16.05","16.05","-"
"Anthony Martial","MUN","F","47","RBF","WAT 0<br/>@MUN 3 F","15.85","15.85","-"
"Will Hughes","WAT","M","48","FA","WAT 0<br/>@MUN 3 F","15.75","15.75","-"
"Robert Snodgrass","WHU","M","49","FA","WHU 2<br/>@LIV 3 F","15.6","15.6","-"
"Gary Cahill","CRY","D","50","MKFC","NEW 0<br/>@CRY 1 F","15.55","15.55","-"
"Gabriel Jesus","MCI","F","51","MAX","MCI 1<br/>@LEI 0 F","15.5","15.5","-"
"Jorginho","CHE","M","52","FA","TOT 1<br/>@CHE 2 F","15.35","15.35","-"
"James Tarkowski","BUR","D","53","Eoghanoc","BOU 0<br/>@BUR 3 F","15.3","15.3","-"
"Charlie Taylor","BUR","D","54","Damo","BOU 0<br/>@BUR 3 F","15.25","15.25","-"
"Willy Boly","WOL","D","55","mcavinur","NOR 0<br/>@WOL 3 F","15.2","15.2","-"
"Benjamin Mendy","MCI","D","56","ColmOF","MCI 1<br/>@LEI 0 F","15.2","15.2","-"
"Ricardo Pereira","LEI","D","57","FA","MCI 1<br/>@LEI 0 F","15.05","15.05","-"
"Vicente Guaita","CRY","G","58","FA","NEW 0<br/>@CRY 1 F","15","15","-"
"Allan Saint-Maximin","NEW","M,F","59","MAX","NEW 0<br/>@CRY 1 F","15","15","-"
"David de Gea","MUN","G","60","FA","WAT 0<br/>@MUN 3 F","15","15","-"
"Declan Rice","WHU","M","61","MKFC","WHU 2<br/>@LIV 3 F","14.95","14.95","-"
"Oliver McBurnie","SHU","F","62","mcavinur","BHA 1<br/>@SHU 1 F","14.75","14.75","-"
"Jack Stephens","SOU","D","63","FA","AVL 0<br/>@SOU 2 F","14.75","14.75","-"
"Enda Stevens","SHU","D,M","64","MKFC","BHA 1<br/>@SHU 1 F","14.6","14.6","-"
"Michail Antonio","WHU","M,F","65","MAX","WHU 2<br/>@LIV 3 F","14.25","14.25","-"
"Eddie Nketiah","ARS","F","66","FA","EVE 2<br/>@ARS 3 F","14.1","14.1","-"
"Mateo Kovacic","CHE","M","67","FA","TOT 1<br/>@CHE 2 F","13.75","13.75","-"
"Adam Webster","BHA","D","68","FA","BHA 1<br/>@SHU 1 F","13.65","13.65","-"
"Victor Lindelof","MUN","D","69","FA","WAT 0<br/>@MUN 3 F","13.6","13.6","-"
"James McCarthy","CRY","M","70","FA","NEW 0<br/>@CRY 1 F","13.6","13.6","-"
"Kyle Walker","MCI","D","71","ColmOF","MCI 1<br/>@LEI 0 F","13.55","13.55","-"
"Leander Dendoncker","WOL","D,M","72","FA","NOR 0<br/>@WOL 3 F","13.5","13.5","-"
"Fred","MUN","M","73","RBF","WAT 0<br/>@MUN 3 F","13.5","13.5","-"
"James McArthur","CRY","M","74","RBF","NEW 0<br/>@CRY 1 F","13.45","13.45","-"
"Giovani Lo Celso","TOT","M","75","FA","TOT 1<br/>@CHE 2 F","13.25","13.25","-"
"Bukayo Saka","ARS","D,M,F","76","FA","EVE 2<br/>@ARS 3 F","13.25","13.25","-"
"Davy Propper","BHA","M","77","FA","BHA 1<br/>@SHU 1 F","12.75","12.75","-"
"Cesar Azpilicueta","CHE","D","78","RBF","TOT 1<br/>@CHE 2 F","12.6","12.6","-"
"Neal Maupay","BHA","F","79","FA","BHA 1<br/>@SHU 1 F","12.6","12.6","-"
"James Ward-Prowse","SOU","M","80","Damo","AVL 0<br/>@SOU 2 F","12.6","12.6","-"
"Hugo Lloris","TOT","G","81","FA","TOT 1<br/>@CHE 2 F","12.5","12.5","-"
"Fabinho","LIV","M","82","FA","WHU 2<br/>@LIV 3 F","12.35","12.35","-"
"Ben Foster","WAT","G","83","FA","WAT 0<br/>@MUN 3 F","12.25","12.25","-"
"Yerry Mina","EVE","D","84","FA","EVE 2<br/>@ARS 3 F","12.15","12.15","-"
"Conor Coady","WOL","D","85","FA","NOR 0<br/>@WOL 3 F","12.1","12.1","-"
"Ashley Westwood","BUR","M","86","MKFC","BOU 0<br/>@BUR 3 F","12.1","12.1","-"
"John Fleck","SHU","M","87","FA","BHA 1<br/>@SHU 1 F","12","12","-"
"Fabian Schar","NEW","D","88","FA","NEW 0<br/>@CRY 1 F","12","12","-"
"Davinson Sanchez","TOT","D","89","FA","TOT 1<br/>@CHE 2 F","11.9","11.9","-"
"Ilkay Gundogan","MCI","M","90","FA","MCI 1<br/>@LEI 0 F","11.75","11.75","-"
"Raul Jimenez","WOL","F","91","Eoghanoc","NOR 0<br/>@WOL 3 F","11.75","11.75","-"
"David Luiz","ARS","D","92","ColmL","EVE 2<br/>@ARS 3 F","11.75","11.75","-"
"Fernandinho","MCI","D,M","93","FA","MCI 1<br/>@LEI 0 F","11.75","11.75","-"
"Pablo Fornals","WHU","M","94","FA","WHU 2<br/>@LIV 3 F","11.25","11.25","-"
"Ben Mee","BUR","D","95","Eoghanoc","BOU 0<br/>@BUR 3 F","11.2","11.2","-"
"Chris Basham","SHU","D","96","RBF","BHA 1<br/>@SHU 1 F","11.1","11.1","-"
"Etienne Capoue","WAT","M","97","FA","WAT 0<br/>@MUN 3 F","10.85","10.85","-"
"Rodrigo","MCI","M","98","mcavinur","MCI 1<br/>@LEI 0 F","10.85","10.85","-"
"George Baldock","SHU","D,M","99","ColmL","BHA 1<br/>@SHU 1 F","10.6","10.6","-"
"Danny Ings","SOU","F","100","Damo","AVL 0<br/>@SOU 2 F","10.6","10.6","-"
"Willy Caballero","CHE","G","101","FA","TOT 1<br/>@CHE 2 F","10.5","10.5","-"
"Lukasz Fabianski","WHU","G","102","ColmOF","WHU 2<br/>@LIV 3 F","10.5","10.5","-"
"Aymeric Laporte","MCI","D","103","FA","MCI 1<br/>@LEI 0 F","10.5","10.5","-"
"James Maddison","LEI","M","104","FA","MCI 1<br/>@LEI 0 F","10.5","10.5","-"
"Jamal Lewis","NOR","D","105","FA","NOR 0<br/>@WOL 3 F","10.3","10.3","-"
"Jack Cork","BUR","M","106","FA","BOU 0<br/>@BUR 3 F","10.2","10.2","-"
"Pierre-Emile Hojbjerg","SOU","M","107","FA","AVL 0<br/>@SOU 2 F","10.2","10.2","-"
"Christian Fuchs","LEI","D","108","FA","MCI 1<br/>@LEI 0 F","10.15","10.15","-"
"Shkodran Mustafi","ARS","D","109","FA","EVE 2<br/>@ARS 3 F","10.15","10.15","-"
"Mark Noble","WHU","M","110","FA","WHU 2<br/>@LIV 3 F","10.1","10.1","-"
"Jack O'Connell","SHU","D","111","MKFC","BHA 1<br/>@SHU 1 F","10.05","10.05","-"
"Naby Keita","LIV","M","112","Damo","WHU 2<br/>@LIV 3 F","10","10","-"
"Joshua King","BOU","M,F","113","FA","BOU 0<br/>@BUR 3 F","10","10","-"
"Virgil van Dijk","LIV","D","114","RBF","WHU 2<br/>@LIV 3 F","10","10","-"
"Bernardo Silva","MCI","M,F","115","mcavinur","MCI 1<br/>@LEI 0 F","9.85","9.85","-"
"Christian Benteke","CRY","F","116","FA","NEW 0<br/>@CRY 1 F","9.8","9.8","-"
"Nabil Bentaleb","TOT/NEW","M","117","FA","NEW 0<br/>@CRY 1 F","9.75","9.75","-"
"Felipe Anderson","WHU","M","118","FA","WHU 2<br/>@LIV 3 F","9.75","9.75","-"
"Leighton Baines","EVE","D","119","FA","EVE 2<br/>@ARS 3 F","9.65","9.65","-"
"Jonny Evans","LEI","D","120","Damo","MCI 1<br/>@LEI 0 F","9.65","9.65","-"
"Sean Longstaff","NEW","M","121","FA","NEW 0<br/>@CRY 1 F","9.6","9.6","-"
"Oliver Norwood","SHU","M","122","RBF","BHA 1<br/>@SHU 1 F","9.5","9.5","-"
"Shane Duffy","BHA","D","123","FA","BHA 1<br/>@SHU 1 F","9.4","9.4","-"
"Alex Iwobi","EVE","M,F","124","FA","EVE 2<br/>@ARS 3 F","9.25","9.25","-"
"Cheikhou Kouyate","CRY","M","125","FA","NEW 0<br/>@CRY 1 F","9","9","-"
"Roberto Firmino","LIV","M,F","126","Eoghanoc","WHU 2<br/>@LIV 3 F","8.95","8.95","-"
"Dan Burn","BHA","D","127","FA","BHA 1<br/>@SHU 1 F","8.95","8.95","-"
"Youri Tielemans","LEI","M","128","FA","MCI 1<br/>@LEI 0 F","8.95","8.95","-"
"Federico Fernandez","NEW","D","129","FA","NEW 0<br/>@CRY 1 F","8.85","8.85","-"
"Che Adams","SOU","F","130","FA","AVL 0<br/>@SOU 2 F","8.75","8.75","-"
"Bernd Leno","ARS","G","131","FA","EVE 2<br/>@ARS 3 F","8.75","8.75","-"
"Angelo Ogbonna","WHU","D","132","FA","WHU 2<br/>@LIV 3 F","8.65","8.65","-"
"Dennis Praet","LEI","M","133","FA","MCI 1<br/>@LEI 0 F","8.6","8.6","-"
"Ezequiel Schelotto","BHA","D","134","FA","BHA 1<br/>@SHU 1 F","8.6","8.6","-"
"Andrew Surman","BOU","M","135","FA","BOU 0<br/>@BUR 3 F","8.55","8.55","-"
"Abdoulaye Doucoure","WAT","M","136","Damo","WAT 0<br/>@MUN 3 F","8.5","8.5","-"
"Mat Ryan","BHA","G","137","FA","BHA 1<br/>@SHU 1 F","8.5","8.5","-"
"Jan Vertonghen","TOT","D","138","FA","TOT 1<br/>@CHE 2 F","8.3","8.3","-"
"Daniel James","MUN","M","139","FA","WAT 0<br/>@MUN 3 F","8.25","8.25","-"
"Marvelous Nakamba","AVL","M","140","FA","AVL 0<br/>@SOU 2 F","8.25","8.25","-"
"Caglar Soyuncu","LEI","D","141","FA","MCI 1<br/>@LEI 0 F","8.25","8.25","-"
"Tomas Soucek","WHU","M","142","mcavinur","WHU 2<br/>@LIV 3 F","8.2","8.2","-"
"Philip Billing","BOU","M","143","FA","BOU 0<br/>@BUR 3 F","8","8","-"
"Dani Ceballos","ARS","M","144","ColmOF","EVE 2<br/>@ARS 3 F","8","8","-"
"Grant Hanley","NOR","D","145","FA","NOR 0<br/>@WOL 3 F","8","8","-"
"Tim Krul","NOR","G","146","FA","NOR 0<br/>@WOL 3 F","8","8","-"
"Douglas Luiz","AVL","M","147","MAX","AVL 0<br/>@SOU 2 F","7.95","7.95","-"
"Yves Bissouma","BHA","M,F","148","FA","BHA 1<br/>@SHU 1 F","7.9","7.9","-"
"Tyrone Mings","AVL","D","149","FA","AVL 0<br/>@SOU 2 F","7.85","7.85","-"
"Bernard","EVE","M,F","150","FA","EVE 2<br/>@ARS 3 F","7.75","7.75","-"
"Aaron Cresswell","WHU","D","151","FA","WHU 2<br/>@LIV 3 F","7.75","7.75","-"
"Alex Oxlade-Chamberlain","LIV","M,F","152","FA","WHU 2<br/>@LIV 3 F","7.75","7.75","-"
"Harry Wilson","BOU","M","153","FA","BOU 0<br/>@BUR 3 F","7.75","7.75","-"
"Wilfried Zaha","CRY","M,F","154","ColmOF","NEW 0<br/>@CRY 1 F","7.75","7.75","-"
"Ben Davies","TOT","D","155","ColmOF","TOT 1<br/>@CHE 2 F","7.65","7.65","-"
"Fabian Delph","EVE","D,M","156","FA","EVE 2<br/>@ARS 3 F","7.6","7.6","-"
"Lewis Dunk","BHA","D","157","RBF","BHA 1<br/>@SHU 1 F","7.6","7.6","-"
"Reece James","CHE","D","158","MAX","TOT 1<br/>@CHE 2 F","7.6","7.6","-"
"Alexander Tettey","NOR","M","159","FA","NOR 0<br/>@WOL 3 F","7.6","7.6","-"
"Craig Dawson","WAT","D","160","FA","WAT 0<br/>@MUN 3 F","7.55","7.55","-"
"Kenny McLean","NOR","M","161","FA","NOR 0<br/>@WOL 3 F","7.55","7.55","-"
"Andreas Christensen","CHE","D","162","FA","TOT 1<br/>@CHE 2 F","7.5","7.5","-"
"Troy Deeney","WAT","F","163","mcavinur","WAT 0<br/>@MUN 3 F","7.5","7.5","-"
"Erik Lamela","TOT","M","164","Eoghanoc","TOT 1<br/>@CHE 2 F","7.5","7.5","-"
"Joao Moutinho","WOL","M","165","MAX","NOR 0<br/>@WOL 3 F","7.45","7.45","-"
"Kevin De Bruyne","MCI","M","166","Eoghanoc","MCI 1<br/>@LEI 0 F","7.25","7.25","-"
"Joseph Gomez","LIV","D","167","mcavinur","WHU 2<br/>@LIV 3 F","7.1","7.1","-"
"Dan Gosling","BOU","M","168","FA","BOU 0<br/>@BUR 3 F","7.1","7.1","-"
"Granit Xhaka","ARS","M","169","FA","EVE 2<br/>@ARS 3 F","7.1","7.1","-"
"Sander Berge","SHU","M","170","FA","BHA 1<br/>@SHU 1 F","7","7","-"
"Todd Cantwell","NOR","M","171","FA","NOR 0<br/>@WOL 3 F","7","7","-"
"Djibril Sidibe","EVE","D","172","FA","EVE 2<br/>@ARS 3 F","7","7","-"
"Simon Francis","BOU","D","173","FA","BOU 0<br/>@BUR 3 F","6.85","6.85","-"
"John Egan","SHU","D","174","Damo","BHA 1<br/>@SHU 1 F","6.8","6.8","-"
"Jack Stacey","BOU","D","175","FA","BOU 0<br/>@BUR 3 F","6.8","6.8","-"
"Steven Bergwijn","TOT","F","176","Damo","TOT 1<br/>@CHE 2 F","6.75","6.75","-"
"Trezeguet","AVL","M,F","177","FA","AVL 0<br/>@SOU 2 F","6.75","6.75","-"
"Gylfi Sigurdsson","EVE","M","178","ColmOF","EVE 2<br/>@ARS 3 F","6.75","6.75","-"
"William Smallbone","SOU","M,F","179","FA","AVL 0<br/>@SOU 2 F","6.75","6.75","-"
"Frederic Guilbert","AVL","D,M","180","Eoghanoc","AVL 0<br/>@SOU 2 F","6.6","6.6","-"
"Alisson","LIV","G","181","Damo","WHU 2<br/>@LIV 3 F","6.5","6.5","-"
"Matt Targett","AVL","D,M","182","FA","AVL 0<br/>@SOU 2 F","6.4","6.4","-"
"Ben Chilwell","LEI","D","183","Eoghanoc","MCI 1<br/>@LEI 0 F","6.25","6.25","-"
"Gerard Deulofeu","WAT","M,F","184","FA","WAT 0<br/>@MUN 3 F","6.25","6.25","-"
"Oriol Romeu","SOU","M","185","FA","AVL 0<br/>@SOU 2 F","6.25","6.25","-"
"Toby Alderweireld","TOT","D","186","FA","TOT 1<br/>@CHE 2 F","6.1","6.1","-"
"Tanguy Ndombele","TOT","M","187","FA","TOT 1<br/>@CHE 2 F","6","6","-"
"Mason Holgate","EVE","D","188","FA","EVE 2<br/>@ARS 3 F","5.75","5.75","-"
"Craig Cathcart","WAT","D","189","FA","WAT 0<br/>@MUN 3 F","5.6","5.6","-"
"Kelechi Iheanacho","LEI","F","190","FA","MCI 1<br/>@LEI 0 F","5.6","5.6","-"
"Mason Mount","CHE","M,F","191","RBF","TOT 1<br/>@CHE 2 F","5.5","5.5","-"
"Lucas Moura","TOT","M,F","192","mcavinur","TOT 1<br/>@CHE 2 F","5.5","5.5","-"
"Aaron Mooy","BHA","M,F","193","FA","BHA 1<br/>@SHU 1 F","5.45","5.45","-"
"Mbwana Samatta","AVL","F","194","FA","AVL 0<br/>@SOU 2 F","5.35","5.35","-"
"Harry Winks","TOT","M","195","FA","TOT 1<br/>@CHE 2 F","5.35","5.35","-"
"Christian Kabasele","WAT","D","196","Eoghanoc","WAT 0<br/>@MUN 3 F","5.3","5.3","-"
"Kortney Hause","AVL","D","197","FA","AVL 0<br/>@SOU 2 F","5.15","5.15","-"
"Hector Bellerin","ARS","D","198","FA","EVE 2<br/>@ARS 3 F","5.1","5.1","-"
"Willian","CHE","M,F","199","MAX","TOT 1<br/>@CHE 2 F","5","5","-"
"Dean Henderson","SHU","G","200","Eoghanoc","BHA 1<br/>@SHU 1 F","5","5","-"
"Mesut Ozil","ARS","M","201","FA","EVE 2<br/>@ARS 3 F","5","5","-"
"Jordan Pickford","EVE","G","202","FA","EVE 2<br/>@ARS 3 F","5","5","-"
"Lukas Rupp","NOR","M","203","FA","NOR 0<br/>@WOL 3 F","5","5","-"
"Japhet Tanganga","TOT","D","204","FA","TOT 1<br/>@CHE 2 F","5","5","-"
"Callum Wilson","BOU","F","205","FA","BOU 0<br/>@BUR 3 F","5","5","-"
"Jamaal Lascelles","NEW","D","206","FA","NEW 0<br/>@CRY 1 F","4.9","4.9","-"
"Adam Masina","WAT","D","207","FA","WAT 0<br/>@MUN 3 F","4.85","4.85","-"
"Teemu Pukki","NOR","F","208","FA","NOR 0<br/>@WOL 3 F","4.85","4.85","-"
"David McGoldrick","SHU","F","209","FA","BHA 1<br/>@SHU 1 F","4.75","4.75","-"
"Ben Osborn","SHU","M","210","FA","BHA 1<br/>@SHU 1 F","4.6","4.6","-"
"Anwar El Ghazi","AVL","M,F","211","FA","AVL 0<br/>@SOU 2 F","4.25","4.25","-"
"Scott McTominay","MUN","M","212","Eoghanoc","WAT 0<br/>@MUN 3 F","4.25","4.25","-"
"Glenn Murray","BHA","F","213","FA","BHA 1<br/>@SHU 1 F","4.05","4.05","-"
"Michael Obafemi","SOU","F","214","FA","AVL 0<br/>@SOU 2 F","4","4","-"
"Ezri Konsa Ngoyo","AVL","D","215","FA","AVL 0<br/>@SOU 2 F","3.8","3.8","-"
"Tammy Abraham","CHE","F","216","Damo","TOT 1<br/>@CHE 2 F","3.75","3.75","-"
"Harvey Barnes","LEI","M","217","FA","MCI 1<br/>@LEI 0 F","3.75","3.75","-"
"Adam Smith","BOU","D","218","FA","BOU 0<br/>@BUR 3 F","3.6","3.6","-"
"Lucas Torreira","ARS","M","219","FA","EVE 2<br/>@ARS 3 F","3.5","3.5","-"
"Jamie Vardy","LEI","F","220","ColmOF","MCI 1<br/>@LEI 0 F","3.5","3.5","-"
"Steve Cook","BOU","D","221","FA","BOU 0<br/>@BUR 3 F","3.45","3.45","-"
"Odion Ighalo","WAT/MUN","F","222","FA","WAT 0<br/>@MUN 3 F","3.25","3.25","-"
"Roberto Pereyra","WAT","M","223","FA","WAT 0<br/>@MUN 3 F","3.25","3.25","-"
"Sebastien Haller","WHU","F","224","ColmL","WHU 2<br/>@LIV 3 F","3.2","3.2","-"
"Danny Rose","TOT/NEW","D,M","225","FA","NEW 0<br/>@CRY 1 F","3.2","3.2","-"
"Ben Godfrey","NOR","D,M","226","FA","NOR 0<br/>@WOL 3 F","3.05","3.05","-"
"Miguel Almiron","NEW","M,F","227","MKFC","NEW 0<br/>@CRY 1 F","3","3","-"
"Emiliano Buendia","NOR","M","228","ColmL","NOR 0<br/>@WOL 3 F","3","3","-"
"Sergio Aguero","MCI","F","229","FA","MCI 1<br/>@LEI 0 F","2.75","2.75","-"
"Jarrod Bowen","HUL/WHU","M,F","230","mcavinur","WHU 2<br/>@LIV 3 F","2.75","2.75","-"
"Josip Drmic","NOR","F","231","FA","NOR 0<br/>@WOL 3 F","2.75","2.75","-"
"Ruben Vinagre","WOL","D,M","232","FA","NOR 0<br/>@WOL 3 F","2.75","2.75","-"
"Jack Grealish","AVL","M,F","233","mcavinur","AVL 0<br/>@SOU 2 F","2.35","2.35","-"
"Dwight Gayle","NEW","F","234","FA","NEW 0<br/>@CRY 1 F","2.25","2.25","-"
"Matteo Guendouzi","ARS","M","235","FA","EVE 2<br/>@ARS 3 F","2.25","2.25","-"
"Moise Kean","EVE","F","236","FA","EVE 2<br/>@ARS 3 F","2.25","2.25","-"
"Ismaila Sarr","WAT","M,F","237","MKFC","WAT 0<br/>@MUN 3 F","2.25","2.25","-"
"Joelinton","NEW","F","238","FA","NEW 0<br/>@CRY 1 F","2.2","2.2","-"
"Dominic Solanke","BOU","F","239","FA","BOU 0<br/>@BUR 3 F","2.1","2.1","-"
"Robbie Brady","BUR","M","240","FA","BOU 0<br/>@BUR 3 F","2","2","-"
"Serge Aurier","TOT","D","241","MAX","TOT 1<br/>@CHE 2 F","1.6","1.6","-"
"Jairo Riedewald","CRY","D,M","242","FA","NEW 0<br/>@CRY 1 F","1.6","1.6","-"
"Dele Alli","TOT","M,F","243","ColmL","TOT 1<br/>@CHE 2 F","1.5","1.5","-"
"Tom Cleverley","WAT","M","244","FA","WAT 0<br/>@MUN 3 F","1.5","1.5","-"
"Valentino Lazaro","NEW","M","245","FA","NEW 0<br/>@CRY 1 F","1.5","1.5","-"
"John Lundstram","SHU","D,M","246","Eoghanoc","BHA 1<br/>@SHU 1 F","1.5","1.5","-"
"Antonio Rudiger","CHE","D","247","FA","TOT 1<br/>@CHE 2 F","1.5","1.5","-"
"Billy Sharp","SHU","F","248","FA","BHA 1<br/>@SHU 1 F","1.5","1.5","-"
"Adama Traore","WOL","M,F","249","MKFC","NOR 0<br/>@WOL 3 F","1.5","1.5","-"
"Tahith Chong","MUN","M","250","FA","WAT 0<br/>@MUN 3 F","1.25","1.25","-"
"Sead Kolasinac","ARS","D,M","251","FA","EVE 2<br/>@ARS 3 F","1.25","1.25","-"
"Pedro Neto","WOL","F","252","FA","NOR 0<br/>@WOL 3 F","1.25","1.25","-"
"Junior Stanislas","BOU","M","253","FA","BOU 0<br/>@BUR 3 F","1.25","1.25","-"
"Andre Gomes","EVE","M","254","FA","EVE 2<br/>@ARS 3 F","1.25","1.25","-"
"Cenk Tosun","EVE/CRY","F","255","FA","NEW 0<br/>@CRY 1 F","1.25","1.25","-"
"Nicolas Otamendi","MCI","D","256","FA","MCI 1<br/>@LEI 0 F","1.1","1.1","-"
"Aaron Connolly","BHA","F","257","FA","BHA 1<br/>@SHU 1 F","1","1","-"
"Matty James","LEI","M","258","FA","MCI 1<br/>@LEI 0 F","1","1","-"
"Danny Welbeck","WAT","F","259","FA","WAT 0<br/>@MUN 3 F","1","1","-"
"Conor Hourihane","AVL","M","260","FA","AVL 0<br/>@SOU 2 F","0.75","0.75","-"
"Leandro Trossard","BHA","M,F","261","FA","BHA 1<br/>@SHU 1 F","0.75","0.75","-"
"Bernardo","BHA","D","262","FA","BHA 1<br/>@SHU 1 F","0.7","0.7","-"
"Joel Matip","LIV","D","263","FA","WHU 2<br/>@LIV 3 F","0.6","0.6","-"
"Josh Brownhill","BUR","M","264","FA","BOU 0<br/>@BUR 3 F","0.5","0.5","-"
"Ayoze Perez","LEI","M,F","265","FA","MCI 1<br/>@LEI 0 F","0.5","0.5","-"
"Rolando Aarons","NEW","M","266","FA","NEW 0<br/>@CRY 1 F","0","0","-"
"Dennis Adeniran","EVE","M","267","FA","EVE 2<br/>@ARS 3 F","0","0","-"
"Daniel Adshead","NOR","M","268","FA","NOR 0<br/>@WOL 3 F","0","0","-"
"Albian Ajeti","WHU","F","269","FA","WHU 2<br/>@LIV 3 F","0","0","-"
"Nathan Ake","BOU","D","270","FA","BOU 0<br/>@BUR 3 F","0","0","-"
"Marc Albrighton","LEI","M","271","FA","MCI 1<br/>@LEI 0 F","0","0","-"
"Thomas Allan","NEW","F","272","FA","NEW 0<br/>@CRY 1 F","0","0","-"
"Cedric Soares","SOU/ARS","D","273","FA","EVE 2<br/>@ARS 3 F","0","0","-"
"Steven Alzate","BHA","M,F","274","FA","BHA 1<br/>@SHU 1 F","0","0","-"
"Daniel Amartey","LEI","D,M","275","FA","MCI 1<br/>@LEI 0 F","0","0","-"
"Joseph Anang","WHU","G","276","FA","WHU 2<br/>@LIV 3 F","0","0","-"
