"Player","Team","Position","Rk","Status","Opponent","FPts","FP/G","% Owned","+/-"
"Yerry Mina","EVE","D","32","W (Tue)","ARS 0<br/>@EVE 0 F","16.5","16.5","53%","+0.6%"
"Jack OConnell","SHU","D","33","FA","SHU 1<br/>@BHA 0 F","16.45","16.45","80%","-1.3%"
"Kiko Femenia","WAT","D","34","W (Tue)","MUN 0<br/>@WAT 2 F","16.1","16.1","7%","+1.1%"
"Charlie Taylor","BUR","D","35","ZKL","BUR 1<br/>@BOU 0 F","16.05","16.05","14%","+5.1%"
"John Egan","SHU","D","36","Damo","SHU 1<br/>@BHA 0 F","15.8","15.8","62%","-3%"
"Mateo Kovacic","CHE","M","37","Eoghanoc","CHE 2<br/>@TOT 0 F","15.75","15.75","70%","+2.9%"
"Romain Saiss","WOL","D,M","38","W (Tue)","WOL 2<br/>@NOR 1 F","15.75","15.75","6%","0%"
"Troy Deeney","WAT","F","39","W (Tue)","MUN 0<br/>@WAT 2 F","15.35","15.35","73%","+2.5%"
"Jordan Pickford","EVE","G","40","W (Tue)","ARS 0<br/>@EVE 0 F","15.25","15.25","69%","+3.1%"
"Dean Henderson","SHU","G","41","Eoghanoc","SHU 1<br/>@BHA 0 F","15.25","15.25","64%","-8.5%"
"Enda Stevens","SHU","D,M","42","MKFC","SHU 1<br/>@BHA 0 F","15.2","15.2","87%","-1.5%"
"Frederic Guilbert","AVL","D","43","W (Tue)","SOU 3<br/>@AVL 1 F","15.15","15.15","41%","-2.9%"
"Rui Patricio","WOL","G","44","Damo","WOL 2<br/>@NOR 1 F","15","15","58%","-1.5%"
"James Tarkowski","BUR","D","45","Eoghanoc","BUR 1<br/>@BOU 0 F","14.75","14.75","97%","-0.3%"
"Mason Holgate","EVE","D","46","W (Tue)","ARS 0<br/>@EVE 0 F","14.75","14.75","10%","+3%"
"Oliver McBurnie","SHU","F","47","FA","SHU 1<br/>@BHA 0 F","14.75","14.75","10%","-3.8%"
"George Baldock","SHU","D,M","48","ColmL","SHU 1<br/>@BHA 0 F","14.65","14.65","79%","-1.1%"
"NGolo Kante","CHE","M","49","ColmOF","CHE 2<br/>@TOT 0 F","14.6","14.6","95%","-0.4%"
"Matt Doherty","WOL","D,M","50","Damo","WOL 2<br/>@NOR 1 F","14.55","14.55","97%","0%"
"Javier Manquillo","NEW","D","51","W (Tue)","CRY 0<br/>@NEW 1 F","14.5","14.5","2%","-0.8%"
"Cesar Azpilicueta","CHE","D","52","RSC","CHE 2<br/>@TOT 0 F","14.3","14.3","99%","-0.1%"
"Ilkay Gundogan","MCI","M","53","W (Tue)","LEI 1<br/>@MCI 3 F","14.25","14.25","73%","-4.3%"
"James Ward-Prowse","SOU","M","54","Damo","SOU 3<br/>@AVL 1 F","14.05","14.05","98%","+0.1%"
"Pierre-Emile Hojbjerg","SOU","M","55","MKFC","SOU 3<br/>@AVL 1 F","13.9","13.9","70%","+4.1%"
"Phil Bardsley","BUR","D","56","W (Tue)","BUR 1<br/>@BOU 0 F","13.65","13.65","12%","-0.3%"
"Kepa Arrizabalaga","CHE","G","57","W (Tue)","CHE 2<br/>@TOT 0 F","13.5","13.5","60%","-2.2%"
"Fikayo Tomori","CHE","D","58","W (Tue)","CHE 2<br/>@TOT 0 F","13.3","13.3","53%","-0.9%"
"Christian Benteke","CRY","F","59","W (Tue)","CRY 0<br/>@NEW 1 F","13.25","13.25","18%","-4.8%"
"Ben Mee","BUR","D","60","Damo","BUR 1<br/>@BOU 0 F","13.05","13.05","78%","+1.1%"
"Ashley Westwood","BUR","M","61","W (Tue)","BUR 1<br/>@BOU 0 F","13","13","42%","-0.1%"
"Federico Fernandez","NEW","D","62","ColmOF","CRY 0<br/>@NEW 1 F","13","13","30%","-2.1%"
"Tom Heaton","AVL","G","63","W (Tue)","SOU 3<br/>@AVL 1 F","13","13","25%","+2.4%"
"Shane Long","SOU","F","64","W (Tue)","SOU 3<br/>@AVL 1 F","13","13","6%","-1.2%"
"Alex McCarthy","SOU","G","65","W (Tue)","SOU 3<br/>@AVL 1 F","13","13","5%","+2%"
"Patrick van Aanholt","CRY","D","66","W (Tue)","CRY 0<br/>@NEW 1 F","12.85","12.85","76%","-5.6%"
"Serge Aurier","TOT","D","67","ZKL","CHE 2<br/>@TOT 0 F","12.45","12.45","92%","+0.2%"
"Kurt Zouma","CHE","D","68","W (Tue)","CHE 2<br/>@TOT 0 F","12.2","12.2","64%","-0.6%"
"Craig Cathcart","WAT","D","69","W (Tue)","MUN 0<br/>@WAT 2 F","12.2","12.2","7%","+0.7%"
"Anthony Martial","MUN","F","70","RSC","MUN 0<br/>@WAT 2 F","11.95","11.95","100%","+0.2%"
"John Lundstram","SHU","D,M","71","ColmOF","SHU 1<br/>@BHA 0 F","11.95","11.95","85%","-3.1%"
"Harvey Barnes","LEI","M","72","mcavinur","LEI 1<br/>@MCI 3 F","11.75","11.75","72%","-2.2%"
"Jay Rodriguez","BUR","F","73","W (Tue)","BUR 1<br/>@BOU 0 F","11.75","11.75","4%","-1.1%"
"Marvelous Nakamba","AVL","M","74","W (Tue)","SOU 3<br/>@AVL 1 F","11.6","11.6","6%","-2%"
"Marcus Rashford","MUN","M,F","75","ColmL","MUN 0<br/>@WAT 2 F","11.5","11.5","100%","0%"
"Joao Moutinho","WOL","M","76","ZKL","WOL 2<br/>@NOR 1 F","11.5","11.5","99%","0%"
"Raheem Sterling","MCI","F","77","ColmL","LEI 1<br/>@MCI 3 F","11.25","11.25","100%","0%"
"Teemu Pukki","NOR","F","78","ColmOF","WOL 2<br/>@NOR 1 F","11.1","11.1","98%","-0.2%"
"Bernd Leno","ARS","G","79","ColmOF","ARS 0<br/>@EVE 0 F","11","11","87%","-0.5%"
"Nick Pope","BUR","G","80","W (Tue)","BUR 1<br/>@BOU 0 F","11","11","73%","+1.5%"
"Jonjo Shelvey","NEW","M","81","MKFC","CRY 0<br/>@NEW 1 F","11","11","72%","+2.3%"
"Lucas Torreira","ARS","M","82","W (Tue)","ARS 0<br/>@EVE 0 F","10.95","10.95","23%","+0.7%"
"Jordan Ayew","CRY","F","83","RSC","CRY 0<br/>@NEW 1 F","10.75","10.75","58%","+8.5%"
"Antonio Rudiger","CHE","D","84","W (Tue)","CHE 2<br/>@TOT 0 F","10.7","10.7","56%","-2.7%"
"Dan Burn","BHA","D","85","Eoghanoc","SHU 1<br/>@BHA 0 F","10.6","10.6","65%","+2.1%"
"Fabian Delph","EVE","D,M","86","W (Tue)","ARS 0<br/>@EVE 0 F","10.6","10.6","12%","-0.7%"
"Ruben Neves","WOL","M","87","W (Tue)","WOL 2<br/>@NOR 1 F","10.5","10.5","71%","+1.9%"
"Oliver Norwood","SHU","M","88","FA","SHU 1<br/>@BHA 0 F","10.5","10.5","71%","+1%"
"Will Hughes","WAT","M","89","W (Tue)","MUN 0<br/>@WAT 2 F","10.45","10.45","23%","+0.3%"
"Aaron Wan-Bissaka","MUN","D","90","MKFC","MUN 0<br/>@WAT 2 F","10.4","10.4","97%","-0.6%"
"Reiss Nelson","ARS","F","91","W (Tue)","ARS 0<br/>@EVE 0 F","10","10","10%","-0.5%"
"Douglas Luiz","AVL","M","92","W (Tue)","SOU 3<br/>@AVL 1 F","10","10","6%","-0.2%"
"Philip Billing","BOU","M","93","ColmOF","BUR 1<br/>@BOU 0 F","9.8","9.8","44%","-0.4%"
"Davinson Sanchez","TOT","D","94","W (Tue)","CHE 2<br/>@TOT 0 F","9.8","9.8","40%","-4.1%"
"Aaron Mooy","BHA","M,F","95","W (Tue)","SHU 1<br/>@BHA 0 F","9.5","9.5","20%","+4.7%"
"Lewis Dunk","BHA","D","96","RSC","SHU 1<br/>@BHA 0 F","9.45","9.45","72%","+1.6%"
"James McArthur","CRY","M","97","W (Tue)","CRY 0<br/>@NEW 1 F","9.3","9.3","72%","-0.8%"
"Chris Mepham","BOU","D","98","W (Tue)","BUR 1<br/>@BOU 0 F","9.15","9.15","5%","+0.2%"
"Luka Milivojevic","CRY","M","99","RSC","CRY 0<br/>@NEW 1 F","9.1","9.1","96%","+0.2%"
"Granit Xhaka","ARS","M","100","W (Tue)","ARS 0<br/>@EVE 0 F","9.05","9.05","29%","-1.5%"
"Adam Webster","BHA","D","101","mcavinur","SHU 1<br/>@BHA 0 F","9.05","9.05","18%","+3.4%"
"Harry Maguire","MUN","D","102","MKFC","MUN 0<br/>@WAT 2 F","8.9","8.9","99%","+0.3%"
"Kyle Walker","MCI","D","103","W (Tue)","LEI 1<br/>@MCI 3 F","8.8","8.8","90%","-0.7%"
"Nathan Redmond","SOU","M,F","104","Eoghanoc","SOU 3<br/>@AVL 1 F","8.75","8.75","79%","+5.2%"
"Sam Byram","NOR","D","105","W (Tue)","WOL 2<br/>@NOR 1 F","8.6","8.6","1%","+0.1%"
"Luke Shaw","MUN","D","106","W (Tue)","MUN 0<br/>@WAT 2 F","8.4","8.4","69%","-6%"
"Mason Mount","CHE","M,F","107","RSC","CHE 2<br/>@TOT 0 F","8.35","8.35","93%","+0.2%"
"Scott McTominay","MUN","M","108","Eoghanoc","MUN 0<br/>@WAT 2 F","8.35","8.35","79%","-5.9%"
"Kenny McLean","NOR","M","109","W (Tue)","WOL 2<br/>@NOR 1 F","8.3","8.3","28%","-5.5%"
"Moussa Sissoko","TOT","M","110","ZKL","CHE 2<br/>@TOT 0 F","8.25","8.25","41%","-6.8%"
"Dale Stephens","BHA","M","111","W (Tue)","SHU 1<br/>@BHA 0 F","8.25","8.25","12%","+0.2%"
"Dominic Calvert-Lewin","EVE","F","112","W (Tue)","ARS 0<br/>@EVE 0 F","8.2","8.2","66%","+9.1%"
"Max Aarons","NOR","D","113","W (Tue)","WOL 2<br/>@NOR 1 F","8.15","8.15","15%","+0.5%"
"Joshua King","BOU","M,F","114","W (Tue)","BUR 1<br/>@BOU 0 F","8.1","8.1","97%","-0.4%"
"Harry Kane","TOT","F","115","MKFC","CHE 2<br/>@TOT 0 F","7.95","7.95","100%","0%"
"Wilfred Ndidi","LEI","M","116","ZKL","LEI 1<br/>@MCI 3 F","7.85","7.85","98%","0%"
"Ainsley Maitland-Niles","ARS","D,M","117","W (Tue)","ARS 0<br/>@EVE 0 F","7.85","7.85","22%","-3.1%"
"Wilfried Zaha","CRY","M,F","118","ColmOF","CRY 0<br/>@NEW 1 F","7.75","7.75","99%","-0.1%"
"Isaac Hayden","NEW","M","119","W (Tue)","CRY 0<br/>@NEW 1 F","7.75","7.75","17%","+0.5%"
"James McCarthy","CRY","M","120","W (Tue)","CRY 0<br/>@NEW 1 F","7.75","7.75","1%","-0.1%"
"Richarlison","EVE","M,F","121","ColmL","ARS 0<br/>@EVE 0 F","7.7","7.7","100%","-0.1%"
"David McGoldrick","SHU","F","122","ZKL","SHU 1<br/>@BHA 0 F","7.7","7.7","37%","-5.7%"
"Gabriel Martinelli","ARS","M,F","123","W (Tue)","ARS 0<br/>@EVE 0 F","7.6","7.6","27%","-5.5%"
"Kortney Hause","AVL","D","124","W (Tue)","SOU 3<br/>@AVL 1 F","7.5","7.5","5%","+3.6%"
"Jefferson Lerma","BOU","M","125","W (Tue)","BUR 1<br/>@BOU 0 F","7.45","7.45","10%","-0.1%"
"Alexander Tettey","NOR","M","126","W (Tue)","WOL 2<br/>@NOR 1 F","7.35","7.35","2%","0%"
"James Maddison","LEI","M","127","Damo","LEI 1<br/>@MCI 3 F","7.25","7.25","100%","0%"
"Anwar El Ghazi","AVL","M,F","128","MKFC","SOU 3<br/>@AVL 1 F","7.25","7.25","76%","-2.7%"
"Vicente Guaita","CRY","G","129","mcavinur","CRY 0<br/>@NEW 1 F","7.25","7.25","64%","-1.1%"
"Fernandinho","MCI","D,M","130","W (Tue)","LEI 1<br/>@MCI 3 F","7.25","7.25","43%","+1.3%"
"Davy Propper","BHA","M","131","W (Tue)","SHU 1<br/>@BHA 0 F","7.25","7.25","40%","-0.1%"
"Toby Alderweireld","TOT","D","132","Damo","CHE 2<br/>@TOT 0 F","7.2","7.2","82%","-0.4%"
"Cheikhou Kouyate","CRY","M","133","W (Tue)","CRY 0<br/>@NEW 1 F","7.15","7.15","8%","+0.7%"
"Nicolas Otamendi","MCI","D","134","W (Tue)","LEI 1<br/>@MCI 3 F","7.05","7.05","54%","-3%"
"Bjorn Engels","AVL","D","135","W (Tue)","SOU 3<br/>@AVL 1 F","7.05","7.05","4%","-0.8%"
"Jonny Evans","LEI","D","136","mcavinur","LEI 1<br/>@MCI 3 F","7","7","87%","+0.8%"
"Jan Vertonghen","TOT","D","137","W (Tue)","CHE 2<br/>@TOT 0 F","6.9","6.9","81%","+2.1%"
"Christoph Zimmermann","NOR","D","138","W (Tue)","WOL 2<br/>@NOR 1 F","6.85","6.85","1%","-0.2%"
"Andy Carroll","NEW","F","139","W (Tue)","CRY 0<br/>@NEW 1 F","6.8","6.8","12%","+2.5%"
"Bernardo Silva","MCI","M,F","140","mcavinur","LEI 1<br/>@MCI 3 F","6.75","6.75","100%","0%"
"Aaron Ramsdale","BOU","G","141","W (Tue)","BUR 1<br/>@BOU 0 F","6.75","6.75","42%","+2%"
"Bukayo Saka","ARS","D,F","142","W (Tue)","ARS 0<br/>@EVE 0 F","6.6","6.6","11%","-0.2%"
"Dan Gosling","BOU","M","143","W (Tue)","BUR 1<br/>@BOU 0 F","6.6","6.6","4%","+1.7%"
"Ryan Bertrand","SOU","D,M","144","W (Tue)","SOU 3<br/>@AVL 1 F","6.55","6.55","16%","+1.7%"
"Tim Krul","NOR","G","145","W (Tue)","WOL 2<br/>@NOR 1 F","6.5","6.5","21%","-2.2%"
"Tom Trybull","NOR","M","146","W (Tue)","WOL 2<br/>@NOR 1 F","6.5","6.5","2%","-0.1%"
"Emile Smith Rowe","ARS","M","147","W (Tue)","ARS 0<br/>@EVE 0 F","6.45","6.45","2%","-0.6%"
"Matt Targett","AVL","D,M","148","MKFC","SOU 3<br/>@AVL 1 F","6.4","6.4","58%","+0.5%"
"Jack Cork","BUR","M","149","W (Tue)","BUR 1<br/>@BOU 0 F","6.3","6.3","7%","+0.2%"
"Pierre-Emerick Aubameyang","ARS","M,F","150","ColmOF","ARS 0<br/>@EVE 0 F","6.25","6.25","100%","0%"
"Gylfi Sigurdsson","EVE","M","151","ColmOF","ARS 0<br/>@EVE 0 F","6.25","6.25","98%","+0.6%"
"Ben Chilwell","LEI","D","152","Eoghanoc","LEI 1<br/>@MCI 3 F","6.15","6.15","100%","-0.1%"
"James Tomkins","CRY","D","153","mcavinur","CRY 0<br/>@NEW 1 F","6.15","6.15","23%","-0.8%"
"Grant Hanley","NOR","D","154","W (Tue)","WOL 2<br/>@NOR 1 F","6.1","6.1","1%","+0.1%"
"Ryan Fraser","BOU","M","155","W (Tue)","BUR 1<br/>@BOU 0 F","5.85","5.85","88%","-2%"
"Victor Lindelof","MUN","D","156","W (Tue)","MUN 0<br/>@WAT 2 F","5.85","5.85","51%","-0.7%"
"Leander Dendoncker","WOL","D,M","157","W (Tue)","WOL 2<br/>@NOR 1 F","5.85","5.85","14%","+0.5%"
"Cedric Soares (prior)","SOU","D","158","W (Tue)","SOU 3<br/>@AVL 1 F","5.85","5.85","7%","+3.9%"
"Etienne Capoue","WAT","M","159","W (Tue)","MUN 0<br/>@WAT 2 F","5.8","5.8","20%","+0.5%"
"Jack Stacey","BOU","D","160","W (Tue)","BUR 1<br/>@BOU 0 F","5.75","5.75","3%","+0.9%"
"Jonny","WOL","D,M","161","ColmOF","WOL 2<br/>@NOR 1 F","5.6","5.6","84%","-0.5%"
"Stuart Armstrong","SOU","M,F","162","W (Tue)","SOU 3<br/>@AVL 1 F","5.6","5.6","3%","-0.1%"
"David de Gea","MUN","G","163","W (Tue)","MUN 0<br/>@WAT 2 F","5.5","5.5","84%","-1.7%"
"Abdoulaye Doucoure","WAT","M","164","Damo","MUN 0<br/>@WAT 2 F","5.5","5.5","70%","+3.2%"
"Wesley","AVL","F","165","W (Tue)","SOU 3<br/>@AVL 1 F","5.5","5.5","62%","-2.7%"
"Martin Montoya","BHA","D","166","W (Tue)","SHU 1<br/>@BHA 0 F","5.5","5.5","22%","+1.5%"
"Joelinton","NEW","F","167","W (Tue)","CRY 0<br/>@NEW 1 F","5.45","5.45","58%","+1.8%"
"Martin Kelly","CRY","D","168","W (Tue)","CRY 0<br/>@NEW 1 F","5.35","5.35","46%","-3.7%"
"Daniel James","MUN","M","169","RSC","MUN 0<br/>@WAT 2 F","5.25","5.25","97%","+1%"
"Jesse Lingard","MUN","M,F","170","W (Tue)","MUN 0<br/>@WAT 2 F","5.25","5.25","27%","-1.9%"
"Ayoze Perez","LEI","M,F","171","W (Tue)","LEI 1<br/>@MCI 3 F","5","5","87%","+2%"
"Ederson","MCI","G","172","ColmL","LEI 1<br/>@MCI 3 F","5","5","85%","-6.3%"
"Mat Ryan","BHA","G","173","mcavinur","SHU 1<br/>@BHA 0 F","5","5","62%","+2.8%"
"Tammy Abraham","CHE","F","174","Damo","CHE 2<br/>@TOT 0 F","4.85","4.85","98%","0%"
"Youri Tielemans","LEI","M","175","ColmOF","LEI 1<br/>@MCI 3 F","4.75","4.75","99%","-0.3%"
"Pedro Neto","WOL","F","176","W (Tue)","WOL 2<br/>@NOR 1 F","4.75","4.75","2%","+1.6%"
"Simon Francis","BOU","D","177","W (Tue)","BUR 1<br/>@BOU 0 F","4.75","4.75","1%","-0.4%"
"Tom Davies","EVE","M","178","W (Tue)","ARS 0<br/>@EVE 0 F","4.7","4.7","3%","+0.1%"
"Paul Pogba","MUN","M","179","ColmL","MUN 0<br/>@WAT 2 F","4.6","4.6","100%","+0.1%"
"Christian Eriksen","TOT","M","180","W (Tue)","CHE 2<br/>@TOT 0 F","4.6","4.6","93%","+3.3%"
"Dele Alli","TOT","M","181","ColmL","CHE 2<br/>@TOT 0 F","4.35","4.35","100%","+0.1%"
"Jan Bednarek","SOU","D","182","RSC","SOU 3<br/>@AVL 1 F","4.35","4.35","11%","+1.8%"
"Trezeguet","AVL","M,F","183","W (Tue)","SOU 3<br/>@AVL 1 F","4.25","4.25","26%","-8%"
"Caglar Soyuncu","LEI","D","184","Damo","LEI 1<br/>@MCI 3 F","4.1","4.1","90%","-0.6%"
"Diego Rico","BOU","D","185","ZKL","BUR 1<br/>@BOU 0 F","4.1","4.1","77%","+1.5%"
"Ricardo Pereira","LEI","D","186","mcavinur","LEI 1<br/>@MCI 3 F","4","4","100%","+0.1%"
"Tanguy Ndombele","TOT","M","187","Damo","CHE 2<br/>@TOT 0 F","4","4","78%","+4%"
"Neal Maupay","BHA","F","188","W (Tue)","SHU 1<br/>@BHA 0 F","4","4","62%","+1.5%"
"Jorginho","CHE","M","189","MKFC","CHE 2<br/>@TOT 0 F","3.95","3.95","73%","-3.8%"
"Conor Coady","WOL","D","190","W (Tue)","WOL 2<br/>@NOR 1 F","3.8","3.8","16%","-0.4%"
"Conor Hourihane","AVL","M","191","W (Tue)","SOU 3<br/>@AVL 1 F","3.7","3.7","20%","+7.5%"
"Luke Freeman","SHU","M","192","FA","SHU 1<br/>@BHA 0 F","3.6","3.6","1%","+0.1%"
"Dwight McNeil","BUR","M","193","ZKL","BUR 1<br/>@BOU 0 F","3.5","3.5","93%","-0.6%"
"Lys Mousset","SHU","F","194","FA","SHU 1<br/>@BHA 0 F","3.5","3.5","35%","+0.3%"
"Juan Mata","MUN","M","195","W (Tue)","MUN 0<br/>@WAT 2 F","3.5","3.5","5%","-0.2%"
"Mason Greenwood","MUN","F","196","mcavinur","MUN 0<br/>@WAT 2 F","3.35","3.35","36%","+4.5%"
"Chris Wood","BUR","F","197","W (Tue)","BUR 1<br/>@BOU 0 F","3.25","3.25","65%","-2.7%"
"Cenk Tosun (prior)","EVE","F","198","W (Tue)","ARS 0<br/>@EVE 0 F","3.25","3.25","2%","-0.1%"
"Lucas Moura","TOT","M,F","199","mcavinur","CHE 2<br/>@TOT 0 F","3.2","3.2","97%","-1.4%"
"Diogo Jota","WOL","M,F","200","Damo","WOL 2<br/>@NOR 1 F","3.1","3.1","92%","-0.7%"
"Jeff Hendrick","BUR","M","201","W (Tue)","BUR 1<br/>@BOU 0 F","3.1","3.1","3%","0%"
"Yves Bissouma","BHA","M,F","202","W (Tue)","SHU 1<br/>@BHA 0 F","3","3","1%","+0.3%"
"Michy Batshuayi","CHE","F","203","W (Tue)","CHE 2<br/>@TOT 0 F","2.75","2.75","13%","-0.3%"
"Aaron Lennon","BUR","M","204","W (Tue)","BUR 1<br/>@BOU 0 F","2.75","2.75","1%","0%"
"Callum Wilson","BOU","F","205","W (Tue)","BUR 1<br/>@BOU 0 F","2.5","2.5","89%","-1.1%"
"Paulo Gazzaniga","TOT","G","206","W (Tue)","CHE 2<br/>@TOT 0 F","2.5","2.5","40%","+1.8%"
"Glenn Murray","BHA","F","207","W (Tue)","SHU 1<br/>@BHA 0 F","2.5","2.5","20%","-0.1%"
"Marc Albrighton","LEI","M","208","W (Tue)","LEI 1<br/>@MCI 3 F","2.5","2.5","9%","+3.3%"
"Aaron Connolly","BHA","F","209","W (Tue)","SHU 1<br/>@BHA 0 F","2.5","2.5","6%","-0.6%"
"Danny Rose (prior)","TOT","D,M","210","W (Tue)","CHE 2<br/>@TOT 0 F","2.4","2.4","37%","-0.9%"
"Ashley Barnes","BUR","F","211","RSC","BUR 1<br/>@BOU 0 F","2.35","2.35","77%","-1.3%"
"Alexandre Lacazette","ARS","F","212","ColmL","ARS 0<br/>@EVE 0 F","2.25","2.25","99%","-0.1%"
"Roberto Pereyra","WAT","M","213","W (Tue)","MUN 0<br/>@WAT 2 F","2.25","2.25","29%","-0.6%"
"Isaac Success","WAT","F","214","W (Tue)","MUN 0<br/>@WAT 2 F","2.25","2.25","1%","-0.1%"
"Ben Osborn","SHU","M","215","FA","SHU 1<br/>@BHA 0 F","2.25","2.25","0%","+0.1%"
"Pascal Gross","BHA","M,F","216","W (Tue)","SHU 1<br/>@BHA 0 F","2","2","93%","+1.2%"
"Leandro Trossard","BHA","M,F","217","W (Tue)","SHU 1<br/>@BHA 0 F","2","2","61%","+1.4%"
"Onel Hernandez","NOR","M","218","W (Tue)","WOL 2<br/>@NOR 1 F","2","2","14%","+2%"
"Oriol Romeu","SOU","M","219","W (Tue)","SOU 3<br/>@AVL 1 F","2","2","5%","-0.2%"
"Nathaniel Chalobah","WAT","M","220","W (Tue)","MUN 0<br/>@WAT 2 F","2","2","1%","-0.1%"
"Muhamed Besic","SHU","M","221","FA","SHU 1<br/>@BHA 0 F","1.75","1.75","3%","+2.7%"
"Eric Dier","TOT","M","222","W (Tue)","CHE 2<br/>@TOT 0 F","1.6","1.6","6%","-1.2%"
"Robbie Brady","BUR","M","223","W (Tue)","BUR 1<br/>@BOU 0 F","1.5","1.5","2%","-1.3%"
"Joseph Willock","ARS","M","224","W (Tue)","ARS 0<br/>@EVE 0 F","1.5","1.5","2%","-0.1%"
"Dennis Srbeny","NOR","F","225","W (Tue)","WOL 2<br/>@NOR 1 F","1.5","1.5","0%","0%"
"Patrick Cutrone","WOL","F","226","W (Tue)","WOL 2<br/>@NOR 1 F","1.35","1.35","11%","0%"
"Lewis Cook","BOU","M","227","W (Tue)","BUR 1<br/>@BOU 0 F","1.35","1.35","1%","-0.1%"
"Michael Keane","EVE","D","228","W (Tue)","ARS 0<br/>@EVE 0 F","1.25","1.25","67%","+4.3%"
"John McGinn","AVL","M","229","ColmL","SOU 3<br/>@AVL 1 F","1.25","1.25","65%","-3.2%"
"Alex Iwobi","EVE","M,F","230","W (Tue)","ARS 0<br/>@EVE 0 F","1.25","1.25","51%","-3.3%"
"Sean Longstaff","NEW","M","231","W (Tue)","CRY 0<br/>@NEW 1 F","1.25","1.25","6%","-1.1%"
"Dennis Praet","LEI","M","232","W (Tue)","LEI 1<br/>@MCI 3 F","1.25","1.25","5%","-1.6%"
"Dominic Solanke","BOU","F","233","W (Tue)","BUR 1<br/>@BOU 0 F","1.25","1.25","3%","+0.7%"
"Max Meyer","CRY","M","234","W (Tue)","CRY 0<br/>@NEW 1 F","1.25","1.25","3%","-0.6%"
