"Player","Team","Position","Rk","Status","Opponent","FPts","FP/G","% Owned"
"Leander Dendoncker","WOL","D,M","24","FA","EVE 0<br/>@WOL 3 F","18.1","18.1","-"
"Ahmed El Mohamady","AVL","D","25","FA","CRY 0<br/>@AVL 2 F","18","18","-"
"Nick Pope","BUR","G","26","MAX","BUR 1<br/>@LIV 1 F","18","18","-"
"Diego Rico","BOU","D","27","FA","LEI 1<br/>@BOU 4 F","17.7","17.7","-"
"Junior Stanislas","BOU","M","28","FA","LEI 1<br/>@BOU 4 F","17.5","17.5","-"
"Kyle Walker","MCI","D","29","ColmOF","MCI 5<br/>@BHA 0 F","17.4","17.4","-"
"Stuart Armstrong","SOU","M,F","30","mcavinur","SOU 2<br/>@MUN 2 F","17.35","17.35","-"
"Vicente Guaita","CRY","G","31","FA","CRY 0<br/>@AVL 2 F","17","17","-"
"Jamie Vardy","LEI","F","32","ColmOF","LEI 1<br/>@BOU 4 F","17","17","-"
"Riyad Mahrez","MCI","M,F","33","ColmOF","MCI 5<br/>@BHA 0 F","16.75","16.75","-"
"Emiliano Martinez","ARS","G","34","mcavinur","ARS 1<br/>@TOT 2 F","16.75","16.75","-"
"Neco Williams","LIV","D","35","FA","BUR 1<br/>@LIV 1 F","16.65","16.65","-"
"Eric Garcia","MCI","D","36","MAX","MCI 5<br/>@BHA 0 F","16.6","16.6","-"
"Marcus Rashford","MUN","M,F","37","ColmL","SOU 2<br/>@MUN 2 F","16.5","16.5","-"
"Dwight Gayle","NEW","F","38","FA","NEW 1<br/>@WAT 2 F","16.45","16.45","-"
"Declan Rice","WHU","M","39","MKFC","WHU 4<br/>@NOR 0 F","16.25","16.25","-"
"John Egan","SHU","D","40","Damo","CHE 0<br/>@SHU 3 F","16.1","16.1","-"
"Conor Hourihane","AVL","M","41","FA","CRY 0<br/>@AVL 2 F","16","16","-"
"Aaron Cresswell","WHU","D","42","FA","WHU 4<br/>@NOR 0 F","15.75","15.75","-"
"Sadio Mane","LIV","M,F","43","RBF","BUR 1<br/>@LIV 1 F","15.75","15.75","-"
"Matt Doherty","WOL","D,M","44","Damo","EVE 0<br/>@WOL 3 F","15.65","15.65","-"
"Benjamin Mendy","MCI","D","45","ColmOF","MCI 5<br/>@BHA 0 F","15.6","15.6","-"
"Aymeric Laporte","MCI","D","46","FA","MCI 5<br/>@BHA 0 F","15.4","15.4","-"
"Andrew Robertson","LIV","D","47","mcavinur","BUR 1<br/>@LIV 1 F","15.4","15.4","-"
"Toby Alderweireld","TOT","D","48","FA","ARS 1<br/>@TOT 2 F","15.25","15.25","-"
"Bruno Fernandes","MUN","M","49","MKFC","SOU 2<br/>@MUN 2 F","15","15","-"
"Lukasz Fabianski","WHU","G","50","ColmOF","WHU 4<br/>@NOR 0 F","15","15","-"
"Jay Rodriguez","BUR","F","51","FA","BUR 1<br/>@LIV 1 F","15","15","-"
"Rui Patricio","WOL","G","52","Damo","EVE 0<br/>@WOL 3 F","15","15","-"
"Craig Dawson","WAT","D","53","FA","NEW 1<br/>@WAT 2 F","14.9","14.9","-"
"Conor Coady","WOL","D","54","FA","EVE 0<br/>@WOL 3 F","14.8","14.8","-"
"Rodrigo","MCI","M","55","mcavinur","MCI 5<br/>@BHA 0 F","14.5","14.5","-"
"James Tarkowski","BUR","D","56","Eoghanoc","BUR 1<br/>@LIV 1 F","14.35","14.35","-"
"Daniel Podence","WOL","M","57","FA","EVE 0<br/>@WOL 3 F","14.25","14.25","-"
"Youri Tielemans","LEI","M","58","FA","LEI 1<br/>@BOU 4 F","14.25","14.25","-"
"George Baldock","SHU","D,M","59","ColmL","CHE 0<br/>@SHU 3 F","14.2","14.2","-"
"Alexandre Lacazette","ARS","F","60","ColmL","ARS 1<br/>@TOT 2 F","14.1","14.1","-"
"Fabinho","LIV","M","61","FA","BUR 1<br/>@LIV 1 F","14.1","14.1","-"
"Reece James","CHE","D","62","MAX","CHE 0<br/>@SHU 3 F","14.05","14.05","-"
"Angelo Ogbonna","WHU","D","63","FA","WHU 4<br/>@NOR 0 F","13.9","13.9","-"
"Jan Bednarek","SOU","D","64","RBF","SOU 2<br/>@MUN 2 F","13.75","13.75","-"
"Ezri Konsa Ngoyo","AVL","D","65","FA","CRY 0<br/>@AVL 2 F","13.5","13.5","-"
"Jonny","WOL","D,M","66","ColmOF","EVE 0<br/>@WOL 3 F","13.3","13.3","-"
"Raul Jimenez","WOL","F","67","Eoghanoc","EVE 0<br/>@WOL 3 F","13.25","13.25","-"
"Chris Basham","SHU","D","68","RBF","CHE 0<br/>@SHU 3 F","13.2","13.2","-"
"Diogo Jota","WOL","M,F","69","Damo","EVE 0<br/>@WOL 3 F","13.1","13.1","-"
"Mohamed Salah","LIV","F","70","Damo","BUR 1<br/>@LIV 1 F","13","13","-"
"Dani Ceballos","ARS","M","71","ColmOF","ARS 1<br/>@TOT 2 F","12.85","12.85","-"
"Nemanja Matic","MUN","M","72","FA","SOU 2<br/>@MUN 2 F","12.8","12.8","-"
"Pedro Neto","WOL","F","73","FA","EVE 0<br/>@WOL 3 F","12.75","12.75","-"
"John McGinn","AVL","M","74","ColmL","CRY 0<br/>@AVL 2 F","12.75","12.75","-"
"Kevin De Bruyne","MCI","M","75","Eoghanoc","MCI 5<br/>@BHA 0 F","12.5","12.5","-"
"Jack Grealish","AVL","M,F","76","mcavinur","CRY 0<br/>@AVL 2 F","12.5","12.5","-"
"Wilfried Zaha","CRY","M,F","77","ColmOF","CRY 0<br/>@AVL 2 F","12.5","12.5","-"
"Dwight McNeil","BUR","M","78","Eoghanoc","BUR 1<br/>@LIV 1 F","12.35","12.35","-"
"Allan Saint-Maximin","NEW","M,F","79","MAX","NEW 1<br/>@WAT 2 F","12.25","12.25","-"
"Granit Xhaka","ARS","M","80","FA","ARS 1<br/>@TOT 2 F","12.1","12.1","-"
"Josh Brownhill","BUR","M","81","FA","BUR 1<br/>@LIV 1 F","11.8","11.8","-"
"Tyrone Mings","AVL","D","82","FA","CRY 0<br/>@AVL 2 F","11.5","11.5","-"
"Ben Osborn","SHU","M","83","FA","CHE 0<br/>@SHU 3 F","11.5","11.5","-"
"Aaron Ramsdale","BOU","G","84","FA","LEI 1<br/>@BOU 4 F","11.5","11.5","-"
"Ismaila Sarr","WAT","M,F","85","MKFC","NEW 1<br/>@WAT 2 F","11.5","11.5","-"
"Ederson","MCI","G","86","ColmL","MCI 5<br/>@BHA 0 F","11","11","-"
"Jack Stacey","BOU","D","87","FA","LEI 1<br/>@BOU 4 F","11","11","-"
"Lucas Digne","EVE","D","88","ColmOF","EVE 0<br/>@WOL 3 F","10.85","10.85","-"
"Will Hughes","WAT","M","89","FA","NEW 1<br/>@WAT 2 F","10.75","10.75","-"
"Michael Obafemi","SOU","F","90","FA","SOU 2<br/>@MUN 2 F","10.5","10.5","-"
"Shkodran Mustafi","ARS","D","91","FA","ARS 1<br/>@TOT 2 F","10.4","10.4","-"
"Ross Barkley","CHE","M","92","Damo","CHE 0<br/>@SHU 3 F","10.35","10.35","-"
"Federico Fernandez","NEW","D","93","FA","NEW 1<br/>@WAT 2 F","10.3","10.3","-"
"Douglas Luiz","AVL","M","94","MAX","CRY 0<br/>@AVL 2 F","10.2","10.2","-"
"Wilfred Ndidi","LEI","M","95","MAX","LEI 1<br/>@BOU 4 F","10","10","-"
"Jordan Pickford","EVE","G","96","FA","EVE 0<br/>@WOL 3 F","10","10","-"
"Roberto Firmino","LIV","M,F","97","Eoghanoc","BUR 1<br/>@LIV 1 F","9.75","9.75","-"
"Scott Dann","CRY","D","98","FA","CRY 0<br/>@AVL 2 F","9.7","9.7","-"
"Jarrod Bowen","HUL/WHU","M,F","99","mcavinur","WHU 4<br/>@NOR 0 F","9.5","9.5","-"
"Ayoze Perez","LEI","M,F","100","FA","LEI 1<br/>@BOU 4 F","9.5","9.5","-"
"Ben Foster","WAT","G","101","FA","NEW 1<br/>@WAT 2 F","9.25","9.25","-"
"Gylfi Sigurdsson","EVE","M","102","ColmOF","EVE 0<br/>@WOL 3 F","9.25","9.25","-"
"David Brooks","BOU","M","103","FA","LEI 1<br/>@BOU 4 F","9","9","-"
"Hugo Lloris","TOT","G","104","FA","ARS 1<br/>@TOT 2 F","9","9","-"
"Oliver Norwood","SHU","M","105","RBF","CHE 0<br/>@SHU 3 F","9","9","-"
"Romain Saiss","WOL","D,M","106","FA","EVE 0<br/>@WOL 3 F","8.95","8.95","-"
"Jefferson Lerma","BOU","M","107","FA","LEI 1<br/>@BOU 4 F","8.9","8.9","-"
"Paul Pogba","MUN","M","108","ColmL","SOU 2<br/>@MUN 2 F","8.85","8.85","-"
"Pascal Gross","BHA","M,F","109","FA","MCI 5<br/>@BHA 0 F","8.75","8.75","-"
"Curtis Jones","LIV","M","110","RBF","BUR 1<br/>@LIV 1 F","8.75","8.75","-"
"Etienne Capoue","WAT","M","111","FA","NEW 1<br/>@WAT 2 F","8.7","8.7","-"
"Jonjo Shelvey","NEW","M","112","FA","NEW 1<br/>@WAT 2 F","8.7","8.7","-"
"Kiko Femenia","WAT","D","113","FA","NEW 1<br/>@WAT 2 F","8.6","8.6","-"
"Martin Dubravka","NEW","G","114","RBF","NEW 1<br/>@WAT 2 F","8.5","8.5","-"
"Oriol Romeu","SOU","M","115","FA","SOU 2<br/>@MUN 2 F","8.5","8.5","-"
"Kurt Zouma","CHE","D","116","FA","CHE 0<br/>@SHU 3 F","8.5","8.5","-"
"David de Gea","MUN","G","117","FA","SOU 2<br/>@MUN 2 F","8.5","8.5","-"
"Christian Benteke","CRY","F","118","FA","CRY 0<br/>@AVL 2 F","8.35","8.35","-"
"Dominic Calvert-Lewin","EVE","F","119","MKFC","EVE 0<br/>@WOL 3 F","8.25","8.25","-"
"Onel Hernandez","NOR","M","120","FA","WHU 4<br/>@NOR 0 F","8.25","8.25","-"
"Davy Propper","BHA","M","121","FA","MCI 5<br/>@BHA 0 F","8.25","8.25","-"
"Alisson","LIV","G","122","Damo","BUR 1<br/>@LIV 1 F","8.25","8.25","-"
"Ryan Bennett","WOL/LEI","D","123","FA","LEI 1<br/>@BOU 4 F","8.2","8.2","-"
"Alexander Tettey","NOR","M","124","FA","WHU 4<br/>@NOR 0 F","7.95","7.95","-"
"Virgil van Dijk","LIV","D","125","RBF","BUR 1<br/>@LIV 1 F","7.9","7.9","-"
"Max Aarons","NOR","D","126","FA","WHU 4<br/>@NOR 0 F","7.85","7.85","-"
"Miguel Almiron","NEW","M,F","127","MKFC","NEW 1<br/>@WAT 2 F","7.85","7.85","-"
"Cesar Azpilicueta","CHE","D","128","RBF","CHE 0<br/>@SHU 3 F","7.85","7.85","-"
"Patrick van Aanholt","CRY","D","129","mcavinur","CRY 0<br/>@AVL 2 F","7.85","7.85","-"
"Phil Bardsley","BUR","D","130","MAX","BUR 1<br/>@LIV 1 F","7.8","7.8","-"
"Che Adams","SOU","F","131","FA","SOU 2<br/>@MUN 2 F","7.75","7.75","-"
"Jordan Ayew","CRY","M,F","132","RBF","CRY 0<br/>@AVL 2 F","7.75","7.75","-"
"Sander Berge","SHU","M","133","FA","CHE 0<br/>@SHU 3 F","7.75","7.75","-"
"Matt Ritchie","NEW","D,M","134","ColmL","NEW 1<br/>@WAT 2 F","7.75","7.75","-"
"Jamal Lewis","NOR","D","135","FA","WHU 4<br/>@NOR 0 F","7.7","7.7","-"
"Fabian Schar","NEW","D","136","FA","NEW 1<br/>@WAT 2 F","7.65","7.65","-"
"James Ward-Prowse","SOU","M","137","Damo","SOU 2<br/>@MUN 2 F","7.6","7.6","-"
"Christian Kabasele","WAT","D","138","Eoghanoc","NEW 1<br/>@WAT 2 F","7.5","7.5","-"
"Tim Krul","NOR","G","139","FA","WHU 4<br/>@NOR 0 F","7.5","7.5","-"
"Victor Lindelof","MUN","D","140","FA","SOU 2<br/>@MUN 2 F","7.5","7.5","-"
"Mat Ryan","BHA","G","141","FA","MCI 5<br/>@BHA 0 F","7.5","7.5","-"
"Dale Stephens","BHA","M","142","FA","MCI 5<br/>@BHA 0 F","7.5","7.5","-"
"Tomas Soucek","WHU","M","143","mcavinur","WHU 4<br/>@NOR 0 F","7.45","7.45","-"
"Ben Godfrey","NOR","D,M","144","FA","WHU 4<br/>@NOR 0 F","7.35","7.35","-"
"Willian","CHE","M,F","145","MAX","CHE 0<br/>@SHU 3 F","7.25","7.25","-"
"Abdoulaye Doucoure","WAT","M","146","Damo","NEW 1<br/>@WAT 2 F","7.25","7.25","-"
"Jorginho","CHE","M","147","FA","CHE 0<br/>@SHU 3 F","7.1","7.1","-"
"Hector Bellerin","ARS","D","148","FA","ARS 1<br/>@TOT 2 F","7.05","7.05","-"
"Alex McCarthy","SOU","G","149","FA","SOU 2<br/>@MUN 2 F","7","7","-"
"Anthony Gordon","EVE","M,F","150","FA","EVE 0<br/>@WOL 3 F","6.75","6.75","-"
"Andros Townsend","CRY","M,F","151","FA","CRY 0<br/>@AVL 2 F","6.75","6.75","-"
"Callum Wilson","BOU","F","152","FA","LEI 1<br/>@BOU 4 F","6.75","6.75","-"
"Christian Fuchs","LEI","D","153","FA","LEI 1<br/>@BOU 4 F","6.7","6.7","-"
"Joel Ward","CRY","D","154","FA","CRY 0<br/>@AVL 2 F","6.55","6.55","-"
"Tammy Abraham","CHE","F","155","Damo","CHE 0<br/>@SHU 3 F","6.5","6.5","-"
"Charlie Taylor","BUR","D","156","Damo","BUR 1<br/>@LIV 1 F","6.5","6.5","-"
"Ashley Westwood","BUR","M","157","MKFC","BUR 1<br/>@LIV 1 F","6.5","6.5","-"
"Yves Bissouma","BHA","M,F","158","FA","MCI 5<br/>@BHA 0 F","6.35","6.35","-"
"Antonio Rudiger","CHE","D","159","FA","CHE 0<br/>@SHU 3 F","6.35","6.35","-"
"Marcos Alonso","CHE","D,M","160","MKFC","CHE 0<br/>@SHU 3 F","6.25","6.25","-"
"Nabil Bentaleb","TOT/NEW","M","161","FA","NEW 1<br/>@WAT 2 F","6.25","6.25","-"
"Pablo Fornals","WHU","M","162","FA","WHU 4<br/>@NOR 0 F","6.25","6.25","-"
"Ben Davies","TOT","D","163","ColmOF","ARS 1<br/>@TOT 2 F","6.2","6.2","-"
"Bernardo","BHA","D","164","FA","MCI 5<br/>@BHA 0 F","6.15","6.15","-"
"Jamaal Lascelles","NEW","D","165","FA","NEW 1<br/>@WAT 2 F","6.15","6.15","-"
"Theo Walcott","EVE","M,F","166","FA","EVE 0<br/>@WOL 3 F","6","6","-"
"Emiliano Buendia","NOR","M","167","ColmL","WHU 4<br/>@NOR 0 F","5.95","5.95","-"
"Philip Billing","BOU","M","168","FA","LEI 1<br/>@BOU 4 F","5.85","5.85","-"
"Timm Klose","NOR","D","169","FA","WHU 4<br/>@NOR 0 F","5.85","5.85","-"
"Harry Maguire","MUN","D","170","MKFC","SOU 2<br/>@MUN 2 F","5.8","5.8","-"
"Pierre-Emerick Aubameyang","ARS","M,F","171","ColmOF","ARS 1<br/>@TOT 2 F","5.75","5.75","-"
"Matt Targett","AVL","D,M","172","FA","CRY 0<br/>@AVL 2 F","5.55","5.55","-"
"Christian Pulisic","CHE","M,F","173","Eoghanoc","CHE 0<br/>@SHU 3 F","5.5","5.5","-"
"Adam Masina","WAT","D","174","FA","NEW 1<br/>@WAT 2 F","5.45","5.45","-"
"Danny Ings","SOU","F","175","Damo","SOU 2<br/>@MUN 2 F","5.35","5.35","-"
"Aaron Mooy","BHA","M,F","176","FA","MCI 5<br/>@BHA 0 F","5.35","5.35","-"
"Moussa Sissoko","TOT","M","177","FA","ARS 1<br/>@TOT 2 F","5.35","5.35","-"
"David Luiz","ARS","D","178","ColmL","ARS 1<br/>@TOT 2 F","5.3","5.3","-"
"Kepa Arrizabalaga","CHE","G","179","FA","CHE 0<br/>@SHU 3 F","5.25","5.25","-"
"Danny Welbeck","WAT","F","180","FA","NEW 1<br/>@WAT 2 F","5.25","5.25","-"
"James Justin","LEI","D","181","RBF","LEI 1<br/>@BOU 4 F","5.15","5.15","-"
"Arnaut Danjuma Groeneveld","BOU","M,F","182","FA","LEI 1<br/>@BOU 4 F","5.1","5.1","-"
"Kieran Tierney","ARS","D","183","FA","ARS 1<br/>@TOT 2 F","5.1","5.1","-"
"Giovani Lo Celso","TOT","M","184","FA","ARS 1<br/>@TOT 2 F","5","5","-"
"Tom Davies","EVE","M","185","FA","EVE 0<br/>@WOL 3 F","4.95","4.95","-"
"Mamadou Sakho","CRY","D","186","FA","CRY 0<br/>@AVL 2 F","4.8","4.8","-"
"Luke Shaw","MUN","D","187","FA","SOU 2<br/>@MUN 2 F","4.8","4.8","-"
"Harry Winks","TOT","M","188","FA","ARS 1<br/>@TOT 2 F","4.8","4.8","-"
"Mason Greenwood","MUN","M,F","189","ColmOF","SOU 2<br/>@MUN 2 F","4.75","4.75","-"
"Mbwana Samatta","AVL","F","190","FA","CRY 0<br/>@AVL 2 F","4.75","4.75","-"
"Trent Alexander-Arnold","LIV","D","191","ColmOF","BUR 1<br/>@LIV 1 F","4.7","4.7","-"
"Michael Keane","EVE","D","192","FA","EVE 0<br/>@WOL 3 F","4.7","4.7","-"
"Lloyd Kelly","BOU","D","193","FA","LEI 1<br/>@BOU 4 F","4.65","4.65","-"
"Lewis Dunk","BHA","D","194","RBF","MCI 5<br/>@BHA 0 F","4.55","4.55","-"
"Bernard","EVE","M,F","195","FA","EVE 0<br/>@WOL 3 F","4.5","4.5","-"
"Neil Taylor","AVL","D","196","FA","CRY 0<br/>@AVL 2 F","4.45","4.45","-"
"Aaron Wan-Bissaka","MUN","D","197","MKFC","SOU 2<br/>@MUN 2 F","4.4","4.4","-"
"Seamus Coleman","EVE","D","198","ColmL","EVE 0<br/>@WOL 3 F","4.3","4.3","-"
"Kevin Long","BUR","D","199","FA","BUR 1<br/>@LIV 1 F","4.3","4.3","-"
"Kelechi Iheanacho","LEI","F","200","FA","LEI 1<br/>@BOU 4 F","4.25","4.25","-"
"Leandro Trossard","BHA","M,F","201","FA","MCI 5<br/>@BHA 0 F","4.25","4.25","-"
"Danny Rose","TOT/NEW","D,M","202","FA","NEW 1<br/>@WAT 2 F","4.2","4.2","-"
"Joseph Gomez","LIV","D","203","mcavinur","BUR 1<br/>@LIV 1 F","4.15","4.15","-"
"Cedric Soares","SOU/ARS","D","204","FA","ARS 1<br/>@TOT 2 F","4.1","4.1","-"
"Georginio Wijnaldum","LIV","M","205","FA","BUR 1<br/>@LIV 1 F","4.1","4.1","-"
"Shane Long","SOU","F","206","FA","SOU 2<br/>@MUN 2 F","4","4","-"
"Adama Traore","WOL","M,F","207","MKFC","EVE 0<br/>@WOL 3 F","4","4","-"
"Martin Montoya","BHA","D,M","208","FA","MCI 5<br/>@BHA 0 F","3.9","3.9","-"
"Davinson Sanchez","TOT","D","209","FA","ARS 1<br/>@TOT 2 F","3.85","3.85","-"
"Jack Stephens","SOU","D","210","FA","SOU 2<br/>@MUN 2 F","3.85","3.85","-"
"Ryan Bertrand","SOU","D,M","211","ColmOF","SOU 2<br/>@MUN 2 F","3.8","3.8","-"
"Richarlison","EVE","M,F","212","ColmL","EVE 0<br/>@WOL 3 F","3.8","3.8","-"
"Phil Foden","MCI","M,F","213","ColmOF","MCI 5<br/>@BHA 0 F","3.75","3.75","-"
"Adam Webster","BHA","D","214","FA","MCI 5<br/>@BHA 0 F","3.75","3.75","-"
"Jonny Evans","LEI","D","215","Damo","LEI 1<br/>@BOU 4 F","3.7","3.7","-"
"Phil Jagielka","SHU","D","216","FA","CHE 0<br/>@SHU 3 F","3.65","3.65","-"
"Erik Pieters","BUR","D","217","FA","BUR 1<br/>@LIV 1 F","3.6","3.6","-"
"Joelinton","NEW","F","218","FA","NEW 1<br/>@WAT 2 F","3.5","3.5","-"
"Alex Iwobi","EVE","M,F","219","FA","EVE 0<br/>@WOL 3 F","3.5","3.5","-"
"Luka Milivojevic","CRY","M","220","RBF","CRY 0<br/>@AVL 2 F","3.5","3.5","-"
"Kasper Schmeichel","LEI","G","221","MKFC","LEI 1<br/>@BOU 4 F","3.5","3.5","-"
"Steve Cook","BOU","D","222","FA","LEI 1<br/>@BOU 4 F","3.45","3.45","-"
"Brandon Williams","MUN","D","223","FA","SOU 2<br/>@MUN 2 F","3.45","3.45","-"
"Serge Aurier","TOT","D","224","MAX","ARS 1<br/>@TOT 2 F","3.25","3.25","-"
"Harvey Barnes","LEI","M","225","FA","LEI 1<br/>@BOU 4 F","3.25","3.25","-"
"Callum Hudson-Odoi","CHE","F","226","FA","CHE 0<br/>@SHU 3 F","3.25","3.25","-"
"Naby Keita","LIV","M","227","Damo","BUR 1<br/>@LIV 1 F","3.25","3.25","-"
"James McCarthy","CRY","M","228","FA","CRY 0<br/>@AVL 2 F","3.25","3.25","-"
"Mario Vrancic","NOR","M","229","FA","WHU 4<br/>@NOR 0 F","3.25","3.25","-"
"Nathan Ake","BOU","D","230","FA","LEI 1<br/>@BOU 4 F","3.1","3.1","-"
"David Silva","MCI","M","231","MAX","MCI 5<br/>@BHA 0 F","3","3","-"
"Olivier Giroud","CHE","F","232","MAX","CHE 0<br/>@SHU 3 F","2.85","2.85","-"
"Marco Stiepermann","NOR","M","233","FA","WHU 4<br/>@NOR 0 F","2.8","2.8","-"
"James McArthur","CRY","M","234","RBF","CRY 0<br/>@AVL 2 F","2.75","2.75","-"
"Jarrad Branthwaite","EVE","D","235","FA","EVE 0<br/>@WOL 3 F","2.7","2.7","-"
"Javier Manquillo","NEW","D","236","FA","NEW 1<br/>@WAT 2 F","2.7","2.7","-"
"Leighton Baines","EVE","D","237","FA","EVE 0<br/>@WOL 3 F","2.6","2.6","-"
"Chris Wood","BUR","F","238","FA","BUR 1<br/>@LIV 1 F","2.6","2.6","-"
"Sead Kolasinac","ARS","D,M","239","FA","ARS 1<br/>@TOT 2 F","2.55","2.55","-"
"Oleksandr Zinchenko","MCI","D,M","240","FA","MCI 5<br/>@BHA 0 F","2.55","2.55","-"
"Keinan Davis","AVL","M,F","241","FA","CRY 0<br/>@AVL 2 F","2.5","2.5","-"
"Fernandinho","MCI","D,M","242","FA","MCI 5<br/>@BHA 0 F","2.5","2.5","-"
"Cheikhou Kouyate","CRY","M","243","FA","CRY 0<br/>@AVL 2 F","2.45","2.45","-"
"Yerry Mina","EVE","D","244","FA","EVE 0<br/>@WOL 3 F","2.3","2.3","-"
"Lewis Cook","BOU","M","245","FA","LEI 1<br/>@BOU 4 F","2.25","2.25","-"
"Josh Martin","NOR","M","246","FA","WHU 4<br/>@NOR 0 F","2.25","2.25","-"
"Kenny McLean","NOR","M","247","FA","WHU 4<br/>@NOR 0 F","2.25","2.25","-"
"Alex Oxlade-Chamberlain","LIV","M,F","248","FA","BUR 1<br/>@LIV 1 F","2.25","2.25","-"
"Nicolas Pepe","ARS","M,F","249","mcavinur","ARS 1<br/>@TOT 2 F","2.25","2.25","-"
"Dennis Praet","LEI","M","250","FA","LEI 1<br/>@BOU 4 F","2.25","2.25","-"
"Teemu Pukki","NOR","F","251","FA","WHU 4<br/>@NOR 0 F","2.25","2.25","-"
"Joao Moutinho","WOL","M","252","MAX","EVE 0<br/>@WOL 3 F","2.25","2.25","-"
"Matej Vydra","BUR","F","253","FA","BUR 1<br/>@LIV 1 F","2.25","2.25","-"
"Andreas Christensen","CHE","D","254","FA","CHE 0<br/>@SHU 3 F","2.15","2.15","-"
"Mason Mount","CHE","M,F","255","RBF","CHE 0<br/>@SHU 3 F","2.1","2.1","-"
"Joseph Willock","ARS","M","256","FA","ARS 1<br/>@TOT 2 F","2.1","2.1","-"
"Sebastien Haller","WHU","F","257","ColmL","WHU 4<br/>@NOR 0 F","2","2","-"
"Tariq Lamptey","CHE/BHA","D","258","MAX","MCI 5<br/>@BHA 0 F","2","2","-"
"Lukas Rupp","NOR","M","259","FA","WHU 4<br/>@NOR 0 F","2","2","-"
"Andriy Yarmolenko","WHU","M,F","260","FA","WHU 4<br/>@NOR 0 F","2","2","-"
"Aaron Connolly","BHA","F","261","FA","MCI 5<br/>@BHA 0 F","1.75","1.75","-"
"Neal Maupay","BHA","F","262","FA","MCI 5<br/>@BHA 0 F","1.75","1.75","-"
"Jairo Riedewald","CRY","D,M","263","FA","CRY 0<br/>@AVL 2 F","1.75","1.75","-"
"Dan Gosling","BOU","M","264","FA","LEI 1<br/>@BOU 4 F","1.6","1.6","-"
"Johann Gudmundsson","BUR","M","265","FA","BUR 1<br/>@LIV 1 F","1.6","1.6","-"
"Lys Mousset","SHU","F","266","FA","CHE 0<br/>@SHU 3 F","1.5","1.5","-"
"William Smallbone","SOU","M,F","267","FA","SOU 2<br/>@MUN 2 F","1.5","1.5","-"
"Jack Wilshere","WHU","M","268","FA","WHU 4<br/>@NOR 0 F","1.5","1.5","-"
"John Lundstram","SHU","D,M","269","Eoghanoc","CHE 0<br/>@SHU 3 F","1.4","1.4","-"
"Fred","MUN","M","270","RBF","SOU 2<br/>@MUN 2 F","1.35","1.35","-"
"Dan Burn","BHA","D","271","FA","MCI 5<br/>@BHA 0 F","1.3","1.3","-"
"Emil Krafth","NEW","D","272","FA","NEW 1<br/>@WAT 2 F","1.25","1.25","-"
"Ruben Loftus-Cheek","CHE","M","273","FA","CHE 0<br/>@SHU 3 F","1.25","1.25","-"
"Marvelous Nakamba","AVL","M","274","FA","CRY 0<br/>@AVL 2 F","1.25","1.25","-"
