"Player","Team","Position","Rk","Status","Opponent","FPts","FP/G","% Owned"
"Nathaniel Phillips","LIV","D","554","FA","LIV 3<br/>@BHA 1 F","0","0","-"
"Brandon Pierrick","CRY","M,F","555","FA","CHE 3<br/>@CRY 2 F","0","0","-"
"Arnau Puigmal Martinez","MUN","M","556","FA","MUN 3<br/>@AVL 0 F","0","0","-"
"Ignacio Pussetto","WAT","M","557","FA","NOR 1<br/>@WAT 2 F","0","0","-"
"Domingos Quina","WAT","M","558","FA","NOR 1<br/>@WAT 2 F","0","0","-"
"Kayne Ramsay","SOU","D","559","FA","SOU 1<br/>@EVE 1 F","0","0","-"
"Jacob Ramsey","AVL","M","560","FA","MUN 3<br/>@AVL 0 F","0","0","-"
"Darren Randolph","WHU","G","561","FA","BUR 1<br/>@WHU 0 F","0","0","-"
"Lewis Richards","WOL","D","562","FA","WOL 0<br/>@SHU 1 F","0","0","-"
"Taylor Richards","BHA","M,F","563","FA","LIV 3<br/>@BHA 1 F","0","0","-"
"Lewis Richardson","BUR","M","564","FA","BUR 1<br/>@WHU 0 F","0","0","-"
"Jairo Riedewald","CRY","D,M","565","FA","CHE 3<br/>@CRY 2 F","0","0","-"
"Haydon Roberts","BHA","D","566","FA","LIV 3<br/>@BHA 1 F","0","0","-"
"Jack Robinson","QPR/SHU","D","567","FA","WOL 0<br/>@SHU 1 F","0","0","-"
"Fred","MUN","M","568","RBF","MUN 3<br/>@AVL 0 F","0","0","-"
"Pedro","CHE","F","569","FA","CHE 3<br/>@CRY 2 F","0","0","-"
"Jack Rodwell","SUN/SHU","M","570","FA","WOL 0<br/>@SHU 1 F","0","0","-"
"Marcos Rojo","MUN","D","571","FA","MUN 3<br/>@AVL 0 F","0","0","-"
"Sergio Romero","MUN","G","572","FA","MUN 3<br/>@AVL 0 F","0","0","-"
"John Ruddy","WOL","G","573","FA","WOL 0<br/>@SHU 1 F","0","0","-"
"Antonio Rudiger","CHE","D","574","FA","CHE 3<br/>@CRY 2 F","0","0","-"
"Lukas Rupp","NOR","M","575","FA","NOR 1<br/>@WAT 2 F","0","0","-"
"Allan Saint-Maximin","NEW","M,F","576","MAX","NEW 0<br/>@MCI 5 F","0","0","-"
"William Saliba","ARS","D","577","FA","LEI 1<br/>@ARS 1 F","0","0","-"
"Austin Samuels","WOL","F","578","FA","WOL 0<br/>@SHU 1 F","0","0","-"
"Adrian","LIV","G","579","FA","LIV 3<br/>@BHA 1 F","0","0","-"
"Davinson Sanchez","TOT","D","580","FA","TOT 0<br/>@BOU 0 F","0","0","-"
"Max Sanders","BHA","M","581","FA","LIV 3<br/>@BHA 1 F","0","0","-"
"Matija Sarkic","AVL","G","582","FA","MUN 3<br/>@AVL 0 F","0","0","-"
"Christian Saydee","BOU","M","583","FA","TOT 0<br/>@BOU 0 F","0","0","-"
"Ezequiel Schelotto","BHA","D","584","FA","LIV 3<br/>@BHA 1 F","0","0","-"
"Jeffrey Schlupp","CRY","D,M","585","ColmL","CHE 3<br/>@CRY 2 F","0","0","-"
"Ryan Sessegnon","TOT","M,F","586","FA","TOT 0<br/>@BOU 0 F","0","0","-"
"Meritan Shabani","WOL","M","587","FA","WOL 0<br/>@SHU 1 F","0","0","-"
"Xherdan Shaqiri","LIV","M,F","588","FA","LIV 3<br/>@BHA 1 F","0","0","-"
"Ruben Vinagre","WOL","D,M","589","FA","WOL 0<br/>@SHU 1 F","0","0","-"
"Ellis Simms","EVE","F","590","FA","SOU 1<br/>@EVE 1 F","0","0","-"
"Jack Simpson","BOU","D","591","FA","TOT 0<br/>@BOU 0 F","0","0","-"
"Josh Sims","SOU","M","592","FA","SOU 1<br/>@EVE 1 F","0","0","-"
"Jerome Sinclair","WAT","F","593","FA","NOR 1<br/>@WAT 2 F","0","0","-"
"Oliver Skipp","TOT","M","594","FA","TOT 0<br/>@BOU 0 F","0","0","-"
"Callum Slattery","SOU","M","595","FA","SOU 1<br/>@EVE 1 F","0","0","-"
"Islam Slimani","LEI","F","596","FA","LEI 1<br/>@ARS 1 F","0","0","-"
"Matthew Smith","ARS","D","597","FA","LEI 1<br/>@ARS 1 F","0","0","-"
"Robert Snodgrass","WHU","M","598","FA","BUR 1<br/>@WHU 0 F","0","0","-"
"Goncalo Cardoso","WHU","D","599","FA","BUR 1<br/>@WHU 0 F","0","0","-"
"Dominic Solanke","BOU","F","600","FA","TOT 0<br/>@BOU 0 F","0","0","-"
"Andreas Sondergaard","WOL","G","601","FA","WOL 0<br/>@SHU 1 F","0","0","-"
"Elias Sorensen","NEW","F","602","FA","NEW 0<br/>@MCI 5 F","0","0","-"
"Bayli Spencer-Adams","WAT","D","603","FA","NOR 1<br/>@WAT 2 F","0","0","-"
"Jack Spong","BHA","M","604","FA","LIV 3<br/>@BHA 1 F","0","0","-"
"Jason Steele","BHA","G","605","FA","LIV 3<br/>@BHA 1 F","0","0","-"
"Jed Steer","AVL","G","606","FA","MUN 3<br/>@AVL 0 F","0","0","-"
"Maarten Stekelenburg","EVE","G","607","FA","SOU 1<br/>@EVE 1 F","0","0","-"
"Layton Stewart","LIV","F","608","FA","LIV 3<br/>@BHA 1 F","0","0","-"
"Isaac Success","WAT","F","609","FA","NOR 1<br/>@WAT 2 F","0","0","-"
"Andrew Surman","BOU","M","610","FA","TOT 0<br/>@BOU 0 F","0","0","-"
"Sam Surridge","BOU","F","611","FA","TOT 0<br/>@BOU 0 F","0","0","-"
"Japhet Tanganga","TOT","D","612","FA","TOT 0<br/>@BOU 0 F","0","0","-"
"Matt Targett","AVL","D,M","613","FA","MUN 3<br/>@AVL 0 F","0","0","-"
"Nikola Tavares","CRY","D","614","FA","CHE 3<br/>@CRY 2 F","0","0","-"
"Kyle Taylor","BOU","M","615","FA","TOT 0<br/>@BOU 0 F","0","0","-"
"Max Taylor","MUN","D","616","FA","MUN 3<br/>@AVL 0 F","0","0","-"
"Terry Taylor","WOL","M","617","FA","WOL 0<br/>@SHU 1 F","0","0","-"
"Nathan Tella","SOU","M","618","FA","SOU 1<br/>@EVE 1 F","0","0","-"
"Bobby Thomas","BUR","D","619","FA","BUR 1<br/>@WHU 0 F","0","0","-"
"Jordan Thomas","NOR","D","620","FA","NOR 1<br/>@WAT 2 F","0","0","-"
"Luke Thomas","LEI","D","621","FA","LEI 1<br/>@ARS 1 F","0","0","-"
"Max Thompson","BUR","F","622","FA","BUR 1<br/>@WHU 0 F","0","0","-"
"James Tomkins","CRY","D","623","FA","CHE 3<br/>@CRY 2 F","0","0","-"
"Fikayo Tomori","CHE","D","624","FA","CHE 3<br/>@CRY 2 F","0","0","-"
"Cenk Tosun","EVE/CRY","F","625","FA","SOU 1<br/>@EVE 1 F","0","0","-"
"Mark Travers","BOU","G","626","FA","TOT 0<br/>@BOU 0 F","0","0","-"
"Tom Trybull","NOR","M","627","FA","NOR 1<br/>@WAT 2 F","0","0","-"
"Axel Tuanzebe","MUN","D","628","FA","MUN 3<br/>@AVL 0 F","0","0","-"
"Yan Valery","SOU","D,M","629","FA","SOU 1<br/>@EVE 1 F","0","0","-"
"Michael Verrips","SHU","G","630","FA","WOL 0<br/>@SHU 1 F","0","0","-"
"Jannik Vestergaard","SOU","D","631","FA","SOU 1<br/>@EVE 1 F","0","0","-"
"Jake Vokins","SOU","D","632","FA","SOU 1<br/>@EVE 1 F","0","0","-"
"Theo Walcott","EVE","M,F","633","FA","SOU 1<br/>@EVE 1 F","0","0","-"
"Danny Ward","LEI","G","634","FA","LEI 1<br/>@ARS 1 F","0","0","-"
"Kelland Watts","NEW","M","635","FA","NEW 0<br/>@MCI 5 F","0","0","-"
"Callum Whelan","WAT","M","636","FA","NOR 1<br/>@WAT 2 F","0","0","-"
"Harvey White","TOT","M","637","FA","TOT 0<br/>@BOU 0 F","0","0","-"
"Alfie Whiteman","TOT","G","638","FA","TOT 0<br/>@BOU 0 F","0","0","-"
"Jack Wilshere","WHU","M","639","FA","BUR 1<br/>@WHU 0 F","0","0","-"
"Ben Winterbottom","LIV","G","640","FA","LIV 3<br/>@BHA 1 F","0","0","-"
"Henry Wise","WAT","M","641","FA","NOR 1<br/>@WAT 2 F","0","0","-"
"Sam Woods","CRY","D","642","FA","CHE 3<br/>@CRY 2 F","0","0","-"
"Romaric Yapi","BHA","D","643","FA","LIV 3<br/>@BHA 1 F","0","0","-"
"Jack Young","NEW","M","644","FA","NEW 0<br/>@MCI 5 F","0","0","-"
"Christoph Zimmermann","NOR","D","645","FA","NOR 1<br/>@WAT 2 F","0","0","-"
"Heurelho Gomes","WAT","G","646","FA","NOR 1<br/>@WAT 2 F","0","0","-"
"Sepp van den Berg","LIV","D","647","FA","LIV 3<br/>@BHA 1 F","0","0","-"
"Harry Wilson","BOU","M","648","FA","TOT 0<br/>@BOU 0 F","-0.05","-0.05","-"
"Marvelous Nakamba","AVL","M","649","FA","MUN 3<br/>@AVL 0 F","-0.75","-0.75","-"
"Eddie Nketiah","ARS","F","650","FA","LEI 1<br/>@ARS 1 F","-4","-4","-"
