"Player","Team","Position","Rk","Status","Opponent","FPts","FP/G","% Owned","+/-"
"Marvelous Nakamba","AVL","M","126","W (Tue)","AVL 2<br/>@BUR 1 F","8.5","8.5","3%","-0.1%"
"Conor Coady","WOL","D","127","W (Tue)","WOL 1<br/>@WAT 2 F","8.45","8.45","14%","-0.4%"
"Trezeguet","AVL","M,F","128","W (Tue)","AVL 2<br/>@BUR 1 F","8.35","8.35","20%","-4.9%"
"Max Aarons","NOR","D","129","W (Tue)","CRY 1<br/>@NOR 1 F","8.35","8.35","18%","+0.1%"
"Kortney Hause","AVL","D","130","W (Tue)","AVL 2<br/>@BUR 1 F","8.35","8.35","8%","+0.4%"
"Pierre-Emerick Aubameyang","ARS","M,F","131","ColmOF","MUN 0<br/>@ARS 2 F","8.25","8.25","100%","0%"
"Willian","CHE","M,F","132","MAX","CHE 1<br/>@BHA 1 F","8.25","8.25","99%","0%"
"Christian Pulisic","CHE","M","133","Eoghanoc","CHE 1<br/>@BHA 1 F","8","8","96%","-0.6%"
"Ben Foster","WAT","G","134","MAX","WOL 1<br/>@WAT 2 F","8","8","64%","-0.3%"
"Aaron Mooy","BHA","M,F","135","W (Tue)","CHE 1<br/>@BHA 1 F","8","8","45%","+3.6%"
"Etienne Capoue","WAT","M","136","W (Tue)","WOL 1<br/>@WAT 2 F","8","8","26%","-0.8%"
"Jefferson Lerma","BOU","M","137","W (Tue)","BOU 0<br/>@WHU 4 F","7.9","7.9","8%","-0.3%"
"Jordan Ayew","CRY","F","138","RBF","CRY 1<br/>@NOR 1 F","7.85","7.85","66%","-0.1%"
"Seamus Coleman","EVE","D","139","ColmL","EVE 1<br/>@MCI 2 F","7.8","7.8","41%","-1.6%"
"Theo Walcott","EVE","M,F","140","W (Tue)","EVE 1<br/>@MCI 2 F","7.75","7.75","16%","+0.6%"
"Craig Cathcart","WAT","D","141","W (Tue)","WOL 1<br/>@WAT 2 F","7.65","7.65","10%","-0.4%"
"Ruben Vinagre","WOL","D","142","W (Tue)","WOL 1<br/>@WAT 2 F","7.6","7.6","1%","-0.1%"
"Rodrigo","MCI","M","143","mcavinur","EVE 1<br/>@MCI 2 F","7.5","7.5","88%","-1%"
"Joao Cancelo","MCI","D","144","W (Tue)","EVE 1<br/>@MCI 2 F","7.5","7.5","58%","-4%"
"Aaron Ramsdale","BOU","G","145","W (Tue)","BOU 0<br/>@WHU 4 F","7.5","7.5","27%","+1.3%"
"George Baldock","SHU","D,M","146","ColmL","SHU 0<br/>@LIV 2 F","7.35","7.35","81%","+0.3%"
"Tim Krul","NOR","G","147","W (Tue)","CRY 1<br/>@NOR 1 F","7.25","7.25","16%","-0.1%"
"Paulo Gazzaniga","TOT","G","148","W (Tue)","TOT 0<br/>@SOU 1 F","7.25","7.25","11%","-2.4%"
"Jonny","WOL","D,M","149","ColmOF","WOL 1<br/>@WAT 2 F","7.2","7.2","85%","-0.5%"
"Kurt Zouma","CHE","D","150","W (Tue)","CHE 1<br/>@BHA 1 F","7.2","7.2","33%","-2.7%"
"John Lundstram","SHU","D,M","151","ColmOF","SHU 0<br/>@LIV 2 F","7.1","7.1","77%","-3.9%"
"James Tomkins","CRY","D","152","W (Tue)","CRY 1<br/>@NOR 1 F","7.1","7.1","19%","+0.3%"
"Victor Lindelof","MUN","D","153","W (Tue)","MUN 0<br/>@ARS 2 F","7.05","7.05","46%","+0.7%"
"Luke Shaw","MUN","D","154","W (Tue)","MUN 0<br/>@ARS 2 F","6.95","6.95","48%","+2.6%"
"Ezri Konsa Ngoyo","AVL","D","155","W (Tue)","AVL 2<br/>@BUR 1 F","6.95","6.95","2%","-0.1%"
"Toby Alderweireld","TOT","D","156","Damo","TOT 0<br/>@SOU 1 F","6.9","6.9","74%","-1.6%"
"Callum Wilson","BOU","F","157","W (Tue)","BOU 0<br/>@WHU 4 F","6.85","6.85","86%","+0.2%"
"Isaac Hayden","NEW","M","158","W (Tue)","LEI 3<br/>@NEW 0 F","6.85","6.85","20%","+1.6%"
"Leander Dendoncker","WOL","D,M","159","W (Tue)","WOL 1<br/>@WAT 2 F","6.85","6.85","17%","-1.5%"
"Matt Doherty","WOL","D,M","160","Damo","WOL 1<br/>@WAT 2 F","6.75","6.75","97%","0%"
"Luka Milivojevic","CRY","M","161","RBF","CRY 1<br/>@NOR 1 F","6.75","6.75","89%","-0.1%"
"David de Gea","MUN","G","162","W (Tue)","MUN 0<br/>@ARS 2 F","6.75","6.75","78%","-0.2%"
"Antonio Rudiger","CHE","D","163","W (Tue)","CHE 1<br/>@BHA 1 F","6.75","6.75","51%","+0.5%"
"Kelechi Iheanacho","LEI","F","164","W (Tue)","LEI 3<br/>@NEW 0 F","6.75","6.75","36%","-6.4%"
"Jairo Riedewald","CRY","D,M","165","W (Tue)","CRY 1<br/>@NOR 1 F","6.75","6.75","1%","-0.1%"
"David McGoldrick","SHU","F","166","W (Tue)","SHU 0<br/>@LIV 2 F","6.7","6.7","16%","-1.5%"
"Ben Mee","BUR","D","167","W (Tue)","AVL 2<br/>@BUR 1 F","6.65","6.65","74%","+1.2%"
"Miguel Almiron","NEW","M","168","MKFC","LEI 3<br/>@NEW 0 F","6.6","6.6","71%","+0.3%"
"Lucas Digne","EVE","D","169","MAX","EVE 1<br/>@MCI 2 F","6.5","6.5","100%","+0.1%"
"Enda Stevens","SHU","D,M","170","MKFC","SHU 0<br/>@LIV 2 F","6.5","6.5","88%","0%"
"Phil Bardsley","BUR","D","171","W (Tue)","AVL 2<br/>@BUR 1 F","6.25","6.25","4%","-0.5%"
"John Egan","SHU","D","172","Damo","SHU 0<br/>@LIV 2 F","6.2","6.2","62%","+1.2%"
"Aaron Wan-Bissaka","MUN","D","173","MKFC","MUN 0<br/>@ARS 2 F","6.1","6.1","98%","0%"
"Fabian Delph","EVE","D,M","174","W (Tue)","EVE 1<br/>@MCI 2 F","6.1","6.1","11%","-0.2%"
"Ryan Fraser","BOU","M","175","W (Tue)","BOU 0<br/>@WHU 4 F","6","6","87%","+0.3%"
"Yerry Mina","EVE","D","176","W (Tue)","EVE 1<br/>@MCI 2 F","5.85","5.85","57%","-0.1%"
"Tyrone Mings","AVL","D","177","W (Tue)","AVL 2<br/>@BUR 1 F","5.7","5.7","28%","+0.2%"
"Craig Dawson","WAT","D","178","W (Tue)","WOL 1<br/>@WAT 2 F","5.65","5.65","3%","-0.6%"
"Florian Lejeune","NEW","D","179","W (Tue)","LEI 3<br/>@NEW 0 F","5.65","5.65","2%","-0.5%"
"Giovani Lo Celso","TOT","M","180","ColmOF","TOT 0<br/>@SOU 1 F","5.6","5.6","60%","+2.5%"
"Dele Alli","TOT","M","181","ColmL","TOT 0<br/>@SOU 1 F","5.5","5.5","100%","-0.1%"
"Georginio Wijnaldum","LIV","M","182","W (Tue)","SHU 0<br/>@LIV 2 F","5.5","5.5","68%","-1.1%"
"Tanguy Ndombele","TOT","M","183","Damo","TOT 0<br/>@SOU 1 F","5.5","5.5","58%","-0.5%"
"Jack Cork","BUR","M","184","W (Tue)","AVL 2<br/>@BUR 1 F","5.5","5.5","6%","-0.1%"
"Alexander Tettey","NOR","M","185","W (Tue)","CRY 1<br/>@NOR 1 F","5.3","5.3","2%","+0.2%"
"Claudio Bravo","MCI","G","186","W (Tue)","EVE 1<br/>@MCI 2 F","5.25","5.25","3%","0%"
"Troy Deeney","WAT","F","187","W (Tue)","WOL 1<br/>@WAT 2 F","5.1","5.1","92%","+0.3%"
"Fabian Schar","NEW","D","188","W (Tue)","LEI 3<br/>@NEW 0 F","5.1","5.1","52%","-3.2%"
"Oliver McBurnie","SHU","F","189","W (Tue)","SHU 0<br/>@LIV 2 F","5","5","21%","+1.4%"
"Jesse Lingard","MUN","M,F","190","W (Tue)","MUN 0<br/>@ARS 2 F","5","5","20%","-0.6%"
"Mason Holgate","EVE","D","191","mcavinur","EVE 1<br/>@MCI 2 F","4.95","4.95","24%","-0.6%"
"Mason Mount","CHE","M,F","192","RBF","CHE 1<br/>@BHA 1 F","4.85","4.85","93%","-0.1%"
"James McArthur","CRY","M","193","W (Tue)","CRY 1<br/>@NOR 1 F","4.85","4.85","63%","-1.3%"
"Martin Kelly","CRY","D","194","W (Tue)","CRY 1<br/>@NOR 1 F","4.85","4.85","20%","-3.9%"
"Dominic Solanke","BOU","F","195","W (Tue)","BOU 0<br/>@WHU 4 F","4.85","4.85","3%","-0.4%"
"Roberto Firmino","LIV","M,F","196","Eoghanoc","SHU 0<br/>@LIV 2 F","4.6","4.6","100%","0%"
"Dan Gosling","BOU","M","197","W (Tue)","BOU 0<br/>@WHU 4 F","4.6","4.6","2%","+0.2%"
"Rui Patricio","WOL","G","198","Damo","WOL 1<br/>@WAT 2 F","4.5","4.5","50%","+0.1%"
"Johann Gudmundsson","BUR","M","199","W (Tue)","AVL 2<br/>@BUR 1 F","4.5","4.5","44%","-2%"
"Cheikhou Kouyate","CRY","M","200","W (Tue)","CRY 1<br/>@NOR 1 F","4.45","4.45","10%","-0.9%"
"James Tarkowski","BUR","D","201","Eoghanoc","AVL 2<br/>@BUR 1 F","4.4","4.4","96%","0%"
"Simon Francis","BOU","D","202","W (Tue)","BOU 0<br/>@WHU 4 F","4.4","4.4","1%","+0.1%"
"Federico Fernandez","NEW","D","203","W (Tue)","LEI 3<br/>@NEW 0 F","4.35","4.35","16%","+1.4%"
"Grant Hanley","NOR","D","204","W (Tue)","CRY 1<br/>@NOR 1 F","4.3","4.3","1%","0%"
"Junior Stanislas","BOU","M","205","W (Tue)","BOU 0<br/>@WHU 4 F","4.25","4.25","2%","-0.4%"
"Shane Long","SOU","F","206","W (Tue)","TOT 0<br/>@SOU 1 F","4.2","4.2","17%","-1.7%"
"John Fleck","SHU","M","207","mcavinur","SHU 0<br/>@LIV 2 F","4.1","4.1","82%","+0.3%"
"Jay Rodriguez","BUR","F","208","W (Tue)","AVL 2<br/>@BUR 1 F","4.1","4.1","9%","+2.4%"
"Marcus Rashford","MUN","M,F","209","ColmL","MUN 0<br/>@ARS 2 F","4","4","97%","0%"
"Ruben Neves","WOL","M","210","W (Tue)","WOL 1<br/>@WAT 2 F","3.85","3.85","67%","-0.6%"
"Raul Jimenez","WOL","F","211","Eoghanoc","WOL 1<br/>@WAT 2 F","3.75","3.75","100%","0%"
"Harry Wilson","BOU","M","212","Damo","BOU 0<br/>@WHU 4 F","3.75","3.75","57%","+1.9%"
"Neal Maupay","BHA","F","213","W (Tue)","CHE 1<br/>@BHA 1 F","3.75","3.75","57%","-4%"
"Tom Heaton","AVL","G","214","W (Tue)","AVL 2<br/>@BUR 1 F","3.75","3.75","10%","-0.4%"
"Adam Masina","WAT","D","215","W (Tue)","WOL 1<br/>@WAT 2 F","3.6","3.6","20%","+4.5%"
"Diogo Jota","WOL","M,F","216","Damo","WOL 1<br/>@WAT 2 F","3.5","3.5","79%","+1.1%"
"Moise Kean","EVE","F","217","W (Tue)","EVE 1<br/>@MCI 2 F","3.5","3.5","39%","-5%"
"Lys Mousset","SHU","F","218","W (Tue)","SHU 0<br/>@LIV 2 F","3.5","3.5","16%","-1.6%"
"Aaron Connolly","BHA","F","219","W (Tue)","CHE 1<br/>@BHA 1 F","3.5","3.5","4%","-0.3%"
"Jetro Willems","NEW","D","220","MKFC","LEI 3<br/>@NEW 0 F","3.4","3.4","18%","-3.5%"
"Callum Hudson-Odoi","CHE","F","221","W (Tue)","CHE 1<br/>@BHA 1 F","3.35","3.35","79%","+0.2%"
"Jose Holebas","WAT","D","222","W (Tue)","WOL 1<br/>@WAT 2 F","3.3","3.3","25%","-0.2%"
"Manuel Lanzini","WHU","M","223","W (Tue)","BOU 0<br/>@WHU 4 F","3.25","3.25","69%","-7.1%"
"Erik Lamela","TOT","M","224","Eoghanoc","TOT 0<br/>@SOU 1 F","3.25","3.25","48%","-7.6%"
"Moussa Sissoko","TOT","M","225","W (Tue)","TOT 0<br/>@SOU 1 F","3.25","3.25","16%","+0.2%"
"Onel Hernandez","NOR","M","226","W (Tue)","CRY 1<br/>@NOR 1 F","3.25","3.25","2%","-0.3%"
"Max Meyer","CRY","M","227","W (Tue)","CRY 1<br/>@NOR 1 F","3.25","3.25","2%","-0.1%"
"Javier Manquillo","NEW","D","228","W (Tue)","LEI 3<br/>@NEW 0 F","3.2","3.2","1%","0%"
"Ryan Bennett","LEI","D","229","W (Tue)","LEI 3<br/>@NEW 0 F","3.05","3.05","11%","+0.4%"
"Brandon Pierrick Keutcha","CRY","M","230","W (Tue)","CRY 1<br/>@NOR 1 F","3","3","0%","0%"
"Steve Cook","BOU","D","231","W (Tue)","BOU 0<br/>@WHU 4 F","2.95","2.95","29%","-1.5%"
"Robbie Brady","BUR","M","232","W (Tue)","AVL 2<br/>@BUR 1 F","2.85","2.85","1%","-0.1%"
"Daniel James","MUN","M","233","RBF","MUN 0<br/>@ARS 2 F","2.75","2.75","91%","-1.8%"
"Dominic Calvert-Lewin","EVE","F","234","MKFC","EVE 1<br/>@MCI 2 F","2.75","2.75","87%","+0.4%"
