"Player","Team","Position","Rk","Status","Opponent","FPts","FP/G","% Owned","+/-"
"Jack Stephens","SOU","D","63","W (Tue)","SOU 1<br/>@NEW 2 F","13.35","13.35","4%","+2.6%"
"Jefferson Lerma","BOU","M","64","W (Tue)","LIV 3<br/>@BOU 0 F","13.35","13.35","10%","-0.1%"
"Jonny","WOL","D,M","65","ColmOF","WOL 2<br/>@BHA 2 F","13.3","13.3","84%","-0.5%"
"Leandro Trossard","BHA","M,F","66","W (Tue)","WOL 2<br/>@BHA 2 F","13.25","13.25","61%","+1.4%"
"Sead Kolasinac","ARS","D,M","67","W (Tue)","ARS 3<br/>@WHU 1 F","13.1","13.1","27%","-0.9%"
"Raul Jimenez","WOL","F","68","Eoghanoc","WOL 2<br/>@BHA 2 F","13","13","100%","0%"
"Andrew Robertson","LIV","D","69","mcavinur","LIV 3<br/>@BOU 0 F","13","13","100%","+0.1%"
"David McGoldrick","SHU","F","70","ZKL","SHU 2<br/>@NOR 1 F","12.95","12.95","37%","-5.7%"
"Alex McCarthy","SOU","G","71","W (Tue)","SOU 1<br/>@NEW 2 F","12.75","12.75","5%","+2%"
"Raheem Sterling","MCI","F","72","ColmL","MUN 2<br/>@MCI 1 F","12.6","12.6","100%","0%"
"Andy Carroll","NEW","F","73","W (Tue)","SOU 1<br/>@NEW 2 F","12.55","12.55","12%","+2.5%"
"Ederson","MCI","G","74","ColmL","MUN 2<br/>@MCI 1 F","12.5","12.5","85%","-6.3%"
"Declan Rice","WHU","M","75","MKFC","ARS 3<br/>@WHU 1 F","12.5","12.5","50%","+2.8%"
"Toby Alderweireld","TOT","D","76","Damo","BUR 0<br/>@TOT 5 F","12.3","12.3","82%","-0.4%"
"Gerard Deulofeu","WAT","M,F","77","W (Tue)","CRY 0<br/>@WAT 0 F","12.25","12.25","94%","+1.5%"
"Rodrigo","MCI","M","78","RSC","MUN 2<br/>@MCI 1 F","12","12","93%","-0.2%"
"James Tomkins","CRY","D","79","mcavinur","CRY 0<br/>@WAT 0 F","11.9","11.9","23%","-0.8%"
"Willian","CHE","M,F","80","ZKL","CHE 1<br/>@EVE 3 F","11.75","11.75","99%","0%"
"Joao Moutinho","WOL","M","81","ZKL","WOL 2<br/>@BHA 2 F","11.6","11.6","99%","0%"
"Gylfi Sigurdsson","EVE","M","82","ColmOF","CHE 1<br/>@EVE 3 F","11.6","11.6","98%","+0.6%"
"John Fleck","SHU","M","83","mcavinur","SHU 2<br/>@NOR 1 F","11.6","11.6","76%","-2.4%"
"Nicolas Otamendi","MCI","D","84","W (Tue)","MUN 2<br/>@MCI 1 F","11.55","11.55","54%","-3%"
"Cesar Azpilicueta","CHE","D","85","RSC","CHE 1<br/>@EVE 3 F","11.3","11.3","99%","-0.1%"
"James Ward-Prowse","SOU","M","86","Damo","SOU 1<br/>@NEW 2 F","11","11","98%","+0.1%"
"Alisson","LIV","G","87","Damo","LIV 3<br/>@BOU 0 F","11","11","96%","+1%"
"Ben Foster","WAT","G","88","ZKL","CRY 0<br/>@WAT 0 F","11","11","46%","+6.4%"
"Mat Ryan","BHA","G","89","mcavinur","WOL 2<br/>@BHA 2 F","10.75","10.75","62%","+2.8%"
"Scott McTominay","MUN","M","90","Eoghanoc","MUN 2<br/>@MCI 1 F","10.65","10.65","79%","-5.9%"
"Craig Cathcart","WAT","D","91","W (Tue)","CRY 0<br/>@WAT 0 F","10.65","10.65","7%","+0.7%"
"Paul Dummett","NEW","D","92","W (Tue)","SOU 1<br/>@NEW 2 F","10.55","10.55","3%","-0.4%"
"David Silva","MCI","M","93","ZKL","MUN 2<br/>@MCI 1 F","10.5","10.5","100%","+0.2%"
"Miguel Almiron","NEW","M","94","W (Tue)","SOU 1<br/>@NEW 2 F","10.5","10.5","63%","+1.7%"
"Wilfred Ndidi","LEI","M","95","ZKL","LEI 4<br/>@AVL 1 F","10.45","10.45","98%","0%"
"James Tarkowski","BUR","D","96","Eoghanoc","BUR 0<br/>@TOT 5 F","10.45","10.45","97%","-0.3%"
"James McArthur","CRY","M","97","W (Tue)","CRY 0<br/>@WAT 0 F","10.3","10.3","72%","-0.8%"
"John Lundstram","SHU","D,M","98","ColmOF","SHU 2<br/>@NOR 1 F","10.25","10.25","85%","-3.1%"
"Dean Henderson","SHU","G","99","Eoghanoc","SHU 2<br/>@NOR 1 F","10.25","10.25","64%","-8.5%"
"Ahmed El Mohamady","AVL","D","100","W (Tue)","LEI 4<br/>@AVL 1 F","10.25","10.25","6%","-0.2%"
"Ricardo Pereira","LEI","D","101","mcavinur","LEI 4<br/>@AVL 1 F","10.1","10.1","100%","+0.1%"
"Shane Long","SOU","F","102","W (Tue)","SOU 1<br/>@NEW 2 F","10.05","10.05","6%","-1.2%"
"Kepa Arrizabalaga","CHE","G","103","W (Tue)","CHE 1<br/>@EVE 3 F","10","10","60%","-2.2%"
"Reece James","CHE","D","104","ColmOF","CHE 1<br/>@EVE 3 F","10","10","35%","-8%"
"Calum Chambers","ARS","D,M","105","W (Tue)","ARS 3<br/>@WHU 1 F","9.9","9.9","25%","+1.6%"
"Tom Heaton","AVL","G","106","W (Tue)","LEI 4<br/>@AVL 1 F","9.75","9.75","25%","+2.4%"
"Harry Maguire","MUN","D","107","MKFC","MUN 2<br/>@MCI 1 F","9.7","9.7","99%","+0.3%"
"Jack OConnell","SHU","D","108","FA","SHU 2<br/>@NOR 1 F","9.7","9.7","80%","-1.3%"
"Caglar Soyuncu","LEI","D","109","Damo","LEI 4<br/>@AVL 1 F","9.65","9.65","90%","-0.6%"
"Michail Antonio","WHU","M","110","ColmOF","ARS 3<br/>@WHU 1 F","9.6","9.6","81%","-0.4%"
"Fred","MUN","M","111","W (Tue)","MUN 2<br/>@MCI 1 F","9.6","9.6","48%","+1.9%"
"Steven Alzate","BHA","M,F","112","W (Tue)","WOL 2<br/>@BHA 2 F","9.6","9.6","2%","+0.2%"
"Kurt Zouma","CHE","D","113","W (Tue)","CHE 1<br/>@EVE 3 F","9.4","9.4","64%","-0.6%"
"Leander Dendoncker","WOL","D,M","114","W (Tue)","WOL 2<br/>@BHA 2 F","9.4","9.4","14%","+0.5%"
"Luka Milivojevic","CRY","M","115","RSC","CRY 0<br/>@WAT 0 F","9.35","9.35","96%","+0.2%"
"Ainsley Maitland-Niles","ARS","D,M","116","W (Tue)","ARS 3<br/>@WHU 1 F","9.3","9.3","22%","-3.1%"
"Roberto Firmino","LIV","M,F","117","Eoghanoc","LIV 3<br/>@BOU 0 F","9.25","9.25","100%","0%"
"Ryan Fraser","BOU","M","118","W (Tue)","LIV 3<br/>@BOU 0 F","9.25","9.25","88%","-2%"
"Alex Iwobi","EVE","M,F","119","W (Tue)","CHE 1<br/>@EVE 3 F","9.25","9.25","51%","-3.3%"
"Diego Rico","BOU","D","120","ZKL","LIV 3<br/>@BOU 0 F","9.15","9.15","77%","+1.5%"
"Morgan Schneiderlin","EVE","M","121","W (Tue)","CHE 1<br/>@EVE 3 F","9.05","9.05","1%","0%"
"Bernd Leno","ARS","G","122","ColmOF","ARS 3<br/>@WHU 1 F","9","9","87%","-0.5%"
"David de Gea","MUN","G","123","W (Tue)","MUN 2<br/>@MCI 1 F","9","9","84%","-1.7%"
"Anwar El Ghazi","AVL","M,F","124","MKFC","LEI 4<br/>@AVL 1 F","9","9","76%","-2.7%"
"Jordan Pickford","EVE","G","125","W (Tue)","CHE 1<br/>@EVE 3 F","9","9","69%","+3.1%"
"Martin Dubravka","NEW","G","126","RSC","SOU 1<br/>@NEW 2 F","9","9","61%","+2.5%"
"Mark Noble","WHU","M","127","W (Tue)","ARS 3<br/>@WHU 1 F","9","9","13%","-0.3%"
"Sean Longstaff","NEW","M","128","W (Tue)","SOU 1<br/>@NEW 2 F","9","9","6%","-1.1%"
"Romain Saiss","WOL","D,M","129","W (Tue)","WOL 2<br/>@BHA 2 F","8.95","8.95","6%","0%"
"John McGinn","AVL","M","130","ColmL","LEI 4<br/>@AVL 1 F","8.85","8.85","65%","-3.2%"
"Mason Holgate","EVE","D","131","W (Tue)","CHE 1<br/>@EVE 3 F","8.85","8.85","10%","+3%"
"Chris Basham","SHU","D","132","RSC","SHU 2<br/>@NOR 1 F","8.8","8.8","68%","-2.1%"
"Matt Doherty","WOL","D,M","133","Damo","WOL 2<br/>@BHA 2 F","8.75","8.75","97%","0%"
"Isaac Hayden","NEW","M","134","W (Tue)","SOU 1<br/>@NEW 2 F","8.7","8.7","17%","+0.5%"
"Lucas Torreira","ARS","M","135","W (Tue)","ARS 3<br/>@WHU 1 F","8.6","8.6","23%","+0.7%"
"Eric Dier","TOT","M","136","W (Tue)","BUR 0<br/>@TOT 5 F","8.55","8.55","6%","-1.2%"
"Riyad Mahrez","MCI","M,F","137","ColmOF","MUN 2<br/>@MCI 1 F","8.5","8.5","100%","0%"
"Rui Patricio","WOL","G","138","Damo","WOL 2<br/>@BHA 2 F","8.5","8.5","58%","-1.5%"
"Roberto Pereyra","WAT","M","139","W (Tue)","CRY 0<br/>@WAT 0 F","8.5","8.5","29%","-0.6%"
"Victor Lindelof","MUN","D","140","W (Tue)","MUN 2<br/>@MCI 1 F","8.4","8.4","51%","-0.7%"
"Kenny McLean","NOR","M","141","W (Tue)","SHU 2<br/>@NOR 1 F","8.35","8.35","28%","-5.5%"
"Ruben Neves","WOL","M","142","W (Tue)","WOL 2<br/>@BHA 2 F","8.1","8.1","71%","+1.9%"
"Ben Chilwell","LEI","D","143","Eoghanoc","LEI 4<br/>@AVL 1 F","8.05","8.05","100%","-0.1%"
"Philip Billing","BOU","M","144","ColmOF","LIV 3<br/>@BOU 0 F","8","8","44%","-0.4%"
"Bernardo Silva","MCI","M,F","145","mcavinur","MUN 2<br/>@MCI 1 F","7.75","7.75","100%","0%"
"Troy Deeney","WAT","F","146","W (Tue)","CRY 0<br/>@WAT 0 F","7.75","7.75","73%","+2.5%"
"Angelino","MCI","D","147","W (Tue)","MUN 2<br/>@MCI 1 F","7.75","7.75","14%","-4.3%"
"Tom Davies","EVE","M","148","W (Tue)","CHE 1<br/>@EVE 3 F","7.75","7.75","3%","+0.1%"
"Youri Tielemans","LEI","M","149","ColmOF","LEI 4<br/>@AVL 1 F","7.6","7.6","99%","-0.3%"
"Muhamed Besic","SHU","M","150","FA","SHU 2<br/>@NOR 1 F","7.6","7.6","3%","+2.7%"
"Kasper Schmeichel","LEI","G","151","MKFC","LEI 4<br/>@AVL 1 F","7.5","7.5","93%","+0.4%"
"Nick Pope","BUR","G","152","W (Tue)","BUR 0<br/>@TOT 5 F","7.5","7.5","73%","+1.5%"
"Aaron Cresswell","WHU","D","153","W (Tue)","ARS 3<br/>@WHU 1 F","7.5","7.5","15%","-1.9%"
"Cheikhou Kouyate","CRY","M","154","W (Tue)","CRY 0<br/>@WAT 0 F","7.4","7.4","8%","+0.7%"
"Michael Keane","EVE","D","155","W (Tue)","CHE 1<br/>@EVE 3 F","7.35","7.35","67%","+4.3%"
"Moussa Djenepo","SOU","M","156","W (Tue)","SOU 1<br/>@NEW 2 F","7.25","7.25","19%","-1.5%"
"Ryan Bertrand","SOU","D,M","157","W (Tue)","SOU 1<br/>@NEW 2 F","7.25","7.25","16%","+1.7%"
"Onel Hernandez","NOR","M","158","W (Tue)","SHU 2<br/>@NOR 1 F","7.25","7.25","14%","+2%"
"Fabian Balbuena","WHU","D","159","W (Tue)","ARS 3<br/>@WHU 1 F","7.25","7.25","12%","-1.7%"
"Jack Cork","BUR","M","160","W (Tue)","BUR 0<br/>@TOT 5 F","7.25","7.25","7%","+0.2%"
"Mario Vrancic","NOR","M","161","W (Tue)","SHU 2<br/>@NOR 1 F","7.25","7.25","2%","+0.5%"
"John Egan","SHU","D","162","Damo","SHU 2<br/>@NOR 1 F","7.15","7.15","62%","-3%"
"Andreas Christensen","CHE","D","163","W (Tue)","CHE 1<br/>@EVE 3 F","7.15","7.15","7%","-0.3%"
"Felipe Anderson","WHU","M","164","ZKL","ARS 3<br/>@WHU 1 F","7.1","7.1","98%","+1.3%"
"Ryan Fredericks","WHU","D","165","W (Tue)","ARS 3<br/>@WHU 1 F","7.05","7.05","14%","+1.8%"
"Pierre-Emile Hojbjerg","SOU","M","166","MKFC","SOU 1<br/>@NEW 2 F","7.05","7.05","70%","+4.1%"
"Gabriel Jesus","MCI","F","167","mcavinur","MUN 2<br/>@MCI 1 F","7","7","99%","-0.7%"
"Granit Xhaka","ARS","M","168","W (Tue)","ARS 3<br/>@WHU 1 F","7","7","29%","-1.5%"
"Sokratis","ARS","D","169","W (Tue)","ARS 3<br/>@WHU 1 F","6.95","6.95","21%","-1%"
"Christian Pulisic","CHE","M","170","Eoghanoc","CHE 1<br/>@EVE 3 F","6.85","6.85","99%","-0.2%"
"Pascal Gross","BHA","M,F","171","W (Tue)","WOL 2<br/>@BHA 2 F","6.85","6.85","93%","+1.2%"
"Abdoulaye Doucoure","WAT","M","172","Damo","CRY 0<br/>@WAT 0 F","6.85","6.85","70%","+3.2%"
"Lucas Digne","EVE","D","173","ZKL","CHE 1<br/>@EVE 3 F","6.75","6.75","100%","+0.1%"
"Jordan Ayew","CRY","F","174","RSC","CRY 0<br/>@WAT 0 F","6.75","6.75","58%","+8.5%"
"Robert Snodgrass","WHU","M","175","W (Tue)","ARS 3<br/>@WHU 1 F","6.6","6.6","43%","-1.9%"
"Douglas Luiz","AVL","M","176","W (Tue)","LEI 4<br/>@AVL 1 F","6.6","6.6","6%","-0.2%"
"Jeff Hendrick","BUR","M","177","W (Tue)","BUR 0<br/>@TOT 5 F","6.6","6.6","3%","0%"
"Teemu Pukki","NOR","F","178","ColmOF","SHU 2<br/>@NOR 1 F","6.5","6.5","98%","-0.2%"
"Arnaut Danjuma Groeneveld","BOU","F","179","W (Tue)","LIV 3<br/>@BOU 0 F","6.5","6.5","1%","0%"
"Simon Francis","BOU","D","180","W (Tue)","LIV 3<br/>@BOU 0 F","6.45","6.45","1%","-0.4%"
"Fernandinho","MCI","D,M","181","W (Tue)","MUN 2<br/>@MCI 1 F","6.35","6.35","43%","+1.3%"
"Jay Rodriguez","BUR","F","182","W (Tue)","BUR 0<br/>@TOT 5 F","6.35","6.35","4%","-1.1%"
"Ciaran Clark","NEW","D","183","W (Tue)","SOU 1<br/>@NEW 2 F","6.3","6.3","5%","-0.3%"
"Mesut Ozil","ARS","M","184","W (Tue)","ARS 3<br/>@WHU 1 F","6.25","6.25","87%","+1.5%"
"Joelinton","NEW","F","185","W (Tue)","SOU 1<br/>@NEW 2 F","6.2","6.2","58%","+1.8%"
"Ben Godfrey","NOR","D,M","186","W (Tue)","SHU 2<br/>@NOR 1 F","6.15","6.15","4%","-0.2%"
"Jetro Willems","NEW","D","187","MKFC","SOU 1<br/>@NEW 2 F","6","6","60%","+1.6%"
"Theo Walcott","EVE","M,F","188","W (Tue)","CHE 1<br/>@EVE 3 F","6","6","14%","+1.2%"
"Sam Byram","NOR","D","189","W (Tue)","SHU 2<br/>@NOR 1 F","5.95","5.95","1%","+0.1%"
"Trent Alexander-Arnold","LIV","D","190","ColmOF","LIV 3<br/>@BOU 0 F","5.8","5.8","100%","0%"
"Adam Webster","BHA","D","191","mcavinur","WOL 2<br/>@BHA 2 F","5.8","5.8","18%","+3.4%"
"Javier Manquillo","NEW","D","192","W (Tue)","SOU 1<br/>@NEW 2 F","5.8","5.8","2%","-0.8%"
"Andros Townsend","CRY","M,F","193","W (Tue)","CRY 0<br/>@WAT 0 F","5.75","5.75","49%","-1.6%"
"Lys Mousset","SHU","F","194","FA","SHU 2<br/>@NOR 1 F","5.75","5.75","35%","+0.3%"
"Etienne Capoue","WAT","M","195","W (Tue)","CRY 0<br/>@WAT 0 F","5.75","5.75","20%","+0.5%"
"Kyle Walker","MCI","D","196","W (Tue)","MUN 2<br/>@MCI 1 F","5.55","5.55","90%","-0.7%"
"Mason Mount","CHE","M,F","197","RSC","CHE 1<br/>@EVE 3 F","5.5","5.5","93%","+0.2%"
"Jesse Lingard","MUN","M,F","198","W (Tue)","MUN 2<br/>@MCI 1 F","5.5","5.5","27%","-1.9%"
"Bjorn Engels","AVL","D","199","W (Tue)","LEI 4<br/>@AVL 1 F","5.45","5.45","4%","-0.8%"
"Matt Targett","AVL","D,M","200","MKFC","LEI 4<br/>@AVL 1 F","5.3","5.3","58%","+0.5%"
"Chris Wood","BUR","F","201","W (Tue)","BUR 0<br/>@TOT 5 F","5.25","5.25","65%","-2.7%"
"Chris Mepham","BOU","D","202","W (Tue)","LIV 3<br/>@BOU 0 F","5.25","5.25","5%","+0.2%"
"Luke Shaw","MUN","D","203","W (Tue)","MUN 2<br/>@MCI 1 F","5.2","5.2","69%","-6%"
"Wesley","AVL","F","204","W (Tue)","LEI 4<br/>@AVL 1 F","5.2","5.2","62%","-2.7%"
"Fabian Schar","NEW","D","205","W (Tue)","SOU 1<br/>@NEW 2 F","5.2","5.2","61%","-1%"
"Jan Bednarek","SOU","D","206","RSC","SOU 1<br/>@NEW 2 F","5.2","5.2","11%","+1.8%"
"Lewis Dunk","BHA","D","207","RSC","WOL 2<br/>@BHA 2 F","5.1","5.1","72%","+1.6%"
"Dan Burn","BHA","D","208","Eoghanoc","WOL 2<br/>@BHA 2 F","5.1","5.1","65%","+2.1%"
"Dominic Solanke","BOU","F","209","W (Tue)","LIV 3<br/>@BOU 0 F","5.1","5.1","3%","+0.7%"
"Wilfried Zaha","CRY","M,F","210","ColmOF","CRY 0<br/>@WAT 0 F","5","5","99%","-0.1%"
"Aaron Mooy","BHA","M,F","211","W (Tue)","WOL 2<br/>@BHA 2 F","5","5","20%","+4.7%"
"Jairo Riedewald","CRY","M","212","W (Tue)","CRY 0<br/>@WAT 0 F","4.85","4.85","0%","+0.1%"
"Ben Mee","BUR","D","213","Damo","BUR 0<br/>@TOT 5 F","4.75","4.75","78%","+1.1%"
"Max Aarons","NOR","D","214","W (Tue)","SHU 2<br/>@NOR 1 F","4.55","4.55","15%","+0.5%"
"Tim Krul","NOR","G","215","W (Tue)","SHU 2<br/>@NOR 1 F","4.5","4.5","21%","-2.2%"
"Conor Coady","WOL","D","216","W (Tue)","WOL 2<br/>@BHA 2 F","4.45","4.45","16%","-0.4%"
"Erik Pieters","BUR","D","217","W (Tue)","BUR 0<br/>@TOT 5 F","4.35","4.35","38%","-2.2%"
"Jack Simpson","BOU","D","218","W (Tue)","LIV 3<br/>@BOU 0 F","4.35","4.35","0%","0%"
"Arthur Masuaku","WHU","D","219","W (Tue)","ARS 3<br/>@WHU 1 F","4.1","4.1","14%","+2.8%"
"Oliver Norwood","SHU","M","220","FA","SHU 2<br/>@NOR 1 F","4","4","71%","+1%"
"Matthew Lowton","BUR","D","221","W (Tue)","BUR 0<br/>@TOT 5 F","3.95","3.95","17%","-0.7%"
"Tammy Abraham","CHE","F","222","Damo","CHE 1<br/>@EVE 3 F","3.75","3.75","98%","0%"
"Cedric Soares (prior)","SOU","D","223","W (Tue)","SOU 1<br/>@NEW 2 F","3.55","3.55","7%","+3.9%"
"Todd Cantwell","NOR","M","224","RSC","SHU 2<br/>@NOR 1 F","3.5","3.5","81%","-2%"
"Marc Albrighton","LEI","M","225","W (Tue)","LEI 4<br/>@AVL 1 F","3.5","3.5","9%","+3.3%"
"Andre Gray","WAT","F","226","W (Tue)","CRY 0<br/>@WAT 0 F","3.5","3.5","8%","-0.5%"
"Robbie Brady","BUR","M","227","W (Tue)","BUR 0<br/>@TOT 5 F","3.5","3.5","2%","-1.3%"
"Callum Wilson","BOU","F","228","W (Tue)","LIV 3<br/>@BOU 0 F","3.25","3.25","89%","-1.1%"
"Callum Hudson-Odoi","CHE","F","229","W (Tue)","CHE 1<br/>@EVE 3 F","3.25","3.25","64%","-10.4%"
"Jeffrey Schlupp","CRY","D,M","230","ColmL","CRY 0<br/>@WAT 0 F","3.1","3.1","33%","-0.9%"
"Marvelous Nakamba","AVL","M","231","W (Tue)","LEI 4<br/>@AVL 1 F","3","3","6%","-2%"
"Nathan Holland","WHU","M","232","W (Tue)","ARS 3<br/>@WHU 1 F","3","3","0%","0%"
"Ilkay Gundogan","MCI","M","233","W (Tue)","MUN 2<br/>@MCI 1 F","2.75","2.75","73%","-4.3%"
"Dejan Lovren","LIV","D","234","FA","LIV 3<br/>@BOU 0 F","2.75","2.75","18%","-3.1%"
