"Player","Team","Position","Rk","Status","Opponent","FPts","FP/G","% Owned","+/-"
"Mark Noble","WHU","M","39","W (Tue)","TOT 3<br/>@WHU 2 F","16.35","16.35","13%","-0.3%"
"Dele Alli","TOT","M","40","ColmL","TOT 3<br/>@WHU 2 F","16.25","16.25","100%","+0.1%"
"Brandon Williams","MUN","D","41","W (Tue)","MUN 3<br/>@SHU 3 F","16.2","16.2","6%","+4.1%"
"Andrew Robertson","LIV","D","42","mcavinur","LIV 2<br/>@CRY 1 F","16.05","16.05","100%","+0.1%"
"Daniel James","MUN","M","43","RSC","MUN 3<br/>@SHU 3 F","16","16","97%","+1%"
"Ayoze Perez","LEI","M,F","44","W (Tue)","LEI 2<br/>@BHA 0 F","16","16","87%","+2%"
"Roberto Firmino","LIV","M,F","45","Eoghanoc","LIV 2<br/>@CRY 1 F","15.75","15.75","100%","0%"
"Gerard Deulofeu","WAT","M,F","46","W (Tue)","BUR 3<br/>@WAT 0 F","15.75","15.75","94%","+1.5%"
"Rodrigo","MCI","M","47","RSC","CHE 1<br/>@MCI 2 F","15.75","15.75","93%","-0.2%"
"Tyrone Mings","AVL","D","48","W (Tue)","NEW 0<br/>@AVL 2 F","15.65","15.65","30%","-0.6%"
"Michail Antonio","WHU","M","49","ColmOF","TOT 3<br/>@WHU 2 F","15.5","15.5","81%","-0.4%"
"Caglar Soyuncu","LEI","D","50","Damo","LEI 2<br/>@BHA 0 F","15.35","15.35","90%","-0.6%"
"Mesut Ozil","ARS","M","51","W (Tue)","SOU 2<br/>@ARS 2 F","15.25","15.25","87%","+1.5%"
"Pierre-Emile Hojbjerg","SOU","M","52","MKFC","SOU 2<br/>@ARS 2 F","15.1","15.1","70%","+4.1%"
"Martin Dubravka","NEW","G","53","RSC","NEW 0<br/>@AVL 2 F","15","15","61%","+2.5%"
"Bernd Leno","ARS","G","54","ColmOF","SOU 2<br/>@ARS 2 F","14.75","14.75","87%","-0.5%"
"Ben Mee","BUR","D","55","Damo","BUR 3<br/>@WAT 0 F","14.75","14.75","78%","+1.1%"
"Angelo Ogbonna","WHU","D","56","W (Tue)","TOT 3<br/>@WHU 2 F","14.7","14.7","23%","-1.4%"
"Ezri Konsa Ngoyo","AVL","D","57","W (Tue)","NEW 0<br/>@AVL 2 F","14.45","14.45","2%","+0.2%"
"Chris Wood","BUR","F","58","W (Tue)","BUR 3<br/>@WAT 0 F","14.2","14.2","65%","-2.7%"
"Sam Byram","NOR","D","59","W (Tue)","NOR 2<br/>@EVE 0 F","14.15","14.15","1%","+0.1%"
"Ben Godfrey","NOR","D,M","60","W (Tue)","NOR 2<br/>@EVE 0 F","14.05","14.05","4%","-0.2%"
"Ashley Barnes","BUR","F","61","RSC","BUR 3<br/>@WAT 0 F","14","14","77%","-1.3%"
"Oliver McBurnie","SHU","F","62","FA","MUN 3<br/>@SHU 3 F","14","14","10%","-3.8%"
"Max Aarons","NOR","D","63","W (Tue)","NOR 2<br/>@EVE 0 F","13.9","13.9","15%","+0.5%"
"Lys Mousset","SHU","F","64","FA","MUN 3<br/>@SHU 3 F","13.5","13.5","35%","+0.3%"
"James Maddison","LEI","M","65","Damo","LEI 2<br/>@BHA 0 F","13.25","13.25","100%","0%"
"Aaron Ramsdale","BOU","G","66","W (Tue)","WOL 2<br/>@BOU 1 F","13.25","13.25","42%","+2%"
"Danny Ings","SOU","F","67","Damo","SOU 2<br/>@ARS 2 F","13.1","13.1","97%","+0.4%"
"Alisson","LIV","G","68","Damo","LIV 2<br/>@CRY 1 F","13","13","96%","+1%"
"Luka Milivojevic","CRY","M","69","RSC","LIV 2<br/>@CRY 1 F","12.95","12.95","96%","+0.2%"
"Ryan Bertrand","SOU","D,M","70","W (Tue)","SOU 2<br/>@ARS 2 F","12.9","12.9","16%","+1.7%"
"Declan Rice","WHU","M","71","MKFC","TOT 3<br/>@WHU 2 F","12.85","12.85","50%","+2.8%"
"Cesar Azpilicueta","CHE","D","72","RSC","CHE 1<br/>@MCI 2 F","12.65","12.65","99%","-0.1%"
"Dan Burn","BHA","D","73","Eoghanoc","LEI 2<br/>@BHA 0 F","12.65","12.65","65%","+2.1%"
"Kenny McLean","NOR","M","74","W (Tue)","NOR 2<br/>@EVE 0 F","12.45","12.45","28%","-5.5%"
"Cheikhou Kouyate","CRY","M","75","W (Tue)","LIV 2<br/>@CRY 1 F","12.4","12.4","8%","+0.7%"
"Allan Saint-Maximin","NEW","M,F","76","ZKL","NEW 0<br/>@AVL 2 F","12.35","12.35","44%","-0.6%"
"Matteo Guendouzi","ARS","M","77","W (Tue)","SOU 2<br/>@ARS 2 F","12.2","12.2","40%","-0.1%"
"Pierre-Emerick Aubameyang","ARS","M,F","78","ColmOF","SOU 2<br/>@ARS 2 F","12.1","12.1","100%","0%"
"Jonny Evans","LEI","D","79","mcavinur","LEI 2<br/>@BHA 0 F","12.1","12.1","87%","+0.8%"
"David de Gea","MUN","G","80","W (Tue)","MUN 3<br/>@SHU 3 F","12","12","84%","-1.7%"
"David McGoldrick","SHU","F","81","ZKL","MUN 3<br/>@SHU 3 F","12","12","37%","-5.7%"
"John Lundstram","SHU","D,M","82","ColmOF","MUN 3<br/>@SHU 3 F","11.85","11.85","85%","-3.1%"
"Ashley Westwood","BUR","M","83","W (Tue)","BUR 3<br/>@WAT 0 F","11.7","11.7","42%","-0.1%"
"Fernandinho","MCI","D,M","84","W (Tue)","CHE 1<br/>@MCI 2 F","11.6","11.6","43%","+1.3%"
"Tom Trybull","NOR","M","85","W (Tue)","NOR 2<br/>@EVE 0 F","11.6","11.6","2%","-0.1%"
"Lucas Digne","EVE","D","86","ZKL","NOR 2<br/>@EVE 0 F","11.55","11.55","100%","+0.1%"
"Ryan Fraser","BOU","M","87","W (Tue)","WOL 2<br/>@BOU 1 F","11.25","11.25","88%","-2%"
"Harvey Barnes","LEI","M","88","mcavinur","LEI 2<br/>@BHA 0 F","11.25","11.25","72%","-2.2%"
"Jordan Henderson","LIV","M","89","Eoghanoc","LIV 2<br/>@CRY 1 F","11.25","11.25","55%","+0.7%"
"Diego Rico","BOU","D","90","ZKL","WOL 2<br/>@BOU 1 F","11.2","11.2","77%","+1.5%"
"Joelinton","NEW","F","91","W (Tue)","NEW 0<br/>@AVL 2 F","11.05","11.05","58%","+1.8%"
"Kasper Schmeichel","LEI","G","92","MKFC","LEI 2<br/>@BHA 0 F","11","11","93%","+0.4%"
"Christoph Zimmermann","NOR","D","93","W (Tue)","NOR 2<br/>@EVE 0 F","10.95","10.95","1%","-0.2%"
"David Luiz","ARS","D","94","ColmL","SOU 2<br/>@ARS 2 F","10.85","10.85","53%","+0.6%"
"Nathan Redmond","SOU","M,F","95","Eoghanoc","SOU 2<br/>@ARS 2 F","10.85","10.85","79%","+5.2%"
"Fred","MUN","M","96","W (Tue)","MUN 3<br/>@SHU 3 F","10.55","10.55","48%","+1.9%"
"Mason Greenwood","MUN","F","97","mcavinur","MUN 3<br/>@SHU 3 F","10.5","10.5","36%","+4.5%"
"Chris Basham","SHU","D","98","RSC","MUN 3<br/>@SHU 3 F","10.45","10.45","68%","-2.1%"
"Oliver Norwood","SHU","M","99","FA","MUN 3<br/>@SHU 3 F","10.35","10.35","71%","+1%"
"Willian","CHE","M,F","100","ZKL","CHE 1<br/>@MCI 2 F","10","10","99%","0%"
"Dennis Srbeny","NOR","F","101","W (Tue)","NOR 2<br/>@EVE 0 F","10","10","0%","0%"
"Trent Alexander-Arnold","LIV","D","102","ColmOF","LIV 2<br/>@CRY 1 F","9.95","9.95","100%","0%"
"Abdoulaye Doucoure","WAT","M","103","Damo","BUR 3<br/>@WAT 0 F","9.85","9.85","70%","+3.2%"
"Teemu Pukki","NOR","F","104","ColmOF","NOR 2<br/>@EVE 0 F","9.5","9.5","98%","-0.2%"
"Etienne Capoue","WAT","M","105","W (Tue)","BUR 3<br/>@WAT 0 F","9.45","9.45","20%","+0.5%"
"Eric Dier","TOT","M","106","W (Tue)","TOT 3<br/>@WHU 2 F","9.45","9.45","6%","-1.2%"
"John McGinn","AVL","M","107","ColmL","NEW 0<br/>@AVL 2 F","9.35","9.35","65%","-3.2%"
"Douglas Luiz","AVL","M","108","W (Tue)","NEW 0<br/>@AVL 2 F","9.35","9.35","6%","-0.2%"
"Jonjo Shelvey","NEW","M","109","MKFC","NEW 0<br/>@AVL 2 F","9.3","9.3","72%","+2.3%"
"Roberto Jimenez","WHU","G","110","W (Tue)","TOT 3<br/>@WHU 2 F","9.25","9.25","2%","-0.1%"
"Georginio Wijnaldum","LIV","M","111","FA","LIV 2<br/>@CRY 1 F","9.2","9.2","65%","+1.4%"
"James McArthur","CRY","M","112","W (Tue)","LIV 2<br/>@CRY 1 F","9.05","9.05","72%","-0.8%"
"Sebastien Haller","WHU","F","113","ColmL","TOT 3<br/>@WHU 2 F","9","9","96%","-0.4%"
"Alex McCarthy","SOU","G","114","W (Tue)","SOU 2<br/>@ARS 2 F","9","9","5%","+2%"
"Kieran Tierney","ARS","D","115","W (Tue)","SOU 2<br/>@ARS 2 F","8.9","8.9","22%","-1.5%"
"Gylfi Sigurdsson","EVE","M","116","ColmOF","NOR 2<br/>@EVE 0 F","8.85","8.85","98%","+0.6%"
"Enda Stevens","SHU","D,M","117","MKFC","MUN 3<br/>@SHU 3 F","8.65","8.65","87%","-1.5%"
"Jonny","WOL","D,M","118","ColmOF","WOL 2<br/>@BOU 1 F","8.65","8.65","84%","-0.5%"
"Phil Jagielka","SHU","D","119","FA","MUN 3<br/>@SHU 3 F","8.6","8.6","1%","+0.2%"
"Lucas Torreira","ARS","M","120","W (Tue)","SOU 2<br/>@ARS 2 F","8.6","8.6","23%","+0.7%"
"Jordan Pickford","EVE","G","121","W (Tue)","NOR 2<br/>@EVE 0 F","8.5","8.5","69%","+3.1%"
"Paulo Gazzaniga","TOT","G","122","W (Tue)","TOT 3<br/>@WHU 2 F","8.5","8.5","40%","+1.8%"
"Andreas Pereira","MUN","M","123","W (Tue)","MUN 3<br/>@SHU 3 F","8.5","8.5","26%","+2.9%"
"Arnaut Danjuma Groeneveld","BOU","F","124","W (Tue)","WOL 2<br/>@BOU 1 F","8.5","8.5","1%","0%"
"Aaron Mooy","BHA","M,F","125","W (Tue)","LEI 2<br/>@BHA 0 F","8.45","8.45","20%","+4.7%"
"Youri Tielemans","LEI","M","126","ColmOF","LEI 2<br/>@BHA 0 F","8.25","8.25","99%","-0.3%"
"Callum Robinson","SHU","F","127","FA","MUN 3<br/>@SHU 3 F","8.25","8.25","4%","+1.3%"
"Jack OConnell","SHU","D","128","FA","MUN 3<br/>@SHU 3 F","8","8","80%","-1.3%"
"Rui Patricio","WOL","G","129","Damo","WOL 2<br/>@BOU 1 F","8","8","58%","-1.5%"
"Jan Bednarek","SOU","D","130","RSC","SOU 2<br/>@ARS 2 F","7.9","7.9","11%","+1.8%"
"Harry Maguire","MUN","D","131","MKFC","MUN 3<br/>@SHU 3 F","7.85","7.85","99%","+0.3%"
"Jose Holebas","WAT","D","132","W (Tue)","BUR 3<br/>@WAT 0 F","7.7","7.7","27%","-0.4%"
"James Tomkins","CRY","D","133","mcavinur","LIV 2<br/>@CRY 1 F","7.7","7.7","23%","-0.8%"
"Craig Cathcart","WAT","D","134","W (Tue)","BUR 3<br/>@WAT 0 F","7.65","7.65","7%","+0.7%"
"Davy Propper","BHA","M","135","W (Tue)","LEI 2<br/>@BHA 0 F","7.6","7.6","40%","-0.1%"
"Lewis Cook","BOU","M","136","W (Tue)","WOL 2<br/>@BOU 1 F","7.6","7.6","1%","-0.1%"
"David Silva","MCI","M","137","ZKL","CHE 1<br/>@MCI 2 F","7.5","7.5","100%","+0.2%"
"Gabriel Martinelli","ARS","M,F","138","W (Tue)","SOU 2<br/>@ARS 2 F","7.5","7.5","27%","-5.5%"
"Tom Davies","EVE","M","139","W (Tue)","NOR 2<br/>@EVE 0 F","7.5","7.5","3%","+0.1%"
"Leander Dendoncker","WOL","D,M","140","W (Tue)","WOL 2<br/>@BOU 1 F","7.45","7.45","14%","+0.5%"
"Hector Bellerin","ARS","D","141","W (Tue)","SOU 2<br/>@ARS 2 F","7.4","7.4","35%","-0.8%"
"Federico Fernandez","NEW","D","142","ColmOF","NEW 0<br/>@AVL 2 F","7.3","7.3","30%","-2.1%"
"Miguel Almiron","NEW","M","143","W (Tue)","NEW 0<br/>@AVL 2 F","7.25","7.25","63%","+1.7%"
"Ben Foster","WAT","G","144","ZKL","BUR 3<br/>@WAT 0 F","7.25","7.25","46%","+6.4%"
"Tammy Abraham","CHE","F","145","Damo","CHE 1<br/>@MCI 2 F","7.2","7.2","98%","0%"
"Dejan Lovren","LIV","D","146","FA","LIV 2<br/>@CRY 1 F","7.2","7.2","18%","-3.1%"
"Conor Coady","WOL","D","147","W (Tue)","WOL 2<br/>@BOU 1 F","7.2","7.2","16%","-0.4%"
"Jack Cork","BUR","M","148","W (Tue)","BUR 3<br/>@WAT 0 F","7.2","7.2","7%","+0.2%"
"Djibril Sidibe","EVE","D","149","MKFC","NOR 2<br/>@EVE 0 F","7.15","7.15","67%","+8.6%"
"Kurt Zouma","CHE","D","150","W (Tue)","CHE 1<br/>@MCI 2 F","7.15","7.15","64%","-0.6%"
"Jetro Willems","NEW","D","151","MKFC","NEW 0<br/>@AVL 2 F","7.15","7.15","60%","+1.6%"
"Sokratis","ARS","D","152","W (Tue)","SOU 2<br/>@ARS 2 F","7.1","7.1","21%","-1%"
"Harry Winks","TOT","M","153","W (Tue)","TOT 3<br/>@WHU 2 F","7","7","9%","-1.2%"
"Cenk Tosun (prior)","EVE","F","154","W (Tue)","NOR 2<br/>@EVE 0 F","7","7","2%","-0.1%"
"Joao Cancelo","MCI","D","155","ZKL","CHE 1<br/>@MCI 2 F","6.95","6.95","49%","-3.1%"
"Isaac Hayden","NEW","M","156","W (Tue)","NEW 0<br/>@AVL 2 F","6.95","6.95","17%","+0.5%"
"Ruben Neves","WOL","M","157","W (Tue)","WOL 2<br/>@BOU 1 F","6.85","6.85","71%","+1.9%"
"Jeff Hendrick","BUR","M","158","W (Tue)","BUR 3<br/>@WAT 0 F","6.85","6.85","3%","0%"
"Vicente Guaita","CRY","G","159","mcavinur","LIV 2<br/>@CRY 1 F","6.75","6.75","64%","-1.1%"
"Leandro Trossard","BHA","M,F","160","W (Tue)","LEI 2<br/>@BHA 0 F","6.75","6.75","61%","+1.4%"
"Kepa Arrizabalaga","CHE","G","161","W (Tue)","CHE 1<br/>@MCI 2 F","6.75","6.75","60%","-2.2%"
"Aaron Cresswell","WHU","D","162","W (Tue)","TOT 3<br/>@WHU 2 F","6.75","6.75","15%","-1.9%"
"Michael Obafemi","SOU","F","163","W (Tue)","SOU 2<br/>@ARS 2 F","6.75","6.75","1%","+0.3%"
"DeAndre Yedlin","NEW","D","164","W (Tue)","NEW 0<br/>@AVL 2 F","6.65","6.65","3%","+0.7%"
"Cedric Soares (prior)","SOU","D","165","W (Tue)","SOU 2<br/>@ARS 2 F","6.6","6.6","7%","+3.9%"
"Wilfred Ndidi","LEI","M","166","ZKL","LEI 2<br/>@BHA 0 F","6.55","6.55","98%","0%"
"Davinson Sanchez","TOT","D","167","W (Tue)","TOT 3<br/>@WHU 2 F","6.55","6.55","40%","-4.1%"
"Anthony Martial","MUN","F","168","RSC","MUN 3<br/>@SHU 3 F","6.5","6.5","100%","+0.2%"
"Wesley","AVL","F","169","W (Tue)","NEW 0<br/>@AVL 2 F","6.5","6.5","62%","-2.7%"
"Toby Alderweireld","TOT","D","170","Damo","TOT 3<br/>@WHU 2 F","6.45","6.45","82%","-0.4%"
"Martin Montoya","BHA","D","171","W (Tue)","LEI 2<br/>@BHA 0 F","6.4","6.4","22%","+1.5%"
"Virgil van Dijk","LIV","D","172","RSC","LIV 2<br/>@CRY 1 F","6.35","6.35","100%","0%"
"Christian Pulisic","CHE","M","173","Eoghanoc","CHE 1<br/>@MCI 2 F","6.35","6.35","99%","-0.2%"
"Alexander Tettey","NOR","M","174","W (Tue)","NOR 2<br/>@EVE 0 F","6.35","6.35","2%","0%"
"Raheem Sterling","MCI","F","175","ColmL","CHE 1<br/>@MCI 2 F","6.25","6.25","100%","0%"
"Dwight McNeil","BUR","M","176","ZKL","BUR 3<br/>@WAT 0 F","6.25","6.25","93%","-0.6%"
"Patrick van Aanholt","CRY","D","177","W (Tue)","LIV 2<br/>@CRY 1 F","6.25","6.25","76%","-5.6%"
"Jesse Lingard","MUN","M,F","178","W (Tue)","MUN 3<br/>@SHU 3 F","6.25","6.25","27%","-1.9%"
"George Baldock","SHU","D,M","179","ColmL","MUN 3<br/>@SHU 3 F","6.05","6.05","79%","-1.1%"
"Benjamin Mendy","MCI","D","180","W (Tue)","CHE 1<br/>@MCI 2 F","6","6","86%","-2.9%"
"Alex Iwobi","EVE","M,F","181","W (Tue)","NOR 2<br/>@EVE 0 F","6","6","51%","-3.3%"
"Moussa Djenepo","SOU","M","182","W (Tue)","SOU 2<br/>@ARS 2 F","6","6","19%","-1.5%"
"Simon Moore","SHU","G","183","FA","MUN 3<br/>@SHU 3 F","6","6","1%","-0.1%"
"Yerry Mina","EVE","D","184","W (Tue)","NOR 2<br/>@EVE 0 F","5.9","5.9","53%","+0.6%"
"Fikayo Tomori","CHE","D","185","W (Tue)","CHE 1<br/>@MCI 2 F","5.75","5.75","53%","-0.9%"
"Solly March","BHA","M,F","186","W (Tue)","LEI 2<br/>@BHA 0 F","5.75","5.75","30%","-0.3%"
"Richarlison","EVE","M,F","187","ColmL","NOR 2<br/>@EVE 0 F","5.7","5.7","100%","-0.1%"
"Fabinho","LIV","M","188","FA","LIV 2<br/>@CRY 1 F","5.6","5.6","58%","-0.9%"
"Andy Carroll","NEW","F","189","W (Tue)","NEW 0<br/>@AVL 2 F","5.5","5.5","12%","+2.5%"
"Morgan Schneiderlin","EVE","M","190","W (Tue)","NOR 2<br/>@EVE 0 F","5.5","5.5","1%","0%"
"Alex Oxlade-Chamberlain","LIV","M","191","FA","LIV 2<br/>@CRY 1 F","5.45","5.45","41%","-3.7%"
"Nathan Ake","BOU","D","192","W (Tue)","WOL 2<br/>@BOU 1 F","5.4","5.4","64%","-0.7%"
"Joel Ward","CRY","D","193","W (Tue)","LIV 2<br/>@CRY 1 F","5.35","5.35","16%","-0.6%"
"Adrian Mariappa","WAT","D","194","W (Tue)","BUR 3<br/>@WAT 0 F","5.3","5.3","1%","0%"
"John Stones","MCI","D","195","W (Tue)","CHE 1<br/>@MCI 2 F","5.1","5.1","49%","-1.2%"
"Matt Doherty","WOL","D,M","196","Damo","WOL 2<br/>@BOU 1 F","5.05","5.05","97%","0%"
"Ederson","MCI","G","197","ColmL","CHE 1<br/>@MCI 2 F","5","5","85%","-6.3%"
"Kiko Femenia","WAT","D","198","W (Tue)","BUR 3<br/>@WAT 0 F","5","5","7%","+1.1%"
"Craig Dawson","WAT","D","199","W (Tue)","BUR 3<br/>@WAT 0 F","5","5","2%","-0.1%"
"Gary Cahill","CRY","D","200","W (Tue)","LIV 2<br/>@CRY 1 F","4.9","4.9","4%","-0.2%"
"Paul Dummett","NEW","D","201","W (Tue)","NEW 0<br/>@AVL 2 F","4.9","4.9","3%","-0.4%"
"Dominic Calvert-Lewin","EVE","F","202","W (Tue)","NOR 2<br/>@EVE 0 F","4.85","4.85","66%","+9.1%"
"Mason Holgate","EVE","D","203","W (Tue)","NOR 2<br/>@EVE 0 F","4.85","4.85","10%","+3%"
"Will Hughes","WAT","M","204","W (Tue)","BUR 3<br/>@WAT 0 F","4.8","4.8","23%","+0.3%"
"Aaron Wan-Bissaka","MUN","D","205","MKFC","MUN 3<br/>@SHU 3 F","4.75","4.75","97%","-0.6%"
"Demarai Gray","LEI","M","206","W (Tue)","LEI 2<br/>@BHA 0 F","4.75","4.75","13%","+5.9%"
"Sofiane Boufal","SOU","M","207","W (Tue)","SOU 2<br/>@ARS 2 F","4.75","4.75","12%","+5.7%"
"Victor Lindelof","MUN","D","208","W (Tue)","MUN 3<br/>@SHU 3 F","4.7","4.7","51%","-0.7%"
"Phil Jones","MUN","D","209","W (Tue)","MUN 3<br/>@SHU 3 F","4.7","4.7","1%","0%"
"Jordan Ayew","CRY","F","210","RSC","LIV 2<br/>@CRY 1 F","4.6","4.6","58%","+8.5%"
"Neal Maupay","BHA","F","211","W (Tue)","LEI 2<br/>@BHA 0 F","4.5","4.5","62%","+1.5%"
"Joseph Willock","ARS","M","212","W (Tue)","SOU 2<br/>@ARS 2 F","4.5","4.5","2%","-0.1%"
"Ciaran Clark","NEW","D","213","W (Tue)","NEW 0<br/>@AVL 2 F","4.45","4.45","5%","-0.3%"
"Romain Saiss","WOL","D,M","214","W (Tue)","WOL 2<br/>@BOU 1 F","4.4","4.4","6%","0%"
"Jorginho","CHE","M","215","MKFC","CHE 1<br/>@MCI 2 F","4.35","4.35","73%","-3.8%"
"Adam Webster","BHA","D","216","mcavinur","LEI 2<br/>@BHA 0 F","4.3","4.3","18%","+3.4%"
"Emerson","CHE","D","217","W (Tue)","CHE 1<br/>@MCI 2 F","4.3","4.3","66%","-3.2%"
"Adam Smith","BOU","D","218","W (Tue)","WOL 2<br/>@BOU 1 F","4.3","4.3","5%","-0.2%"
"Jack Stephens","SOU","D","219","W (Tue)","SOU 2<br/>@ARS 2 F","4.3","4.3","4%","+2.6%"
"Felipe Anderson","WHU","M","220","ZKL","TOT 3<br/>@WHU 2 F","4.25","4.25","98%","+1.3%"
"Callum Wilson","BOU","F","221","W (Tue)","WOL 2<br/>@BOU 1 F","4.25","4.25","89%","-1.1%"
"Ben Davies","TOT","D","222","W (Tue)","TOT 3<br/>@WHU 2 F","4.25","4.25","15%","-0.4%"
"Ryan Fredericks","WHU","D","223","W (Tue)","TOT 3<br/>@WHU 2 F","4","4","14%","+1.8%"
"Shane Duffy","BHA","D","224","W (Tue)","LEI 2<br/>@BHA 0 F","3.8","3.8","49%","+1.5%"
"Stuart Armstrong","SOU","M,F","225","W (Tue)","SOU 2<br/>@ARS 2 F","3.75","3.75","3%","-0.1%"
"Reece James","CHE","D","226","ColmOF","CHE 1<br/>@MCI 2 F","3.7","3.7","35%","-8%"
"Adam Masina","WAT","D","227","W (Tue)","BUR 3<br/>@WAT 0 F","3.6","3.6","0%","0%"
"Sergio Aguero","MCI","F","228","ZKL","CHE 1<br/>@MCI 2 F","3.5","3.5","100%","-0.1%"
"Mason Mount","CHE","M,F","229","RSC","CHE 1<br/>@MCI 2 F","3.5","3.5","93%","+0.2%"
"Andriy Yarmolenko","WHU","M,F","230","W (Tue)","TOT 3<br/>@WHU 2 F","3.5","3.5","27%","-1.6%"
"Phil Foden","MCI","M,F","231","mcavinur","CHE 1<br/>@MCI 2 F","3.5","3.5","25%","-4.1%"
"Nicolas Pepe","ARS","M,F","232","RSC","SOU 2<br/>@ARS 2 F","3.25","3.25","94%","-0.3%"
"Theo Walcott","EVE","M,F","233","W (Tue)","NOR 2<br/>@EVE 0 F","3.25","3.25","14%","+1.2%"
"Martin Kelly","CRY","D","234","W (Tue)","LIV 2<br/>@CRY 1 F","3.2","3.2","46%","-3.7%"
"Philip Billing","BOU","M","235","ColmOF","WOL 2<br/>@BOU 1 F","2.75","2.75","44%","-0.4%"
