Player,Team,Position,Rk,Status,Opponent,FPts,FP/G,% Owned,+/-
Erik Pieters,BUR,D,122,Seanmacd,LIV 3<br/>@BUR 0 F,8.6,8.6,75%,7.3%
Michael Keane,EVE,D,123,Eoghanoc,WOL 2<br/>@EVE 3 F,8.55,8.55,100%,0.8%
Georginio Wijnaldum,LIV,M,124,MKFC,LIV 3<br/>@BUR 0 F,8.5,8.5,83%,21%
Moussa Sissoko,TOT,M,125,FA,TOT 2<br/>@ARS 2 F,8.5,8.5,58%,17.2%
Victor Lindelof,MUN,D,126,FA,MUN 1<br/>@SOU 1 F,8.35,8.35,83%,15.3%
Bjorn Engels,AVL,D,127,FA,AVL 0<br/>@CRY 1 F,8.35,8.35,8%,1.1%
Adam Smith,BOU,D,128,FA,BOU 1<br/>@LEI 3 F,8.35,8.35,0%,-3.8%
Yerry Mina,EVE,D,129,Damo,WOL 2<br/>@EVE 3 F,8.3,8.3,92%,6.1%
James Maddison,LEI,M,130,Damo,BOU 1<br/>@LEI 3 F,8.25,8.25,100%,0%
Ashley Westwood,BUR,M,131,FA,LIV 3<br/>@BUR 0 F,8.25,8.25,33%,6%
Jetro Willems,NEW,D,132,FA,WAT 1<br/>@NEW 1 F,8.2,8.2,8%,6.3%
Leander Dendoncker,WOL,M,133,FA,WOL 2<br/>@EVE 3 F,8.1,8.1,8%,-11.6%
Jonny Evans,LEI,D,134,mcavinur,BOU 1<br/>@LEI 3 F,8,8,67%,14.1%
Rui Patricio,WOL,G,135,FA,WOL 2<br/>@EVE 3 F,8,8,67%,-1.7%
Davy Propper,BHA,M,136,FA,BHA 0<br/>@MCI 4 F,8,8,33%,-8.2%
Harry Winks,TOT,M,137,FA,TOT 2<br/>@ARS 2 F,8,8,33%,19%
Jan Bednarek,SOU,D,138,FA,MUN 1<br/>@SOU 1 F,8,8,8%,1.1%
Paul Dummett,NEW,D,139,FA,WAT 1<br/>@NEW 1 F,8,8,8%,2.3%
Moritz Leitner,NOR,M,140,FA,NOR 0<br/>@WHU 2 F,8,8,0%,-2.2%
Sead Kolasinac,ARS,"D,M",141,FA,TOT 2<br/>@ARS 2 F,7.95,7.95,67%,9.3%
Cedric Soares (prior),SOU,D,142,FA,MUN 1<br/>@SOU 1 F,7.9,7.9,17%,14.4%
Mason Mount,CHE,M,143,Seanmacd,SHU 2<br/>@CHE 2 F,7.85,7.85,100%,7.8%
Mateo Kovacic,CHE,M,144,ColmOF,SHU 2<br/>@CHE 2 F,7.85,7.85,92%,28.3%
Max Aarons,NOR,D,145,FA,NOR 0<br/>@WHU 2 F,7.8,7.8,33%,7.5%
David Luiz,ARS,D,146,ColmL,TOT 2<br/>@ARS 2 F,7.75,7.75,75%,-2.4%
Seamus Coleman,EVE,D,147,ColmL,WOL 2<br/>@EVE 3 F,7.55,7.55,100%,2.2%
Teemu Pukki,NOR,F,148,ColmOF,NOR 0<br/>@WHU 2 F,7.5,7.5,100%,1.2%
Cheikhou Kouyate,CRY,M,149,FA,AVL 0<br/>@CRY 1 F,7.5,7.5,0%,-2.5%
Chris Basham,SHU,D,150,FA,SHU 2<br/>@CHE 2 F,7.4,7.4,0%,-2%
Wesley,AVL,F,151,FA,AVL 0<br/>@CRY 1 F,7.35,7.35,75%,6.6%
Dan Burn,BHA,D,152,FA,BHA 0<br/>@MCI 4 F,7.2,7.2,42%,3.3%
Luke Freeman,SHU,M,153,FA,SHU 2<br/>@CHE 2 F,7.1,7.1,8%,5.3%
Neil Taylor,AVL,D,154,FA,AVL 0<br/>@CRY 1 F,7.1,7.1,0%,-2.3%
Joshua King,BOU,F,155,mcavinur,BOU 1<br/>@LEI 3 F,7,7,100%,2%
Leandro Trossard,BHA,M,156,FA,BHA 0<br/>@MCI 4 F,7,7,83%,13.7%
Harvey Barnes,LEI,M,157,FA,BOU 1<br/>@LEI 3 F,7,7,25%,-6.6%
Juan Mata,MUN,M,158,FA,MUN 1<br/>@SOU 1 F,7,7,17%,-6.5%
Martin Montoya,BHA,D,159,FA,BHA 0<br/>@MCI 4 F,6.9,6.9,17%,-0.1%
Tyrone Mings,AVL,D,160,mcavinur,AVL 0<br/>@CRY 1 F,6.85,6.85,75%,0.9%
Dale Stephens,BHA,M,161,FA,BHA 0<br/>@MCI 4 F,6.85,6.85,8%,4.4%
Matthew Lowton,BUR,D,162,FA,LIV 3<br/>@BUR 0 F,6.75,6.75,25%,11.4%
Conor Coady,WOL,D,163,FA,WOL 2<br/>@EVE 3 F,6.7,6.7,17%,-4.8%
Joelinton,NEW,F,164,FA,WAT 1<br/>@NEW 1 F,6.6,6.6,92%,11.4%
Kepa Arrizabalaga,CHE,G,165,mcavinur,SHU 2<br/>@CHE 2 F,6.5,6.5,92%,14.8%
Nathan Ake,BOU,D,166,MKFC,BOU 1<br/>@LEI 3 F,6.5,6.5,83%,1.5%
Patrick Cutrone,WOL,F,167,FA,WOL 2<br/>@EVE 3 F,6.5,6.5,25%,2.1%
Marc Albrighton,LEI,M,168,FA,BOU 1<br/>@LEI 3 F,6.5,6.5,8%,-0.5%
Ben Mee,BUR,D,169,FA,LIV 3<br/>@BUR 0 F,6.45,6.45,75%,8.8%
Craig Cathcart,WAT,D,170,FA,WAT 1<br/>@NEW 1 F,6.45,6.45,42%,33.9%
Miguel Almiron,NEW,M,171,FA,WAT 1<br/>@NEW 1 F,6.35,6.35,83%,20.2%
Bernardo,BHA,D,172,FA,BHA 0<br/>@MCI 4 F,6.3,6.3,0%,-1.2%
Emiliano Buendia,NOR,M,173,ColmL,NOR 0<br/>@WHU 2 F,6.25,6.25,100%,9.9%
David de Gea,MUN,G,174,Seanmacd,MUN 1<br/>@SOU 1 F,6.25,6.25,100%,1.8%
Marco Stiepermann,NOR,M,175,FA,NOR 0<br/>@WHU 2 F,6.25,6.25,8%,3.7%
Fernandinho,MCI,M,176,FA,BHA 0<br/>@MCI 4 F,6.15,6.15,50%,9.1%
Kiko Femenia,WAT,D,177,FA,WAT 1<br/>@NEW 1 F,6.15,6.15,17%,12%
Oliver McBurnie,SHU,F,178,FA,SHU 2<br/>@CHE 2 F,6.1,6.1,17%,5.9%
Raheem Sterling,MCI,F,179,ColmL,BHA 0<br/>@MCI 4 F,6,6,100%,0%
Che Adams,SOU,F,180,FA,MUN 1<br/>@SOU 1 F,6,6,42%,12.5%
Aaron Ramsdale,BOU,G,181,FA,BOU 1<br/>@LEI 3 F,6,6,8%,4.3%
Mat Ryan,BHA,G,182,FA,BHA 0<br/>@MCI 4 F,6,6,8%,-14%
Kenny McLean,NOR,M,183,FA,NOR 0<br/>@WHU 2 F,6,6,0%,-0.6%
Fabian Delph,EVE,"D,M",184,FA,WOL 2<br/>@EVE 3 F,5.95,5.95,50%,27.6%
Ryan Bennett (prior),WOL,D,185,FA,WOL 2<br/>@EVE 3 F,5.9,5.9,42%,8%
Dani Ceballos,ARS,M,186,Damo,TOT 2<br/>@ARS 2 F,5.85,5.85,100%,5.1%
Ruben Vinagre,WOL,D,187,FA,WOL 2<br/>@EVE 3 F,5.85,5.85,0%,-3%
Douglas Luiz,AVL,M,188,FA,AVL 0<br/>@CRY 1 F,5.55,5.55,42%,27.9%
Daryl Janmaat,WAT,D,189,FA,WAT 1<br/>@NEW 1 F,5.55,5.55,0%,-2.1%
Sofiane Boufal,SOU,M,190,FA,MUN 1<br/>@SOU 1 F,5.5,5.5,25%,19.6%
Harry Maguire,MUN,D,191,ColmOF,MUN 1<br/>@SOU 1 F,5.45,5.45,100%,0.1%
James Ward-Prowse,SOU,M,192,Damo,MUN 1<br/>@SOU 1 F,5.35,5.35,83%,7.4%
Toby Alderweireld,TOT,D,193,Damo,TOT 2<br/>@ARS 2 F,5.25,5.25,83%,1.8%
Solly March,BHA,"M,F",194,FA,BHA 0<br/>@MCI 4 F,5.25,5.25,50%,-8.2%
George Baldock,SHU,D,195,FA,SHU 2<br/>@CHE 2 F,5.2,5.2,33%,17.6%
John Egan,SHU,D,196,FA,SHU 2<br/>@CHE 2 F,5.15,5.15,8%,3.5%
Keinan Davis,AVL,"M,F",197,FA,AVL 0<br/>@CRY 1 F,5.1,5.1,0%,-0.3%
Ben Godfrey,NOR,"D,M",198,FA,NOR 0<br/>@WHU 2 F,5.05,5.05,8%,4.1%
Ross Barkley,CHE,M,199,mcavinur,SHU 2<br/>@CHE 2 F,5,5,100%,15.6%
Kasper Schmeichel,LEI,G,200,MKFC,BOU 1<br/>@LEI 3 F,5,5,92%,14.2%
Andre Gray,WAT,F,201,FA,WAT 1<br/>@NEW 1 F,5,5,58%,24.4%
Adam Webster,BHA,D,202,FA,BHA 0<br/>@MCI 4 F,5,5,0%,-1.9%
Jan Vertonghen,TOT,D,203,FA,TOT 2<br/>@ARS 2 F,4.95,4.95,58%,-1.8%
Joao Moutinho,WOL,M,204,ZKL,WOL 2<br/>@EVE 3 F,4.75,4.75,100%,1.7%
Willian,CHE,F,205,FA,SHU 2<br/>@CHE 2 F,4.75,4.75,83%,2.8%
Fikayo Tomori,CHE,D,206,FA,SHU 2<br/>@CHE 2 F,4.65,4.65,0%,-7.8%
Ibrahim Amadou,NOR,M,207,FA,NOR 0<br/>@WHU 2 F,4.6,4.6,0%,-0.5%
Andros Townsend,CRY,"M,F",208,Seanmacd,AVL 0<br/>@CRY 1 F,4.5,4.5,92%,3.7%
Neal Maupay,BHA,F,209,FA,BHA 0<br/>@MCI 4 F,4.5,4.5,25%,-2.2%
Demarai Gray,LEI,M,210,FA,BOU 1<br/>@LEI 3 F,4.5,4.5,8%,-0.2%
Conor Hourihane,AVL,M,211,FA,AVL 0<br/>@CRY 1 F,4.5,4.5,8%,3.3%
Aaron Lennon,BUR,M,212,FA,LIV 3<br/>@BUR 0 F,4.35,4.35,0%,-0.9%
Danny Rose (prior),TOT,"D,M",213,FA,TOT 2<br/>@ARS 2 F,4.3,4.3,75%,-11%
Harry Wilson,BOU,M,214,Damo,BOU 1<br/>@LEI 3 F,4.25,4.25,92%,20.3%
Lys Mousset,SHU,F,215,FA,SHU 2<br/>@CHE 2 F,4.25,4.25,0%,-0.9%
Sokratis,ARS,D,216,FA,TOT 2<br/>@ARS 2 F,4.1,4.1,75%,29.1%
Andreas Pereira,MUN,M,217,FA,MUN 1<br/>@SOU 1 F,4.1,4.1,25%,5.6%
Emil Krafth,NEW,D,218,FA,WAT 1<br/>@NEW 1 F,4.1,4.1,0%,-1.4%
Javier Manquillo,NEW,D,219,FA,WAT 1<br/>@NEW 1 F,4,4,0%,-0.9%
Craig Dawson,WAT,D,220,FA,WAT 1<br/>@NEW 1 F,3.9,3.9,8%,2.8%
Davinson Sanchez,TOT,D,221,FA,TOT 2<br/>@ARS 2 F,3.85,3.85,75%,15.7%
Jordon Ibe,BOU,M,222,FA,BOU 1<br/>@LEI 3 F,3.85,3.85,0%,-0.6%
Ashley Barnes,BUR,F,223,Seanmacd,LIV 3<br/>@BUR 0 F,3.75,3.75,100%,1.5%
Alex Oxlade-Chamberlain,LIV,M,224,FA,LIV 3<br/>@BUR 0 F,3.75,3.75,50%,-13.2%
Jay Rodriguez,BUR,F,225,FA,LIV 3<br/>@BUR 0 F,3.75,3.75,8%,4.2%
Ben Osborn,SHU,M,226,FA,SHU 2<br/>@CHE 2 F,3.75,3.75,0%,-0.3%
Abdoulaye Doucoure,WAT,M,227,FA,WAT 1<br/>@NEW 1 F,3.7,3.7,75%,-6.6%
Todd Cantwell,NOR,M,228,FA,NOR 0<br/>@WHU 2 F,3.5,3.5,67%,-13.2%
Jesse Lingard,MUN,"M,F",229,FA,MUN 1<br/>@SOU 1 F,3.5,3.5,42%,-6.5%
Dominic Solanke,BOU,F,230,FA,BOU 1<br/>@LEI 3 F,3.5,3.5,0%,-1.5%
Isaac Success,WAT,F,231,FA,WAT 1<br/>@NEW 1 F,3.5,3.5,0%,-0.7%
Jota,AVL,M,232,FA,AVL 0<br/>@CRY 1 F,2.9,2.9,8%,-12.1%
Trezeguet,AVL,M,233,FA,AVL 0<br/>@CRY 1 F,2.85,2.85,8%,-3.9%
Ashley Young,MUN,D,234,FA,MUN 1<br/>@SOU 1 F,2.8,2.8,50%,10.5%
Bernard,EVE,"M,F",235,MKFC,WOL 2<br/>@EVE 3 F,2.5,2.5,50%,-17.1%
Pablo Fornals,WHU,M,236,FA,NOR 0<br/>@WHU 2 F,2.5,2.5,50%,5.7%
Maya Yoshida,SOU,D,237,FA,MUN 1<br/>@SOU 1 F,2.4,2.4,8%,7%
Jack Grealish,AVL,M,238,mcavinur,AVL 0<br/>@CRY 1 F,2.35,2.35,100%,2%
Ilkay Gundogan,MCI,M,239,FA,BHA 0<br/>@MCI 4 F,2,2,92%,9.9%
Dominic Calvert-Lewin,EVE,F,240,FA,WOL 2<br/>@EVE 3 F,2,2,25%,-4%
Mason Greenwood,MUN,F,241,FA,MUN 1<br/>@SOU 1 F,2,2,25%,-0.7%
David McGoldrick,SHU,F,242,FA,SHU 2<br/>@CHE 2 F,2,2,17%,10.5%
Nemanja Matic,MUN,M,243,FA,MUN 1<br/>@SOU 1 F,2,2,8%,4.5%
Shane Long,SOU,F,244,FA,MUN 1<br/>@SOU 1 F,1.95,1.95,0%,-2.7%
Giovani Lo Celso,TOT,M,245,FA,TOT 2<br/>@ARS 2 F,1.75,1.75,83%,12.6%
Christian Fuchs,LEI,D,246,FA,BOU 1<br/>@LEI 3 F,1.65,1.65,0%,-2.1%
Lewis Dunk,BHA,D,247,Seanmacd,BHA 0<br/>@MCI 4 F,1.6,1.6,83%,12.4%
Kurt Zouma,CHE,D,248,FA,SHU 2<br/>@CHE 2 F,1.5,1.5,75%,34.1%
Chris Wood,BUR,F,249,FA,LIV 3<br/>@BUR 0 F,1.5,1.5,67%,32%
Robert Snodgrass,WHU,M,250,FA,NOR 0<br/>@WHU 2 F,1.5,1.5,50%,32.8%
Michy Batshuayi,CHE,F,251,FA,SHU 2<br/>@CHE 2 F,1.5,1.5,0%,-15.3%
Nathaniel Chalobah,WAT,M,252,FA,WAT 1<br/>@NEW 1 F,1.5,1.5,0%,-0.6%
Pascal Gross,BHA,M,253,ColmL,BHA 0<br/>@MCI 4 F,1.25,1.25,75%,-6.5%
Glenn Murray,BHA,F,254,FA,BHA 0<br/>@MCI 4 F,1.25,1.25,50%,12%
Hamza Choudhury,LEI,M,255,FA,BOU 1<br/>@LEI 3 F,1.25,1.25,0%,-4.6%
