"Player","Team","Position","Rk","Status","Opponent","FPts","FP/G","% Owned"
"Dwight Gayle","NEW","F","82","FA","WHU 2<br/>@NEW 2 F","11.6","11.6","-"
"Neil Taylor","AVL","D","83","FA","AVL 0<br/>@LIV 2 F","11.6","11.6","-"
"Ashley Westwood","BUR","M","84","MKFC","SHU 1<br/>@BUR 1 F","11.45","11.45","-"
"Toby Alderweireld","TOT","D","85","FA","EVE 0<br/>@TOT 1 F","11.35","11.35","-"
"Emiliano Buendia","NOR","M","86","ColmL","BHA 1<br/>@NOR 0 F","11.35","11.35","-"
"Giovani Lo Celso","TOT","M","87","FA","EVE 0<br/>@TOT 1 F","11","11","-"
"Ayoze Perez","LEI","M,F","88","FA","CRY 0<br/>@LEI 3 F","11","11","-"
"Oliver McBurnie","SHU","F","89","mcavinur","SHU 1<br/>@BUR 1 F","10.75","10.75","-"
"Nathan Redmond","SOU","M,F","90","Eoghanoc","MCI 0<br/>@SOU 1 F","10.6","10.6","-"
"Oriol Romeu","SOU","M","91","FA","MCI 0<br/>@SOU 1 F","10.55","10.55","-"
"Jordan Ayew","CRY","M,F","92","RBF","CRY 0<br/>@LEI 3 F","10.25","10.25","-"
"Billy Sharp","SHU","F","93","FA","SHU 1<br/>@BUR 1 F","10.25","10.25","-"
"Sander Berge","SHU","M","94","FA","SHU 1<br/>@BUR 1 F","10.1","10.1","-"
"Luke Shaw","MUN","D","95","FA","BOU 2<br/>@MUN 5 F","10","10","-"
"Marc Albrighton","LEI","M","96","FA","CRY 0<br/>@LEI 3 F","9.95","9.95","-"
"Oleksandr Zinchenko","MCI","D,M","97","FA","MCI 0<br/>@SOU 1 F","9.95","9.95","-"
"Lucas Digne","EVE","D","98","ColmOF","EVE 0<br/>@TOT 1 F","9.9","9.9","-"
"Yves Bissouma","BHA","M,F","99","FA","BHA 1<br/>@NOR 0 F","9.6","9.6","-"
"Pierre-Emerick Aubameyang","ARS","M,F","100","ColmOF","ARS 2<br/>@WOL 0 F","9.5","9.5","-"
"Aaron Cresswell","WHU","D","101","FA","WHU 2<br/>@NEW 2 F","9.5","9.5","-"
"Jack Grealish","AVL","M,F","102","mcavinur","AVL 0<br/>@LIV 2 F","9.5","9.5","-"
"Andrew Robertson","LIV","D","103","mcavinur","AVL 0<br/>@LIV 2 F","9.5","9.5","-"
"David McGoldrick","SHU","F","104","FA","SHU 1<br/>@BUR 1 F","9.45","9.45","-"
"Harry Winks","TOT","M","105","FA","EVE 0<br/>@TOT 1 F","9.35","9.35","-"
"N'Golo Kante","CHE","M","106","FA","WAT 0<br/>@CHE 3 F","9.3","9.3","-"
"Onel Hernandez","NOR","M","107","FA","BHA 1<br/>@NOR 0 F","9.25","9.25","-"
"Ederson","MCI","G","108","ColmL","MCI 0<br/>@SOU 1 F","9.25","9.25","-"
"Wilfried Zaha","CRY","M,F","109","ColmOF","CRY 0<br/>@LEI 3 F","9.25","9.25","-"
"Lukasz Fabianski","WHU","G","110","ColmOF","WHU 2<br/>@NEW 2 F","9","9","-"
"Dean Henderson","SHU","G","111","Eoghanoc","SHU 1<br/>@BUR 1 F","9","9","-"
"Oliver Norwood","SHU","M","112","RBF","SHU 1<br/>@BUR 1 F","9","9","-"
"Allan Saint-Maximin","NEW","M,F","113","MAX","WHU 2<br/>@NEW 2 F","9","9","-"
"Max Aarons","NOR","D","114","FA","BHA 1<br/>@NOR 0 F","8.95","8.95","-"
"Ben Godfrey","NOR","D,M","115","FA","BHA 1<br/>@NOR 0 F","8.55","8.55","-"
"Son Heung-Min","TOT","M,F","116","Damo","EVE 0<br/>@TOT 1 F","8.5","8.5","-"
"Dani Ceballos","ARS","M","117","ColmOF","ARS 2<br/>@WOL 0 F","8.45","8.45","-"
"Javier Manquillo","NEW","D","118","FA","WHU 2<br/>@NEW 2 F","8.35","8.35","-"
"Enda Stevens","SHU","D,M","119","MKFC","SHU 1<br/>@BUR 1 F","8.35","8.35","-"
"George Baldock","SHU","D,M","120","ColmL","SHU 1<br/>@BUR 1 F","8.25","8.25","-"
"Joao Moutinho","WOL","M","121","MAX","ARS 2<br/>@WOL 0 F","8.25","8.25","-"
"Josh Brownhill","BUR","M","122","FA","SHU 1<br/>@BUR 1 F","8.2","8.2","-"
"Harry Maguire","MUN","D","123","MKFC","BOU 2<br/>@MUN 5 F","8.1","8.1","-"
"John McGinn","AVL","M","124","ColmL","AVL 0<br/>@LIV 2 F","8.1","8.1","-"
"Moussa Sissoko","TOT","M","125","FA","EVE 0<br/>@TOT 1 F","8.1","8.1","-"
"Issa Diop","WHU","D","126","FA","WHU 2<br/>@NEW 2 F","8.05","8.05","-"
"Jairo Riedewald","CRY","D,M","127","FA","CRY 0<br/>@LEI 3 F","8","8","-"
"Ryan Fredericks","WHU","D","128","FA","WHU 2<br/>@NEW 2 F","7.9","7.9","-"
"Kevin Long","BUR","D","129","FA","SHU 1<br/>@BUR 1 F","7.85","7.85","-"
"Ben Osborn","SHU","M","130","FA","SHU 1<br/>@BUR 1 F","7.85","7.85","-"
"Eric Dier","TOT","D,M","131","FA","EVE 0<br/>@TOT 1 F","7.8","7.8","-"
"Aaron Wan-Bissaka","MUN","D","132","MKFC","BOU 2<br/>@MUN 5 F","7.8","7.8","-"
"Pepe Reina","LIV/AVL","G","133","FA","AVL 0<br/>@LIV 2 F","7.75","7.75","-"
"Danny Ings","SOU","F","134","Damo","MCI 0<br/>@SOU 1 F","7.7","7.7","-"
"Anwar El Ghazi","AVL","M,F","135","FA","AVL 0<br/>@LIV 2 F","7.6","7.6","-"
"Alexander Tettey","NOR","M","136","FA","BHA 1<br/>@NOR 0 F","7.55","7.55","-"
"Anthony Gordon","EVE","M,F","137","FA","EVE 0<br/>@TOT 1 F","7.5","7.5","-"
"Trezeguet","AVL","M,F","138","FA","AVL 0<br/>@LIV 2 F","7.5","7.5","-"
"Fred","MUN","M","139","RBF","BOU 2<br/>@MUN 5 F","7.5","7.5","-"
"Abdoulaye Doucoure","WAT","M","140","Damo","WAT 0<br/>@CHE 3 F","7.35","7.35","-"
"Raul Jimenez","WOL","F","141","Eoghanoc","ARS 2<br/>@WOL 0 F","7.35","7.35","-"
"Granit Xhaka","ARS","M","142","FA","ARS 2<br/>@WOL 0 F","7.3","7.3","-"
"Nabil Bentaleb","TOT/NEW","M","143","FA","WHU 2<br/>@NEW 2 F","7.25","7.25","-"
"Nick Pope","BUR","G","144","MAX","SHU 1<br/>@BUR 1 F","7.25","7.25","-"
"Chris Basham","SHU","D","145","RBF","SHU 1<br/>@BUR 1 F","7.2","7.2","-"
"Eric Garcia","MCI","D","146","MAX","MCI 0<br/>@SOU 1 F","7.15","7.15","-"
"Davy Propper","BHA","M","147","FA","BHA 1<br/>@NOR 0 F","7.1","7.1","-"
"Romain Saiss","WOL","D,M","148","FA","ARS 2<br/>@WOL 0 F","7.1","7.1","-"
"Ruben Neves","WOL","M","149","MKFC","ARS 2<br/>@WOL 0 F","7.1","7.1","-"
"Joelinton","NEW","F","150","FA","WHU 2<br/>@NEW 2 F","7","7","-"
"Jordan Pickford","EVE","G","151","FA","EVE 0<br/>@TOT 1 F","7","7","-"
"Dwight McNeil","BUR","M","152","Eoghanoc","SHU 1<br/>@BUR 1 F","6.95","6.95","-"
"Tom Davies","EVE","M","153","FA","EVE 0<br/>@TOT 1 F","6.85","6.85","-"
"Ezri Konsa Ngoyo","AVL","D","154","FA","AVL 0<br/>@LIV 2 F","6.85","6.85","-"
"Jefferson Lerma","BOU","M","155","FA","BOU 2<br/>@MUN 5 F","6.85","6.85","-"
"Luka Milivojevic","CRY","M","156","RBF","CRY 0<br/>@LEI 3 F","6.85","6.85","-"
"Eddie Nketiah","ARS","F","157","FA","ARS 2<br/>@WOL 0 F","6.85","6.85","-"
"Angelo Ogbonna","WHU","D","158","FA","WHU 2<br/>@NEW 2 F","6.75","6.75","-"
"Aymeric Laporte","MCI","D","159","FA","MCI 0<br/>@SOU 1 F","6.7","6.7","-"
"Willy Boly","WOL","D","160","mcavinur","ARS 2<br/>@WOL 0 F","6.6","6.6","-"
"Fernandinho","MCI","D,M","161","FA","MCI 0<br/>@SOU 1 F","6.6","6.6","-"
"Christian Benteke","CRY","F","162","FA","CRY 0<br/>@LEI 3 F","6.5","6.5","-"
"Yerry Mina","EVE","D","163","FA","EVE 0<br/>@TOT 1 F","6.5","6.5","-"
"Mamadou Sakho","CRY","D","164","FA","CRY 0<br/>@LEI 3 F","6.5","6.5","-"
"Rui Patricio","WOL","G","165","Damo","ARS 2<br/>@WOL 0 F","6.5","6.5","-"
"Alex Oxlade-Chamberlain","LIV","M,F","166","FA","AVL 0<br/>@LIV 2 F","6.35","6.35","-"
"Dominic Calvert-Lewin","EVE","F","167","MKFC","EVE 0<br/>@TOT 1 F","6.3","6.3","-"
"Phil Bardsley","BUR","D","168","MAX","SHU 1<br/>@BUR 1 F","6.25","6.25","-"
"Kenny McLean","NOR","M","169","FA","BHA 1<br/>@NOR 0 F","6.25","6.25","-"
"Diego Rico","BOU","D","170","FA","BOU 2<br/>@MUN 5 F","6.25","6.25","-"
"Gabriel Jesus","MCI","F","171","MAX","MCI 0<br/>@SOU 1 F","6.25","6.25","-"
"Gary Cahill","CRY","D","172","MKFC","CRY 0<br/>@LEI 3 F","6.2","6.2","-"
"Federico Fernandez","NEW","D","173","FA","WHU 2<br/>@NEW 2 F","6.2","6.2","-"
"Michael Keane","EVE","D","174","FA","EVE 0<br/>@TOT 1 F","6.05","6.05","-"
"Riyad Mahrez","MCI","M,F","175","ColmOF","MCI 0<br/>@SOU 1 F","6","6","-"
"Harry Kane","TOT","F","176","MKFC","EVE 0<br/>@TOT 1 F","5.95","5.95","-"
"Jack Robinson","QPR/SHU","D","177","FA","SHU 1<br/>@BUR 1 F","5.95","5.95","-"
"Matt Doherty","WOL","D,M","178","Damo","ARS 2<br/>@WOL 0 F","5.9","5.9","-"
"Charlie Taylor","BUR","D","179","Damo","SHU 1<br/>@BUR 1 F","5.9","5.9","-"
"Keinan Davis","AVL","M,F","180","FA","AVL 0<br/>@LIV 2 F","5.85","5.85","-"
"Craig Dawson","WAT","D","181","FA","WAT 0<br/>@CHE 3 F","5.8","5.8","-"
"Ryan Bennett","WOL/LEI","D","182","FA","CRY 0<br/>@LEI 3 F","5.75","5.75","-"
"Erik Pieters","BUR","D","183","FA","SHU 1<br/>@BUR 1 F","5.75","5.75","-"
"Raheem Sterling","MCI","M,F","184","ColmL","MCI 0<br/>@SOU 1 F","5.75","5.75","-"
"Lucas Moura","TOT","M,F","185","mcavinur","EVE 0<br/>@TOT 1 F","5.7","5.7","-"
"Kiko Femenia","WAT","D","186","FA","WAT 0<br/>@CHE 3 F","5.5","5.5","-"
"Manuel Lanzini","WHU","M","187","FA","WHU 2<br/>@NEW 2 F","5.5","5.5","-"
"Jamal Lewis","NOR","D","188","FA","BHA 1<br/>@NOR 0 F","5.5","5.5","-"
"Georginio Wijnaldum","LIV","M","189","FA","AVL 0<br/>@LIV 2 F","5.5","5.5","-"
"Mason Mount","CHE","M,F","190","RBF","WAT 0<br/>@CHE 3 F","5.35","5.35","-"
"Tyrone Mings","AVL","D","191","FA","AVL 0<br/>@LIV 2 F","5.25","5.25","-"
"Andros Townsend","CRY","M,F","192","FA","CRY 0<br/>@LEI 3 F","5.25","5.25","-"
"Richarlison","EVE","M,F","193","ColmL","EVE 0<br/>@TOT 1 F","5.25","5.25","-"
"Jamaal Lascelles","NEW","D","194","FA","WHU 2<br/>@NEW 2 F","5.15","5.15","-"
"Jonny","WOL","D,M","195","ColmOF","ARS 2<br/>@WOL 0 F","5.1","5.1","-"
"Timm Klose","NOR","D","196","FA","BHA 1<br/>@NOR 0 F","5.05","5.05","-"
"Lewis Cook","BOU","M","197","FA","BOU 2<br/>@MUN 5 F","5","5","-"
"Kortney Hause","AVL","D","198","FA","AVL 0<br/>@LIV 2 F","5","5","-"
"Tim Krul","NOR","G","199","FA","BHA 1<br/>@NOR 0 F","5","5","-"
"Gylfi Sigurdsson","EVE","M","200","ColmOF","EVE 0<br/>@TOT 1 F","5","5","-"
"Andriy Yarmolenko","WHU","M,F","201","FA","WHU 2<br/>@NEW 2 F","5","5","-"
"Nathan Ake","BOU","D","202","FA","BOU 2<br/>@MUN 5 F","4.95","4.95","-"
"Ismaila Sarr","WAT","M,F","203","MKFC","WAT 0<br/>@CHE 3 F","4.85","4.85","-"
"Troy Deeney","WAT","F","204","mcavinur","WAT 0<br/>@CHE 3 F","4.75","4.75","-"
"Jordan Henderson","LIV","M","205","Eoghanoc","AVL 0<br/>@LIV 2 F","4.75","4.75","-"
"James McArthur","CRY","M","206","RBF","CRY 0<br/>@LEI 3 F","4.75","4.75","-"
"Jota","AVL","M","207","FA","AVL 0<br/>@LIV 2 F","4.75","4.75","-"
"Dominic Solanke","BOU","F","208","FA","BOU 2<br/>@MUN 5 F","4.75","4.75","-"
"Fabinho","LIV","M","209","FA","AVL 0<br/>@LIV 2 F","4.75","4.75","-"
"Etienne Capoue","WAT","M","210","FA","WAT 0<br/>@CHE 3 F","4.7","4.7","-"
"Shane Long","SOU","F","211","FA","MCI 0<br/>@SOU 1 F","4.6","4.6","-"
"Victor Lindelof","MUN","D","212","FA","BOU 2<br/>@MUN 5 F","4.55","4.55","-"
"Daniel James","MUN","M","213","FA","BOU 2<br/>@MUN 5 F","4.5","4.5","-"
"Moise Kean","EVE","F","214","FA","EVE 0<br/>@TOT 1 F","4.5","4.5","-"
"David de Gea","MUN","G","215","FA","BOU 2<br/>@MUN 5 F","4.5","4.5","-"
"Christian Kabasele","WAT","D","216","Eoghanoc","WAT 0<br/>@CHE 3 F","4.4","4.4","-"
"Leander Dendoncker","WOL","D,M","217","FA","ARS 2<br/>@WOL 0 F","4.25","4.25","-"
"Josip Drmic","NOR","F","218","FA","BHA 1<br/>@NOR 0 F","4.25","4.25","-"
"Seamus Coleman","EVE","D","219","ColmL","EVE 0<br/>@TOT 1 F","4.1","4.1","-"
"Roberto Firmino","LIV","M,F","220","Eoghanoc","AVL 0<br/>@LIV 2 F","4","4","-"
"Vicente Guaita","CRY","G","221","FA","CRY 0<br/>@LEI 3 F","4","4","-"
"Neal Maupay","BHA","F","222","FA","BHA 1<br/>@NOR 0 F","4","4","-"
"Hector Bellerin","ARS","D","223","FA","ARS 2<br/>@WOL 0 F","3.95","3.95","-"
"Divock Origi","LIV","F","224","FA","AVL 0<br/>@LIV 2 F","3.95","3.95","-"
"Matej Vydra","BUR","F","225","FA","SHU 1<br/>@BUR 1 F","3.85","3.85","-"
"Danny Welbeck","WAT","F","226","FA","WAT 0<br/>@CHE 3 F","3.75","3.75","-"
"Lloyd Kelly","BOU","D","227","FA","BOU 2<br/>@MUN 5 F","3.6","3.6","-"
"Mbwana Samatta","AVL","F","228","FA","AVL 0<br/>@LIV 2 F","3.6","3.6","-"
"Phil Foden","MCI","M,F","229","ColmOF","MCI 0<br/>@SOU 1 F","3.5","3.5","-"
"Valentino Lazaro","NEW","M","230","FA","WHU 2<br/>@NEW 2 F","3.5","3.5","-"
"Joel Ward","CRY","D","231","FA","CRY 0<br/>@LEI 3 F","3.35","3.35","-"
"Aaron Connolly","BHA","F","232","FA","BHA 1<br/>@NOR 0 F","3.25","3.25","-"
"Kevin De Bruyne","MCI","M","233","Eoghanoc","MCI 0<br/>@SOU 1 F","3.25","3.25","-"
"Harry Wilson","BOU","M","234","FA","BOU 2<br/>@MUN 5 F","3.25","3.25","-"
"Eric Bailly","MUN","D","235","FA","BOU 2<br/>@MUN 5 F","3.15","3.15","-"
"Tom Cleverley","WAT","M","236","FA","WAT 0<br/>@CHE 3 F","3","3","-"
"Pablo Fornals","WHU","M","237","FA","WHU 2<br/>@NEW 2 F","3","3","-"
"Ainsley Maitland-Niles","ARS","D,M","238","MAX","ARS 2<br/>@WOL 0 F","2.95","2.95","-"
"Philip Billing","BOU","M","239","FA","BOU 2<br/>@MUN 5 F","2.85","2.85","-"
"Ruben Loftus-Cheek","CHE","M","240","FA","WAT 0<br/>@CHE 3 F","2.85","2.85","-"
"Patrick van Aanholt","CRY","D","241","mcavinur","CRY 0<br/>@LEI 3 F","2.7","2.7","-"
"Conor Coady","WOL","D","242","FA","ARS 2<br/>@WOL 0 F","2.6","2.6","-"
"Isaac Hayden","NEW","M","243","FA","WHU 2<br/>@NEW 2 F","2.5","2.5","-"
"Adrian Mariappa","WAT","D","244","FA","WAT 0<br/>@CHE 3 F","2.5","2.5","-"
"Adam Smith","BOU","D","245","FA","BOU 2<br/>@MUN 5 F","2.45","2.45","-"
"Alex Iwobi","EVE","M,F","246","FA","EVE 0<br/>@TOT 1 F","2.35","2.35","-"
"Christian Fuchs","LEI","D","247","FA","CRY 0<br/>@LEI 3 F","2.3","2.3","-"
"Alexis Mac Allister","BHA","M","248","FA","BHA 1<br/>@NOR 0 F","2.25","2.25","-"
"Mark Noble","WHU","M","249","FA","WHU 2<br/>@NEW 2 F","2.25","2.25","-"
"Andre Gomes","EVE","M","250","FA","EVE 0<br/>@TOT 1 F","2.25","2.25","-"
"Jack O'Connell","SHU","D","251","MKFC","SHU 1<br/>@BUR 1 F","2.05","2.05","-"
"Dennis Praet","LEI","M","252","FA","CRY 0<br/>@LEI 3 F","2","2","-"
"Bernardo","BHA","D","253","FA","BHA 1<br/>@NOR 0 F","1.85","1.85","-"
"Bernard","EVE","M,F","254","FA","EVE 0<br/>@TOT 1 F","1.75","1.75","-"
"Hamza Choudhury","LEI","M","255","FA","CRY 0<br/>@LEI 3 F","1.75","1.75","-"
"Pascal Gross","BHA","M,F","256","FA","BHA 1<br/>@NOR 0 F","1.75","1.75","-"
"Callum Hudson-Odoi","CHE","F","257","FA","WAT 0<br/>@CHE 3 F","1.75","1.75","-"
"Dale Stephens","BHA","M","258","FA","BHA 1<br/>@NOR 0 F","1.75","1.75","-"
"Diogo Jota","WOL","M,F","259","Damo","ARS 2<br/>@WOL 0 F","1.75","1.75","-"
"Erik Lamela","TOT","M","260","Eoghanoc","EVE 0<br/>@TOT 1 F","1.7","1.7","-"
"Adam Masina","WAT","D","261","FA","WAT 0<br/>@CHE 3 F","1.6","1.6","-"
"David Brooks","BOU","M","262","FA","BOU 2<br/>@MUN 5 F","1.5","1.5","-"
"Billy Gilmour","CHE","M","263","FA","WAT 0<br/>@CHE 3 F","1.5","1.5","-"
"Cheikhou Kouyate","CRY","M","264","FA","CRY 0<br/>@LEI 3 F","1.5","1.5","-"
"Matt Ritchie","NEW","D,M","265","ColmL","WHU 2<br/>@NEW 2 F","1.5","1.5","-"
"Jack Rodwell","SUN/SHU","M","266","FA","SHU 1<br/>@BUR 1 F","1.35","1.35","-"
"Djibril Sidibe","EVE","D","267","FA","EVE 0<br/>@TOT 1 F","1.3","1.3","-"
"Juan Mata","MUN","M","268","FA","BOU 2<br/>@MUN 5 F","1.25","1.25","-"
"Lys Mousset","SHU","F","269","FA","SHU 1<br/>@BUR 1 F","1.25","1.25","-"
"Roberto Pereyra","WAT","M","270","FA","WAT 0<br/>@CHE 3 F","1.25","1.25","-"
"Mario Vrancic","NOR","M","271","FA","BHA 1<br/>@NOR 0 F","1.25","1.25","-"
"Chris Wood","BUR","F","272","FA","SHU 1<br/>@BUR 1 F","1.25","1.25","-"
"Jack Stacey","BOU","D","273","FA","BOU 2<br/>@MUN 5 F","1.2","1.2","-"
"Steven Bergwijn","TOT","F","274","Damo","EVE 0<br/>@TOT 1 F","1","1","-"
