"Player","Team","Position","Rk","Status","Opponent","FPts","FP/G","% Owned","+/-"
"Ryan Fraser","BOU","M","34","W (Tue)","AVL 1<br/>@BOU 2 F","17.5","17.5","87%","+0.3%"
"Enda Stevens","SHU","D,M","35","MKFC","SHU 1<br/>@CRY 0 F","17.45","17.45","88%","0%"
"Shkodran Mustafi","ARS","D","36","W (Tue)","ARS 0<br/>@BUR 0 F","17.4","17.4","19%","+2.1%"
"Son Heung-Min","TOT","M,F","37","Eoghanoc","MCI 0<br/>@TOT 2 F","17.1","17.1","100%","0%"
"Ben Mee","BUR","D","38","W (Tue)","ARS 0<br/>@BUR 0 F","17.1","17.1","74%","+1.2%"
"David de Gea","MUN","G","39","W (Tue)","WOL 0<br/>@MUN 0 F","17","17","78%","-0.2%"
"Mbwana Samatta","AVL","F","40","W (Tue)","AVL 1<br/>@BOU 2 F","17","17","33%","+5.8%"
"Davy Propper","BHA","M","41","W (Tue)","BHA 3<br/>@WHU 3 F","16.75","16.75","34%","-0.7%"
"Harry Maguire","MUN","D","42","MKFC","WOL 0<br/>@MUN 0 F","16.7","16.7","99%","-0.3%"
"John Egan","SHU","D","43","Damo","SHU 1<br/>@CRY 0 F","16.7","16.7","62%","+1.2%"
"Max Aarons","NOR","D","44","W (Tue)","NOR 0<br/>@NEW 0 F","16.6","16.6","18%","+0.1%"
"Andrew Robertson","LIV","D","45","mcavinur","SOU 0<br/>@LIV 4 F","16.55","16.55","100%","0%"
"Bernd Leno","ARS","G","46","W (Tue)","ARS 0<br/>@BUR 0 F","16.5","16.5","88%","+0.1%"
"Harvey Barnes","LEI","M","47","ColmOF","CHE 2<br/>@LEI 2 F","16.35","16.35","84%","+1.9%"
"Charlie Taylor","BUR","D","48","W (Tue)","ARS 0<br/>@BUR 0 F","16.35","16.35","22%","+0.5%"
"Ciaran Clark","NEW","D","49","W (Tue)","NOR 0<br/>@NEW 0 F","16.3","16.3","9%","+1.3%"
"Alex Oxlade-Chamberlain","LIV","M","50","W (Tue)","SOU 0<br/>@LIV 4 F","16.25","16.25","70%","+10.4%"
"Matthew Lowton","BUR","D","51","W (Tue)","ARS 0<br/>@BUR 0 F","16.25","16.25","12%","+0.4%"
"Glenn Murray","BHA","F","52","W (Tue)","BHA 3<br/>@WHU 3 F","15.95","15.95","20%","+1.1%"
"George Baldock","SHU","D,M","53","ColmL","SHU 1<br/>@CRY 0 F","15.9","15.9","81%","+0.3%"
"Diego Rico","BOU","D","54","MAX","AVL 1<br/>@BOU 2 F","15.9","15.9","65%","0%"
"Davinson Sanchez","TOT","D","55","W (Tue)","MCI 0<br/>@TOT 2 F","15.9","15.9","29%","+1.4%"
"Dan Gosling","BOU","M","56","W (Tue)","AVL 1<br/>@BOU 2 F","15.9","15.9","2%","+0.2%"
"Virgil van Dijk","LIV","D","57","RBF","SOU 0<br/>@LIV 4 F","15.85","15.85","100%","0%"
"Oliver Norwood","SHU","M","58","RBF","SHU 1<br/>@CRY 0 F","15.8","15.8","74%","+0.1%"
"Sam Byram","NOR","D","59","W (Tue)","NOR 0<br/>@NEW 0 F","15.7","15.7","1%","0%"
"Steven Bergwijn","TOT","F","60","W (Tue)","MCI 0<br/>@TOT 2 F","15.5","15.5","47%","+27.8%"
"Lucas Moura","TOT","M,F","61","mcavinur","MCI 0<br/>@TOT 2 F","15.35","15.35","97%","-0.5%"
"Gylfi Sigurdsson","EVE","M","62","ColmOF","EVE 3<br/>@WAT 2 F","15.25","15.25","97%","+0.7%"
"Nick Pope","BUR","G","63","W (Tue)","ARS 0<br/>@BUR 0 F","15.25","15.25","72%","+1.7%"
"Allan Saint-Maximin","NEW","M,F","64","MAX","NOR 0<br/>@NEW 0 F","15.25","15.25","60%","+1.6%"
"Conor Coady","WOL","D","65","W (Tue)","WOL 0<br/>@MUN 0 F","15.2","15.2","14%","-0.4%"
"David Luiz","ARS","D","66","ColmL","ARS 0<br/>@BUR 0 F","15.15","15.15","52%","0%"
"Adam Masina","WAT","D","67","W (Tue)","EVE 3<br/>@WAT 2 F","15.15","15.15","20%","+4.5%"
"James Tarkowski","BUR","D","68","Eoghanoc","ARS 0<br/>@BUR 0 F","15.1","15.1","96%","0%"
"Djibril Sidibe","EVE","D","69","MKFC","EVE 3<br/>@WAT 2 F","15","15","81%","+0.2%"
"Christoph Zimmermann","NOR","D","70","W (Tue)","NOR 0<br/>@NEW 0 F","14.9","14.9","1%","0%"
"Jamaal Lascelles","NEW","D","71","W (Tue)","NOR 0<br/>@NEW 0 F","14.45","14.45","17%","+1.1%"
"Troy Deeney","WAT","F","72","W (Tue)","EVE 3<br/>@WAT 2 F","14.1","14.1","92%","+0.3%"
"Matt Ritchie","NEW","D,M","73","ColmL","NOR 0<br/>@NEW 0 F","13.95","13.95","65%","-0.6%"
"Victor Lindelof","MUN","D","74","W (Tue)","WOL 0<br/>@MUN 0 F","13.8","13.8","46%","+0.7%"
"Diogo Jota","WOL","M,F","75","Damo","WOL 0<br/>@MUN 0 F","13.75","13.75","79%","+1.1%"
"Nabil Bentaleb","NEW","M","76","W (Tue)","NOR 0<br/>@NEW 0 F","13.7","13.7","19%","+5.5%"
"Kenny McLean","NOR","M","77","W (Tue)","NOR 0<br/>@NEW 0 F","13.55","13.55","24%","+0.5%"
"Michail Antonio","WHU","M","78","W (Tue)","BHA 3<br/>@WHU 3 F","13.5","13.5","74%","+1.5%"
"Theo Walcott","EVE","M,F","79","W (Tue)","EVE 3<br/>@WAT 2 F","13.5","13.5","16%","+0.6%"
"Joseph Gomez","LIV","D","80","mcavinur","SOU 0<br/>@LIV 4 F","13.35","13.35","90%","+0.1%"
"Matt Doherty","WOL","D,M","81","Damo","WOL 0<br/>@MUN 0 F","13.3","13.3","97%","0%"
"Toby Alderweireld","TOT","D","82","Damo","MCI 0<br/>@TOT 2 F","13.25","13.25","74%","-1.6%"
"Simon Francis","BOU","D","83","W (Tue)","AVL 1<br/>@BOU 2 F","13.25","13.25","1%","+0.1%"
"Ruben Neves","WOL","M","84","W (Tue)","WOL 0<br/>@MUN 0 F","13.2","13.2","67%","-0.6%"
"Trent Alexander-Arnold","LIV","D","85","ColmOF","SOU 0<br/>@LIV 4 F","13.05","13.05","100%","0%"
"Mason Holgate","EVE","D","86","mcavinur","EVE 3<br/>@WAT 2 F","12.95","12.95","24%","-0.6%"
"Sebastien Haller","WHU","F","87","ColmL","BHA 3<br/>@WHU 3 F","12.85","12.85","97%","-0.6%"
"James Ward-Prowse","SOU","M","88","Damo","SOU 0<br/>@LIV 4 F","12.75","12.75","98%","-0.5%"
"James Maddison","LEI","M","89","Damo","CHE 2<br/>@LEI 2 F","12.6","12.6","100%","0%"
"Gerard Deulofeu","WAT","M,F","90","MAX","EVE 3<br/>@WAT 2 F","12.5","12.5","98%","+0.1%"
"Roberto Pereyra","WAT","M","91","W (Tue)","EVE 3<br/>@WAT 2 F","12.5","12.5","32%","+1.3%"
"Alex McCarthy","SOU","G","92","W (Tue)","SOU 0<br/>@LIV 4 F","12.5","12.5","7%","-0.6%"
"Keinan Davis","AVL","M,F","93","W (Tue)","AVL 1<br/>@BOU 2 F","12.5","12.5","0%","-0.1%"
"Ondrej Duda","NOR","M","94","ColmOF","NOR 0<br/>@NEW 0 F","12.35","12.35","49%","+3.7%"
"Tomas Soucek","WHU","M","95","W (Tue)","BHA 3<br/>@WHU 3 F","12.3","12.3","10%","+7.7%"
"Ashley Westwood","BUR","M","96","W (Tue)","ARS 0<br/>@BUR 0 F","12.25","12.25","47%","-1.1%"
"Jeff Hendrick","BUR","M","97","W (Tue)","ARS 0<br/>@BUR 0 F","12.2","12.2","3%","-0.1%"
"Jack OConnell","SHU","D","98","MKFC","SHU 1<br/>@CRY 0 F","12.15","12.15","82%","+0.5%"
"Romain Saiss","WOL","D,M","99","W (Tue)","WOL 0<br/>@MUN 0 F","12.15","12.15","11%","+0.6%"
"Oleksandr Zinchenko","MCI","D,M","100","W (Tue)","MCI 0<br/>@TOT 2 F","12.1","12.1","65%","+0.3%"
"Declan Rice","WHU","M","101","MKFC","BHA 3<br/>@WHU 3 F","11.85","11.85","62%","-2.1%"
"Pepe Reina","AVL","G","102","W (Tue)","AVL 1<br/>@BOU 2 F","11.75","11.75","6%","-0.1%"
"Miguel Almiron","NEW","M","103","MKFC","NOR 0<br/>@NEW 0 F","11.7","11.7","71%","+0.3%"
"Hamza Choudhury","LEI","M","104","W (Tue)","CHE 2<br/>@LEI 2 F","11.7","11.7","3%","+0.8%"
"Adama Traore","WOL","F","105","MKFC","WOL 0<br/>@MUN 0 F","11.35","11.35","91%","0%"
"Lukasz Fabianski","WHU","G","106","W (Tue)","BHA 3<br/>@WHU 3 F","11.25","11.25","51%","+5%"
"Aaron Ramsdale","BOU","G","107","W (Tue)","AVL 1<br/>@BOU 2 F","11.25","11.25","27%","+1.3%"
"NGolo Kante","CHE","M","108","ColmOF","CHE 2<br/>@LEI 2 F","11.05","11.05","94%","-0.3%"
"Lukas Rupp","NOR","M","109","W (Tue)","NOR 0<br/>@NEW 0 F","11","11","1%","+0.4%"
"Harry Wilson","BOU","M","110","Damo","AVL 1<br/>@BOU 2 F","10.85","10.85","57%","+1.9%"
"Riyad Mahrez","MCI","M,F","111","ColmOF","MCI 0<br/>@TOT 2 F","10.75","10.75","100%","0%"
"Leandro Trossard","BHA","M,F","112","W (Tue)","BHA 3<br/>@WHU 3 F","10.75","10.75","71%","-0.4%"
"Sander Berge","SHU","M","113","W (Tue)","SHU 1<br/>@CRY 0 F","10.75","10.75","14%","+13.9%"
"Vicente Guaita","CRY","G","114","mcavinur","SHU 1<br/>@CRY 0 F","10.5","10.5","48%","+0.8%"
"Fernandinho","MCI","D,M","115","W (Tue)","MCI 0<br/>@TOT 2 F","10.4","10.4","43%","+0.4%"
"Pierre-Emerick Aubameyang","ARS","M,F","116","ColmOF","ARS 0<br/>@BUR 0 F","10.35","10.35","100%","0%"
"Richarlison","EVE","M,F","117","ColmL","EVE 3<br/>@WAT 2 F","10.3","10.3","100%","0%"
"Tanguy Ndombele","TOT","M","118","Damo","MCI 0<br/>@TOT 2 F","10.25","10.25","58%","-0.5%"
"Mat Ryan","BHA","G","119","mcavinur","BHA 3<br/>@WHU 3 F","10.25","10.25","58%","-3.4%"
"Kyle Walker","MCI","D","120","W (Tue)","MCI 0<br/>@TOT 2 F","10.2","10.2","84%","+0.7%"
"Pierre-Emile Hojbjerg","SOU","M","121","MKFC","SOU 0<br/>@LIV 4 F","9.95","9.95","72%","-1.1%"
"Raul Jimenez","WOL","F","122","Eoghanoc","WOL 0<br/>@MUN 0 F","9.75","9.75","100%","0%"
"Danny Ings","SOU","F","123","Damo","SOU 0<br/>@LIV 4 F","9.7","9.7","98%","+0.1%"
"Caglar Soyuncu","LEI","D","124","Damo","CHE 2<br/>@LEI 2 F","9.6","9.6","89%","0%"
"Dale Stephens","BHA","M","125","W (Tue)","BHA 3<br/>@WHU 3 F","9.6","9.6","10%","-0.3%"
"Moise Kean","EVE","F","126","W (Tue)","EVE 3<br/>@WAT 2 F","9.5","9.5","39%","-5%"
"Alexandre Lacazette","ARS","F","127","ColmL","ARS 0<br/>@BUR 0 F","9.25","9.25","99%","-0.2%"
"Fabinho","LIV","M","128","W (Tue)","SOU 0<br/>@LIV 4 F","9.25","9.25","65%","0%"
"Christian Benteke","CRY","F","129","W (Tue)","SHU 1<br/>@CRY 0 F","9.25","9.25","16%","+6.2%"
"Fred","MUN","M","130","RBF","WOL 0<br/>@MUN 0 F","9.2","9.2","57%","+0.9%"
"Fabian Delph","EVE","D,M","131","W (Tue)","EVE 3<br/>@WAT 2 F","9.2","9.2","11%","-0.2%"
"Gary Cahill","CRY","D","132","W (Tue)","SHU 1<br/>@CRY 0 F","9.2","9.2","6%","+0.5%"
"Cesar Azpilicueta","CHE","D","133","RBF","CHE 2<br/>@LEI 2 F","9.05","9.05","100%","0%"
"Kevin De Bruyne","MCI","M","134","Eoghanoc","MCI 0<br/>@TOT 2 F","9","9","100%","0%"
"James McArthur","CRY","M","135","W (Tue)","SHU 1<br/>@CRY 0 F","9","9","63%","-1.3%"
"Reece James","CHE","D","136","MAX","CHE 2<br/>@LEI 2 F","8.85","8.85","70%","+1.1%"
"Georginio Wijnaldum","LIV","M","137","W (Tue)","SOU 0<br/>@LIV 4 F","8.85","8.85","68%","-1.1%"
"Lucas Digne","EVE","D","138","MAX","EVE 3<br/>@WAT 2 F","8.75","8.75","100%","+0.1%"
"Mark Noble","WHU","M","139","W (Tue)","BHA 3<br/>@WHU 3 F","8.75","8.75","34%","-3.3%"
"Joelinton","NEW","F","140","W (Tue)","NOR 0<br/>@NEW 0 F","8.7","8.7","60%","+1.2%"
"Chris Wood","BUR","F","141","W (Tue)","ARS 0<br/>@BUR 0 F","8.6","8.6","73%","+2.7%"
"Harry Winks","TOT","M","142","W (Tue)","MCI 0<br/>@TOT 2 F","8.55","8.55","9%","+0.8%"
"Ryan Bertrand","SOU","D,M","143","ColmOF","SOU 0<br/>@LIV 4 F","8.5","8.5","26%","-0.2%"
"Jan Bednarek","SOU","D","144","RBF","SOU 0<br/>@LIV 4 F","8.5","8.5","14%","+0.1%"
"Bruno Fernandes","MUN","M","145","W (Tue)","WOL 0<br/>@MUN 0 F","8.3","8.3","31%","+30.6%"
"Jay Rodriguez","BUR","F","146","W (Tue)","ARS 0<br/>@BUR 0 F","8.25","8.25","9%","+2.4%"
"Giovani Lo Celso","TOT","M","147","ColmOF","MCI 0<br/>@TOT 2 F","8.2","8.2","60%","+2.5%"
"Shane Long","SOU","F","148","W (Tue)","SOU 0<br/>@LIV 4 F","8.1","8.1","17%","-1.7%"
"Callum Hudson-Odoi","CHE","F","149","W (Tue)","CHE 2<br/>@LEI 2 F","8.05","8.05","79%","+0.2%"
"Gabriel Martinelli","ARS","M,F","150","MAX","ARS 0<br/>@BUR 0 F","8","8","63%","+1.2%"
"Frederic Guilbert","AVL","D","151","Eoghanoc","AVL 1<br/>@BOU 2 F","8","8","42%","+1.4%"
"Ryan Fredericks","WHU","D","152","W (Tue)","BHA 3<br/>@WHU 3 F","8","8","14%","+4.5%"
"Jack Cork","BUR","M","153","W (Tue)","ARS 0<br/>@BUR 0 F","8","8","6%","-0.1%"
"Jorginho","CHE","M","154","MKFC","CHE 2<br/>@LEI 2 F","7.85","7.85","84%","+0.7%"
"Moussa Djenepo","SOU","M","155","W (Tue)","SOU 0<br/>@LIV 4 F","7.6","7.6","12%","+0.3%"
"Ayoze Perez","LEI","M,F","156","Damo","CHE 2<br/>@LEI 2 F","7.5","7.5","98%","0%"
"Mesut Ozil","ARS","M","157","mcavinur","ARS 0<br/>@BUR 0 F","7.5","7.5","81%","-2%"
"Jordan Ayew","CRY","F","158","RBF","SHU 1<br/>@CRY 0 F","7.5","7.5","66%","-0.1%"
"Matt Targett","AVL","D,M","159","MAX","AVL 1<br/>@BOU 2 F","7.5","7.5","66%","+2.6%"
"Bernardo","BHA","D","160","W (Tue)","BHA 3<br/>@WHU 3 F","7.4","7.4","12%","-2.1%"
"Daniel James","MUN","M","161","RBF","WOL 0<br/>@MUN 0 F","7.25","7.25","91%","-1.8%"
"Todd Cantwell","NOR","M","162","RBF","NOR 0<br/>@NEW 0 F","7.25","7.25","84%","-0.7%"
"Ricardo Pereira","LEI","D","163","mcavinur","CHE 2<br/>@LEI 2 F","7.1","7.1","100%","0%"
"Adam Smith","BOU","D","164","W (Tue)","AVL 1<br/>@BOU 2 F","7.05","7.05","5%","+0.3%"
"Teemu Pukki","NOR","F","165","ColmOF","NOR 0<br/>@NEW 0 F","7","7","98%","+0.1%"
"Pedro","CHE","F","166","W (Tue)","CHE 2<br/>@LEI 2 F","7","7","45%","+11.3%"
"Nicolas Otamendi","MCI","D","167","W (Tue)","MCI 0<br/>@TOT 2 F","6.85","6.85","47%","+3.9%"
"Jamie Vardy","LEI","F","168","ColmOF","CHE 2<br/>@LEI 2 F","6.75","6.75","100%","0%"
"Wilfried Zaha","CRY","M,F","169","ColmOF","SHU 1<br/>@CRY 0 F","6.75","6.75","99%","-0.2%"
"Willy Caballero","CHE","G","170","W (Tue)","CHE 2<br/>@LEI 2 F","6.75","6.75","2%","+1.2%"
"Granit Xhaka","ARS","M","171","W (Tue)","ARS 0<br/>@BUR 0 F","6.7","6.7","30%","+0.2%"
"Joel Ward","CRY","D","172","W (Tue)","SHU 1<br/>@CRY 0 F","6.65","6.65","13%","+0.4%"
"Dominic Calvert-Lewin","EVE","F","173","MKFC","EVE 3<br/>@WAT 2 F","6.6","6.6","87%","+0.4%"
"James McCarthy","CRY","M","174","W (Tue)","SHU 1<br/>@CRY 0 F","6.6","6.6","1%","-0.1%"
"Emiliano Buendia","NOR","M","175","ColmL","NOR 0<br/>@NEW 0 F","6.5","6.5","94%","-0.7%"
"Abdoulaye Doucoure","WAT","M","176","Damo","EVE 3<br/>@WAT 2 F","6.5","6.5","91%","-1.1%"
"John Fleck","SHU","M","177","mcavinur","SHU 1<br/>@CRY 0 F","6.5","6.5","82%","+0.3%"
"Solly March","BHA","M,F","178","W (Tue)","BHA 3<br/>@WHU 3 F","6.5","6.5","25%","-0.2%"
"Martin Montoya","BHA","D,M","179","W (Tue)","BHA 3<br/>@WHU 3 F","6.45","6.45","18%","-0.2%"
"Ben Foster","WAT","G","180","MAX","EVE 3<br/>@WAT 2 F","6.25","6.25","64%","-0.3%"
"Andreas Pereira","MUN","M","181","W (Tue)","WOL 0<br/>@MUN 0 F","6.25","6.25","29%","-1.3%"
"Lys Mousset","SHU","F","182","W (Tue)","SHU 1<br/>@CRY 0 F","6.25","6.25","16%","-1.6%"
"Craig Cathcart","WAT","D","183","W (Tue)","EVE 3<br/>@WAT 2 F","6.2","6.2","10%","-0.4%"
"Nathaniel Chalobah","WAT","M","184","W (Tue)","EVE 3<br/>@WAT 2 F","6.2","6.2","1%","+0.1%"
"Jonny Evans","LEI","D","185","mcavinur","CHE 2<br/>@LEI 2 F","6.15","6.15","88%","-0.2%"
"Aaron Cresswell","WHU","D","186","W (Tue)","BHA 3<br/>@WHU 3 F","6.1","6.1","26%","-2.1%"
"Anwar El Ghazi","AVL","M,F","187","MKFC","AVL 1<br/>@BOU 2 F","6","6","71%","-1.2%"
"Lucas Torreira","ARS","M","188","W (Tue)","ARS 0<br/>@BUR 0 F","6","6","22%","-1%"
"Douglas Luiz","AVL","M","189","W (Tue)","AVL 1<br/>@BOU 2 F","6","6","10%","+2.4%"
"Luka Milivojevic","CRY","M","190","RBF","SHU 1<br/>@CRY 0 F","5.85","5.85","89%","-0.1%"
"Sean Longstaff","NEW","M","191","W (Tue)","NOR 0<br/>@NEW 0 F","5.85","5.85","4%","-0.5%"
"Alexander Tettey","NOR","M","192","W (Tue)","NOR 0<br/>@NEW 0 F","5.8","5.8","2%","+0.2%"
"Ilkay Gundogan","MCI","M","193","MAX","MCI 0<br/>@TOT 2 F","5.75","5.75","69%","+3%"
"Patrick van Aanholt","CRY","D","194","W (Tue)","SHU 1<br/>@CRY 0 F","5.7","5.7","65%","+5.7%"
"Raheem Sterling","MCI","F","195","ColmL","MCI 0<br/>@TOT 2 F","5.5","5.5","100%","0%"
"Oriol Romeu","SOU","M","196","W (Tue)","SOU 0<br/>@LIV 4 F","5.5","5.5","4%","0%"
"Anthony Martial","MUN","F","197","RBF","WOL 0<br/>@MUN 0 F","5.35","5.35","100%","0%"
"Adam Webster","BHA","D","198","mcavinur","BHA 3<br/>@WHU 3 F","5.3","5.3","27%","-1.9%"
"Nathan Redmond","SOU","M,F","199","Eoghanoc","SOU 0<br/>@LIV 4 F","5.25","5.25","92%","+0.3%"
"James Tomkins","CRY","D","200","W (Tue)","SHU 1<br/>@CRY 0 F","5.25","5.25","19%","+0.3%"
"Kortney Hause","AVL","D","201","W (Tue)","AVL 1<br/>@BOU 2 F","5.25","5.25","8%","+0.4%"
"Oliver McBurnie","SHU","F","202","W (Tue)","SHU 1<br/>@CRY 0 F","5.2","5.2","21%","+1.4%"
"Bjorn Engels","AVL","D","203","W (Tue)","AVL 1<br/>@BOU 2 F","5.2","5.2","3%","-0.1%"
"Andreas Christensen","CHE","D","204","W (Tue)","CHE 2<br/>@LEI 2 F","5.15","5.15","16%","-0.6%"
"Lewis Dunk","BHA","D","205","RBF","BHA 3<br/>@WHU 3 F","5.05","5.05","81%","-0.7%"
"Ederson","MCI","G","206","ColmL","MCI 0<br/>@TOT 2 F","5","5","83%","-0.7%"
"Matteo Guendouzi","ARS","M","207","W (Tue)","ARS 0<br/>@BUR 0 F","5","5","25%","-0.1%"
"Juan Mata","MUN","M","208","W (Tue)","WOL 0<br/>@MUN 0 F","4.85","4.85","19%","-0.2%"
"Alex Iwobi","EVE","M,F","209","W (Tue)","EVE 3<br/>@WAT 2 F","4.75","4.75","41%","+5.5%"
"Marvelous Nakamba","AVL","M","210","W (Tue)","AVL 1<br/>@BOU 2 F","4.75","4.75","3%","-0.1%"
"Adrian Mariappa","WAT","D","211","W (Tue)","EVE 3<br/>@WAT 2 F","4.75","4.75","2%","-0.1%"
"Dele Alli","TOT","M","212","ColmL","MCI 0<br/>@TOT 2 F","4.7","4.7","100%","-0.1%"
"Sergio Aguero","MCI","F","213","MAX","MCI 0<br/>@TOT 2 F","4.6","4.6","100%","-0.1%"
"Kasper Schmeichel","LEI","G","214","MKFC","CHE 2<br/>@LEI 2 F","4.5","4.5","92%","-0.1%"
"Billy Sharp","SHU","F","215","W (Tue)","SHU 1<br/>@CRY 0 F","4.5","4.5","4%","+0.3%"
"Christian Kabasele","WAT","D","216","Eoghanoc","EVE 3<br/>@WAT 2 F","4.45","4.45","20%","+0.4%"
"Joseph Willock","ARS","M","217","W (Tue)","ARS 0<br/>@BUR 0 F","4.35","4.35","2%","0%"
"Tyrone Mings","AVL","D","218","W (Tue)","AVL 1<br/>@BOU 2 F","4.25","4.25","28%","+0.2%"
"Daniel Podence","WOL","M","219","W (Tue)","WOL 0<br/>@MUN 0 F","4.25","4.25","7%","+5.6%"
"John Lundstram","SHU","D,M","220","ColmOF","SHU 1<br/>@CRY 0 F","4.1","4.1","77%","-3.9%"
"Aaron Mooy","BHA","M,F","221","W (Tue)","BHA 3<br/>@WHU 3 F","4.1","4.1","45%","+3.6%"
"Isaac Hayden","NEW","M","222","W (Tue)","NOR 0<br/>@NEW 0 F","3.85","3.85","20%","+1.6%"
"Tammy Abraham","CHE","F","223","Damo","CHE 2<br/>@LEI 2 F","3.7","3.7","98%","+0.1%"
"Callum Wilson","BOU","F","224","W (Tue)","AVL 1<br/>@BOU 2 F","3.5","3.5","86%","+0.2%"
"Naby Keita","LIV","M","225","W (Tue)","SOU 0<br/>@LIV 4 F","3.5","3.5","41%","-1.6%"
"Danny Welbeck","WAT","F","226","W (Tue)","EVE 3<br/>@WAT 2 F","3.5","3.5","2%","0%"
"DeAndre Yedlin","NEW","D","227","W (Tue)","NOR 0<br/>@NEW 0 F","3.3","3.3","3%","+1.2%"
"Valentino Lazaro","NEW","M","228","W (Tue)","NOR 0<br/>@NEW 0 F","2.85","2.85","10%","+1.2%"
"Rodrigo","MCI","M","229","mcavinur","MCI 0<br/>@TOT 2 F","2.75","2.75","88%","-1%"
"Jordan Pickford","EVE","G","230","ColmOF","EVE 3<br/>@WAT 2 F","2.75","2.75","70%","-2.2%"
"Ezequiel Schelotto","BHA","D","231","W (Tue)","BHA 3<br/>@WHU 3 F","2.55","2.55","0%","0%"
"Joao Cancelo","MCI","D","232","W (Tue)","MCI 0<br/>@TOT 2 F","2.5","2.5","58%","-4%"
"Bukayo Saka","ARS","D,F","233","W (Tue)","ARS 0<br/>@BUR 0 F","2.5","2.5","11%","+0.9%"
"Ezri Konsa Ngoyo","AVL","D","234","W (Tue)","AVL 1<br/>@BOU 2 F","2.5","2.5","2%","-0.1%"
