"Player","Team","Position","Rk","Status","Opponent","FPts","FP/G","% Owned","+/-"
"David McGoldrick","SHU","F","22","ZKL","SHU 1<br/>@TOT 1 F","19","19","37%","-5.7%"
"Marcus Rashford","MUN","M,F","23","ColmL","BHA 1<br/>@MUN 3 F","18.5","18.5","100%","0%"
"Andreas Pereira","MUN","M","24","W (Tue)","BHA 1<br/>@MUN 3 F","18.5","18.5","26%","+2.9%"
"Ricardo Pereira","LEI","D","25","mcavinur","ARS 0<br/>@LEI 2 F","18.45","18.45","100%","+0.1%"
"Willian","CHE","M,F","26","ZKL","CRY 0<br/>@CHE 2 F","18.2","18.2","99%","0%"
"George Baldock","SHU","D,M","27","ColmL","SHU 1<br/>@TOT 1 F","18.05","18.05","79%","-1.1%"
"Phil Bardsley","BUR","D","28","W (Tue)","WHU 0<br/>@BUR 3 F","17.9","17.9","12%","-0.3%"
"Jose Holebas","WAT","D","29","W (Tue)","WAT 2<br/>@NOR 0 F","17.85","17.85","27%","-0.4%"
"Chris Wood","BUR","F","30","W (Tue)","WHU 0<br/>@BUR 3 F","17.75","17.75","65%","-2.7%"
"Aaron Ramsdale","BOU","G","31","W (Tue)","BOU 1<br/>@NEW 2 F","17.75","17.75","42%","+2%"
"Reece James","CHE","D","32","ColmOF","CRY 0<br/>@CHE 2 F","17.5","17.5","35%","-8%"
"Daryl Janmaat","WAT","D","33","W (Tue)","WAT 2<br/>@NOR 0 F","17.4","17.4","3%","-0.1%"
"Youri Tielemans","LEI","M","34","ColmOF","ARS 0<br/>@LEI 2 F","17.25","17.25","99%","-0.3%"
"Scott McTominay","MUN","M","35","Eoghanoc","BHA 1<br/>@MUN 3 F","17.25","17.25","79%","-5.9%"
"Ben Mee","BUR","D","36","Damo","WHU 0<br/>@BUR 3 F","17.1","17.1","78%","+1.1%"
"Joao Moutinho","WOL","M","37","ZKL","AVL 1<br/>@WOL 2 F","17","17","99%","0%"
"Fikayo Tomori","CHE","D","38","W (Tue)","CRY 0<br/>@CHE 2 F","16.95","16.95","53%","-0.9%"
"Mohamed Salah","LIV","F","39","Damo","MCI 1<br/>@LIV 3 F","16.5","16.5","100%","0%"
"Ciaran Clark","NEW","D","40","W (Tue)","BOU 1<br/>@NEW 2 F","16.5","16.5","5%","-0.3%"
"Fabinho","LIV","M","41","FA","MCI 1<br/>@LIV 3 F","16.25","16.25","58%","-0.9%"
"Wilfred Ndidi","LEI","M","42","ZKL","ARS 0<br/>@LEI 2 F","16.2","16.2","98%","0%"
"Ryan Fraser","BOU","M","43","W (Tue)","BOU 1<br/>@NEW 2 F","16","16","88%","-2%"
"DeAndre Yedlin","NEW","D","44","W (Tue)","BOU 1<br/>@NEW 2 F","15.95","15.95","3%","+0.7%"
"Jonny Evans","LEI","D","45","mcavinur","ARS 0<br/>@LEI 2 F","15.7","15.7","87%","+0.8%"
"Ben Chilwell","LEI","D","46","Eoghanoc","ARS 0<br/>@LEI 2 F","15.65","15.65","100%","-0.1%"
"Craig Dawson","WAT","D","47","W (Tue)","WAT 2<br/>@NOR 0 F","15.6","15.6","2%","-0.1%"
"Djibril Sidibe","EVE","D","48","MKFC","EVE 2<br/>@SOU 1 F","15.55","15.55","67%","+8.6%"
"Harry Wilson","BOU","M","49","Damo","BOU 1<br/>@NEW 2 F","15","15","57%","+4.9%"
"Charlie Taylor","BUR","D","50","ZKL","WHU 0<br/>@BUR 3 F","14.75","14.75","14%","+5.1%"
"Kurt Zouma","CHE","D","51","W (Tue)","CRY 0<br/>@CHE 2 F","14.7","14.7","64%","-0.6%"
"Ashley Barnes","BUR","F","52","RSC","WHU 0<br/>@BUR 3 F","14.35","14.35","77%","-1.3%"
"Lewis Dunk","BHA","D","53","RSC","BHA 1<br/>@MUN 3 F","14.35","14.35","72%","+1.6%"
"Mason Holgate","EVE","D","54","W (Tue)","EVE 2<br/>@SOU 1 F","14.25","14.25","10%","+3%"
"Andre Gray","WAT","F","55","W (Tue)","WAT 2<br/>@NOR 0 F","14.25","14.25","8%","-0.5%"
"Onel Hernandez","NOR","M","56","W (Tue)","WAT 2<br/>@NOR 0 F","14.1","14.1","14%","+2%"
"Kasper Schmeichel","LEI","G","57","MKFC","ARS 0<br/>@LEI 2 F","14","14","93%","+0.4%"
"Christian Kabasele","WAT","D","58","W (Tue)","WAT 2<br/>@NOR 0 F","13.9","13.9","31%","+10.6%"
"Andrew Robertson","LIV","D","59","mcavinur","MCI 1<br/>@LIV 3 F","13.85","13.85","100%","+0.1%"
"Abdoulaye Doucoure","WAT","M","60","Damo","WAT 2<br/>@NOR 0 F","13.85","13.85","70%","+3.2%"
"Tammy Abraham","CHE","F","61","Damo","CRY 0<br/>@CHE 2 F","13.5","13.5","98%","0%"
"Danny Ings","SOU","F","62","Damo","EVE 2<br/>@SOU 1 F","13.5","13.5","97%","+0.4%"
"Jordan Henderson","LIV","M","63","Eoghanoc","MCI 1<br/>@LIV 3 F","13.5","13.5","55%","+0.7%"
"Philip Billing","BOU","M","64","ColmOF","BOU 1<br/>@NEW 2 F","13.3","13.3","44%","-0.4%"
"Lewis Cook","BOU","M","65","W (Tue)","BOU 1<br/>@NEW 2 F","13.2","13.2","1%","-0.1%"
"Wilfried Zaha","CRY","M,F","66","ColmOF","CRY 0<br/>@CHE 2 F","13","13","99%","-0.1%"
"Gylfi Sigurdsson","EVE","M","67","ColmOF","EVE 2<br/>@SOU 1 F","13","13","98%","+0.6%"
"Bernd Leno","ARS","G","68","ColmOF","ARS 0<br/>@LEI 2 F","13","13","87%","-0.5%"
"Kepa Arrizabalaga","CHE","G","69","W (Tue)","CRY 0<br/>@CHE 2 F","13","13","60%","-2.2%"
"Steven Alzate","BHA","M,F","70","W (Tue)","BHA 1<br/>@MUN 3 F","12.85","12.85","2%","+0.2%"
"Raheem Sterling","MCI","F","71","ColmL","MCI 1<br/>@LIV 3 F","12.75","12.75","100%","0%"
"Paul Dummett","NEW","D","72","W (Tue)","BOU 1<br/>@NEW 2 F","12.7","12.7","3%","-0.4%"
"Caglar Soyuncu","LEI","D","73","Damo","ARS 0<br/>@LEI 2 F","12.5","12.5","90%","-0.6%"
"Emerson","CHE","D","74","W (Tue)","CRY 0<br/>@CHE 2 F","12.5","12.5","66%","-3.2%"
"Jack Cork","BUR","M","75","W (Tue)","WHU 0<br/>@BUR 3 F","12.45","12.45","7%","+0.2%"
"Anwar El Ghazi","AVL","M,F","76","MKFC","AVL 1<br/>@WOL 2 F","12.25","12.25","76%","-2.7%"
"John McGinn","AVL","M","77","ColmL","AVL 1<br/>@WOL 2 F","12.25","12.25","65%","-3.2%"
"Jeff Hendrick","BUR","M","78","W (Tue)","WHU 0<br/>@BUR 3 F","12.25","12.25","3%","0%"
"Oliver Norwood","SHU","M","79","FA","SHU 1<br/>@TOT 1 F","12.2","12.2","71%","+1%"
"Lucas Digne","EVE","D","80","ZKL","EVE 2<br/>@SOU 1 F","12.15","12.15","100%","+0.1%"
"Craig Cathcart","WAT","D","81","W (Tue)","WAT 2<br/>@NOR 0 F","12","12","7%","+0.7%"
"NGolo Kante","CHE","M","82","ColmOF","CRY 0<br/>@CHE 2 F","11.85","11.85","95%","-0.4%"
"Mateo Kovacic","CHE","M","83","Eoghanoc","CRY 0<br/>@CHE 2 F","11.75","11.75","70%","+2.9%"
"Will Hughes","WAT","M","84","W (Tue)","WAT 2<br/>@NOR 0 F","11.75","11.75","23%","+0.3%"
"Sofiane Boufal","SOU","M","85","W (Tue)","EVE 2<br/>@SOU 1 F","11.75","11.75","12%","+5.7%"
"Jetro Willems","NEW","D","86","MKFC","BOU 1<br/>@NEW 2 F","11.55","11.55","60%","+1.6%"
"Issa Diop","WHU","D","87","W (Tue)","WHU 0<br/>@BUR 3 F","11.5","11.5","17%","-0.2%"
"Aaron Wan-Bissaka","MUN","D","88","MKFC","BHA 1<br/>@MUN 3 F","11.25","11.25","97%","-0.6%"
"Fred","MUN","M","89","W (Tue)","BHA 1<br/>@MUN 3 F","11.25","11.25","48%","+1.9%"
"Etienne Capoue","WAT","M","90","W (Tue)","WAT 2<br/>@NOR 0 F","11.15","11.15","20%","+0.5%"
"Teemu Pukki","NOR","F","91","ColmOF","WAT 2<br/>@NOR 0 F","11","11","98%","-0.2%"
"Dean Henderson","SHU","G","92","Eoghanoc","SHU 1<br/>@TOT 1 F","11","11","64%","-8.5%"
"Matt Doherty","WOL","D,M","93","Damo","AVL 1<br/>@WOL 2 F","10.9","10.9","97%","0%"
"Enda Stevens","SHU","D,M","94","MKFC","SHU 1<br/>@TOT 1 F","10.9","10.9","87%","-1.5%"
"Kenny McLean","NOR","M","95","W (Tue)","WAT 2<br/>@NOR 0 F","10.85","10.85","28%","-5.5%"
"Daniel James","MUN","M","96","RSC","BHA 1<br/>@MUN 3 F","10.75","10.75","97%","+1%"
"Angelino","MCI","D","97","W (Tue)","MCI 1<br/>@LIV 3 F","10.7","10.7","14%","-4.3%"
"Giovani Lo Celso","TOT","M","98","W (Tue)","SHU 1<br/>@TOT 1 F","10.6","10.6","39%","+16.1%"
"Vicente Guaita","CRY","G","99","mcavinur","CRY 0<br/>@CHE 2 F","10.5","10.5","64%","-1.1%"
"Fernandinho","MCI","D,M","100","W (Tue)","MCI 1<br/>@LIV 3 F","10.4","10.4","43%","+1.3%"
"Federico Fernandez","NEW","D","101","ColmOF","BOU 1<br/>@NEW 2 F","10.4","10.4","30%","-2.1%"
"James Ward-Prowse","SOU","M","102","Damo","EVE 2<br/>@SOU 1 F","10.35","10.35","98%","+0.1%"
"Rodrigo","MCI","M","103","RSC","MCI 1<br/>@LIV 3 F","10.2","10.2","93%","-0.2%"
"James Tomkins","CRY","D","104","mcavinur","CRY 0<br/>@CHE 2 F","10.15","10.15","23%","-0.8%"
"Ashley Westwood","BUR","M","105","W (Tue)","WHU 0<br/>@BUR 3 F","10.1","10.1","42%","-0.1%"
"Cheikhou Kouyate","CRY","M","106","W (Tue)","CRY 0<br/>@CHE 2 F","10.05","10.05","8%","+0.7%"
"Dele Alli","TOT","M","107","ColmL","SHU 1<br/>@TOT 1 F","10","10","100%","+0.1%"
"Theo Walcott","EVE","M,F","108","W (Tue)","EVE 2<br/>@SOU 1 F","10","10","14%","+1.2%"
"Serge Aurier","TOT","D","109","ZKL","SHU 1<br/>@TOT 1 F","9.95","9.95","92%","+0.2%"
"Pascal Gross","BHA","M,F","110","W (Tue)","BHA 1<br/>@MUN 3 F","9.75","9.75","93%","+1.2%"
"Ilkay Gundogan","MCI","M","111","W (Tue)","MCI 1<br/>@LIV 3 F","9.7","9.7","73%","-4.3%"
"John Lundstram","SHU","D,M","112","ColmOF","SHU 1<br/>@TOT 1 F","9.45","9.45","85%","-3.1%"
"Harry Maguire","MUN","D","113","MKFC","BHA 1<br/>@MUN 3 F","9.4","9.4","99%","+0.3%"
"Jonjo Shelvey","NEW","M","114","MKFC","BOU 1<br/>@NEW 2 F","9.35","9.35","72%","+2.3%"
"Trent Alexander-Arnold","LIV","D","115","ColmOF","MCI 1<br/>@LIV 3 F","9.25","9.25","100%","0%"
"Paulo Gazzaniga","TOT","G","116","W (Tue)","SHU 1<br/>@TOT 1 F","9.25","9.25","40%","+1.8%"
"Alex McCarthy","SOU","G","117","W (Tue)","EVE 2<br/>@SOU 1 F","9.25","9.25","5%","+2%"
"James McArthur","CRY","M","118","W (Tue)","CRY 0<br/>@CHE 2 F","9.2","9.2","72%","-0.8%"
"Joelinton","NEW","F","119","W (Tue)","BOU 1<br/>@NEW 2 F","9.1","9.1","58%","+1.8%"
"Matteo Guendouzi","ARS","M","120","W (Tue)","ARS 0<br/>@LEI 2 F","9.1","9.1","40%","-0.1%"
"Marco Stiepermann","NOR","M","121","W (Tue)","WAT 2<br/>@NOR 0 F","9.1","9.1","2%","0%"
"Georginio Wijnaldum","LIV","M","122","FA","MCI 1<br/>@LIV 3 F","9.05","9.05","65%","+1.4%"
"Rui Patricio","WOL","G","123","Damo","AVL 1<br/>@WOL 2 F","9","9","58%","-1.5%"
"Kevin De Bruyne","MCI","M","124","Eoghanoc","MCI 1<br/>@LIV 3 F","8.95","8.95","100%","0%"
"Declan Rice","WHU","M","125","MKFC","WHU 0<br/>@BUR 3 F","8.85","8.85","50%","+2.8%"
"Marvelous Nakamba","AVL","M","126","W (Tue)","AVL 1<br/>@WOL 2 F","8.85","8.85","6%","-2%"
"Roberto Firmino","LIV","M,F","127","Eoghanoc","MCI 1<br/>@LIV 3 F","8.6","8.6","100%","0%"
"John Fleck","SHU","M","128","mcavinur","SHU 1<br/>@TOT 1 F","8.6","8.6","76%","-2.4%"
"Pierre-Emerick Aubameyang","ARS","M,F","129","ColmOF","ARS 0<br/>@LEI 2 F","8.5","8.5","100%","0%"
"Shane Duffy","BHA","D","130","W (Tue)","BHA 1<br/>@MUN 3 F","8.45","8.45","49%","+1.5%"
"Miguel Almiron","NEW","M","131","W (Tue)","BOU 1<br/>@NEW 2 F","8.25","8.25","63%","+1.7%"
"Andriy Yarmolenko","WHU","M,F","132","W (Tue)","WHU 0<br/>@BUR 3 F","8.25","8.25","27%","-1.6%"
"Morgan Schneiderlin","EVE","M","133","W (Tue)","EVE 2<br/>@SOU 1 F","8.2","8.2","1%","0%"
"Wesley","AVL","F","134","W (Tue)","AVL 1<br/>@WOL 2 F","8.05","8.05","62%","-2.7%"
"Alexandre Lacazette","ARS","F","135","ColmL","ARS 0<br/>@LEI 2 F","8","8","99%","-0.1%"
"Harvey Barnes","LEI","M","136","mcavinur","ARS 0<br/>@LEI 2 F","8","8","72%","-2.2%"
"Leandro Trossard","BHA","M,F","137","W (Tue)","BHA 1<br/>@MUN 3 F","8","8","61%","+1.4%"
"Frederic Guilbert","AVL","D","138","W (Tue)","AVL 1<br/>@WOL 2 F","8","8","41%","-2.9%"
"Leander Dendoncker","WOL","D,M","139","W (Tue)","AVL 1<br/>@WOL 2 F","8","8","14%","+0.5%"
"Orjan Nyland","AVL","G","140","W (Tue)","AVL 1<br/>@WOL 2 F","8","8","1%","+0.1%"
"Dale Stephens","BHA","M","141","W (Tue)","BHA 1<br/>@MUN 3 F","7.95","7.95","12%","+0.2%"
"Nathan Ake","BOU","D","142","W (Tue)","BOU 1<br/>@NEW 2 F","7.9","7.9","64%","-0.7%"
"Fabian Balbuena","WHU","D","143","W (Tue)","WHU 0<br/>@BUR 3 F","7.9","7.9","12%","-1.7%"
"Stuart Armstrong","SOU","M,F","144","W (Tue)","EVE 2<br/>@SOU 1 F","7.85","7.85","3%","-0.1%"
"John Egan","SHU","D","145","Damo","SHU 1<br/>@TOT 1 F","7.8","7.8","62%","-3%"
"Alisson","LIV","G","146","Damo","MCI 1<br/>@LIV 3 F","7.75","7.75","96%","+1%"
"Robert Snodgrass","WHU","M","147","W (Tue)","WHU 0<br/>@BUR 3 F","7.75","7.75","43%","-1.9%"
"Adam Smith","BOU","D","148","W (Tue)","BOU 1<br/>@NEW 2 F","7.65","7.65","5%","-0.2%"
"Luka Milivojevic","CRY","M","149","RSC","CRY 0<br/>@CHE 2 F","7.6","7.6","96%","+0.2%"
"Rob Holding","ARS","D","150","W (Tue)","ARS 0<br/>@LEI 2 F","7.6","7.6","3%","-0.1%"
"Emiliano Buendia","NOR","M","151","ColmL","WAT 2<br/>@NOR 0 F","7.5","7.5","93%","+0.3%"
"Jack OConnell","SHU","D","152","FA","SHU 1<br/>@TOT 1 F","7.5","7.5","80%","-1.3%"
"Alexander Tettey","NOR","M","153","W (Tue)","WAT 2<br/>@NOR 0 F","7.5","7.5","2%","0%"
"Virgil van Dijk","LIV","D","154","RSC","MCI 1<br/>@LIV 3 F","7.35","7.35","100%","0%"
"Joshua King","BOU","M,F","155","W (Tue)","BOU 1<br/>@NEW 2 F","7.35","7.35","97%","-0.4%"
"Jack Stephens","SOU","D","156","W (Tue)","EVE 2<br/>@SOU 1 F","7.35","7.35","4%","+2.6%"
"Steve Cook","BOU","D","157","W (Tue)","BOU 1<br/>@NEW 2 F","7.3","7.3","40%","+1.8%"
"Dejan Lovren","LIV","D","158","FA","MCI 1<br/>@LIV 3 F","7.3","7.3","18%","-3.1%"
"Jan Bednarek","SOU","D","159","RSC","EVE 2<br/>@SOU 1 F","7.3","7.3","11%","+1.8%"
"Martin Dubravka","NEW","G","160","RSC","BOU 1<br/>@NEW 2 F","7.25","7.25","61%","+2.5%"
"Andros Townsend","CRY","M,F","161","W (Tue)","CRY 0<br/>@CHE 2 F","7.25","7.25","49%","-1.6%"
"Victor Lindelof","MUN","D","162","W (Tue)","BHA 1<br/>@MUN 3 F","7.1","7.1","51%","-0.7%"
"Sergio Aguero","MCI","F","163","ZKL","MCI 1<br/>@LIV 3 F","7","7","100%","-0.1%"
"Mason Mount","CHE","M,F","164","RSC","CRY 0<br/>@CHE 2 F","7","7","93%","+0.2%"
"Jordan Pickford","EVE","G","165","W (Tue)","EVE 2<br/>@SOU 1 F","7","7","69%","+3.1%"
"Lys Mousset","SHU","F","166","FA","SHU 1<br/>@TOT 1 F","7","7","35%","+0.3%"
"Michy Batshuayi","CHE","F","167","W (Tue)","CRY 0<br/>@CHE 2 F","7","7","13%","-0.3%"
"Aaron Cresswell","WHU","D","168","W (Tue)","WHU 0<br/>@BUR 3 F","6.95","6.95","15%","-1.9%"
"Oriol Romeu","SOU","M","169","W (Tue)","EVE 2<br/>@SOU 1 F","6.95","6.95","5%","-0.2%"
"Ben Godfrey","NOR","D,M","170","W (Tue)","WAT 2<br/>@NOR 0 F","6.95","6.95","4%","-0.2%"
"Davinson Sanchez","TOT","D","171","W (Tue)","SHU 1<br/>@TOT 1 F","6.85","6.85","40%","-4.1%"
"Jonny","WOL","D,M","172","ColmOF","AVL 1<br/>@WOL 2 F","6.8","6.8","84%","-0.5%"
"Patrick van Aanholt","CRY","D","173","W (Tue)","CRY 0<br/>@CHE 2 F","6.6","6.6","76%","-5.6%"
"David Luiz","ARS","D","174","ColmL","ARS 0<br/>@LEI 2 F","6.6","6.6","53%","+0.6%"
"John Stones","MCI","D","175","W (Tue)","MCI 1<br/>@LIV 3 F","6.5","6.5","49%","-1.2%"
"Brandon Williams","MUN","D","176","W (Tue)","BHA 1<br/>@MUN 3 F","6.5","6.5","6%","+4.1%"
"Tyrone Mings","AVL","D","177","W (Tue)","AVL 1<br/>@WOL 2 F","6.4","6.4","30%","-0.6%"
"Moussa Sissoko","TOT","M","178","ZKL","SHU 1<br/>@TOT 1 F","6.35","6.35","41%","-6.8%"
"Davy Propper","BHA","M","179","W (Tue)","BHA 1<br/>@MUN 3 F","6.35","6.35","40%","-0.1%"
"Tom Trybull","NOR","M","180","W (Tue)","WAT 2<br/>@NOR 0 F","6.35","6.35","2%","-0.1%"
"Douglas Luiz","AVL","M","181","W (Tue)","AVL 1<br/>@WOL 2 F","6.25","6.25","6%","-0.2%"
"Sead Kolasinac","ARS","D,M","182","W (Tue)","ARS 0<br/>@LEI 2 F","6.15","6.15","27%","-0.9%"
"Jordan Ayew","CRY","F","183","RSC","CRY 0<br/>@CHE 2 F","6.1","6.1","58%","+8.5%"
"Cenk Tosun (prior)","EVE","F","184","W (Tue)","EVE 2<br/>@SOU 1 F","6.1","6.1","2%","-0.1%"
"Mesut Ozil","ARS","M","185","W (Tue)","ARS 0<br/>@LEI 2 F","6","6","87%","+1.5%"
"Claudio Bravo","MCI","G","186","W (Tue)","MCI 1<br/>@LIV 3 F","6","6","9%","+6.5%"
"Yerry Mina","EVE","D","187","W (Tue)","EVE 2<br/>@SOU 1 F","5.95","5.95","53%","+0.6%"
"Ben Davies","TOT","D","188","W (Tue)","SHU 1<br/>@TOT 1 F","5.95","5.95","15%","-0.4%"
"Ezri Konsa Ngoyo","AVL","D","189","W (Tue)","AVL 1<br/>@WOL 2 F","5.95","5.95","2%","+0.2%"
"Chris Basham","SHU","D","190","RSC","SHU 1<br/>@TOT 1 F","5.9","5.9","68%","-2.1%"
"Sebastien Haller","WHU","F","191","ColmL","WHU 0<br/>@BUR 3 F","5.85","5.85","96%","-0.4%"
"Harry Winks","TOT","M","192","W (Tue)","SHU 1<br/>@TOT 1 F","5.85","5.85","9%","-1.2%"
"Calum Chambers","ARS","D,M","193","W (Tue)","ARS 0<br/>@LEI 2 F","5.8","5.8","25%","+1.6%"
"Alex Iwobi","EVE","M,F","194","W (Tue)","EVE 2<br/>@SOU 1 F","5.75","5.75","51%","-3.3%"
"Conor Coady","WOL","D","195","W (Tue)","AVL 1<br/>@WOL 2 F","5.7","5.7","16%","-0.4%"
"Diogo Jota","WOL","M,F","196","Damo","AVL 1<br/>@WOL 2 F","5.6","5.6","92%","-0.7%"
"Kyle Walker","MCI","D","197","W (Tue)","MCI 1<br/>@LIV 3 F","5.6","5.6","90%","-0.7%"
"Isaac Hayden","NEW","M","198","W (Tue)","BOU 1<br/>@NEW 2 F","5.35","5.35","17%","+0.5%"
"Todd Cantwell","NOR","M","199","RSC","WAT 2<br/>@NOR 0 F","5.25","5.25","81%","-2%"
"Demarai Gray","LEI","M","200","W (Tue)","ARS 0<br/>@LEI 2 F","5.25","5.25","13%","+5.9%"
"Jamal Lewis","NOR","D","201","W (Tue)","WAT 2<br/>@NOR 0 F","5.2","5.2","2%","-0.1%"
"Gary Cahill","CRY","D","202","W (Tue)","CRY 0<br/>@CHE 2 F","5.05","5.05","4%","-0.2%"
"David de Gea","MUN","G","203","W (Tue)","BHA 1<br/>@MUN 3 F","5","5","84%","-1.7%"
"Tanguy Ndombele","TOT","M","204","Damo","SHU 1<br/>@TOT 1 F","5","5","78%","+4%"
"Romain Saiss","WOL","D,M","205","W (Tue)","AVL 1<br/>@WOL 2 F","4.8","4.8","6%","0%"
"Ayoze Perez","LEI","M,F","206","W (Tue)","ARS 0<br/>@LEI 2 F","4.75","4.75","87%","+2%"
"Joseph Willock","ARS","M","207","W (Tue)","ARS 0<br/>@LEI 2 F","4.75","4.75","2%","-0.1%"
"Hector Bellerin","ARS","D","208","W (Tue)","ARS 0<br/>@LEI 2 F","4.7","4.7","35%","-0.8%"
"Jannik Vestergaard","SOU","D","209","W (Tue)","EVE 2<br/>@SOU 1 F","4.65","4.65","21%","-0.5%"
"Harry Kane","TOT","F","210","MKFC","SHU 1<br/>@TOT 1 F","4.6","4.6","100%","0%"
"Moussa Djenepo","SOU","M","211","W (Tue)","EVE 2<br/>@SOU 1 F","4.45","4.45","19%","-1.5%"
"Manuel Lanzini","WHU","M","212","W (Tue)","WHU 0<br/>@BUR 3 F","4.35","4.35","73%","+7.5%"
"Eric Dier","TOT","M","213","W (Tue)","SHU 1<br/>@TOT 1 F","4.35","4.35","6%","-1.2%"
"Lucas Moura","TOT","M,F","214","mcavinur","SHU 1<br/>@TOT 1 F","4.25","4.25","97%","-1.4%"
"Jesse Lingard","MUN","M,F","215","W (Tue)","BHA 1<br/>@MUN 3 F","4.25","4.25","27%","-1.9%"
"Ryan Fredericks","WHU","D","216","W (Tue)","WHU 0<br/>@BUR 3 F","4.05","4.05","14%","+1.8%"
"Max Aarons","NOR","D","217","W (Tue)","WAT 2<br/>@NOR 0 F","4","4","15%","+0.5%"
"Juan Foyth","TOT","D","218","W (Tue)","SHU 1<br/>@TOT 1 F","4","4","8%","+5.5%"
"Neil Taylor","AVL","D","219","W (Tue)","AVL 1<br/>@WOL 2 F","3.9","3.9","1%","0%"
"Diego Rico","BOU","D","220","ZKL","BOU 1<br/>@NEW 2 F","3.8","3.8","77%","+1.5%"
"Nicolas Pepe","ARS","M,F","221","RSC","ARS 0<br/>@LEI 2 F","3.6","3.6","94%","-0.3%"
"Neal Maupay","BHA","F","222","W (Tue)","BHA 1<br/>@MUN 3 F","3.5","3.5","62%","+1.5%"
"Pablo Fornals","WHU","M","223","W (Tue)","WHU 0<br/>@BUR 3 F","3.5","3.5","40%","-0.2%"
"Dennis Praet","LEI","M","224","W (Tue)","ARS 0<br/>@LEI 2 F","3.5","3.5","5%","-1.6%"
"Matt Targett","AVL","D,M","225","MKFC","AVL 1<br/>@WOL 2 F","3.3","3.3","58%","+0.5%"
"Alex Oxlade-Chamberlain","LIV","M","226","FA","MCI 1<br/>@LIV 3 F","3.25","3.25","41%","-3.7%"
"Felipe Anderson","WHU","M","227","ZKL","WHU 0<br/>@BUR 3 F","3.2","3.2","98%","+1.3%"
"Solly March","BHA","M,F","228","W (Tue)","BHA 1<br/>@MUN 3 F","3.1","3.1","30%","-0.3%"
"Callum Wilson","BOU","F","229","W (Tue)","BOU 1<br/>@NEW 2 F","3","3","89%","-1.1%"
"Nathan Redmond","SOU","M,F","230","Eoghanoc","EVE 2<br/>@SOU 1 F","3","3","79%","+5.2%"
"Dominic Calvert-Lewin","EVE","F","231","W (Tue)","EVE 2<br/>@SOU 1 F","3","3","66%","+9.1%"
"Lucas Torreira","ARS","M","232","W (Tue)","ARS 0<br/>@LEI 2 F","3","3","23%","+0.7%"
"Henri Lansbury","AVL","M","233","W (Tue)","AVL 1<br/>@WOL 2 F","3","3","0%","0%"
"Dan Burn","BHA","D","234","Eoghanoc","BHA 1<br/>@MUN 3 F","2.85","2.85","65%","+2.1%"
"Aaron Connolly","BHA","F","235","W (Tue)","BHA 1<br/>@MUN 3 F","2.75","2.75","6%","-0.6%"
