"Player","Team","Position","Rk","Status","Opponent","FPts","FP/G","% Owned","+/-"
"Bernard","EVE","M,F","88","W (Tue)","BUR 0<br/>@EVE 1 F","10.75","10.75","39%","-3.8%"
"Bernd Leno","ARS","G","89","ColmOF","ARS 1<br/>@BOU 1 F","10.5","10.5","87%","-0.5%"
"Fred","MUN","M","90","W (Tue)","NEW 1<br/>@MUN 4 F","10.5","10.5","48%","+1.9%"
"Nathaniel Chalobah","WAT","M","91","W (Tue)","WAT 1<br/>@SHU 1 F","10.5","10.5","1%","-0.1%"
"Moussa Sissoko","TOT","M","92","ZKL","BHA 1<br/>@TOT 2 F","10.45","10.45","41%","-6.8%"
"Stuart Armstrong","SOU","M,F","93","W (Tue)","SOU 2<br/>@CHE 0 F","10.45","10.45","3%","-0.1%"
"Aaron Cresswell","WHU","D","94","W (Tue)","WHU 1<br/>@CRY 2 F","10.4","10.4","15%","-1.9%"
"Jack OConnell","SHU","D","95","FA","WAT 1<br/>@SHU 1 F","10.35","10.35","80%","-1.3%"
"Bukayo Saka","ARS","D,F","96","W (Tue)","ARS 1<br/>@BOU 1 F","10.35","10.35","11%","-0.2%"
"Lucas Torreira","ARS","M","97","W (Tue)","ARS 1<br/>@BOU 1 F","10.25","10.25","23%","+0.7%"
"Chris Basham","SHU","D","98","RSC","WAT 1<br/>@SHU 1 F","10","10","68%","-2.1%"
"Fikayo Tomori","CHE","D","99","W (Tue)","SOU 2<br/>@CHE 0 F","9.95","9.95","53%","-0.9%"
"Caglar Soyuncu","LEI","D","100","Damo","LIV 4<br/>@LEI 0 F","9.8","9.8","90%","-0.6%"
"Jan Vertonghen","TOT","D","101","W (Tue)","BHA 1<br/>@TOT 2 F","9.8","9.8","81%","+2.1%"
"Jefferson Lerma","BOU","M","102","W (Tue)","ARS 1<br/>@BOU 1 F","9.8","9.8","10%","-0.1%"
"Benjamin Mendy","MCI","D","103","W (Tue)","MCI 2<br/>@WOL 3 F","9.75","9.75","86%","-2.9%"
"Jordan Henderson","LIV","M","104","Eoghanoc","LIV 4<br/>@LEI 0 F","9.75","9.75","55%","+0.7%"
"Robbie Brady","BUR","M","105","W (Tue)","BUR 0<br/>@EVE 1 F","9.7","9.7","2%","-1.3%"
"NGolo Kante","CHE","M","106","ColmOF","SOU 2<br/>@CHE 0 F","9.6","9.6","95%","-0.4%"
"Fabian Delph","EVE","D,M","107","W (Tue)","BUR 0<br/>@EVE 1 F","9.6","9.6","12%","-0.7%"
"Sam Byram","NOR","D","108","W (Tue)","NOR 0<br/>@AVL 1 F","9.55","9.55","1%","+0.1%"
"Paul Pogba","MUN","M","109","ColmL","NEW 1<br/>@MUN 4 F","9.5","9.5","100%","+0.1%"
"Willian","CHE","M,F","110","ZKL","SOU 2<br/>@CHE 0 F","9.5","9.5","99%","0%"
"Miguel Almiron","NEW","M","111","W (Tue)","NEW 1<br/>@MUN 4 F","9.5","9.5","63%","+1.7%"
"Roberto Jimenez","WHU","G","112","W (Tue)","WHU 1<br/>@CRY 2 F","9.5","9.5","2%","-0.1%"
"Luka Milivojevic","CRY","M","113","RSC","WHU 1<br/>@CRY 2 F","9.45","9.45","96%","+0.2%"
"Christian Kabasele","WAT","D","114","W (Tue)","WAT 1<br/>@SHU 1 F","9.45","9.45","31%","+10.6%"
"Enda Stevens","SHU","D,M","115","MKFC","WAT 1<br/>@SHU 1 F","9.25","9.25","87%","-1.5%"
"George Baldock","SHU","D,M","116","ColmL","WAT 1<br/>@SHU 1 F","9.25","9.25","79%","-1.1%"
"Connor Wickham","CRY","F","117","W (Tue)","WHU 1<br/>@CRY 2 F","9.25","9.25","0%","-0.1%"
"Mamadou Sakho","CRY","D","118","W (Tue)","WHU 1<br/>@CRY 2 F","9.15","9.15","4%","0%"
"Angelo Ogbonna","WHU","D","119","W (Tue)","WHU 1<br/>@CRY 2 F","9.1","9.1","23%","-1.4%"
"Aaron Mooy","BHA","M,F","120","W (Tue)","BHA 1<br/>@TOT 2 F","9.1","9.1","20%","+4.7%"
"Douglas Luiz","AVL","M","121","W (Tue)","NOR 0<br/>@AVL 1 F","9.1","9.1","6%","-0.2%"
"Ben Foster","WAT","G","122","ZKL","WAT 1<br/>@SHU 1 F","9","9","46%","+6.4%"
"Harry Winks","TOT","M","123","W (Tue)","BHA 1<br/>@TOT 2 F","9","9","9%","-1.2%"
"Leander Dendoncker","WOL","D,M","124","W (Tue)","MCI 2<br/>@WOL 3 F","8.85","8.85","14%","+0.5%"
"Richarlison","EVE","M,F","125","ColmL","BUR 0<br/>@EVE 1 F","8.75","8.75","100%","-0.1%"
"Mat Ryan","BHA","G","126","mcavinur","BHA 1<br/>@TOT 2 F","8.75","8.75","62%","+2.8%"
"Pablo Fornals","WHU","M","127","W (Tue)","WHU 1<br/>@CRY 2 F","8.75","8.75","40%","-0.2%"
"Kiko Femenia","WAT","D","128","W (Tue)","WAT 1<br/>@SHU 1 F","8.75","8.75","7%","+1.1%"
"Jack Simpson","BOU","D","129","W (Tue)","ARS 1<br/>@BOU 1 F","8.75","8.75","0%","0%"
"Rui Patricio","WOL","G","130","Damo","MCI 2<br/>@WOL 3 F","8.5","8.5","58%","-1.5%"
"Kurt Zouma","CHE","D","131","W (Tue)","SOU 2<br/>@CHE 0 F","8.45","8.45","64%","-0.6%"
"John Egan","SHU","D","132","Damo","WAT 1<br/>@SHU 1 F","8.45","8.45","62%","-3%"
"John Fleck","SHU","M","133","mcavinur","WAT 1<br/>@SHU 1 F","8.25","8.25","76%","-2.4%"
"Ashley Westwood","BUR","M","134","W (Tue)","BUR 0<br/>@EVE 1 F","8.25","8.25","42%","-0.1%"
"Antonio Rudiger","CHE","D","135","W (Tue)","SOU 2<br/>@CHE 0 F","8.1","8.1","56%","-2.7%"
"Cesar Azpilicueta","CHE","D","136","RSC","SOU 2<br/>@CHE 0 F","8","8","99%","-0.1%"
"Fernandinho","MCI","D,M","137","W (Tue)","MCI 2<br/>@WOL 3 F","8","8","43%","+1.3%"
"Oliver McBurnie","SHU","F","138","FA","WAT 1<br/>@SHU 1 F","8","8","10%","-3.8%"
"Etienne Capoue","WAT","M","139","W (Tue)","WAT 1<br/>@SHU 1 F","7.85","7.85","20%","+0.5%"
"Christoph Zimmermann","NOR","D","140","W (Tue)","NOR 0<br/>@AVL 1 F","7.75","7.75","1%","-0.2%"
"Anwar El Ghazi","AVL","M,F","141","MKFC","NOR 0<br/>@AVL 1 F","7.7","7.7","76%","-2.7%"
"Fabian Balbuena","WHU","D","142","W (Tue)","WHU 1<br/>@CRY 2 F","7.7","7.7","12%","-1.7%"
"Luke Shaw","MUN","D","143","W (Tue)","NEW 1<br/>@MUN 4 F","7.6","7.6","69%","-6%"
"Marvelous Nakamba","AVL","M","144","W (Tue)","NOR 0<br/>@AVL 1 F","7.6","7.6","6%","-2%"
"Javier Manquillo","NEW","D","145","W (Tue)","NEW 1<br/>@MUN 4 F","7.6","7.6","2%","-0.8%"
"Ezequiel Schelotto","BHA","D","146","W (Tue)","BHA 1<br/>@TOT 2 F","7.6","7.6","0%","-0.1%"
"Pablo Zabaleta","WHU","D","147","W (Tue)","WHU 1<br/>@CRY 2 F","7.55","7.55","1%","-0.2%"
"Kyle Walker","MCI","D","148","W (Tue)","MCI 2<br/>@WOL 3 F","7.5","7.5","90%","-0.7%"
"Kenny McLean","NOR","M","149","W (Tue)","NOR 0<br/>@AVL 1 F","7.5","7.5","28%","-5.5%"
"Bernardo Silva","MCI","M,F","150","mcavinur","MCI 2<br/>@WOL 3 F","7.45","7.45","100%","0%"
"Jonny","WOL","D,M","151","ColmOF","MCI 2<br/>@WOL 3 F","7.3","7.3","84%","-0.5%"
"James Tarkowski","BUR","D","152","Eoghanoc","BUR 0<br/>@EVE 1 F","7.25","7.25","97%","-0.3%"
"Romain Saiss","WOL","D,M","153","W (Tue)","MCI 2<br/>@WOL 3 F","7","7","6%","0%"
"Phil Bardsley","BUR","D","154","W (Tue)","BUR 0<br/>@EVE 1 F","6.8","6.8","12%","-0.3%"
"Mohamed Salah","LIV","F","155","Damo","LIV 4<br/>@LEI 0 F","6.75","6.75","100%","0%"
"Mason Mount","CHE","M,F","156","RSC","SOU 2<br/>@CHE 0 F","6.75","6.75","93%","+0.2%"
"Max Meyer","CRY","M","157","W (Tue)","WHU 1<br/>@CRY 2 F","6.75","6.75","3%","-0.6%"
"Riyad Mahrez","MCI","M,F","158","ColmOF","MCI 2<br/>@WOL 3 F","6.7","6.7","100%","0%"
"Lewis Cook","BOU","M","159","W (Tue)","ARS 1<br/>@BOU 1 F","6.7","6.7","1%","-0.1%"
"Shane Duffy","BHA","D","160","W (Tue)","BHA 1<br/>@TOT 2 F","6.65","6.65","49%","+1.5%"
"Youri Tielemans","LEI","M","161","ColmOF","LIV 4<br/>@LEI 0 F","6.6","6.6","99%","-0.3%"
"Tammy Abraham","CHE","F","162","Damo","SOU 2<br/>@CHE 0 F","6.6","6.6","98%","0%"
"Mesut Ozil","ARS","M","163","W (Tue)","ARS 1<br/>@BOU 1 F","6.6","6.6","87%","+1.5%"
"Martin Kelly","CRY","D","164","W (Tue)","WHU 1<br/>@CRY 2 F","6.6","6.6","46%","-3.7%"
"Che Adams","SOU","F","165","W (Tue)","SOU 2<br/>@CHE 0 F","6.6","6.6","11%","+0.2%"
"Alexander Tettey","NOR","M","166","W (Tue)","NOR 0<br/>@AVL 1 F","6.6","6.6","2%","0%"
"Manuel Lanzini","WHU","M","167","W (Tue)","WHU 1<br/>@CRY 2 F","6.5","6.5","73%","+7.5%"
"Emerson","CHE","D","168","W (Tue)","SOU 2<br/>@CHE 0 F","6.5","6.5","66%","-3.2%"
"Florian Lejeune","NEW","D","169","W (Tue)","NEW 1<br/>@MUN 4 F","6.5","6.5","4%","-0.4%"
"Dan Burn","BHA","D","170","Eoghanoc","BHA 1<br/>@TOT 2 F","6.45","6.45","65%","+2.1%"
"James Tomkins","CRY","D","171","mcavinur","WHU 1<br/>@CRY 2 F","6.45","6.45","23%","-0.8%"
"Conor Coady","WOL","D","172","W (Tue)","MCI 2<br/>@WOL 3 F","6.3","6.3","16%","-0.4%"
"Troy Deeney","WAT","F","173","W (Tue)","WAT 1<br/>@SHU 1 F","6.3","6.3","73%","+2.5%"
"Joshua King","BOU","M,F","174","W (Tue)","ARS 1<br/>@BOU 1 F","6.25","6.25","97%","-0.4%"
"Nicolas Otamendi","MCI","D","175","W (Tue)","MCI 2<br/>@WOL 3 F","6.2","6.2","54%","-3%"
"Vicente Guaita","CRY","G","176","mcavinur","WHU 1<br/>@CRY 2 F","6","6","64%","-1.1%"
"Jetro Willems","NEW","D","177","MKFC","NEW 1<br/>@MUN 4 F","6","6","60%","+1.6%"
"Rodrigo","MCI","M","178","RSC","MCI 2<br/>@WOL 3 F","5.95","5.95","93%","-0.2%"
"Toby Alderweireld","TOT","D","179","Damo","BHA 1<br/>@TOT 2 F","5.9","5.9","82%","-0.4%"
"Grant Hanley","NOR","D","180","W (Tue)","NOR 0<br/>@AVL 1 F","5.9","5.9","1%","+0.1%"
"Adrian Mariappa","WAT","D","181","W (Tue)","WAT 1<br/>@SHU 1 F","5.8","5.8","1%","0%"
"Sokratis","ARS","D","182","W (Tue)","ARS 1<br/>@BOU 1 F","5.75","5.75","21%","-1%"
"David Luiz","ARS","D","183","ColmL","ARS 1<br/>@BOU 1 F","5.7","5.7","53%","+0.6%"
"Steve Cook","BOU","D","184","W (Tue)","ARS 1<br/>@BOU 1 F","5.7","5.7","40%","+1.8%"
"Victor Lindelof","MUN","D","185","W (Tue)","NEW 1<br/>@MUN 4 F","5.65","5.65","51%","-0.7%"
"John Lundstram","SHU","D,M","186","ColmOF","WAT 1<br/>@SHU 1 F","5.6","5.6","85%","-3.1%"
"Tom Trybull","NOR","M","187","W (Tue)","NOR 0<br/>@AVL 1 F","5.6","5.6","2%","-0.1%"
"Kasper Schmeichel","LEI","G","188","MKFC","LIV 4<br/>@LEI 0 F","5.5","5.5","93%","+0.4%"
"Diogo Jota","WOL","M,F","189","Damo","MCI 2<br/>@WOL 3 F","5.5","5.5","92%","-0.7%"
"James McArthur","CRY","M","190","W (Tue)","WHU 1<br/>@CRY 2 F","5.5","5.5","72%","-0.8%"
"Wesley","AVL","F","191","W (Tue)","NOR 0<br/>@AVL 1 F","5.5","5.5","62%","-2.7%"
"Jay Rodriguez","BUR","F","192","W (Tue)","BUR 0<br/>@EVE 1 F","5.5","5.5","4%","-1.1%"
"Fabian Schar","NEW","D","193","W (Tue)","NEW 1<br/>@MUN 4 F","5.4","5.4","61%","-1%"
"Todd Cantwell","NOR","M","194","RSC","NOR 0<br/>@AVL 1 F","5.35","5.35","81%","-2%"
"Felipe Anderson","WHU","M","195","ZKL","WHU 1<br/>@CRY 2 F","5.25","5.25","98%","+1.3%"
"Lucas Moura","TOT","M,F","196","mcavinur","BHA 1<br/>@TOT 2 F","5.25","5.25","97%","-1.4%"
"Nicolas Pepe","ARS","M,F","197","RSC","ARS 1<br/>@BOU 1 F","5.25","5.25","94%","-0.3%"
"Ryan Fraser","BOU","M","198","W (Tue)","ARS 1<br/>@BOU 1 F","5.25","5.25","88%","-2%"
"Ben Chilwell","LEI","D","199","Eoghanoc","LIV 4<br/>@LEI 0 F","5.1","5.1","100%","-0.1%"
"Sebastien Haller","WHU","F","200","ColmL","WHU 1<br/>@CRY 2 F","5","5","96%","-0.4%"
"David de Gea","MUN","G","201","W (Tue)","NEW 1<br/>@MUN 4 F","5","5","84%","-1.7%"
"Dean Henderson","SHU","G","202","Eoghanoc","WAT 1<br/>@SHU 1 F","5","5","64%","-8.5%"
"Aaron Ramsdale","BOU","G","203","W (Tue)","ARS 1<br/>@BOU 1 F","5","5","42%","+2%"
"Tim Krul","NOR","G","204","W (Tue)","NOR 0<br/>@AVL 1 F","5","5","21%","-2.2%"
"Dennis Praet","LEI","M","205","W (Tue)","LIV 4<br/>@LEI 0 F","5","5","5%","-1.6%"
"Jamie Vardy","LEI","F","206","ColmOF","LIV 4<br/>@LEI 0 F","4.95","4.95","100%","0%"
"Will Hughes","WAT","M","207","W (Tue)","WAT 1<br/>@SHU 1 F","4.95","4.95","23%","+0.3%"
"Callum Hudson-Odoi","CHE","F","208","W (Tue)","SOU 2<br/>@CHE 0 F","4.75","4.75","64%","-10.4%"
"Eric Dier","TOT","M","209","W (Tue)","BHA 1<br/>@TOT 2 F","4.6","4.6","6%","-1.2%"
"Kepa Arrizabalaga","CHE","G","210","W (Tue)","SOU 2<br/>@CHE 0 F","4.5","4.5","60%","-2.2%"
"Chris Mepham","BOU","D","211","W (Tue)","ARS 1<br/>@BOU 1 F","4.5","4.5","5%","+0.2%"
"Alexandre Lacazette","ARS","F","212","ColmL","ARS 1<br/>@BOU 1 F","4.25","4.25","99%","-0.1%"
"Jonny Evans","LEI","D","213","mcavinur","LIV 4<br/>@LEI 0 F","4.25","4.25","87%","+0.8%"
"Ismaila Sarr","WAT","M,F","214","W (Tue)","WAT 1<br/>@SHU 1 F","4.25","4.25","41%","-0.2%"
"Davinson Sanchez","TOT","D","215","W (Tue)","BHA 1<br/>@TOT 2 F","4.25","4.25","40%","-4.1%"
"Federico Fernandez","NEW","D","216","ColmOF","NEW 1<br/>@MUN 4 F","4.25","4.25","30%","-2.1%"
"Roberto Pereyra","WAT","M","217","W (Tue)","WAT 1<br/>@SHU 1 F","4.25","4.25","29%","-0.6%"
"Ainsley Maitland-Niles","ARS","D,M","218","W (Tue)","ARS 1<br/>@BOU 1 F","4.2","4.2","22%","-3.1%"
"Scott McTominay","MUN","M","219","Eoghanoc","NEW 1<br/>@MUN 4 F","4.1","4.1","79%","-5.9%"
"Harry Wilson","BOU","M","220","Damo","ARS 1<br/>@BOU 1 F","4","4","57%","+4.9%"
"Jesse Lingard","MUN","M,F","221","W (Tue)","NEW 1<br/>@MUN 4 F","4","4","27%","-1.9%"
"Christian Atsu","NEW","M","222","ColmL","NEW 1<br/>@MUN 4 F","4","4","8%","-0.4%"
"Harvey Barnes","LEI","M","223","mcavinur","LIV 4<br/>@LEI 0 F","3.75","3.75","72%","-2.2%"
"Yves Bissouma","BHA","M,F","224","W (Tue)","BHA 1<br/>@TOT 2 F","3.75","3.75","1%","+0.3%"
"Jack Cork","BUR","M","225","W (Tue)","BUR 0<br/>@EVE 1 F","3.6","3.6","7%","+0.2%"
"Chris Wood","BUR","F","226","W (Tue)","BUR 0<br/>@EVE 1 F","3.5","3.5","65%","-2.7%"
"Lys Mousset","SHU","F","227","FA","WAT 1<br/>@SHU 1 F","3.5","3.5","35%","+0.3%"
"Juan Mata","MUN","M","228","W (Tue)","NEW 1<br/>@MUN 4 F","3.5","3.5","5%","-0.2%"
"Dwight Gayle","NEW","F","229","W (Tue)","NEW 1<br/>@MUN 4 F","3.25","3.25","1%","-0.4%"
"Callum Wilson","BOU","F","230","W (Tue)","ARS 1<br/>@BOU 1 F","3","3","89%","-1.1%"
"Philip Billing","BOU","M","231","ColmOF","ARS 1<br/>@BOU 1 F","3","3","44%","-0.4%"
"Divock Origi","LIV","F","232","FA","LIV 4<br/>@LEI 0 F","3","3","36%","+0.4%"
"Ryan Sessegnon","TOT","M,F","233","W (Tue)","BHA 1<br/>@TOT 2 F","3","3","35%","-7.2%"
"Onel Hernandez","NOR","M","234","W (Tue)","NOR 0<br/>@AVL 1 F","3","3","14%","+2%"
"Aaron Connolly","BHA","F","235","W (Tue)","BHA 1<br/>@TOT 2 F","2.5","2.5","6%","-0.6%"
