"Player","Team","Position","Rk","Status","Opponent","FPts","FP/G","% Owned","+/-"
"Jack Grealish","AVL","M","1","mcavinur","BHA 1<br/>@AVL 2 F","32.75","32.75","99%","-1.2%"
"Gabriel Jesus","MCI","F","2","mcavinur","MCI 2<br/>@CRY 0 F","26.5","26.5","98%","-2.2%"
"Abdoulaye Doucoure","WAT","M","3","FA","WAT 1<br/>@TOT 1 F","25.2","25.2","70%","+2.9%"
"Matt Targett","AVL","D,M","4","MKFC","BHA 1<br/>@AVL 2 F","25.2","25.2","48%","+14.4%"
"Harvey Barnes","LEI","M","5","FA","BUR 1<br/>@LEI 2 F","23.5","23.5","40%","+6.3%"
"Pascal Gross","BHA","M","6","Eoghanoc","BHA 1<br/>@AVL 2 F","23.25","23.25","89%","+5.6%"
"Joao Cancelo","MCI","D","7","FA","MCI 2<br/>@CRY 0 F","22.3","22.3","72%","-3.5%"
"Daryl Janmaat","WAT","D","8","FA","WAT 1<br/>@TOT 1 F","22.3","22.3","2%","-6.6%"
"Marcos Alonso","CHE","D","9","ColmOF","NEW 0<br/>@CHE 1 F","22.05","22.05","96%","-4.3%"
"Wayne Hennessey","CRY","G","10","FA","MCI 2<br/>@CRY 0 F","21","21","3%","+3%"
"Lucas Digne","EVE","D","11","ZKL","WHU 0<br/>@EVE 2 F","20.5","20.5","100%","-0.1%"
"Roberto Jimenez","WHU","G","12","FA","WHU 0<br/>@EVE 2 F","20.5","20.5","9%","-32.2%"
"Bernardo Silva","MCI","M,F","13","mcavinur","MCI 2<br/>@CRY 0 F","20.25","20.25","100%","-0.1%"
"David Silva","MCI","M","14","ZKL","MCI 2<br/>@CRY 0 F","19.6","19.6","100%","-0.1%"
"Bernard","EVE","M,F","15","MKFC","WHU 0<br/>@EVE 2 F","19.5","19.5","45%","+37.1%"
"Jack OConnell","SHU","D","16","FA","ARS 0<br/>@SHU 1 F","19.5","19.5","41%","-8.8%"
"Chris Basham","SHU","D","17","FA","ARS 0<br/>@SHU 1 F","19.5","19.5","6%","+6.4%"
"Yerry Mina","EVE","D","18","FA","WHU 0<br/>@EVE 2 F","19.35","19.35","58%","-8.2%"
"Michael Keane","EVE","D","19","Eoghanoc","WHU 0<br/>@EVE 2 F","19.1","19.1","87%","-12.6%"
"Jordan Pickford","EVE","G","20","FA","WHU 0<br/>@EVE 2 F","19","19","81%","+14.1%"
"Danny Ings","SOU","F","21","ZKL","SOU 1<br/>@WOL 1 F","18.75","18.75","82%","-1.8%"
"Callum Hudson-Odoi","CHE","F","22","mcavinur","NEW 0<br/>@CHE 1 F","18.5","18.5","89%","-2.7%"
"Andrew Robertson","LIV","D","23","mcavinur","LIV 1<br/>@MUN 1 F","18.35","18.35","100%","-0.1%"
"George Baldock","SHU","D,M","24","FA","ARS 0<br/>@SHU 1 F","18","18","25%","-0.4%"
"Djibril Sidibe","EVE","D","25","FA","WHU 0<br/>@EVE 2 F","17.8","17.8","13%","+4.4%"
"Youri Tielemans","LEI","M","26","ColmOF","BUR 1<br/>@LEI 2 F","17.75","17.75","99%","-0.6%"
"Pierre-Emile Hojbjerg","SOU","M","27","FA","SOU 1<br/>@WOL 1 F","17.6","17.6","36%","-22.3%"
"Diego Rico","BOU","D","28","ZKL","NOR 0<br/>@BOU 0 F","17.4","17.4","69%","-6.4%"
"John Egan","SHU","D","29","FA","ARS 0<br/>@SHU 1 F","17.35","17.35","19%","+11%"
"Tim Krul","NOR","G","30","FA","NOR 0<br/>@BOU 0 F","17.25","17.25","9%","+8.7%"
"Marcus Rashford","MUN","F","31","ColmL","LIV 1<br/>@MUN 1 F","17.1","17.1","100%","-0.1%"
"Chris Wood","BUR","F","32","FA","BUR 1<br/>@LEI 2 F","17.1","17.1","49%","-42.4%"
"Raheem Sterling","MCI","F","33","ColmL","MCI 2<br/>@CRY 0 F","17","17","100%","0%"
"Dele Alli","TOT","M","34","ColmL","WAT 1<br/>@TOT 1 F","17","17","95%","+3.6%"
"Kurt Zouma","CHE","D","35","FA","NEW 0<br/>@CHE 1 F","17","17","35%","-31.5%"
"Willian","CHE","F","36","ZKL","NEW 0<br/>@CHE 1 F","16.75","16.75","93%","-7.5%"
"Ricardo Pereira","LEI","D","37","mcavinur","BUR 1<br/>@LEI 2 F","16.65","16.65","100%","0%"
"Frederic Guilbert","AVL","D","38","ZKL","BHA 1<br/>@AVL 2 F","16.6","16.6","42%","+16.9%"
"John McGinn","AVL","M","39","ColmL","BHA 1<br/>@AVL 2 F","16.5","16.5","94%","-6.1%"
"Ederson","MCI","G","40","ColmL","MCI 2<br/>@CRY 0 F","16.25","16.25","99%","-0.8%"
"Adam Webster","BHA","D","41","mcavinur","BHA 1<br/>@AVL 2 F","16.2","16.2","14%","-11.5%"
"Jamie Vardy","LEI","F","42","ColmOF","BUR 1<br/>@LEI 2 F","15.75","15.75","100%","-0.3%"
"Daniel James","MUN","M","43","Seanmacd","LIV 1<br/>@MUN 1 F","15.75","15.75","91%","-8.9%"
"Mat Ryan","BHA","G","44","mcavinur","BHA 1<br/>@AVL 2 F","15.75","15.75","53%","-13.7%"
"Theo Walcott","EVE","M,F","45","FA","WHU 0<br/>@EVE 2 F","15.75","15.75","15%","+15%"
"Benjamin Mendy","MCI","D","46","MKFC","MCI 2<br/>@CRY 0 F","15.6","15.6","88%","-3.2%"
"Emiliano Buendia","NOR","M","47","ColmL","NOR 0<br/>@BOU 0 F","15.35","15.35","95%","-4.6%"
"Martin Dubravka","NEW","G","48","Seanmacd","NEW 0<br/>@CHE 1 F","15.25","15.25","28%","+2.6%"
"Dwight McNeil","BUR","M","49","ZKL","BUR 1<br/>@LEI 2 F","15.1","15.1","87%","-4.3%"
"Dean Henderson","SHU","G","50","Eoghanoc","ARS 0<br/>@SHU 1 F","15","15","49%","-1.2%"
"Ashley Westwood","BUR","M","51","FA","BUR 1<br/>@LEI 2 F","15","15","39%","-36%"
"Cesar Azpilicueta","CHE","D","52","mcavinur","NEW 0<br/>@CHE 1 F","14.85","14.85","100%","-0.2%"
"Philip Billing","BOU","M","53","ColmOF","NOR 0<br/>@BOU 0 F","14.7","14.7","53%","+28.4%"
"Richarlison","EVE","M,F","54","ColmL","WHU 0<br/>@EVE 2 F","14.35","14.35","100%","-0.1%"
"Adam Smith","BOU","D","55","FA","NOR 0<br/>@BOU 0 F","14.35","14.35","3%","+3%"
"Enda Stevens","SHU","D,M","56","MKFC","ARS 0<br/>@SHU 1 F","14.2","14.2","74%","-1.4%"
"Steve Cook","BOU","D","57","FA","NOR 0<br/>@BOU 0 F","14.05","14.05","28%","-5.8%"
"Nathan Ake","BOU","D","58","FA","NOR 0<br/>@BOU 0 F","14","14","84%","+9.2%"
"Raul Jimenez","WOL","F","59","Eoghanoc","SOU 1<br/>@WOL 1 F","13.35","13.35","100%","-0.4%"
"Jorginho","CHE","M","60","MKFC","NEW 0<br/>@CHE 1 F","13.35","13.35","88%","-3.2%"
"Max Aarons","NOR","D","61","FA","NOR 0<br/>@BOU 0 F","13.3","13.3","15%","-9.7%"
"Davy Propper","BHA","M","62","FA","BHA 1<br/>@AVL 2 F","13.15","13.15","37%","-4.3%"
"Allan Saint-Maximin","NEW","F","63","FA","NEW 0<br/>@CHE 1 F","13","13","26%","-40.4%"
"Aaron Ramsdale","BOU","G","64","FA","NOR 0<br/>@BOU 0 F","13","13","21%","-4.1%"
"Ilkay Gundogan","MCI","M","65","FA","MCI 2<br/>@CRY 0 F","12.85","12.85","73%","-10.4%"
"Fikayo Tomori","CHE","D","66","FA","NEW 0<br/>@CHE 1 F","12.75","12.75","66%","-9.5%"
"Gylfi Sigurdsson","EVE","M","67","ColmOF","WHU 0<br/>@EVE 2 F","12.5","12.5","99%","-0.6%"
"Tom Cleverley","WAT","M","68","FA","WAT 1<br/>@TOT 1 F","12.5","12.5","40%","-10.1%"
"Andre Gomes","EVE","M","69","FA","WHU 0<br/>@EVE 2 F","12.5","12.5","17%","+8.7%"
"Wilfred Ndidi","LEI","M","70","ZKL","BUR 1<br/>@LEI 2 F","12.45","12.45","97%","+5.5%"
"James McArthur","CRY","M","71","FA","MCI 2<br/>@CRY 0 F","12.35","12.35","48%","-18.9%"
"Nicolas Pepe","ARS","F","72","Seanmacd","ARS 0<br/>@SHU 1 F","12","12","96%","-4.5%"
"Ibrahim Amadou","NOR","M","73","FA","NOR 0<br/>@BOU 0 F","11.8","11.8","1%","+1.3%"
"Alex Iwobi","EVE","M,F","74","FA","WHU 0<br/>@EVE 2 F","11.75","11.75","74%","-1.1%"
"Lys Mousset","SHU","F","75","FA","ARS 0<br/>@SHU 1 F","11.5","11.5","2%","+2.4%"
"Adam Lallana","LIV","M","76","FA","LIV 1<br/>@MUN 1 F","11.5","11.5","1%","+1%"
"Dale Stephens","BHA","M","77","FA","BHA 1<br/>@AVL 2 F","11.35","11.35","10%","-6.5%"
"Jamal Lewis","NOR","D","78","FA","NOR 0<br/>@BOU 0 F","11.35","11.35","4%","-4.5%"
"Christian Kabasele","WAT","D","79","FA","WAT 1<br/>@TOT 1 F","11.35","11.35","2%","+2.3%"
"Oliver Norwood","SHU","M","80","ZKL","ARS 0<br/>@SHU 1 F","11.25","11.25","73%","-10.1%"
"Adama Traore","WOL","F","81","MKFC","SOU 1<br/>@WOL 1 F","11.1","11.1","74%","-17.7%"
"Wilfried Zaha","CRY","M,F","82","ColmOF","MCI 2<br/>@CRY 0 F","11","11","99%","-1%"
"Rui Patricio","WOL","G","83","Damo","SOU 1<br/>@WOL 1 F","11","11","83%","-16.8%"
"Kepa Arrizabalaga","CHE","G","84","FA","NEW 0<br/>@CHE 1 F","11","11","76%","-7.6%"
"Tom Heaton","AVL","G","85","mcavinur","BHA 1<br/>@AVL 2 F","11","11","31%","+14.3%"
"James Ward-Prowse","SOU","M","86","Damo","SOU 1<br/>@WOL 1 F","10.85","10.85","84%","-16.1%"
"Serge Aurier","TOT","D","87","FA","WAT 1<br/>@TOT 1 F","10.55","10.55","71%","+4.3%"
"Andreas Pereira","MUN","M","88","FA","LIV 1<br/>@MUN 1 F","10.5","10.5","17%","+0.3%"
"Kasper Schmeichel","LEI","G","89","MKFC","BUR 1<br/>@LEI 2 F","10","10","90%","-10.5%"
"Matteo Guendouzi","ARS","M","90","MKFC","ARS 0<br/>@SHU 1 F","10","10","67%","-16.4%"
"Tammy Abraham","CHE","F","91","Damo","NEW 0<br/>@CHE 1 F","9.95","9.95","98%","-2.4%"
"Caglar Soyuncu","LEI","D","92","Damo","BUR 1<br/>@LEI 2 F","9.95","9.95","86%","-14%"
"Mateo Kovacic","CHE","M","93","FA","NEW 0<br/>@CHE 1 F","9.75","9.75","35%","-23.4%"
"Roberto Firmino","LIV","M,F","94","Eoghanoc","LIV 1<br/>@MUN 1 F","9.5","9.5","100%","0%"
"Dan Burn","BHA","D","95","FA","BHA 1<br/>@AVL 2 F","9.5","9.5","46%","-20.8%"
"Rodrigo","MCI","M","96","Seanmacd","MCI 2<br/>@CRY 0 F","9.35","9.35","96%","+3.9%"
"Moritz Leitner","NOR","M","97","FA","NOR 0<br/>@BOU 0 F","9.35","9.35","5%","-3.3%"
"Tom Davies","EVE","M","98","FA","WHU 0<br/>@EVE 2 F","9.35","9.35","1%","+1%"
"Angelo Ogbonna","WHU","D","99","FA","WHU 0<br/>@EVE 2 F","9.2","9.2","9%","-7.5%"
"Arthur Masuaku","WHU","D","100","FA","WHU 0<br/>@EVE 2 F","9.15","9.15","38%","+21.5%"
"Nathaniel Chalobah","WAT","M","101","FA","WAT 1<br/>@TOT 1 F","9.15","9.15","1%","+0.9%"
"Luka Milivojevic","CRY","M","102","Seanmacd","MCI 2<br/>@CRY 0 F","9.1","9.1","96%","-4.1%"
"David de Gea","MUN","G","103","Seanmacd","LIV 1<br/>@MUN 1 F","9","9","88%","-3.3%"
"Lewis Cook","BOU","M","104","FA","NOR 0<br/>@BOU 0 F","9","9","1%","+1.4%"
"Neal Maupay","BHA","F","105","FA","BHA 1<br/>@AVL 2 F","8.85","8.85","39%","-27.6%"
"John Fleck","SHU","M","106","mcavinur","ARS 0<br/>@SHU 1 F","8.85","8.85","10%","-6.4%"
"Toby Alderweireld","TOT","D","107","Damo","WAT 1<br/>@TOT 1 F","8.8","8.8","81%","-2.3%"
"Jonny","WOL","D,M","108","ColmOF","SOU 1<br/>@WOL 1 F","8.8","8.8","69%","-14.7%"
"Trent Alexander-Arnold","LIV","D","109","ColmOF","LIV 1<br/>@MUN 1 F","8.75","8.75","100%","0%"
"James Tarkowski","BUR","D","110","Eoghanoc","BUR 1<br/>@LEI 2 F","8.65","8.65","89%","+14.2%"
"Craig Dawson","WAT","D","111","FA","WAT 1<br/>@TOT 1 F","8.65","8.65","3%","+2.7%"
"Ryan Fraser","BOU","M","112","FA","NOR 0<br/>@BOU 0 F","8.6","8.6","93%","-7%"
"DeAndre Yedlin","NEW","D","113","FA","NEW 0<br/>@CHE 1 F","8.6","8.6","2%","+2.3%"
"Scott McTominay","MUN","M","114","Eoghanoc","LIV 1<br/>@MUN 1 F","8.55","8.55","73%","-19%"
"Sadio Mane","LIV","M,F","115","Seanmacd","LIV 1<br/>@MUN 1 F","8.5","8.5","100%","-0.1%"
"Manuel Lanzini","WHU","M","116","Damo","WHU 0<br/>@EVE 2 F","8.5","8.5","97%","-3.2%"
"Matthew Lowton","BUR","D","117","FA","BUR 1<br/>@LEI 2 F","8.5","8.5","61%","-14.3%"
"Kevin De Bruyne","MCI","M","118","Eoghanoc","MCI 2<br/>@CRY 0 F","8.45","8.45","100%","-0.1%"
"Alexander Tettey","NOR","M","119","FA","NOR 0<br/>@BOU 0 F","8.4","8.4","0%","+0.4%"
"Patrick van Aanholt","CRY","D","120","FA","MCI 2<br/>@CRY 0 F","8.3","8.3","85%","-6.5%"
"Jan Bednarek","SOU","D","121","Seanmacd","SOU 1<br/>@WOL 1 F","8.3","8.3","11%","+2.9%"
"Harry Winks","TOT","M","122","FA","WAT 1<br/>@TOT 1 F","8.25","8.25","15%","-26.7%"
"Fabian Schar","NEW","D","123","ZKL","NEW 0<br/>@CHE 1 F","8.2","8.2","81%","+14.5%"
"Joel Matip","LIV","D","124","ZKL","LIV 1<br/>@MUN 1 F","8.15","8.15","98%","-1.9%"
"Declan Rice","WHU","M","125","MKFC","WHU 0<br/>@EVE 2 F","8.1","8.1","48%","-1.6%"
"Matt Doherty","WOL","D,M","126","FA","SOU 1<br/>@WOL 1 F","8","8","91%","-8.9%"
"Oriol Romeu","SOU","M","127","FA","SOU 1<br/>@WOL 1 F","8","8","12%","-12.9%"
"Sead Kolasinac","ARS","D,M","128","FA","ARS 0<br/>@SHU 1 F","7.95","7.95","49%","-34.8%"
"Sebastien Haller","WHU","F","129","ColmL","WHU 0<br/>@EVE 2 F","7.85","7.85","99%","-1.2%"
"Harry Wilson","BOU","M","130","Damo","NOR 0<br/>@BOU 0 F","7.85","7.85","66%","-33.8%"
"Jordan Henderson","LIV","M","131","FA","LIV 1<br/>@MUN 1 F","7.85","7.85","32%","-9.5%"
"Erik Pieters","BUR","D","132","Seanmacd","BUR 1<br/>@LEI 2 F","7.8","7.8","86%","-5.3%"
