"Player","Team","Position","Rk","Status","Opponent","FPts","FP/G","% Owned"
"Kurt Zouma","CHE","D","36","FA","WOL 0<br/>@CHE 2 F","15.35","15.35","-"
"Tariq Lamptey","CHE/BHA","D","37","MAX","BHA 2<br/>@BUR 1 F","15.05","15.05","-"
"Aaron Ramsdale","BOU","G","38","FA","BOU 3<br/>@EVE 1 F","15","15","-"
"Mateo Kovacic","CHE","M","39","FA","WOL 0<br/>@CHE 2 F","14.85","14.85","-"
"Aaron Connolly","BHA","F","40","FA","BHA 2<br/>@BUR 1 F","14.75","14.75","-"
"William Smallbone","SOU","M,F","41","FA","SHU 1<br/>@SOU 3 F","14.5","14.5","-"
"Frederic Guilbert","AVL","D,M","42","Eoghanoc","AVL 1<br/>@WHU 1 F","14.4","14.4","-"
"Jordan Ayew","CRY","M,F","43","RBF","TOT 1<br/>@CRY 1 F","14.35","14.35","-"
"Dwight McNeil","BUR","M","44","Eoghanoc","BHA 2<br/>@BUR 1 F","14.25","14.25","-"
"Callum Wilson","BOU","F","45","FA","BOU 3<br/>@EVE 1 F","14.25","14.25","-"
"Jonjo Shelvey","NEW","M","46","FA","LIV 3<br/>@NEW 1 F","14.1","14.1","-"
"Junior Stanislas","BOU","M","47","FA","BOU 3<br/>@EVE 1 F","14.1","14.1","-"
"Jannik Vestergaard","SOU","D","48","FA","SHU 1<br/>@SOU 3 F","13.95","13.95","-"
"Olivier Giroud","CHE","F","49","MAX","WOL 0<br/>@CHE 2 F","13.85","13.85","-"
"John McGinn","AVL","M","50","ColmL","AVL 1<br/>@WHU 1 F","13.75","13.75","-"
"Andros Townsend","CRY","M,F","51","FA","TOT 1<br/>@CRY 1 F","13.75","13.75","-"
"John Fleck","SHU","M","52","FA","SHU 1<br/>@SOU 3 F","13.7","13.7","-"
"Kyle Walker-Peters","TOT/SOU","D","53","FA","SHU 1<br/>@SOU 3 F","13.6","13.6","-"
"Yves Bissouma","BHA","M,F","54","FA","BHA 2<br/>@BUR 1 F","13.55","13.55","-"
"Harry Kane","TOT","F","55","MKFC","TOT 1<br/>@CRY 1 F","13.35","13.35","-"
"Willy Caballero","CHE","G","56","FA","WOL 0<br/>@CHE 2 F","13.25","13.25","-"
"Declan Rice","WHU","M","57","MKFC","AVL 1<br/>@WHU 1 F","13.25","13.25","-"
"Dominic Solanke","BOU","F","58","FA","BOU 3<br/>@EVE 1 F","13.25","13.25","-"
"Ashley Westwood","BUR","M","59","MKFC","BHA 2<br/>@BUR 1 F","13","13","-"
"Aymeric Laporte","MCI","D","60","FA","NOR 0<br/>@MCI 5 F","12.9","12.9","-"
"Victor Lindelof","MUN","D","61","FA","MUN 2<br/>@LEI 0 F","12.8","12.8","-"
"Wilfred Ndidi","LEI","M","62","MAX","MUN 2<br/>@LEI 0 F","12.75","12.75","-"
"Andrew Robertson","LIV","D","63","mcavinur","LIV 3<br/>@NEW 1 F","12.7","12.7","-"
"Divock Origi","LIV","F","64","FA","LIV 3<br/>@NEW 1 F","12.5","12.5","-"
"Harry Maguire","MUN","D","65","MKFC","MUN 2<br/>@LEI 0 F","12.3","12.3","-"
"Billy Sharp","SHU","F","66","FA","SHU 1<br/>@SOU 3 F","12.25","12.25","-"
"Moussa Sissoko","TOT","M","67","FA","TOT 1<br/>@CRY 1 F","12.25","12.25","-"
"Willy Boly","WOL","D","68","mcavinur","WOL 0<br/>@CHE 2 F","12.15","12.15","-"
"James Milner","LIV","M","69","FA","LIV 3<br/>@NEW 1 F","12.1","12.1","-"
"Erik Pieters","BUR","D","70","FA","BHA 2<br/>@BUR 1 F","12.1","12.1","-"
"Sander Berge","SHU","M","71","FA","SHU 1<br/>@SOU 3 F","12.05","12.05","-"
"James McCarthy","CRY","M","72","FA","TOT 1<br/>@CRY 1 F","12","12","-"
"Chris Basham","SHU","D","73","RBF","SHU 1<br/>@SOU 3 F","11.85","11.85","-"
"Lucas Moura","TOT","M,F","74","mcavinur","TOT 1<br/>@CRY 1 F","11.85","11.85","-"
"Luke Thomas","LEI","D","75","FA","MUN 2<br/>@LEI 0 F","11.85","11.85","-"
"Jesse Lingard","MUN","M,F","76","FA","MUN 2<br/>@LEI 0 F","11.75","11.75","-"
"Neco Williams","LIV","D","77","FA","LIV 3<br/>@NEW 1 F","11.75","11.75","-"
"Andriy Yarmolenko","WHU","M,F","78","FA","AVL 1<br/>@WHU 1 F","11.6","11.6","-"
"Onel Hernandez","NOR","M","79","FA","NOR 0<br/>@MCI 5 F","11.35","11.35","-"
"Phil Foden","MCI","M,F","80","ColmOF","NOR 0<br/>@MCI 5 F","11.25","11.25","-"
"Dani Ceballos","ARS","M","81","ColmOF","WAT 2<br/>@ARS 3 F","11","11","-"
"Sadio Mane","LIV","M,F","82","RBF","LIV 3<br/>@NEW 1 F","11","11","-"
"Alex Oxlade-Chamberlain","LIV","M,F","83","FA","LIV 3<br/>@NEW 1 F","11","11","-"
"Neal Maupay","BHA","F","84","FA","BHA 2<br/>@BUR 1 F","10.85","10.85","-"
"Lukas Rupp","NOR","M","85","FA","NOR 0<br/>@MCI 5 F","10.85","10.85","-"
"Valentino Lazaro","NEW","M","86","FA","LIV 3<br/>@NEW 1 F","10.75","10.75","-"
"David Silva","MCI","M","87","MAX","NOR 0<br/>@MCI 5 F","10.5","10.5","-"
"Jefferson Lerma","BOU","M","88","FA","BOU 3<br/>@EVE 1 F","10.45","10.45","-"
"Conor Hourihane","AVL","M","89","FA","AVL 1<br/>@WHU 1 F","10.35","10.35","-"
"Miguel Almiron","NEW","M,F","90","MKFC","LIV 3<br/>@NEW 1 F","10","10","-"
"Lukasz Fabianski","WHU","G","91","ColmOF","AVL 1<br/>@WHU 1 F","10","10","-"
"Jordan Pickford","EVE","G","92","FA","BOU 3<br/>@EVE 1 F","10","10","-"
"Romain Saiss","WOL","D,M","93","FA","WOL 0<br/>@CHE 2 F","10","10","-"
"Gylfi Sigurdsson","EVE","M","94","ColmOF","BOU 3<br/>@EVE 1 F","9.95","9.95","-"
"Matt Ritchie","NEW","D,M","95","ColmL","LIV 3<br/>@NEW 1 F","9.9","9.9","-"
"Ainsley Maitland-Niles","ARS","D,M","96","MAX","WAT 2<br/>@ARS 3 F","9.85","9.85","-"
"Jarrad Branthwaite","EVE","D","97","FA","BOU 3<br/>@EVE 1 F","9.8","9.8","-"
"Nicolas Pepe","ARS","M,F","98","mcavinur","WAT 2<br/>@ARS 3 F","9.75","9.75","-"
"Tom Davies","EVE","M","99","FA","BOU 3<br/>@EVE 1 F","9.7","9.7","-"
"James Tarkowski","BUR","D","100","Eoghanoc","BHA 2<br/>@BUR 1 F","9.7","9.7","-"
"Tim Krul","NOR","G","101","FA","NOR 0<br/>@MCI 5 F","9.5","9.5","-"
"Youri Tielemans","LEI","M","102","FA","MUN 2<br/>@LEI 0 F","9.5","9.5","-"
"Oriol Romeu","SOU","M","103","FA","SHU 1<br/>@SOU 3 F","9.45","9.45","-"
"Lucas Digne","EVE","D","104","ColmOF","BOU 3<br/>@EVE 1 F","9.35","9.35","-"
"Roberto Firmino","LIV","M,F","105","Eoghanoc","LIV 3<br/>@NEW 1 F","9.25","9.25","-"
"Marc Albrighton","LEI","M","106","FA","MUN 2<br/>@LEI 0 F","9","9","-"
"Ben Johnson","WHU","D,M","107","FA","AVL 1<br/>@WHU 1 F","8.85","8.85","-"
"Joseph Gomez","LIV","D","108","mcavinur","LIV 3<br/>@NEW 1 F","8.8","8.8","-"
"Abdoulaye Doucoure","WAT","M","109","Damo","WAT 2<br/>@ARS 3 F","8.75","8.75","-"
"Mark Noble","WHU","M","110","FA","AVL 1<br/>@WHU 1 F","8.75","8.75","-"
"James Justin","LEI","D","111","RBF","MUN 2<br/>@LEI 0 F","8.55","8.55","-"
"Toby Alderweireld","TOT","D","112","FA","TOT 1<br/>@CRY 1 F","8.5","8.5","-"
"Emiliano Martinez","ARS","G","113","mcavinur","WAT 2<br/>@ARS 3 F","8.5","8.5","-"
"Roberto Pereyra","WAT","M","114","FA","WAT 2<br/>@ARS 3 F","8.5","8.5","-"
"Kasper Schmeichel","LEI","G","115","MKFC","MUN 2<br/>@LEI 0 F","8.5","8.5","-"
"Georginio Wijnaldum","LIV","M","116","FA","LIV 3<br/>@NEW 1 F","8.5","8.5","-"
"Nemanja Matic","MUN","M","117","FA","MUN 2<br/>@LEI 0 F","8.45","8.45","-"
"Adam Webster","BHA","D","118","FA","BHA 2<br/>@BUR 1 F","8.4","8.4","-"
"Lloyd Kelly","BOU","D","119","FA","BOU 3<br/>@EVE 1 F","8.35","8.35","-"
"Adam Smith","BOU","D","120","FA","BOU 3<br/>@EVE 1 F","8.35","8.35","-"
"Martin Dubravka","NEW","G","121","RBF","LIV 3<br/>@NEW 1 F","8.25","8.25","-"
"Douglas Luiz","AVL","M","122","MAX","AVL 1<br/>@WHU 1 F","8.25","8.25","-"
"Dale Stephens","BHA","M","123","FA","BHA 2<br/>@BUR 1 F","8.25","8.25","-"
"Dan Gosling","BOU","M","124","FA","BOU 3<br/>@EVE 1 F","8.1","8.1","-"
"Harry Winks","TOT","M","125","FA","TOT 1<br/>@CRY 1 F","8.05","8.05","-"
"Leander Dendoncker","WOL","D,M","126","FA","WOL 0<br/>@CHE 2 F","8","8","-"
"Dan Burn","BHA","D","127","FA","BHA 2<br/>@BUR 1 F","7.8","7.8","-"
"Lewis Dunk","BHA","D","128","RBF","BHA 2<br/>@BUR 1 F","7.7","7.7","-"
"Serge Aurier","TOT","D","129","MAX","TOT 1<br/>@CRY 1 F","7.6","7.6","-"
"Christian Kabasele","WAT","D","130","Eoghanoc","WAT 2<br/>@ARS 3 F","7.6","7.6","-"
"Seamus Coleman","EVE","D","131","ColmL","BOU 3<br/>@EVE 1 F","7.5","7.5","-"
"Ben Davies","TOT","D","132","ColmOF","TOT 1<br/>@CRY 1 F","7.5","7.5","-"
"James McArthur","CRY","M","133","RBF","TOT 1<br/>@CRY 1 F","7.5","7.5","-"
"Nick Pope","BUR","G","134","MAX","BHA 2<br/>@BUR 1 F","7.5","7.5","-"
"Mat Ryan","BHA","G","135","FA","BHA 2<br/>@BUR 1 F","7.5","7.5","-"
"Andre Gomes","EVE","M","136","FA","BOU 3<br/>@EVE 1 F","7.35","7.35","-"
"Richarlison","EVE","M,F","137","ColmL","BOU 3<br/>@EVE 1 F","7.35","7.35","-"
"Jack Robinson","QPR/SHU","D","138","FA","SHU 1<br/>@SOU 3 F","7.3","7.3","-"
"Tomas Soucek","WHU","M","139","mcavinur","AVL 1<br/>@WHU 1 F","7.3","7.3","-"
"Joel Ward","CRY","D","140","FA","TOT 1<br/>@CRY 1 F","7.25","7.25","-"
"Kevin Long","BUR","D","141","FA","BHA 2<br/>@BUR 1 F","7.15","7.15","-"
"Alexandre Lacazette","ARS","F","142","ColmL","WAT 2<br/>@ARS 3 F","7.1","7.1","-"
"Josh Brownhill","BUR","M","143","FA","BHA 2<br/>@BUR 1 F","7","7","-"
"Alex McCarthy","SOU","G","144","FA","SHU 1<br/>@SOU 3 F","7","7","-"
"Takumi Minamino","LIV","F","145","FA","LIV 3<br/>@NEW 1 F","6.85","6.85","-"
"Conor Coady","WOL","D","146","FA","WOL 0<br/>@CHE 2 F","6.75","6.75","-"
"Jorginho","CHE","M","147","FA","WOL 0<br/>@CHE 2 F","6.75","6.75","-"
"Son Heung-Min","TOT","M,F","148","Damo","TOT 1<br/>@CRY 1 F","6.75","6.75","-"
"James Ward-Prowse","SOU","M","149","Damo","SHU 1<br/>@SOU 3 F","6.75","6.75","-"
"Steve Cook","BOU","D","150","FA","BOU 3<br/>@EVE 1 F","6.7","6.7","-"
"Granit Xhaka","ARS","M","151","FA","WAT 2<br/>@ARS 3 F","6.65","6.65","-"
"Eddie Nketiah","ARS","F","152","FA","WAT 2<br/>@ARS 3 F","6.6","6.6","-"
"Matt Targett","AVL","D,M","153","FA","AVL 1<br/>@WHU 1 F","6.6","6.6","-"
"Ryan Fredericks","WHU","D","154","FA","AVL 1<br/>@WHU 1 F","6.5","6.5","-"
"Mason Greenwood","MUN","M,F","155","ColmOF","MUN 2<br/>@LEI 0 F","6.5","6.5","-"
"Ruben Neves","WOL","M","156","MKFC","WOL 0<br/>@CHE 2 F","6.5","6.5","-"
"Matt Doherty","WOL","D,M","157","Damo","WOL 0<br/>@CHE 2 F","6.4","6.4","-"
"Angelo Ogbonna","WHU","D","158","FA","AVL 1<br/>@WHU 1 F","6.4","6.4","-"
"Max Aarons","NOR","D","159","FA","NOR 0<br/>@MCI 5 F","6.3","6.3","-"
"Christian Pulisic","CHE","M,F","160","Eoghanoc","WOL 0<br/>@CHE 2 F","6.25","6.25","-"
"Scott Dann","CRY","D","161","FA","TOT 1<br/>@CRY 1 F","6.15","6.15","-"
"Trezeguet","AVL","M,F","162","FA","AVL 1<br/>@WHU 1 F","6.1","6.1","-"
"Eric Dier","TOT","D,M","163","FA","TOT 1<br/>@CRY 1 F","6","6","-"
"Ben Foster","WAT","G","164","FA","WAT 2<br/>@ARS 3 F","6","6","-"
"Reiss Nelson","ARS","F","165","FA","WAT 2<br/>@ARS 3 F","6","6","-"
"Marcus Rashford","MUN","M,F","166","ColmL","MUN 2<br/>@LEI 0 F","6","6","-"
"Mbwana Samatta","AVL","F","167","FA","AVL 1<br/>@WHU 1 F","6","6","-"
"Pablo Fornals","WHU","M","168","FA","AVL 1<br/>@WHU 1 F","5.95","5.95","-"
"Javier Manquillo","NEW","D","169","FA","LIV 3<br/>@NEW 1 F","5.95","5.95","-"
"Michael Keane","EVE","D","170","FA","BOU 3<br/>@EVE 1 F","5.9","5.9","-"
"Wes Morgan","LEI","D","171","FA","MUN 2<br/>@LEI 0 F","5.9","5.9","-"
"Johann Gudmundsson","BUR","M","172","FA","BHA 2<br/>@BUR 1 F","5.85","5.85","-"
"Phil Bardsley","BUR","D","173","MAX","BHA 2<br/>@BUR 1 F","5.8","5.8","-"
"Adam Masina","WAT","D","174","FA","WAT 2<br/>@ARS 3 F","5.8","5.8","-"
"Ben Godfrey","NOR","D,M","175","FA","NOR 0<br/>@MCI 5 F","5.75","5.75","-"
"Kelechi Iheanacho","LEI","F","176","FA","MUN 2<br/>@LEI 0 F","5.75","5.75","-"
"Naby Keita","LIV","M","177","Damo","LIV 3<br/>@NEW 1 F","5.75","5.75","-"
"Federico Fernandez","NEW","D","178","FA","LIV 3<br/>@NEW 1 F","5.7","5.7","-"
"Cheikhou Kouyate","CRY","M","179","FA","TOT 1<br/>@CRY 1 F","5.55","5.55","-"
"Tyrone Mings","AVL","D","180","FA","AVL 1<br/>@WHU 1 F","5.5","5.5","-"
"Craig Dawson","WAT","D","181","FA","WAT 2<br/>@ARS 3 F","5.4","5.4","-"
"John Egan","SHU","D","182","Damo","SHU 1<br/>@SOU 3 F","5.4","5.4","-"
"David Brooks","BOU","M","183","FA","BOU 3<br/>@EVE 1 F","5.25","5.25","-"
"Dean Henderson","SHU","G","184","Eoghanoc","SHU 1<br/>@SOU 3 F","5.25","5.25","-"
"Alisson","LIV","G","185","Damo","LIV 3<br/>@NEW 1 F","5.25","5.25","-"
"Jack Stephens","SOU","D","186","FA","SHU 1<br/>@SOU 3 F","5.25","5.25","-"
"George Baldock","SHU","D,M","187","ColmL","SHU 1<br/>@SOU 3 F","5.1","5.1","-"
"Nathaniel Chalobah","WAT","M","188","FA","WAT 2<br/>@ARS 3 F","5","5","-"
"Demarai Gray","LEI","M","189","FA","MUN 2<br/>@LEI 0 F","5","5","-"
"Vicente Guaita","CRY","G","190","FA","TOT 1<br/>@CRY 1 F","5","5","-"
"Hugo Lloris","TOT","G","191","FA","TOT 1<br/>@CRY 1 F","5","5","-"
"Tyrick Mitchell","CRY","D","192","FA","TOT 1<br/>@CRY 1 F","5","5","-"
"Diogo Jota","WOL","M,F","193","Damo","WOL 0<br/>@CHE 2 F","4.85","4.85","-"
"Dennis Praet","LEI","M","194","FA","MUN 2<br/>@LEI 0 F","4.75","4.75","-"
"Joao Moutinho","WOL","M","195","MAX","WOL 0<br/>@CHE 2 F","4.75","4.75","-"
"Issa Diop","WHU","D","196","FA","AVL 1<br/>@WHU 1 F","4.7","4.7","-"
"Sebastien Haller","WHU","F","197","ColmL","AVL 1<br/>@WHU 1 F","4.7","4.7","-"
"Dele Alli","TOT","M,F","198","ColmL","TOT 1<br/>@CRY 1 F","4.5","4.5","-"
"Todd Cantwell","NOR","M","199","FA","NOR 0<br/>@MCI 5 F","4.5","4.5","-"
"Fernandinho","MCI","D,M","200","FA","NOR 0<br/>@MCI 5 F","4.5","4.5","-"
"Anthony Martial","MUN","F","201","RBF","MUN 2<br/>@LEI 0 F","4.5","4.5","-"
"Jamie Vardy","LEI","F","202","ColmOF","MUN 2<br/>@LEI 0 F","4.5","4.5","-"
"Rui Patricio","WOL","G","203","Damo","WOL 0<br/>@CHE 2 F","4.5","4.5","-"
"Danny Rose","TOT/NEW","D,M","204","FA","LIV 3<br/>@NEW 1 F","4.45","4.45","-"
"Ezri Konsa Ngoyo","AVL","D","205","FA","AVL 1<br/>@WHU 1 F","4.4","4.4","-"
"David Luiz","ARS","D","206","ColmL","WAT 2<br/>@ARS 3 F","4.4","4.4","-"
"Oliver McBurnie","SHU","F","207","mcavinur","SHU 1<br/>@SOU 3 F","4.25","4.25","-"
"Joseph Willock","ARS","M","208","FA","WAT 2<br/>@ARS 3 F","4.25","4.25","-"
"Jamal Lewis","NOR","D","209","FA","NOR 0<br/>@MCI 5 F","4.2","4.2","-"
"Bernard","EVE","M,F","210","FA","BOU 3<br/>@EVE 1 F","4.1","4.1","-"
"Raul Jimenez","WOL","F","211","Eoghanoc","WOL 0<br/>@CHE 2 F","4.1","4.1","-"
"Jay Rodriguez","BUR","F","212","FA","BHA 2<br/>@BUR 1 F","4","4","-"
"Marco Stiepermann","NOR","M","213","FA","NOR 0<br/>@MCI 5 F","4","4","-"
"Nabil Bentaleb","TOT/NEW","M","214","FA","LIV 3<br/>@NEW 1 F","3.75","3.75","-"
"Philip Billing","BOU","M","215","FA","BOU 3<br/>@EVE 1 F","3.75","3.75","-"
"Alexis Mac Allister","BHA","M","216","FA","BHA 2<br/>@BUR 1 F","3.75","3.75","-"
"Paul Pogba","MUN","M","217","ColmL","MUN 2<br/>@LEI 0 F","3.75","3.75","-"
"Eric Garcia","MCI","D","218","MAX","NOR 0<br/>@MCI 5 F","3.7","3.7","-"
"Kenny McLean","NOR","M","219","FA","NOR 0<br/>@MCI 5 F","3.7","3.7","-"
"Rob Holding","ARS","D","220","FA","WAT 2<br/>@ARS 3 F","3.6","3.6","-"
"Sead Kolasinac","ARS","D,M","221","FA","WAT 2<br/>@ARS 3 F","3.55","3.55","-"
"Solly March","BHA","M,F","222","FA","BHA 2<br/>@BUR 1 F","3.5","3.5","-"
"Luka Milivojevic","CRY","M","223","RBF","TOT 1<br/>@CRY 1 F","3.5","3.5","-"
"Teemu Pukki","NOR","F","224","FA","NOR 0<br/>@MCI 5 F","3.5","3.5","-"
"Ilkay Gundogan","MCI","M","225","FA","NOR 0<br/>@MCI 5 F","3.35","3.35","-"
"Christoph Zimmermann","NOR","D","226","FA","NOR 0<br/>@MCI 5 F","3.35","3.35","-"
"Leighton Baines","EVE","D","227","FA","BOU 3<br/>@EVE 1 F","3.3","3.3","-"
"Jarrod Bowen","HUL/WHU","M,F","228","mcavinur","AVL 1<br/>@WHU 1 F","3.25","3.25","-"
"Will Hughes","WAT","M","229","FA","WAT 2<br/>@ARS 3 F","3.1","3.1","-"
"George Hirst","LEI","F","230","FA","MUN 2<br/>@LEI 0 F","3","3","-"
"Adam Idah","NOR","F","231","FA","NOR 0<br/>@MCI 5 F","3","3","-"
"Joao Pedro","WAT","F","232","FA","WAT 2<br/>@ARS 3 F","3","3","-"
"Pepe Reina","LIV/AVL","G","233","FA","AVL 1<br/>@WHU 1 F","3","3","-"
"Mohamed Salah","LIV","F","234","Damo","LIV 3<br/>@NEW 1 F","3","3","-"
"Hamza Choudhury","LEI","M","235","FA","MUN 2<br/>@LEI 0 F","2.85","2.85","-"
"Sean Longstaff","NEW","M","236","FA","LIV 3<br/>@NEW 1 F","2.85","2.85","-"
"Ryan Bertrand","SOU","D,M","237","ColmOF","SHU 1<br/>@SOU 3 F","2.8","2.8","-"
"Steven Bergwijn","TOT","F","238","Damo","TOT 1<br/>@CRY 1 F","2.75","2.75","-"
"Wilfried Zaha","CRY","M,F","239","ColmOF","TOT 1<br/>@CRY 1 F","2.75","2.75","-"
"Jonny","WOL","D,M","240","ColmOF","WOL 0<br/>@CHE 2 F","2.6","2.6","-"
"Kiko Femenia","WAT","D","241","FA","WAT 2<br/>@ARS 3 F","2.6","2.6","-"
"Kortney Hause","AVL","D","242","FA","AVL 1<br/>@WHU 1 F","2.6","2.6","-"
"Ruben Vinagre","WOL","D,M","243","FA","WOL 0<br/>@CHE 2 F","2.6","2.6","-"
"Bruno Jordao","WOL","M","244","FA","WOL 0<br/>@CHE 2 F","2.5","2.5","-"
"Anthony Gordon","EVE","M,F","245","FA","BOU 3<br/>@EVE 1 F","2.5","2.5","-"
"Ayoze Perez","LEI","M,F","246","FA","MUN 2<br/>@LEI 0 F","2.5","2.5","-"
"Oliver Skipp","TOT","M","247","FA","TOT 1<br/>@CRY 1 F","2.5","2.5","-"
"Aaron Mooy","BHA","M,F","248","FA","BHA 2<br/>@BUR 1 F","2.45","2.45","-"
"Adrian Mariappa","WAT","D","249","FA","WAT 2<br/>@ARS 3 F","2.4","2.4","-"
"Tammy Abraham","CHE","F","250","Damo","WOL 0<br/>@CHE 2 F","2.25","2.25","-"
"Harvey Barnes","LEI","M","251","FA","MUN 2<br/>@LEI 0 F","2.25","2.25","-"
"Daniel Podence","WOL","M","252","FA","WOL 0<br/>@CHE 2 F","2.25","2.25","-"
"Djibril Sidibe","EVE","D","253","FA","BOU 3<br/>@EVE 1 F","2.2","2.2","-"
"Robbie Brady","BUR","M","254","FA","BHA 2<br/>@BUR 1 F","2","2","-"
"Curtis Jones","LIV","M","255","RBF","LIV 3<br/>@NEW 1 F","2","2","-"
"Manuel Lanzini","WHU","M","256","FA","AVL 1<br/>@WHU 1 F","2","2","-"
"Josh Martin","NOR","M","257","FA","NOR 0<br/>@MCI 5 F","2","2","-"
"Scott McTominay","MUN","M","258","Eoghanoc","MUN 2<br/>@LEI 0 F","2","2","-"
"Adama Traore","WOL","M,F","259","MKFC","WOL 0<br/>@CHE 2 F","2","2","-"
"Dominic Calvert-Lewin","EVE","F","260","MKFC","BOU 3<br/>@EVE 1 F","1.85","1.85","-"
"Keinan Davis","AVL","M,F","261","FA","AVL 1<br/>@WHU 1 F","1.75","1.75","-"
"Alireza Jahanbakhsh","BHA","F","262","FA","BHA 2<br/>@BUR 1 F","1.75","1.75","-"
"Leon Clarke","SHU","F","263","FA","SHU 1<br/>@SOU 3 F","1.7","1.7","-"
"Stuart Armstrong","SOU","M,F","264","mcavinur","SHU 1<br/>@SOU 3 F","1.5","1.5","-"
"Tom Cleverley","WAT","M","265","FA","WAT 2<br/>@ARS 3 F","1.5","1.5","-"
"Ruben Loftus-Cheek","CHE","M","266","FA","WOL 0<br/>@CHE 2 F","1.5","1.5","-"
"Oliver Norwood","SHU","M","267","RBF","SHU 1<br/>@SOU 3 F","1.5","1.5","-"
"Jairo Riedewald","CRY","D,M","268","FA","TOT 1<br/>@CRY 1 F","1.5","1.5","-"
"Davinson Sanchez","TOT","D","269","FA","TOT 1<br/>@CRY 1 F","1.5","1.5","-"
"Jonny Evans","LEI","D","270","Damo","MUN 2<br/>@LEI 0 F","1.4","1.4","-"
"Ross Barkley","CHE","M","271","Damo","WOL 0<br/>@CHE 2 F","1.25","1.25","-"
"Rodrigo","MCI","M","272","mcavinur","NOR 0<br/>@MCI 5 F","1.25","1.25","-"
"Marvelous Nakamba","AVL","M","273","FA","AVL 1<br/>@WHU 1 F","1.25","1.25","-"
"Pedro","CHE","F","274","FA","WOL 0<br/>@CHE 2 F","1.25","1.25","-"
"Allan Saint-Maximin","NEW","M,F","275","MAX","LIV 3<br/>@NEW 1 F","1.25","1.25","-"
