"Player","Team","Position","Rk","Status","Opponent","FPts","FP/G","% Owned","+/-"
"Adrian Mariappa","WAT","D","84","W (Tue)","WAT 1<br/>@AVL 2 F","12.4","12.4","2%","-0.1%"
"Davy Propper","BHA","M","85","W (Tue)","BHA 1<br/>@BOU 3 F","12.25","12.25","34%","-0.7%"
"George Baldock","SHU","D,M","86","ColmL","MCI 1<br/>@SHU 0 F","12.1","12.1","81%","+0.3%"
"Aaron Cresswell","WHU","D","87","W (Tue)","WHU 1<br/>@LEI 4 F","12.05","6.03","26%","-2.1%"
"Cheikhou Kouyate","CRY","M","88","W (Tue)","SOU 2<br/>@CRY 0 F","11.95","11.95","10%","-0.9%"
"Ryan Fraser","BOU","M","89","W (Tue)","BHA 1<br/>@BOU 3 F","11.85","11.85","87%","+0.3%"
"Neal Maupay","BHA","F","90","W (Tue)","BHA 1<br/>@BOU 3 F","11.75","11.75","57%","-4%"
"Adam Masina","WAT","D","91","W (Tue)","WAT 1<br/>@AVL 2 F","11.75","11.75","20%","+4.5%"
"Michael Obafemi","SOU","F","92","W (Tue)","SOU 2<br/>@CRY 0 F","11.75","11.75","1%","-0.3%"
"Philip Billing","BOU","M","93","W (Tue)","BHA 1<br/>@BOU 3 F","11.7","11.7","35%","+0.1%"
"Wilfried Zaha","CRY","M,F","94","ColmOF","SOU 2<br/>@CRY 0 F","11.5","11.5","99%","-0.2%"
"James McArthur","CRY","M","95","W (Tue)","SOU 2<br/>@CRY 0 F","11.45","11.45","63%","-1.3%"
"Oriol Romeu","SOU","M","96","W (Tue)","SOU 2<br/>@CRY 0 F","11.35","11.35","4%","0%"
"Sergio Aguero","MCI","F","97","MAX","MCI 1<br/>@SHU 0 F","11.25","11.25","100%","-0.1%"
"Todd Cantwell","NOR","M","98","RBF","NOR 1<br/>@TOT 2 F","11.2","11.2","84%","-0.7%"
"Pierre-Emile Hojbjerg","SOU","M","99","MKFC","SOU 2<br/>@CRY 0 F","11.2","11.2","72%","-1.1%"
"Jairo Riedewald","CRY","D,M","100","W (Tue)","SOU 2<br/>@CRY 0 F","11.2","11.2","1%","-0.1%"
"Dwight McNeil","BUR","M","101","MKFC","BUR 2<br/>@MUN 0 F","11.1","11.1","89%","-0.4%"
"Alexander Tettey","NOR","M","102","W (Tue)","NOR 1<br/>@TOT 2 F","11.1","11.1","2%","+0.2%"
"Riyad Mahrez","MCI","M,F","103","ColmOF","MCI 1<br/>@SHU 0 F","11","11","100%","0%"
"Alex McCarthy","SOU","G","104","W (Tue)","SOU 2<br/>@CRY 0 F","11","11","7%","-0.6%"
"Jack Cork","BUR","M","105","W (Tue)","BUR 2<br/>@MUN 0 F","10.95","10.95","6%","-0.1%"
"Vicente Guaita","CRY","G","106","mcavinur","SOU 2<br/>@CRY 0 F","10.75","10.75","48%","+0.8%"
"Juan Mata","MUN","M","107","W (Tue)","BUR 2<br/>@MUN 0 F","10.75","10.75","19%","-0.2%"
"Ben Chilwell","LEI","D","108","Eoghanoc","WHU 1<br/>@LEI 4 F","10.65","10.65","100%","+0.2%"
"Caglar Soyuncu","LEI","D","109","Damo","WHU 1<br/>@LEI 4 F","10.65","10.65","89%","0%"
"Dale Stephens","BHA","M","110","W (Tue)","BHA 1<br/>@BOU 3 F","10.6","10.6","10%","-0.3%"
"Phil Jones","MUN","D","111","W (Tue)","BUR 2<br/>@MUN 0 F","10.55","10.55","1%","-0.9%"
"Enda Stevens","SHU","D,M","112","MKFC","MCI 1<br/>@SHU 0 F","10.5","10.5","88%","0%"
"Rui Patricio","WOL","G","113","Damo","LIV 2<br/>@WOL 1 F","10.5","10.5","50%","+0.1%"
"Rodrigo","MCI","M","114","mcavinur","MCI 1<br/>@SHU 0 F","10.35","10.35","88%","-1%"
"Fernandinho","MCI","D,M","115","W (Tue)","MCI 1<br/>@SHU 0 F","10.35","10.35","43%","+0.4%"
"Emerson","CHE","D","116","W (Tue)","ARS 2<br/>@CHE 2 F","10.15","10.15","36%","-5.2%"
"Anthony Martial","MUN","F","117","RBF","BUR 2<br/>@MUN 0 F","10.1","10.1","100%","0%"
"Lewis Dunk","BHA","D","118","RBF","BHA 1<br/>@BOU 3 F","10.05","10.05","81%","-0.7%"
"James Maddison","LEI","M","119","Damo","WHU 1<br/>@LEI 4 F","10","10","100%","0%"
"Diego Rico","BOU","D","120","MAX","BHA 1<br/>@BOU 3 F","9.95","9.95","65%","0%"
"Etienne Capoue","WAT","M","121","W (Tue)","WAT 1<br/>@AVL 2 F","9.9","9.9","26%","-0.8%"
"Nathaniel Chalobah","WAT","M","122","W (Tue)","WAT 1<br/>@AVL 2 F","9.85","9.85","1%","+0.1%"
"Darren Randolph","WHU","G","123","W (Tue)","WHU 1<br/>@LEI 4 F","9.75","9.75","1%","-2%"
"Roberto Pereyra","WAT","M","124","W (Tue)","WAT 1<br/>@AVL 2 F","9.7","9.7","32%","+1.3%"
"Issa Diop","WHU","D","125","W (Tue)","WHU 1<br/>@LEI 4 F","9.65","4.83","16%","-0.8%"
"Jordan Ayew","CRY","F","126","RBF","SOU 2<br/>@CRY 0 F","9.6","9.6","66%","-0.1%"
"Theo Walcott","EVE","M,F","127","W (Tue)","NEW 2<br/>@EVE 2 F","9.5","9.5","16%","+0.6%"
"Nemanja Matic","MUN","M","128","W (Tue)","BUR 2<br/>@MUN 0 F","9.45","9.45","4%","-1.2%"
"Steven Alzate","BHA","M,F","129","W (Tue)","BHA 1<br/>@BOU 3 F","9.45","9.45","2%","-0.3%"
"Kenny McLean","NOR","M","130","W (Tue)","NOR 1<br/>@TOT 2 F","9.35","9.35","24%","+0.5%"
"Douglas Luiz","AVL","M","131","W (Tue)","WAT 1<br/>@AVL 2 F","9.35","9.35","10%","+2.4%"
"James Tomkins","CRY","D","132","W (Tue)","SOU 2<br/>@CRY 0 F","9.25","9.25","19%","+0.3%"
"Fabian Delph","EVE","D,M","133","W (Tue)","NEW 2<br/>@EVE 2 F","9.25","9.25","11%","-0.2%"
"Grant Hanley","NOR","D","134","W (Tue)","NOR 1<br/>@TOT 2 F","9.15","9.15","1%","0%"
"Granit Xhaka","ARS","M","135","W (Tue)","ARS 2<br/>@CHE 2 F","9.1","9.1","30%","+0.2%"
"Djibril Sidibe","EVE","D","136","MKFC","NEW 2<br/>@EVE 2 F","9","9","81%","+0.2%"
"Ryan Sessegnon","TOT","M,F","137","W (Tue)","NOR 1<br/>@TOT 2 F","8.9","8.9","14%","-2.5%"
"Lukasz Fabianski","WHU","G","138","W (Tue)","WHU 1<br/>@LEI 4 F","8.75","8.75","51%","+5%"
"Jefferson Lerma","BOU","M","139","W (Tue)","BHA 1<br/>@BOU 3 F","8.75","8.75","8%","-0.3%"
"Pepe Reina","AVL","G","140","W (Tue)","WAT 1<br/>@AVL 2 F","8.75","8.75","6%","-0.1%"
"Jack OConnell","SHU","D","141","MKFC","MCI 1<br/>@SHU 0 F","8.7","8.7","82%","+0.5%"
"Fabian Schar","NEW","D","142","W (Tue)","NEW 2<br/>@EVE 2 F","8.7","8.7","52%","-3.2%"
"Ben Foster","WAT","G","143","MAX","WAT 1<br/>@AVL 2 F","8.5","8.5","64%","-0.3%"
"Antonio Rudiger","CHE","D","144","W (Tue)","ARS 2<br/>@CHE 2 F","8.5","8.5","51%","+0.5%"
"Adam Smith","BOU","D","145","W (Tue)","BHA 1<br/>@BOU 3 F","8.4","8.4","5%","+0.3%"
"Nathan Ake","BOU","D","146","W (Tue)","BHA 1<br/>@BOU 3 F","8.3","8.3","60%","-0.3%"
"Jeremy Ngakia","WHU","D","147","W (Tue)","WHU 1<br/>@LEI 4 F","8.3","8.3","0%","0%"
"Divock Origi","LIV","F","148","W (Tue)","LIV 2<br/>@WOL 1 F","8.25","4.12","32%","-5.2%"
"Jeff Hendrick","BUR","M","149","W (Tue)","BUR 2<br/>@MUN 0 F","8.1","8.1","3%","-0.1%"
"Bukayo Saka","ARS","D,F","150","W (Tue)","ARS 2<br/>@CHE 2 F","8.05","8.05","11%","+0.9%"
"Matt Ritchie","NEW","D,M","151","ColmL","NEW 2<br/>@EVE 2 F","8","8","65%","-0.6%"
"Trezeguet","AVL","M,F","152","W (Tue)","WAT 1<br/>@AVL 2 F","8","8","20%","-4.9%"
"Oliver Norwood","SHU","M","153","RBF","MCI 1<br/>@SHU 0 F","7.95","7.95","74%","+0.1%"
"Matt Doherty","WOL","D,M","154","Damo","LIV 2<br/>@WOL 1 F","7.75","7.75","97%","0%"
"Pedro Neto","WOL","F","155","mcavinur","LIV 2<br/>@WOL 1 F","7.75","7.75","13%","-3.7%"
"Matthew Longstaff","NEW","M","156","W (Tue)","NEW 2<br/>@EVE 2 F","7.75","7.75","2%","-0.4%"
"Sam Byram","NOR","D","157","W (Tue)","NOR 1<br/>@TOT 2 F","7.75","7.75","1%","0%"
"Alexandre Lacazette","ARS","F","158","ColmL","ARS 2<br/>@CHE 2 F","7.6","7.6","99%","-0.2%"
"Mateo Kovacic","CHE","M","159","Eoghanoc","ARS 2<br/>@CHE 2 F","7.6","7.6","53%","-3.9%"
"Erik Lamela","TOT","M","160","Eoghanoc","NOR 1<br/>@TOT 2 F","7.5","7.5","48%","-7.6%"
"James McCarthy","CRY","M","161","W (Tue)","SOU 2<br/>@CRY 0 F","7.5","7.5","1%","-0.1%"
"Leander Dendoncker","WOL","D,M","162","W (Tue)","LIV 2<br/>@WOL 1 F","7.45","7.45","17%","-1.5%"
"Marvelous Nakamba","AVL","M","163","W (Tue)","WAT 1<br/>@AVL 2 F","7.45","7.45","3%","-0.1%"
"Willian","CHE","M,F","164","MAX","ARS 2<br/>@CHE 2 F","7.35","7.35","99%","0%"
"Mason Holgate","EVE","D","165","mcavinur","NEW 2<br/>@EVE 2 F","7.25","7.25","24%","-0.6%"
"Martin Kelly","CRY","D","166","W (Tue)","SOU 2<br/>@CRY 0 F","7.2","7.2","20%","-3.9%"
"Harry Maguire","MUN","D","167","MKFC","BUR 2<br/>@MUN 0 F","7.05","7.05","99%","-0.3%"
"Adam Webster","BHA","D","168","mcavinur","BHA 1<br/>@BOU 3 F","7.05","7.05","27%","-1.9%"
"Joao Moutinho","WOL","M","169","MAX","LIV 2<br/>@WOL 1 F","7","7","99%","0%"
"Abdoulaye Doucoure","WAT","M","170","Damo","WAT 1<br/>@AVL 2 F","7","7","91%","-1.1%"
"Ignacio Pussetto","WAT","M","171","W (Tue)","WAT 1<br/>@AVL 2 F","6.85","6.85","3%","-0.3%"
"Alireza Jahanbakhsh","BHA","F","172","W (Tue)","BHA 1<br/>@BOU 3 F","6.75","6.75","8%","-3.4%"
"Christoph Zimmermann","NOR","D","173","W (Tue)","NOR 1<br/>@TOT 2 F","6.75","6.75","1%","0%"
"Chris Basham","SHU","D","174","RBF","MCI 1<br/>@SHU 0 F","6.6","6.6","74%","+0.6%"
"Gary Cahill","CRY","D","175","W (Tue)","SOU 2<br/>@CRY 0 F","6.6","6.6","6%","+0.5%"
"Anwar El Ghazi","AVL","M,F","176","MKFC","WAT 1<br/>@AVL 2 F","6.5","6.5","71%","-1.2%"
"Harry Winks","TOT","M","177","W (Tue)","NOR 1<br/>@TOT 2 F","6.5","6.5","9%","+0.8%"
"Takumi Minamino","LIV","F","178","RBF","LIV 2<br/>@WOL 1 F","6.45","6.45","28%","-4.9%"
"Joelinton","NEW","F","179","W (Tue)","NEW 2<br/>@EVE 2 F","6.35","6.35","60%","+1.2%"
"Brandon Williams","MUN","D","180","W (Tue)","BUR 2<br/>@MUN 0 F","6.3","6.3","25%","-8%"
"Jamaal Lascelles","NEW","D","181","W (Tue)","NEW 2<br/>@EVE 2 F","6.3","6.3","17%","+1.1%"
"Lucas Moura","TOT","M,F","182","mcavinur","NOR 1<br/>@TOT 2 F","6.25","6.25","97%","-0.5%"
"Wilfred Ndidi","LEI","M","183","MAX","WHU 1<br/>@LEI 4 F","6.25","6.25","96%","-0.5%"
"Mat Ryan","BHA","G","184","mcavinur","BHA 1<br/>@BOU 3 F","6.25","6.25","58%","-3.4%"
"Oliver McBurnie","SHU","F","185","W (Tue)","MCI 1<br/>@SHU 0 F","6.2","6.2","21%","+1.4%"
"Jonny","WOL","D,M","186","ColmOF","LIV 2<br/>@WOL 1 F","6.05","6.05","85%","-0.5%"
"Toby Alderweireld","TOT","D","187","Damo","NOR 1<br/>@TOT 2 F","6.05","6.05","74%","-1.6%"
"Shane Long","SOU","F","188","W (Tue)","SOU 2<br/>@CRY 0 F","6","6","17%","-1.7%"
"Angelo Ogbonna","WHU","D","189","Eoghanoc","WHU 1<br/>@LEI 4 F","5.85","2.92","25%","-2.8%"
"Ashley Westwood","BUR","M","190","W (Tue)","BUR 2<br/>@MUN 0 F","5.8","5.8","47%","-1.1%"
"Miguel Almiron","NEW","M","191","MKFC","NEW 2<br/>@EVE 2 F","5.75","5.75","71%","+0.3%"
"Jordan Pickford","EVE","G","192","ColmOF","NEW 2<br/>@EVE 2 F","5.75","5.75","70%","-2.2%"
"NGolo Kante","CHE","M","193","ColmOF","ARS 2<br/>@CHE 2 F","5.7","5.7","94%","-0.3%"
"Kasper Schmeichel","LEI","G","194","MKFC","WHU 1<br/>@LEI 4 F","5.5","5.5","92%","-0.1%"
"Mason Greenwood","MUN","F","195","W (Tue)","BUR 2<br/>@MUN 0 F","5.35","5.35","32%","-3.7%"
"Pablo Fornals","WHU","M","196","W (Tue)","WHU 1<br/>@LEI 4 F","5.35","2.67","27%","-4.6%"
"Youri Tielemans","LEI","M","197","W (Tue)","WHU 1<br/>@LEI 4 F","5.25","5.25","94%","-0.3%"
"Nicolas Pepe","ARS","M,F","198","MAX","ARS 2<br/>@CHE 2 F","5.25","5.25","94%","-0.6%"
"Yerry Mina","EVE","D","199","W (Tue)","NEW 2<br/>@EVE 2 F","5.1","5.1","57%","-0.1%"
"Federico Fernandez","NEW","D","200","W (Tue)","NEW 2<br/>@EVE 2 F","5.05","5.05","16%","+1.4%"
"Michail Antonio","WHU","M","201","W (Tue)","WHU 1<br/>@LEI 4 F","5","5","74%","+1.5%"
"Hugo Lloris","TOT","G","202","W (Tue)","NOR 1<br/>@TOT 2 F","5","5","63%","+0.1%"
"Jan Vertonghen","TOT","D","203","W (Tue)","NOR 1<br/>@TOT 2 F","4.95","4.95","62%","-5.7%"
"Ross Barkley","CHE","M","204","W (Tue)","ARS 2<br/>@CHE 2 F","4.85","4.85","29%","-1.2%"
"Craig Dawson","WAT","D","205","W (Tue)","WAT 1<br/>@AVL 2 F","4.8","4.8","3%","-0.6%"
"Jonny Evans","LEI","D","206","mcavinur","WHU 1<br/>@LEI 4 F","4.75","4.75","88%","-0.2%"
"Andreas Christensen","CHE","D","207","W (Tue)","ARS 2<br/>@CHE 2 F","4.75","4.75","16%","-0.6%"
"Lukas Rupp","NOR","M","208","W (Tue)","NOR 1<br/>@TOT 2 F","4.75","4.75","1%","+0.4%"
"John Fleck","SHU","M","209","mcavinur","MCI 1<br/>@SHU 0 F","4.7","4.7","82%","+0.3%"
"Simon Francis","BOU","D","210","W (Tue)","BHA 1<br/>@BOU 3 F","4.65","4.65","1%","+0.1%"
"Jamie Vardy","LEI","F","211","ColmOF","WHU 1<br/>@LEI 4 F","4.6","4.6","100%","0%"
"Joel Ward","CRY","D","212","W (Tue)","SOU 2<br/>@CRY 0 F","4.55","4.55","13%","+0.4%"
"Sadio Mane","LIV","M,F","213","RBF","LIV 2<br/>@WOL 1 F","4.5","4.5","100%","0%"
"Gabriel Jesus","MCI","F","214","mcavinur","MCI 1<br/>@SHU 0 F","4.5","4.5","99%","-0.1%"
"John Egan","SHU","D","215","Damo","MCI 1<br/>@SHU 0 F","4.5","4.5","62%","+1.2%"
"Tim Krul","NOR","G","216","W (Tue)","NOR 1<br/>@TOT 2 F","4.5","4.5","16%","-0.1%"
"Conor Coady","WOL","D","217","W (Tue)","LIV 2<br/>@WOL 1 F","4.5","4.5","14%","-0.4%"
"Christian Atsu","NEW","M","218","ColmL","NEW 2<br/>@EVE 2 F","4.5","4.5","6%","-0.2%"
"Daniel James","MUN","M","219","RBF","BUR 2<br/>@MUN 0 F","4.35","4.35","91%","-1.8%"
"Sean Longstaff","NEW","M","220","W (Tue)","NEW 2<br/>@EVE 2 F","4.35","4.35","4%","-0.5%"
"Cenk Tosun","CRY","F","221","W (Tue)","SOU 2<br/>@CRY 0 F","4.25","4.25","16%","-7.3%"
"Craig Cathcart","WAT","D","222","W (Tue)","WAT 1<br/>@AVL 2 F","4.25","4.25","10%","-0.4%"
"Nampalys Mendy","LEI","M","223","W (Tue)","WHU 1<br/>@LEI 4 F","4.25","4.25","1%","-0.8%"
"Curtis Jones","LIV","M","224","W (Tue)","LIV 2<br/>@WOL 1 F","4.25","4.25","1%","+0.1%"
"Muhamed Besic","SHU","M","225","W (Tue)","MCI 1<br/>@SHU 0 F","4.2","4.2","0%","0%"
"Andreas Pereira","MUN","M","226","W (Tue)","BUR 2<br/>@MUN 0 F","4","4","29%","-1.3%"
"Bernardo","BHA","D","227","W (Tue)","BHA 1<br/>@BOU 3 F","3.7","3.7","12%","-2.1%"
"Fabinho","LIV","M","228","W (Tue)","LIV 2<br/>@WOL 1 F","3.6","1.8","65%","0%"
"Solly March","BHA","M,F","229","W (Tue)","BHA 1<br/>@BOU 3 F","3.6","3.6","25%","-0.2%"
"Eric Dier","TOT","M","230","W (Tue)","NOR 1<br/>@TOT 2 F","3.6","3.6","2%","-0.2%"
"Raheem Sterling","MCI","F","231","ColmL","MCI 1<br/>@SHU 0 F","3.5","3.5","100%","0%"
"Mason Mount","CHE","M,F","232","RBF","ARS 2<br/>@CHE 2 F","3.25","3.25","93%","-0.1%"
"Naby Keita","LIV","M","233","W (Tue)","LIV 2<br/>@WOL 1 F","3.25","3.25","41%","-1.6%"
