"Player","Team","Position","Rk","Status","Opponent","FPts","FP/G","% Owned","+/-"
"James Tomkins","CRY","D","39","mcavinur","BHA 1<br/>@CRY 1 F","15.7","15.7","23%","-0.8%"
"Chris Mepham","BOU","D","40","W (Tue)","BOU 1<br/>@CHE 0 F","15.65","15.65","5%","+0.2%"
"John Lundstram","SHU","D,M","41","ColmOF","AVL 0<br/>@SHU 2 F","15.45","15.45","85%","-3.1%"
"Alisson","LIV","G","42","Damo","WAT 0<br/>@LIV 2 F","15.25","15.25","96%","+1%"
"Ben Mee","BUR","D","43","Damo","NEW 0<br/>@BUR 1 F","15.25","15.25","78%","+1.1%"
"Fred","MUN","M","44","W (Tue)","EVE 1<br/>@MUN 1 F","15.1","15.1","48%","+1.9%"
"Nicolas Otamendi","MCI","D","45","W (Tue)","MCI 3<br/>@ARS 0 F","15.05","15.05","54%","-3%"
"Erik Pieters","BUR","D","46","W (Tue)","NEW 0<br/>@BUR 1 F","15","15","38%","-2.2%"
"John Egan","SHU","D","47","Damo","AVL 0<br/>@SHU 2 F","14.85","14.85","62%","-3%"
"Teemu Pukki","NOR","F","48","ColmOF","NOR 1<br/>@LEI 1 F","14.7","14.7","98%","-0.2%"
"Cesar Azpilicueta","CHE","D","49","RSC","BOU 1<br/>@CHE 0 F","14.55","14.55","99%","-0.1%"
"George Baldock","SHU","D,M","50","ColmL","AVL 0<br/>@SHU 2 F","14.55","14.55","79%","-1.1%"
"Virgil van Dijk","LIV","D","51","RSC","WAT 0<br/>@LIV 2 F","14.45","14.45","100%","0%"
"Angelo Ogbonna","WHU","D","52","W (Tue)","WHU 1<br/>@SOU 0 F","14.45","14.45","23%","-1.4%"
"Phil Foden","MCI","M,F","53","mcavinur","MCI 3<br/>@ARS 0 F","14.35","14.35","25%","-4.1%"
"Chris Wood","BUR","F","54","W (Tue)","NEW 0<br/>@BUR 1 F","14","14","65%","-2.7%"
"Raul Jimenez","WOL","F","55","Eoghanoc","TOT 2<br/>@WOL 1 F","13.85","13.85","100%","0%"
"Aaron Wan-Bissaka","MUN","D","56","MKFC","EVE 1<br/>@MUN 1 F","13.85","13.85","97%","-0.6%"
"Eric Dier","TOT","M","57","W (Tue)","TOT 2<br/>@WOL 1 F","13.75","13.75","6%","-1.2%"
"Jack OConnell","SHU","D","58","FA","AVL 0<br/>@SHU 2 F","13.65","13.65","80%","-1.3%"
"Gabriel Jesus","MCI","F","59","mcavinur","MCI 3<br/>@ARS 0 F","13.6","13.6","99%","-0.7%"
"Phil Bardsley","BUR","D","60","W (Tue)","NEW 0<br/>@BUR 1 F","13.5","13.5","12%","-0.3%"
"Neal Maupay","BHA","F","61","W (Tue)","BHA 1<br/>@CRY 1 F","13.35","13.35","62%","+1.5%"
"Moussa Sissoko","TOT","M","62","ZKL","TOT 2<br/>@WOL 1 F","13.35","13.35","41%","-6.8%"
"Ederson","MCI","G","63","ColmL","MCI 3<br/>@ARS 0 F","13.25","13.25","85%","-6.3%"
"David Martin","WHU","G","64","W (Tue)","WHU 1<br/>@SOU 0 F","13.25","13.25","1%","-0.4%"
"Aaron Cresswell","WHU","D","65","W (Tue)","WHU 1<br/>@SOU 0 F","12.8","12.8","15%","-1.9%"
"Jamie Vardy","LEI","F","66","ColmOF","NOR 1<br/>@LEI 1 F","12.75","12.75","100%","0%"
"Martin Montoya","BHA","D","67","W (Tue)","BHA 1<br/>@CRY 1 F","12.55","12.55","22%","+1.5%"
"Roberto Firmino","LIV","M,F","68","Eoghanoc","WAT 0<br/>@LIV 2 F","12.45","12.45","100%","0%"
"Philip Billing","BOU","M","69","ColmOF","BOU 1<br/>@CHE 0 F","12.4","12.4","44%","-0.4%"
"James Maddison","LEI","M","70","Damo","NOR 1<br/>@LEI 1 F","12.35","12.35","100%","0%"
"Benjamin Mendy","MCI","D","71","W (Tue)","MCI 3<br/>@ARS 0 F","12.35","12.35","86%","-2.9%"
"Moussa Djenepo","SOU","M","72","W (Tue)","WHU 1<br/>@SOU 0 F","12.25","12.25","19%","-1.5%"
"Jack Cork","BUR","M","73","W (Tue)","NEW 0<br/>@BUR 1 F","12.1","12.1","7%","+0.2%"
"Ricardo Pereira","LEI","D","74","mcavinur","NOR 1<br/>@LEI 1 F","12","12","100%","+0.1%"
"Harry Kane","TOT","F","75","MKFC","TOT 2<br/>@WOL 1 F","11.9","11.9","100%","0%"
"Yves Bissouma","BHA","M,F","76","W (Tue)","BHA 1<br/>@CRY 1 F","11.75","11.75","1%","+0.3%"
"Christian Kabasele","WAT","D","77","W (Tue)","WAT 0<br/>@LIV 2 F","11.7","11.7","31%","+10.6%"
"Martin Kelly","CRY","D","78","W (Tue)","BHA 1<br/>@CRY 1 F","11.5","11.5","46%","-3.7%"
"Mason Greenwood","MUN","F","79","mcavinur","EVE 1<br/>@MUN 1 F","11.5","11.5","36%","+4.5%"
"Isaac Hayden","NEW","M","80","W (Tue)","NEW 0<br/>@BUR 1 F","11.5","11.5","17%","+0.5%"
"Declan Rice","WHU","M","81","MKFC","WHU 1<br/>@SOU 0 F","11.45","11.45","50%","+2.8%"
"John McGinn","AVL","M","82","ColmL","AVL 0<br/>@SHU 2 F","11.35","11.35","65%","-3.2%"
"Kiko Femenia","WAT","D","83","W (Tue)","WAT 0<br/>@LIV 2 F","11.3","11.3","7%","+1.1%"
"Bjorn Engels","AVL","D","84","W (Tue)","AVL 0<br/>@SHU 2 F","11.3","11.3","4%","-0.8%"
"Bernd Leno","ARS","G","85","ColmOF","MCI 3<br/>@ARS 0 F","11.25","11.25","87%","-0.5%"
"Pierre-Emile Hojbjerg","SOU","M","86","MKFC","WHU 1<br/>@SOU 0 F","11.25","11.25","70%","+4.1%"
"Tim Krul","NOR","G","87","W (Tue)","NOR 1<br/>@LEI 1 F","11.25","11.25","21%","-2.2%"
"Caglar Soyuncu","LEI","D","88","Damo","NOR 1<br/>@LEI 1 F","11.1","11.1","90%","-0.6%"
"Matt Doherty","WOL","D,M","89","Damo","TOT 2<br/>@WOL 1 F","11.05","11.05","97%","0%"
"Nick Pope","BUR","G","90","W (Tue)","NEW 0<br/>@BUR 1 F","11","11","73%","+1.5%"
"Dean Henderson","SHU","G","91","Eoghanoc","AVL 0<br/>@SHU 2 F","11","11","64%","-8.5%"
"Paulo Gazzaniga","TOT","G","92","W (Tue)","TOT 2<br/>@WOL 1 F","11","11","40%","+1.8%"
"Youri Tielemans","LEI","M","93","ColmOF","NOR 1<br/>@LEI 1 F","10.85","10.85","99%","-0.3%"
"Ismaila Sarr","WAT","M,F","94","W (Tue)","WAT 0<br/>@LIV 2 F","10.85","10.85","41%","-0.2%"
"Ainsley Maitland-Niles","ARS","D,M","95","W (Tue)","MCI 3<br/>@ARS 0 F","10.8","10.8","22%","-3.1%"
"Gabriel Martinelli","ARS","M,F","96","W (Tue)","MCI 3<br/>@ARS 0 F","10.75","10.75","27%","-5.5%"
"Max Aarons","NOR","D","97","W (Tue)","NOR 1<br/>@LEI 1 F","10.7","10.7","15%","+0.5%"
"Kurt Zouma","CHE","D","98","W (Tue)","BOU 1<br/>@CHE 0 F","10.65","10.65","64%","-0.6%"
"Marcus Rashford","MUN","M,F","99","ColmL","EVE 1<br/>@MUN 1 F","10.6","10.6","100%","0%"
"David de Gea","MUN","G","100","W (Tue)","EVE 1<br/>@MUN 1 F","10.5","10.5","84%","-1.7%"
"Ben Foster","WAT","G","101","ZKL","WAT 0<br/>@LIV 2 F","10.5","10.5","46%","+6.4%"
"Mark Noble","WHU","M","102","W (Tue)","WHU 1<br/>@SOU 0 F","10.5","10.5","13%","-0.3%"
"Ruben Neves","WOL","M","103","W (Tue)","TOT 2<br/>@WOL 1 F","10.35","10.35","71%","+1.9%"
"Marvelous Nakamba","AVL","M","104","W (Tue)","AVL 0<br/>@SHU 2 F","10.15","10.15","6%","-2%"
"Willian","CHE","M,F","105","ZKL","BOU 1<br/>@CHE 0 F","10","10","99%","0%"
"Diogo Jota","WOL","M,F","106","Damo","TOT 2<br/>@WOL 1 F","10","10","92%","-0.7%"
"Cedric Soares (prior)","SOU","D","107","W (Tue)","WHU 1<br/>@SOU 0 F","9.9","9.9","7%","+3.9%"
"Dan Burn","BHA","D","108","Eoghanoc","BHA 1<br/>@CRY 1 F","9.9","9.9","65%","+2.1%"
"Luka Milivojevic","CRY","M","109","RSC","BHA 1<br/>@CRY 1 F","9.85","9.85","96%","+0.2%"
"Oliver Norwood","SHU","M","110","FA","AVL 0<br/>@SHU 2 F","9.75","9.75","71%","+1%"
"Kenny McLean","NOR","M","111","W (Tue)","NOR 1<br/>@LEI 1 F","9.7","9.7","28%","-5.5%"
"Craig Cathcart","WAT","D","112","W (Tue)","WAT 0<br/>@LIV 2 F","9.7","9.7","7%","+0.7%"
"Ashley Barnes","BUR","F","113","RSC","NEW 0<br/>@BUR 1 F","9.6","9.6","77%","-1.3%"
"Abdoulaye Doucoure","WAT","M","114","Damo","WAT 0<br/>@LIV 2 F","9.6","9.6","70%","+3.2%"
"Lucas Torreira","ARS","M","115","W (Tue)","MCI 3<br/>@ARS 0 F","9.6","9.6","23%","+0.7%"
"Ben Chilwell","LEI","D","116","Eoghanoc","NOR 1<br/>@LEI 1 F","9.55","9.55","100%","-0.1%"
"James McArthur","CRY","M","117","W (Tue)","BHA 1<br/>@CRY 1 F","9.5","9.5","72%","-0.8%"
"Ryan Fraser","BOU","M","118","W (Tue)","BOU 1<br/>@CHE 0 F","9.45","9.45","88%","-2%"
"Alex Iwobi","EVE","M,F","119","W (Tue)","EVE 1<br/>@MUN 1 F","9.35","9.35","51%","-3.3%"
"Seamus Coleman","EVE","D","120","ColmL","EVE 1<br/>@MUN 1 F","9.35","9.35","48%","-3.1%"
"Martin Dubravka","NEW","G","121","RSC","NEW 0<br/>@BUR 1 F","9.25","9.25","61%","+2.5%"
"Alex McCarthy","SOU","G","122","W (Tue)","WHU 1<br/>@SOU 0 F","9.25","9.25","5%","+2%"
"Dennis Praet","LEI","M","123","W (Tue)","NOR 1<br/>@LEI 1 F","9.25","9.25","5%","-1.6%"
"Christian Benteke","CRY","F","124","W (Tue)","BHA 1<br/>@CRY 1 F","9.1","9.1","18%","-4.8%"
"Dele Alli","TOT","M","125","ColmL","TOT 2<br/>@WOL 1 F","9","9","100%","+0.1%"
"Mat Ryan","BHA","G","126","mcavinur","BHA 1<br/>@CRY 1 F","9","9","62%","+2.8%"
"Frederic Guilbert","AVL","D","127","W (Tue)","AVL 0<br/>@SHU 2 F","9","9","41%","-2.9%"
"Davy Propper","BHA","M","128","W (Tue)","BHA 1<br/>@CRY 1 F","8.95","8.95","40%","-0.1%"
"Serge Aurier","TOT","D","129","ZKL","TOT 2<br/>@WOL 1 F","8.85","8.85","92%","+0.2%"
"Tammy Abraham","CHE","F","130","Damo","BOU 1<br/>@CHE 0 F","8.8","8.8","98%","0%"
"Luke Shaw","MUN","D","131","W (Tue)","EVE 1<br/>@MUN 1 F","8.75","8.75","69%","-6%"
"Adam Webster","BHA","D","132","mcavinur","BHA 1<br/>@CRY 1 F","8.75","8.75","18%","+3.4%"
"Paul Dummett","NEW","D","133","W (Tue)","NEW 0<br/>@BUR 1 F","8.7","8.7","3%","-0.4%"
"Jack Stephens","SOU","D","134","W (Tue)","WHU 1<br/>@SOU 0 F","8.65","8.65","4%","+2.6%"
"Leandro Trossard","BHA","M,F","135","W (Tue)","BHA 1<br/>@CRY 1 F","8.6","8.6","61%","+1.4%"
"Son Heung-Min","TOT","M,F","136","Eoghanoc","TOT 2<br/>@WOL 1 F","8.5","8.5","100%","-0.1%"
"Danny Ings","SOU","F","137","Damo","WHU 1<br/>@SOU 0 F","8.5","8.5","97%","+0.4%"
"Emerson","CHE","D","138","W (Tue)","BOU 1<br/>@CHE 0 F","8.5","8.5","66%","-3.2%"
"Rui Patricio","WOL","G","139","Damo","TOT 2<br/>@WOL 1 F","8.5","8.5","58%","-1.5%"
"Jordan Henderson","LIV","M","140","Eoghanoc","WAT 0<br/>@LIV 2 F","8.5","8.5","55%","+0.7%"
"Romain Saiss","WOL","D,M","141","W (Tue)","TOT 2<br/>@WOL 1 F","8.5","8.5","6%","0%"
"Mason Holgate","EVE","D","142","W (Tue)","EVE 1<br/>@MUN 1 F","8.3","8.3","10%","+3%"
"James Ward-Prowse","SOU","M","143","Damo","WHU 1<br/>@SOU 0 F","8.25","8.25","98%","+0.1%"
"Jordan Ayew","CRY","F","144","RSC","BHA 1<br/>@CRY 1 F","8.25","8.25","58%","+8.5%"
"Alexander Tettey","NOR","M","145","W (Tue)","NOR 1<br/>@LEI 1 F","8.25","8.25","2%","0%"
"Tom Davies","EVE","M","146","W (Tue)","EVE 1<br/>@MUN 1 F","8.2","8.2","3%","+0.1%"
"Mason Mount","CHE","M,F","147","RSC","BOU 1<br/>@CHE 0 F","8.1","8.1","93%","+0.2%"
"Jeff Hendrick","BUR","M","148","W (Tue)","NEW 0<br/>@BUR 1 F","8.1","8.1","3%","0%"
"Christian Eriksen","TOT","M","149","W (Tue)","TOT 2<br/>@WOL 1 F","8","8","93%","+3.3%"
"Matteo Guendouzi","ARS","M","150","W (Tue)","MCI 3<br/>@ARS 0 F","8","8","40%","-0.1%"
"Divock Origi","LIV","F","151","FA","WAT 0<br/>@LIV 2 F","8","8","36%","+0.4%"
"Aaron Mooy","BHA","M,F","152","W (Tue)","BHA 1<br/>@CRY 1 F","8","8","20%","+4.7%"
"Javier Manquillo","NEW","D","153","W (Tue)","NEW 0<br/>@BUR 1 F","8","8","2%","-0.8%"
"Ilkay Gundogan","MCI","M","154","W (Tue)","MCI 3<br/>@ARS 0 F","7.75","7.75","73%","-4.3%"
"Etienne Capoue","WAT","M","155","W (Tue)","WAT 0<br/>@LIV 2 F","7.75","7.75","20%","+0.5%"
"Jan Bednarek","SOU","D","156","RSC","WHU 1<br/>@SOU 0 F","7.75","7.75","11%","+1.8%"
"Dominic Calvert-Lewin","EVE","F","157","W (Tue)","EVE 1<br/>@MUN 1 F","7.7","7.7","66%","+9.1%"
"Antonio Rudiger","CHE","D","158","W (Tue)","BOU 1<br/>@CHE 0 F","7.6","7.6","56%","-2.7%"
"Bernard","EVE","M,F","159","W (Tue)","EVE 1<br/>@MUN 1 F","7.6","7.6","39%","-3.8%"
"Gerard Deulofeu","WAT","M,F","160","W (Tue)","WAT 0<br/>@LIV 2 F","7.5","7.5","94%","+1.5%"
"Anwar El Ghazi","AVL","M,F","161","MKFC","AVL 0<br/>@SHU 2 F","7.5","7.5","76%","-2.7%"
"Fernandinho","MCI","D,M","162","W (Tue)","MCI 3<br/>@ARS 0 F","7.5","7.5","43%","+1.3%"
"Toby Alderweireld","TOT","D","163","Damo","TOT 2<br/>@WOL 1 F","7.45","7.45","82%","-0.4%"
"Sam Byram","NOR","D","164","W (Tue)","NOR 1<br/>@LEI 1 F","7.45","7.45","1%","+0.1%"
"Harry Maguire","MUN","D","165","MKFC","EVE 1<br/>@MUN 1 F","7.4","7.4","99%","+0.3%"
"Jonny Evans","LEI","D","166","mcavinur","NOR 1<br/>@LEI 1 F","7.35","7.35","87%","+0.8%"
"Wesley","AVL","F","167","W (Tue)","AVL 0<br/>@SHU 2 F","7.35","7.35","62%","-2.7%"
"Will Hughes","WAT","M","168","W (Tue)","WAT 0<br/>@LIV 2 F","7.25","7.25","23%","+0.3%"
"Rodrigo","MCI","M","169","RSC","MCI 3<br/>@ARS 0 F","7.2","7.2","93%","-0.2%"
"Oriol Romeu","SOU","M","170","W (Tue)","WHU 1<br/>@SOU 0 F","7.2","7.2","5%","-0.2%"
"Nicolas Pepe","ARS","M,F","171","RSC","MCI 3<br/>@ARS 0 F","7.1","7.1","94%","-0.3%"
"Leighton Baines","EVE","D","172","W (Tue)","EVE 1<br/>@MUN 1 F","7.1","7.1","13%","+9.1%"
"Shane Long","SOU","F","173","W (Tue)","WHU 1<br/>@SOU 0 F","7.1","7.1","6%","-1.2%"
"NGolo Kante","CHE","M","174","ColmOF","BOU 1<br/>@CHE 0 F","7","7","95%","-0.4%"
"Kasper Schmeichel","LEI","G","175","MKFC","NOR 1<br/>@LEI 1 F","7","7","93%","+0.4%"
"Robert Snodgrass","WHU","M","176","W (Tue)","WHU 1<br/>@SOU 0 F","7","7","43%","-1.9%"
"Christoph Zimmermann","NOR","D","177","W (Tue)","NOR 1<br/>@LEI 1 F","6.85","6.85","1%","-0.2%"
"Leander Dendoncker","WOL","D,M","178","W (Tue)","TOT 2<br/>@WOL 1 F","6.8","6.8","14%","+0.5%"
"Andy Carroll","NEW","F","179","W (Tue)","NEW 0<br/>@BUR 1 F","6.75","6.75","12%","+2.5%"
"Ryan Bertrand","SOU","D,M","180","W (Tue)","WHU 1<br/>@SOU 0 F","6.7","6.7","16%","+1.7%"
"Sean Longstaff","NEW","M","181","W (Tue)","NEW 0<br/>@BUR 1 F","6.6","6.6","6%","-1.1%"
"Jonny","WOL","D,M","182","ColmOF","TOT 2<br/>@WOL 1 F","6.4","6.4","84%","-0.5%"
"Fabian Schar","NEW","D","183","W (Tue)","NEW 0<br/>@BUR 1 F","6.4","6.4","61%","-1%"
"Todd Cantwell","NOR","M","184","RSC","NOR 1<br/>@LEI 1 F","6.35","6.35","81%","-2%"
"Calum Chambers","ARS","D,M","185","W (Tue)","MCI 3<br/>@ARS 0 F","6.35","6.35","25%","+1.6%"
"Richarlison","EVE","M,F","186","ColmL","EVE 1<br/>@MUN 1 F","6.2","6.2","100%","-0.1%"
"Lewis Dunk","BHA","D","187","RSC","BHA 1<br/>@CRY 1 F","6.2","6.2","72%","+1.6%"
"James Milner","LIV","M","188","FA","WAT 0<br/>@LIV 2 F","6.2","6.2","44%","+1.2%"
"Demarai Gray","LEI","M","189","W (Tue)","NOR 1<br/>@LEI 1 F","6.1","6.1","13%","+5.9%"
"Kepa Arrizabalaga","CHE","G","190","W (Tue)","BOU 1<br/>@CHE 0 F","6","6","60%","-2.2%"
"Tom Heaton","AVL","G","191","W (Tue)","AVL 0<br/>@SHU 2 F","6","6","25%","+2.4%"
"Conor Coady","WOL","D","192","W (Tue)","TOT 2<br/>@WOL 1 F","5.9","5.9","16%","-0.4%"
"Davinson Sanchez","TOT","D","193","W (Tue)","TOT 2<br/>@WOL 1 F","5.85","5.85","40%","-4.1%"
"Bukayo Saka","ARS","D,F","194","W (Tue)","MCI 3<br/>@ARS 0 F","5.85","5.85","11%","-0.2%"
"Matt Targett","AVL","D,M","195","MKFC","AVL 0<br/>@SHU 2 F","5.75","5.75","58%","+0.5%"
"Jetro Willems","NEW","D","196","MKFC","NEW 0<br/>@BUR 1 F","5.7","5.7","60%","+1.6%"
"Michael Keane","EVE","D","197","W (Tue)","EVE 1<br/>@MUN 1 F","5.65","5.65","67%","+4.3%"
"Georginio Wijnaldum","LIV","M","198","FA","WAT 0<br/>@LIV 2 F","5.6","5.6","65%","+1.4%"
"Yerry Mina","EVE","D","199","W (Tue)","EVE 1<br/>@MUN 1 F","5.45","5.45","53%","+0.6%"
"Federico Fernandez","NEW","D","200","ColmOF","NEW 0<br/>@BUR 1 F","5.4","5.4","30%","-2.1%"
"Christian Pulisic","CHE","M","201","Eoghanoc","BOU 1<br/>@CHE 0 F","5.35","5.35","99%","-0.2%"
"Cheikhou Kouyate","CRY","M","202","W (Tue)","BHA 1<br/>@CRY 1 F","5.35","5.35","8%","+0.7%"
"Joelinton","NEW","F","203","W (Tue)","NEW 0<br/>@BUR 1 F","5.25","5.25","58%","+1.8%"
"Christian Atsu","NEW","M","204","ColmL","NEW 0<br/>@BUR 1 F","5.25","5.25","8%","-0.4%"
"Jesse Lingard","MUN","M,F","205","W (Tue)","EVE 1<br/>@MUN 1 F","5","5","27%","-1.9%"
"Oliver McBurnie","SHU","F","206","FA","AVL 0<br/>@SHU 2 F","5","5","10%","-3.8%"
"Scott Dann","CRY","D","207","W (Tue)","BHA 1<br/>@CRY 1 F","4.9","4.9","2%","-0.1%"
"Anthony Martial","MUN","F","208","RSC","EVE 1<br/>@MUN 1 F","4.85","4.85","100%","+0.2%"
"Troy Deeney","WAT","F","209","W (Tue)","WAT 0<br/>@LIV 2 F","4.85","4.85","73%","+2.5%"
"James McCarthy","CRY","M","210","W (Tue)","BHA 1<br/>@CRY 1 F","4.85","4.85","1%","-0.1%"
"Ben Godfrey","NOR","D,M","211","W (Tue)","NOR 1<br/>@LEI 1 F","4.8","4.8","4%","-0.2%"
"Jairo Riedewald","CRY","M","212","W (Tue)","BHA 1<br/>@CRY 1 F","4.4","4.4","0%","+0.1%"
"Bernardo Silva","MCI","M,F","213","mcavinur","MCI 3<br/>@ARS 0 F","4.35","4.35","100%","0%"
"Henri Lansbury","AVL","M","214","W (Tue)","AVL 0<br/>@SHU 2 F","4.35","4.35","0%","0%"
"Pierre-Emerick Aubameyang","ARS","M,F","215","ColmOF","MCI 3<br/>@ARS 0 F","4.25","4.25","100%","0%"
"Mesut Ozil","ARS","M","216","W (Tue)","MCI 3<br/>@ARS 0 F","4.25","4.25","87%","+1.5%"
"Tom Trybull","NOR","M","217","W (Tue)","NOR 1<br/>@LEI 1 F","4.2","4.2","2%","-0.1%"
"Kortney Hause","AVL","D","218","W (Tue)","AVL 0<br/>@SHU 2 F","4.15","4.15","5%","+3.6%"
"Joshua King","BOU","M,F","219","W (Tue)","BOU 1<br/>@CHE 0 F","4","4","97%","-0.4%"
"Xherdan Shaqiri","LIV","M,F","220","FA","WAT 0<br/>@LIV 2 F","4","4","14%","-1.2%"
"Lewis Cook","BOU","M","221","W (Tue)","BOU 1<br/>@CHE 0 F","3.6","3.6","1%","-0.1%"
"Riyad Mahrez","MCI","M,F","222","ColmOF","MCI 3<br/>@ARS 0 F","3.5","3.5","100%","0%"
"Adrian Mariappa","WAT","D","223","W (Tue)","WAT 0<br/>@LIV 2 F","3.45","3.45","1%","0%"
"Oleksandr Zinchenko","MCI","D,M","224","W (Tue)","MCI 3<br/>@ARS 0 F","3.25","3.25","64%","+5.4%"
"Onel Hernandez","NOR","M","225","W (Tue)","NOR 1<br/>@LEI 1 F","3.25","3.25","14%","+2%"
"Max Meyer","CRY","M","226","W (Tue)","BHA 1<br/>@CRY 1 F","3.1","3.1","3%","-0.6%"
"Andrew Robertson","LIV","D","227","mcavinur","WAT 0<br/>@LIV 2 F","3","3","100%","+0.1%"
"Lucas Digne","EVE","D","228","ZKL","EVE 1<br/>@MUN 1 F","3","3","100%","+0.1%"
"Kelechi Iheanacho","LEI","F","229","W (Tue)","NOR 1<br/>@LEI 1 F","3","3","45%","+6.1%"
"Lys Mousset","SHU","F","230","FA","AVL 0<br/>@SHU 2 F","3","3","35%","+0.3%"
"Emile Smith Rowe","ARS","M","231","W (Tue)","MCI 3<br/>@ARS 0 F","3","3","2%","-0.6%"
"Nathan Redmond","SOU","M,F","232","Eoghanoc","WHU 1<br/>@SOU 0 F","2.5","2.5","79%","+5.2%"
"Harry Winks","TOT","M","233","W (Tue)","TOT 2<br/>@WOL 1 F","2.5","2.5","9%","-1.2%"
"Sokratis","ARS","D","234","W (Tue)","MCI 3<br/>@ARS 0 F","2.35","2.35","21%","-1%"
"Callum Hudson-Odoi","CHE","F","235","W (Tue)","BOU 1<br/>@CHE 0 F","2.25","2.25","64%","-10.4%"
