"Player","Team","Position","Rk","Status","Opponent","FPts","FP/G","% Owned","+/-"
"Craig Dawson","WAT","D","61","W (Tue)","BOU 0<br/>@WAT 0 F","13.65","13.65","3%","+0.2%"
"Jamaal Lascelles","NEW","D","62","W (Tue)","WOL 1<br/>@NEW 1 F","13.55","13.55","24%","-0.1%"
"Harry Kane","TOT","F","63","MKFC","TOT 1<br/>@LIV 2 F","13.5","13.5","100%","0%"
"Anthony Martial","MUN","F","64","Seanmacd","MUN 3<br/>@NOR 1 F","13.5","13.5","100%","+0.2%"
"Benjamin Mendy","MCI","D","65","MKFC","AVL 0<br/>@MCI 3 F","13.4","13.4","92%","+1.6%"
"Jetro Willems","NEW","D","66","W (Tue)","WOL 1<br/>@NEW 1 F","13.3","13.3","18%","+3.6%"
"Sadio Mane","LIV","M,F","67","Seanmacd","TOT 1<br/>@LIV 2 F","13.25","13.25","100%","0%"
"Granit Xhaka","ARS","M","68","W (Tue)","CRY 2<br/>@ARS 2 F","13.25","13.25","38%","+0.2%"
"Trezeguet","AVL","M","69","W (Tue)","AVL 0<br/>@MCI 3 F","13.25","13.25","7%","+0.3%"
"Wilfred Ndidi","LEI","M","70","ZKL","LEI 9<br/>@SOU 0 F","13.1","13.1","97%","-0.2%"
"Adam Masina","WAT","D","71","W (Tue)","BOU 0<br/>@WAT 0 F","13","13","1%","+0.3%"
"Chris Basham","SHU","D","72","W (Tue)","SHU 1<br/>@WHU 1 F","12.95","12.95","19%","+6.3%"
"Jefferson Lerma","BOU","M","73","W (Tue)","BOU 0<br/>@WAT 0 F","12.85","12.85","8%","+0.1%"
"Nathan Redmond","SOU","M,F","74","Eoghanoc","LEI 9<br/>@SOU 0 F","12.75","12.75","90%","-0.3%"
"Declan Rice","WHU","M","75","MKFC","SHU 1<br/>@WHU 1 F","12.6","12.6","47%","+0.3%"
"Dale Stephens","BHA","M","76","W (Tue)","EVE 2<br/>@BHA 3 F","12.6","12.6","11%","+0.8%"
"Mat Ryan","BHA","G","77","mcavinur","EVE 2<br/>@BHA 3 F","12.5","12.5","57%","+1.2%"
"Tom Heaton","AVL","G","78","mcavinur","AVL 0<br/>@MCI 3 F","12.5","12.5","23%","-3.7%"
"Jonny Evans","LEI","D","79","W (Tue)","LEI 9<br/>@SOU 0 F","12.4","12.4","61%","0%"
"Dan Burn","BHA","D","80","W (Tue)","EVE 2<br/>@BHA 3 F","12.4","12.4","50%","+2%"
"Adama Traore","WOL","F","81","MKFC","WOL 1<br/>@NEW 1 F","12.35","12.35","74%","+0.2%"
"Aaron Wan-Bissaka","MUN","D","82","MKFC","MUN 3<br/>@NOR 1 F","12.1","12.1","99%","+0.1%"
"Fred","MUN","M","83","W (Tue)","MUN 3<br/>@NOR 1 F","12.1","12.1","5%","+1%"
"Lys Mousset","SHU","F","84","W (Tue)","SHU 1<br/>@WHU 1 F","12.1","12.1","3%","0%"
"Andrew Robertson","LIV","D","85","mcavinur","TOT 1<br/>@LIV 2 F","12","12","100%","0%"
"Bernardo Silva","MCI","M,F","86","mcavinur","AVL 0<br/>@MCI 3 F","11.85","11.85","100%","0%"
"Pascal Gross","BHA","M","87","Eoghanoc","EVE 2<br/>@BHA 3 F","11.75","11.75","93%","+1.9%"
"Martin Dubravka","NEW","G","88","Seanmacd","WOL 1<br/>@NEW 1 F","11.75","11.75","35%","+3.6%"
"John Fleck","SHU","M","89","mcavinur","SHU 1<br/>@WHU 1 F","11.75","11.75","18%","+3.5%"
"David McGoldrick","SHU","F","90","W (Tue)","SHU 1<br/>@WHU 1 F","11.65","11.65","4%","-0.2%"
"Mason Mount","CHE","M","91","Seanmacd","CHE 4<br/>@BUR 2 F","11.6","11.6","93%","-0.1%"
"Romain Saiss","WOL","M","92","W (Tue)","WOL 1<br/>@NEW 1 F","11.6","11.6","3%","+0.6%"
"Joshua King","BOU","F","93","mcavinur","BOU 0<br/>@WAT 0 F","11.5","11.5","99%","+0.1%"
"Richarlison","EVE","M,F","94","ColmL","EVE 2<br/>@BHA 3 F","11.25","11.25","100%","0%"
"Pierre-Emile Hojbjerg","SOU","M","95","W (Tue)","LEI 9<br/>@SOU 0 F","11.25","11.25","38%","+0.6%"
"Abdoulaye Doucoure","WAT","M","96","W (Tue)","BOU 0<br/>@WAT 0 F","11.1","11.1","78%","+2.9%"
"Aaron Connolly","BHA","F","97","W (Tue)","EVE 2<br/>@BHA 3 F","11","11","22%","+0.3%"
"Angus Gunn","SOU","G","98","W (Tue)","LEI 9<br/>@SOU 0 F","11","11","15%","-1.2%"
"Alexander Tettey","NOR","M","99","W (Tue)","MUN 3<br/>@NOR 1 F","10.9","10.9","1%","+0.3%"
"Jack OConnell","SHU","D","100","W (Tue)","SHU 1<br/>@WHU 1 F","10.85","10.85","59%","+8.6%"
"Allan Saint-Maximin","NEW","F","101","W (Tue)","WOL 1<br/>@NEW 1 F","10.75","10.75","33%","+1.4%"
"Dominic Calvert-Lewin","EVE","F","102","W (Tue)","EVE 2<br/>@BHA 3 F","10.75","10.75","31%","-1.9%"
"Tammy Abraham","CHE","F","103","Damo","CHE 4<br/>@BUR 2 F","10.6","10.6","98%","0%"
"Danny Rose (prior)","TOT","D,M","104","W (Tue)","TOT 1<br/>@LIV 2 F","10.6","10.6","69%","-3.1%"
"Dean Henderson","SHU","G","105","Eoghanoc","SHU 1<br/>@WHU 1 F","10.5","10.5","57%","+3.3%"
"Wayne Hennessey","CRY","G","106","W (Tue)","CRY 2<br/>@ARS 2 F","10.5","10.5","6%","+1.5%"
"Steven Alzate","BHA","F","107","W (Tue)","EVE 2<br/>@BHA 3 F","10.5","10.5","2%","+0.3%"
"Jorginho","CHE","M","108","MKFC","CHE 4<br/>@BUR 2 F","10.25","10.25","89%","+0.3%"
"Oriol Romeu","SOU","M","109","W (Tue)","LEI 9<br/>@SOU 0 F","10.25","10.25","12%","-0.1%"
"Marvelous Nakamba","AVL","M","110","W (Tue)","AVL 0<br/>@MCI 3 F","10.2","10.2","10%","-0.9%"
"Pablo Zabaleta","WHU","D","111","W (Tue)","SHU 1<br/>@WHU 1 F","10.05","10.05","2%","+0.6%"
"Joao Moutinho","WOL","M","112","ZKL","WOL 1<br/>@NEW 1 F","10","10","97%","-0.6%"
"Dani Ceballos","ARS","M","113","Damo","CRY 2<br/>@ARS 2 F","10","10","86%","+0.8%"
"Matt Doherty","WOL","D,M","114","W (Tue)","WOL 1<br/>@NEW 1 F","9.9","9.9","92%","+0.5%"
"Alex Iwobi","EVE","M,F","115","W (Tue)","EVE 2<br/>@BHA 3 F","9.75","9.75","77%","+1.8%"
"Cesar Azpilicueta","CHE","D","116","mcavinur","CHE 4<br/>@BUR 2 F","9.7","9.7","100%","0%"
"Roberto Firmino","LIV","M,F","117","Eoghanoc","TOT 1<br/>@LIV 2 F","9.5","9.5","100%","0%"
"Emiliano Buendia","NOR","M","118","ColmL","MUN 3<br/>@NOR 1 F","9.5","9.5","95%","-0.4%"
"John McGinn","AVL","M","119","ColmL","AVL 0<br/>@MCI 3 F","9.5","9.5","94%","0%"
"Jack Cork","BUR","M","120","W (Tue)","CHE 4<br/>@BUR 2 F","9.5","9.5","7%","+0.1%"
"Raul Jimenez","WOL","F","121","Eoghanoc","WOL 1<br/>@NEW 1 F","9.45","9.45","100%","0%"
"Miguel Almiron","NEW","M","122","W (Tue)","WOL 1<br/>@NEW 1 F","9.45","9.45","45%","+0.2%"
"Oliver Norwood","SHU","M","123","ZKL","SHU 1<br/>@WHU 1 F","9.25","9.25","75%","+0.6%"
"Davy Propper","BHA","M","124","W (Tue)","EVE 2<br/>@BHA 3 F","9.25","9.25","42%","+2.6%"
"Davinson Sanchez","TOT","D","125","W (Tue)","TOT 1<br/>@LIV 2 F","9.25","9.25","33%","-1.1%"
"Tom Davies","EVE","M","126","W (Tue)","EVE 2<br/>@BHA 3 F","9.25","9.25","1%","+0.3%"
"Douglas Luiz","AVL","M","127","W (Tue)","AVL 0<br/>@MCI 3 F","9.1","9.1","6%","+0.1%"
"Mason Holgate","EVE","D","128","W (Tue)","EVE 2<br/>@BHA 3 F","9.05","9.05","1%","+0.6%"
"Felipe Anderson","WHU","M","129","ZKL","SHU 1<br/>@WHU 1 F","9","9","100%","0%"
"Alisson","LIV","G","130","Damo","TOT 1<br/>@LIV 2 F","9","9","99%","+0.2%"
"Frederic Guilbert","AVL","D","131","ZKL","AVL 0<br/>@MCI 3 F","9","9","42%","-0.7%"
"Mateo Kovacic","CHE","M","132","W (Tue)","CHE 4<br/>@BUR 2 F","9","9","39%","+3.6%"
"Andreas Pereira","MUN","M","133","W (Tue)","MUN 3<br/>@NOR 1 F","9","9","26%","+7.6%"
"Ryan Fraser","BOU","M","134","W (Tue)","BOU 0<br/>@WAT 0 F","8.75","8.75","93%","+0.2%"
"Andros Townsend","CRY","M,F","135","W (Tue)","CRY 2<br/>@ARS 2 F","8.75","8.75","72%","+2.2%"
"Max Aarons","NOR","D","136","W (Tue)","MUN 3<br/>@NOR 1 F","8.7","8.7","15%","-0.2%"
"Nick Pope","BUR","G","137","ZKL","CHE 4<br/>@BUR 2 F","8.5","8.5","84%","-1.4%"
"Kepa Arrizabalaga","CHE","G","138","W (Tue)","CHE 4<br/>@BUR 2 F","8.5","8.5","74%","-0.4%"
"Matteo Guendouzi","ARS","M","139","MKFC","CRY 2<br/>@ARS 2 F","8.5","8.5","67%","+1.5%"
"John Lundstram","SHU","D,M","140","ColmOF","SHU 1<br/>@WHU 1 F","8.35","8.35","60%","+0.9%"
"Roberto Pereyra","WAT","M","141","W (Tue)","BOU 0<br/>@WAT 0 F","8.35","8.35","48%","+2.5%"
"Toby Alderweireld","TOT","D","142","Damo","TOT 1<br/>@LIV 2 F","8.3","8.3","76%","-2.5%"
"Djibril Sidibe","EVE","D","143","W (Tue)","EVE 2<br/>@BHA 3 F","8.25","8.25","21%","+5.5%"
"Marc Albrighton","LEI","M","144","W (Tue)","LEI 9<br/>@SOU 0 F","8.25","8.25","6%","-0.1%"
"Philip Billing","BOU","M","145","ColmOF","BOU 0<br/>@WAT 0 F","8.15","8.15","55%","+0.1%"
"Harry Maguire","MUN","D","146","W (Tue)","MUN 3<br/>@NOR 1 F","8.1","8.1","99%","+0.1%"
"Kenny McLean","NOR","M","147","W (Tue)","MUN 3<br/>@NOR 1 F","8.1","8.1","6%","+1.4%"
"Lewis Dunk","BHA","D","148","Seanmacd","EVE 2<br/>@BHA 3 F","8.05","8.05","61%","-0.1%"
"Patrick van Aanholt","CRY","D","149","W (Tue)","CRY 2<br/>@ARS 2 F","8","8","86%","+0.7%"
"Phil Foden","MCI","M,F","150","W (Tue)","AVL 0<br/>@MCI 3 F","8","8","14%","-1.7%"
"Dejan Lovren","LIV","D","151","W (Tue)","TOT 1<br/>@LIV 2 F","7.95","7.95","18%","+9.3%"
"Ben Mee","BUR","D","152","Damo","CHE 4<br/>@BUR 2 F","7.85","7.85","65%","+0.1%"
"Sebastien Haller","WHU","F","153","ColmL","SHU 1<br/>@WHU 1 F","7.75","7.75","99%","-0.1%"
"Bernd Leno","ARS","G","154","ColmOF","CRY 2<br/>@ARS 2 F","7.75","7.75","93%","-0.2%"
"Leandro Trossard","BHA","M","155","W (Tue)","EVE 2<br/>@BHA 3 F","7.75","7.75","58%","-0.7%"
"Fabian Balbuena","WHU","D","156","W (Tue)","SHU 1<br/>@WHU 1 F","7.6","7.6","6%","+1.3%"
"Ciaran Clark","NEW","D","157","W (Tue)","WOL 1<br/>@NEW 1 F","7.55","7.55","1%","+0.1%"
"Gerard Deulofeu","WAT","F","158","W (Tue)","BOU 0<br/>@WAT 0 F","7.5","7.5","82%","+0.5%"
"Joel Ward","CRY","D","159","W (Tue)","CRY 2<br/>@ARS 2 F","7.5","7.5","42%","-1.4%"
"Arnaut Danjuma Groeneveld","BOU","F","160","W (Tue)","BOU 0<br/>@WAT 0 F","7.5","7.5","3%","+2%"
"Ashley Barnes","BUR","F","161","Seanmacd","CHE 4<br/>@BUR 2 F","7.25","7.25","87%","-0.9%"
"Kurt Zouma","CHE","D","162","W (Tue)","CHE 4<br/>@BUR 2 F","7.25","7.25","41%","+3.4%"
"Roberto Jimenez","WHU","G","163","W (Tue)","SHU 1<br/>@WHU 1 F","7.25","7.25","15%","+2.8%"
"Yan Valery","SOU","D,M","164","W (Tue)","LEI 9<br/>@SOU 0 F","7.25","7.25","5%","0%"
"Virgil van Dijk","LIV","D","165","Seanmacd","TOT 1<br/>@LIV 2 F","7.15","7.15","100%","0%"
"Tyrone Mings","AVL","D","166","W (Tue)","AVL 0<br/>@MCI 3 F","7.15","7.15","55%","-2.3%"
"John Egan","SHU","D","167","Damo","SHU 1<br/>@WHU 1 F","7.15","7.15","39%","+7.1%"
"David de Gea","MUN","G","168","Seanmacd","MUN 3<br/>@NOR 1 F","7","7","93%","+0.8%"
"Ashley Westwood","BUR","M","169","W (Tue)","CHE 4<br/>@BUR 2 F","6.85","6.85","45%","+1.9%"
"Kieran Tierney","ARS","D","170","Seanmacd","CRY 2<br/>@ARS 2 F","6.7","6.7","75%","+1.3%"
"Moussa Sissoko","TOT","M","171","W (Tue)","TOT 1<br/>@LIV 2 F","6.7","6.7","27%","-1.5%"
"Michael Keane","EVE","D","172","Eoghanoc","EVE 2<br/>@BHA 3 F","6.65","6.65","91%","+1.4%"
"Georginio Wijnaldum","LIV","M","173","W (Tue)","TOT 1<br/>@LIV 2 F","6.5","6.5","64%","+1.7%"
"Fikayo Tomori","CHE","D","174","ColmOF","CHE 4<br/>@BUR 2 F","6.4","6.4","67%","+1.2%"
"Lucas Digne","EVE","D","175","ZKL","EVE 2<br/>@BHA 3 F","6.35","6.35","100%","-0.1%"
"Jack Stephens","SOU","D","176","W (Tue)","LEI 9<br/>@SOU 0 F","6.3","6.3","1%","0%"
"Aaron Cresswell","WHU","D","177","W (Tue)","SHU 1<br/>@WHU 1 F","6.3","6.3","34%","+5.5%"
"Dele Alli","TOT","M","178","ColmL","TOT 1<br/>@LIV 2 F","6.25","6.25","97%","+0.3%"
"Jordan Pickford","EVE","G","179","W (Tue)","EVE 2<br/>@BHA 3 F","6.25","6.25","84%","+0.7%"
"Issa Diop","WHU","D","180","W (Tue)","SHU 1<br/>@WHU 1 F","6.25","6.25","33%","+0.7%"
"DeAndre Yedlin","NEW","D","181","W (Tue)","WOL 1<br/>@NEW 1 F","6.05","6.05","3%","+0.2%"
"Ben Godfrey","NOR","D,M","182","W (Tue)","MUN 3<br/>@NOR 1 F","5.95","5.95","4%","+0.2%"
"Will Hughes","WAT","M","183","MKFC","BOU 0<br/>@WAT 0 F","5.85","5.85","28%","-1.9%"
"Cheikhou Kouyate","CRY","M","184","W (Tue)","CRY 2<br/>@ARS 2 F","5.85","5.85","4%","+0.5%"
"Harry Winks","TOT","M","185","W (Tue)","TOT 1<br/>@LIV 2 F","5.8","5.8","14%","-0.4%"
"Gylfi Sigurdsson","EVE","M","186","ColmOF","EVE 2<br/>@BHA 3 F","5.75","5.75","99%","-0.2%"
"Wilfried Zaha","CRY","M,F","187","ColmOF","CRY 2<br/>@ARS 2 F","5.75","5.75","99%","-0.3%"
"Ruben Neves","WOL","M","188","W (Tue)","WOL 1<br/>@NEW 1 F","5.5","5.5","69%","-1.7%"
"Matthew Longstaff","NEW","M","189","W (Tue)","WOL 1<br/>@NEW 1 F","5.5","5.5","10%","-0.3%"
"Jan Bednarek","SOU","D","190","Seanmacd","LEI 9<br/>@SOU 0 F","5.45","5.45","11%","-0.3%"
"Victor Lindelof","MUN","D","191","W (Tue)","MUN 3<br/>@NOR 1 F","5.4","5.4","58%","+0.8%"
"Serge Aurier","TOT","D","192","W (Tue)","TOT 1<br/>@LIV 2 F","5.35","5.35","71%","+0.1%"
"Theo Walcott","EVE","M,F","193","W (Tue)","EVE 2<br/>@BHA 3 F","5.25","5.25","25%","+4.1%"
"Joelinton","NEW","F","194","W (Tue)","WOL 1<br/>@NEW 1 F","5.2","5.2","65%","-1.6%"
"Fernandinho","MCI","M","195","W (Tue)","AVL 0<br/>@MCI 3 F","5.2","5.2","49%","+1.2%"
"Bjorn Engels","AVL","D","196","W (Tue)","AVL 0<br/>@MCI 3 F","5.15","5.15","8%","-1%"
"Gary Cahill","CRY","D","197","W (Tue)","CRY 2<br/>@ARS 2 F","5.15","5.15","6%","-0.1%"
"Leander Dendoncker","WOL","M","198","W (Tue)","WOL 1<br/>@NEW 1 F","5.1","5.1","10%","-0.6%"
"Rui Patricio","WOL","G","199","Damo","WOL 1<br/>@NEW 1 F","5","5","81%","-1%"
"Jesse Lingard","MUN","M,F","200","W (Tue)","MUN 3<br/>@NOR 1 F","4.75","4.75","29%","-0.8%"
"Andre Gomes","EVE","M","201","W (Tue)","EVE 2<br/>@BHA 3 F","4.75","4.75","18%","+0.3%"
"George Baldock","SHU","D,M","202","W (Tue)","SHU 1<br/>@WHU 1 F","4.65","4.65","31%","+3.2%"
"Harry Wilson","BOU","M","203","Damo","BOU 0<br/>@WAT 0 F","4.5","4.5","58%","-5.5%"
"Conor Coady","WOL","D","204","W (Tue)","WOL 1<br/>@NEW 1 F","4.5","4.5","18%","+0.8%"
"Sean Longstaff","NEW","M","205","W (Tue)","WOL 1<br/>@NEW 1 F","4.35","4.35","14%","0%"
"Adam Webster","BHA","D","206","mcavinur","EVE 2<br/>@BHA 3 F","4.3","4.3","21%","+3.1%"
"Todd Cantwell","NOR","M","207","Seanmacd","MUN 3<br/>@NOR 1 F","4.25","4.25","82%","-1.3%"
"Ibrahim Amadou","NOR","D,M","208","W (Tue)","MUN 3<br/>@NOR 1 F","4.25","4.25","2%","+0.2%"
"James Tomkins","CRY","D","209","W (Tue)","CRY 2<br/>@ARS 2 F","4.15","4.15","7%","+0.4%"
"Calum Chambers","ARS","D,M","210","W (Tue)","CRY 2<br/>@ARS 2 F","4","4","46%","+3.5%"
"Ashley Young","MUN","D","211","W (Tue)","MUN 3<br/>@NOR 1 F","3.9","3.9","40%","+5.3%"
"Fabian Delph","EVE","D,M","212","W (Tue)","EVE 2<br/>@BHA 3 F","3.85","3.85","14%","-0.8%"
"Marco Stiepermann","NOR","M","213","W (Tue)","MUN 3<br/>@NOR 1 F","3.85","3.85","3%","0%"
"Matt Targett","AVL","D,M","214","MKFC","AVL 0<br/>@MCI 3 F","3.8","3.8","58%","+1.4%"
"Pierre-Emerick Aubameyang","ARS","F","215","ColmOF","CRY 2<br/>@ARS 2 F","3.75","3.75","100%","0%"
"Danny Ings","SOU","F","216","ZKL","LEI 9<br/>@SOU 0 F","3.75","3.75","86%","+0.7%"
"Jack Grealish","AVL","M","217","mcavinur","AVL 0<br/>@MCI 3 F","3.7","3.7","99%","-0.1%"
"Andre Gray","WAT","F","218","W (Tue)","BOU 0<br/>@WAT 0 F","3.6","3.6","13%","-0.8%"
"Nathaniel Chalobah","WAT","M","219","W (Tue)","BOU 0<br/>@WAT 0 F","3.6","3.6","1%","+0.1%"
"Muhamed Besic","SHU","M","220","W (Tue)","SHU 1<br/>@WHU 1 F","3.6","3.6","0%","-0.1%"
"Pablo Fornals","WHU","M","221","W (Tue)","SHU 1<br/>@WHU 1 F","3.5","3.5","26%","-2.4%"
"Kevin Danso","SOU","D","222","W (Tue)","LEI 9<br/>@SOU 0 F","3.5","3.5","1%","0%"
"Christian Eriksen","TOT","M","223","Eoghanoc","TOT 1<br/>@LIV 2 F","3.25","3.25","99%","-0.2%"
"Mark Noble","WHU","M","224","W (Tue)","SHU 1<br/>@WHU 1 F","3.25","3.25","26%","-1.5%"
"Callum Robinson","SHU","F","225","W (Tue)","SHU 1<br/>@WHU 1 F","3.25","3.25","6%","0%"
"Christian Benteke","CRY","F","226","W (Tue)","CRY 2<br/>@ARS 2 F","3.2","3.2","14%","-0.6%"
"Martin Montoya","BHA","D","227","W (Tue)","EVE 2<br/>@BHA 3 F","3.1","3.1","18%","+0.4%"
"Angelino","MCI","D","228","W (Tue)","AVL 0<br/>@MCI 3 F","3.1","3.1","3%","+0.2%"
"Teemu Pukki","NOR","F","229","ColmOF","MUN 3<br/>@NOR 1 F","3","3","98%","-0.4%"
"Wesley","AVL","F","230","Damo","AVL 0<br/>@MCI 3 F","3","3","81%","-0.9%"
"Moritz Leitner","NOR","M","231","W (Tue)","MUN 3<br/>@NOR 1 F","3","3","6%","+0.6%"
"Reece James","CHE","D","232","W (Tue)","CHE 4<br/>@BUR 2 F","2.9","2.9","10%","-1.7%"
"Ruben Vinagre","WOL","D","233","W (Tue)","WOL 1<br/>@NEW 1 F","2.6","2.6","1%","-0.1%"
