"Player","Team","Position","Rk","Status","Opponent","FPts","FP/G","% Owned","+/-"
"Cedric Soares","ARS","D","40","W (Tue)","SHU 1<br/>@ARS 1 F","15.55","15.55","16%","+0.8%"
"Pedro Neto","WOL","F","41","mcavinur","WOL 3<br/>@SOU 2 F","15.5","15.5","13%","-3.7%"
"Adam Masina","WAT","D","42","W (Tue)","TOT 0<br/>@WAT 0 F","15.45","15.45","20%","+4.5%"
"Charlie Taylor","BUR","D","43","W (Tue)","LEI 1<br/>@BUR 2 F","15.3","15.3","22%","+0.5%"
"Wilfried Zaha","CRY","M,F","44","ColmOF","CRY 2<br/>@MCI 2 F","15.25","15.25","99%","-0.2%"
"Dominic Calvert-Lewin","EVE","F","45","MKFC","EVE 1<br/>@WHU 1 F","15.1","15.1","87%","+0.4%"
"Max Aarons","NOR","D","46","W (Tue)","BOU 0<br/>@NOR 1 F","15.1","15.1","18%","+0.1%"
"Gary Cahill","CRY","D","47","W (Tue)","CRY 2<br/>@MCI 2 F","15","15","6%","+0.5%"
"Toby Alderweireld","TOT","D","48","Damo","TOT 0<br/>@WAT 0 F","14.8","14.8","74%","-1.6%"
"Nathan Redmond","SOU","M,F","49","Eoghanoc","WOL 3<br/>@SOU 2 F","14.75","14.75","92%","+0.3%"
"Gabriel Martinelli","ARS","M,F","50","MAX","SHU 1<br/>@ARS 1 F","14.6","14.6","63%","+1.2%"
"Oliver McBurnie","SHU","F","51","W (Tue)","SHU 1<br/>@ARS 1 F","14.6","14.6","21%","+1.4%"
"Jordan Henderson","LIV","M","52","Eoghanoc","MUN 0<br/>@LIV 2 F","14.5","14.5","83%","+1.8%"
"James Ward-Prowse","SOU","M","53","Damo","WOL 3<br/>@SOU 2 F","14.45","14.45","98%","-0.5%"
"Enda Stevens","SHU","D,M","54","MKFC","SHU 1<br/>@ARS 1 F","14.45","14.45","88%","0%"
"Jan Vertonghen","TOT","D","55","W (Tue)","TOT 0<br/>@WAT 0 F","14.4","14.4","62%","-5.7%"
"Andrew Robertson","LIV","D","56","mcavinur","MUN 0<br/>@LIV 2 F","14.3","14.3","100%","0%"
"Robert Snodgrass","WHU","M","57","W (Tue)","EVE 1<br/>@WHU 1 F","14.25","14.25","58%","+1.1%"
"Isaac Hayden","NEW","M","58","W (Tue)","CHE 0<br/>@NEW 1 F","14.15","14.15","20%","+1.6%"
"Willian","CHE","M,F","59","MAX","CHE 0<br/>@NEW 1 F","14.1","14.1","99%","0%"
"Jamaal Lascelles","NEW","D","60","W (Tue)","CHE 0<br/>@NEW 1 F","13.95","13.95","17%","+1.1%"
"Bukayo Saka","ARS","D,F","61","W (Tue)","SHU 1<br/>@ARS 1 F","13.95","13.95","11%","+0.9%"
"Jonjo Shelvey","NEW","M","62","W (Tue)","CHE 0<br/>@NEW 1 F","13.8","13.8","49%","-6%"
"Mark Noble","WHU","M","63","W (Tue)","EVE 1<br/>@WHU 1 F","13.7","13.7","34%","-3.3%"
"Craig Cathcart","WAT","D","64","W (Tue)","TOT 0<br/>@WAT 0 F","13.7","13.7","10%","-0.4%"
"Ricardo Pereira","LEI","D","65","mcavinur","LEI 1<br/>@BUR 2 F","13.65","13.65","100%","0%"
"Miguel Almiron","NEW","M","66","MKFC","CHE 0<br/>@NEW 1 F","13.6","13.6","71%","+0.3%"
"Emiliano Buendia","NOR","M","67","ColmL","BOU 0<br/>@NOR 1 F","13.5","13.5","94%","-0.7%"
"Aaron Wan-Bissaka","MUN","D","68","MKFC","MUN 0<br/>@LIV 2 F","13.35","13.35","98%","0%"
"Emil Krafth","NEW","D","69","W (Tue)","CHE 0<br/>@NEW 1 F","13.1","13.1","1%","0%"
"Jan Bednarek","SOU","D","70","RBF","WOL 3<br/>@SOU 2 F","13.05","13.05","14%","+0.1%"
"Gerard Deulofeu","WAT","M,F","71","MAX","TOT 0<br/>@WAT 0 F","13","13","98%","+0.1%"
"Bernardo","BHA","D","72","W (Tue)","AVL 1<br/>@BHA 1 F","13","13","12%","-2.1%"
"NGolo Kante","CHE","M","73","ColmOF","CHE 0<br/>@NEW 1 F","12.8","12.8","94%","-0.3%"
"James Maddison","LEI","M","74","Damo","LEI 1<br/>@BUR 2 F","12.75","12.75","100%","0%"
"Cesar Azpilicueta","CHE","D","75","RBF","CHE 0<br/>@NEW 1 F","12.75","12.75","100%","0%"
"Todd Cantwell","NOR","M","76","RBF","BOU 0<br/>@NOR 1 F","12.75","12.75","84%","-0.7%"
"Lucas Digne","EVE","D","77","MAX","EVE 1<br/>@WHU 1 F","12.65","12.65","100%","+0.1%"
"Shkodran Mustafi","ARS","D","78","W (Tue)","SHU 1<br/>@ARS 1 F","12.55","12.55","19%","+2.1%"
"Ayoze Perez","LEI","M,F","79","Damo","LEI 1<br/>@BUR 2 F","12.5","12.5","98%","0%"
"Roberto Firmino","LIV","M,F","80","Eoghanoc","MUN 0<br/>@LIV 2 F","12.25","12.25","100%","0%"
"Nampalys Mendy","LEI","M","81","W (Tue)","LEI 1<br/>@BUR 2 F","12.25","12.25","1%","-0.8%"
"Ben Mee","BUR","D","82","W (Tue)","LEI 1<br/>@BUR 2 F","12.15","12.15","74%","+1.2%"
"Adrian Mariappa","WAT","D","83","W (Tue)","TOT 0<br/>@WAT 0 F","11.95","11.95","2%","-0.1%"
"Mesut Ozil","ARS","M","84","mcavinur","SHU 1<br/>@ARS 1 F","11.75","11.75","81%","-2%"
"Ilkay Gundogan","MCI","M","85","MAX","CRY 2<br/>@MCI 2 F","11.75","11.75","69%","+3%"
"Allan Saint-Maximin","NEW","M,F","86","MAX","CHE 0<br/>@NEW 1 F","11.75","11.75","60%","+1.6%"
"Vicente Guaita","CRY","G","87","mcavinur","CRY 2<br/>@MCI 2 F","11.75","11.75","48%","+0.8%"
"Christoph Zimmermann","NOR","D","88","W (Tue)","BOU 0<br/>@NOR 1 F","11.7","11.7","1%","0%"
"Joao Cancelo","MCI","D","89","W (Tue)","CRY 2<br/>@MCI 2 F","11.65","11.65","58%","-4%"
"Dale Stephens","BHA","M","90","W (Tue)","AVL 1<br/>@BHA 1 F","11.6","11.6","10%","-0.3%"
"Bernardo Silva","MCI","M,F","91","mcavinur","CRY 2<br/>@MCI 2 F","11.5","11.5","100%","-0.2%"
"Jordan Pickford","EVE","G","92","ColmOF","EVE 1<br/>@WHU 1 F","11.5","11.5","70%","-2.2%"
"Alex Oxlade-Chamberlain","LIV","M","93","W (Tue)","MUN 0<br/>@LIV 2 F","11.5","11.5","70%","+10.4%"
"Etienne Capoue","WAT","M","94","W (Tue)","TOT 0<br/>@WAT 0 F","11.5","11.5","26%","-0.8%"
"Douglas Luiz","AVL","M","95","W (Tue)","AVL 1<br/>@BHA 1 F","11.5","11.5","10%","+2.4%"
"James McCarthy","CRY","M","96","W (Tue)","CRY 2<br/>@MCI 2 F","11.5","11.5","1%","-0.1%"
"Sebastien Haller","WHU","F","97","ColmL","EVE 1<br/>@WHU 1 F","11.25","11.25","97%","-0.6%"
"Nicolas Pepe","ARS","M,F","98","MAX","SHU 1<br/>@ARS 1 F","11.25","11.25","94%","-0.6%"
"Georginio Wijnaldum","LIV","M","99","W (Tue)","MUN 0<br/>@LIV 2 F","11.25","11.25","68%","-1.1%"
"Matt Targett","AVL","D,M","100","MAX","AVL 1<br/>@BHA 1 F","11.1","11.1","66%","+2.6%"
"Ainsley Maitland-Niles","ARS","D,M","101","W (Tue)","SHU 1<br/>@ARS 1 F","11.1","11.1","18%","-1.7%"
"Jonny","WOL","D,M","102","ColmOF","WOL 3<br/>@SOU 2 F","10.95","10.95","85%","-0.5%"
"Dele Alli","TOT","M","103","ColmL","TOT 0<br/>@WAT 0 F","10.8","10.8","100%","-0.1%"
"Diego Rico","BOU","D","104","MAX","BOU 0<br/>@NOR 1 F","10.7","10.7","65%","0%"
"Tyrone Mings","AVL","D","105","W (Tue)","AVL 1<br/>@BHA 1 F","10.7","10.7","28%","+0.2%"
"Adam Smith","BOU","D","106","W (Tue)","BOU 0<br/>@NOR 1 F","10.65","10.65","5%","+0.3%"
"Gabriel Jesus","MCI","F","107","mcavinur","CRY 2<br/>@MCI 2 F","10.5","10.5","99%","-0.1%"
"Jonny Evans","LEI","D","108","mcavinur","LEI 1<br/>@BUR 2 F","10.5","10.5","88%","-0.2%"
"Neal Maupay","BHA","F","109","W (Tue)","AVL 1<br/>@BHA 1 F","10.5","10.5","57%","-4%"
"Alexander Tettey","NOR","M","110","W (Tue)","BOU 0<br/>@NOR 1 F","10.5","10.5","2%","+0.2%"
"Aaron Cresswell","WHU","D","111","W (Tue)","EVE 1<br/>@WHU 1 F","10.45","10.45","26%","-2.1%"
"Kenny McLean","NOR","M","112","W (Tue)","BOU 0<br/>@NOR 1 F","10.35","10.35","24%","+0.5%"
"Lucas Torreira","ARS","M","113","W (Tue)","SHU 1<br/>@ARS 1 F","10.35","10.35","22%","-1%"
"Pablo Zabaleta","WHU","D","114","W (Tue)","EVE 1<br/>@WHU 1 F","10.3","10.3","1%","-0.8%"
"Troy Deeney","WAT","F","115","W (Tue)","TOT 0<br/>@WAT 0 F","10.25","10.25","92%","+0.3%"
"Ruben Neves","WOL","M","116","W (Tue)","WOL 3<br/>@SOU 2 F","10.25","10.25","67%","-0.6%"
"Jack Cork","BUR","M","117","W (Tue)","LEI 1<br/>@BUR 2 F","10.2","10.2","6%","-0.1%"
"Matt Ritchie","NEW","D,M","118","ColmL","CHE 0<br/>@NEW 1 F","10.1","10.1","65%","-0.6%"
"Philip Billing","BOU","M","119","W (Tue)","BOU 0<br/>@NOR 1 F","10.1","10.1","35%","+0.1%"
"Lucas Moura","TOT","M,F","120","mcavinur","TOT 0<br/>@WAT 0 F","10","10","97%","-0.5%"
"Dean Henderson","SHU","G","121","Eoghanoc","SHU 1<br/>@ARS 1 F","10","10","75%","+3.5%"
"Jay Rodriguez","BUR","F","122","W (Tue)","LEI 1<br/>@BUR 2 F","10","10","9%","+2.4%"
"Ryan Bertrand","SOU","D,M","123","ColmOF","WOL 3<br/>@SOU 2 F","9.95","9.95","26%","-0.2%"
"Fabian Delph","EVE","D,M","124","W (Tue)","EVE 1<br/>@WHU 1 F","9.95","9.95","11%","-0.2%"
"George Baldock","SHU","D,M","125","ColmL","SHU 1<br/>@ARS 1 F","9.85","9.85","81%","+0.3%"
"Chris Basham","SHU","D","126","RBF","SHU 1<br/>@ARS 1 F","9.85","9.85","74%","+0.6%"
"Pierre-Emile Hojbjerg","SOU","M","127","MKFC","WOL 3<br/>@SOU 2 F","9.8","9.8","72%","-1.1%"
"Yerry Mina","EVE","D","128","W (Tue)","EVE 1<br/>@WHU 1 F","9.8","9.8","57%","-0.1%"
"James Tarkowski","BUR","D","129","Eoghanoc","LEI 1<br/>@BUR 2 F","9.6","9.6","96%","0%"
"Ezri Konsa Ngoyo","AVL","D","130","W (Tue)","AVL 1<br/>@BHA 1 F","9.6","9.6","2%","-0.1%"
"Dwight McNeil","BUR","M","131","MKFC","LEI 1<br/>@BUR 2 F","9.5","9.5","89%","-0.4%"
"Rui Patricio","WOL","G","132","Damo","WOL 3<br/>@SOU 2 F","9.5","9.5","50%","+0.1%"
"Aaron Ramsdale","BOU","G","133","W (Tue)","BOU 0<br/>@NOR 1 F","9.5","9.5","27%","+1.3%"
"Andreas Christensen","CHE","D","134","W (Tue)","CHE 0<br/>@NEW 1 F","9.5","9.5","16%","-0.6%"
"Romain Saiss","WOL","D,M","135","W (Tue)","WOL 3<br/>@SOU 2 F","9.5","9.5","11%","+0.6%"
"Harry Maguire","MUN","D","136","MKFC","MUN 0<br/>@LIV 2 F","9.4","9.4","99%","-0.3%"
"Simon Francis","BOU","D","137","W (Tue)","BOU 0<br/>@NOR 1 F","9.35","9.35","1%","+0.1%"
"Ryan Fraser","BOU","M","138","W (Tue)","BOU 0<br/>@NOR 1 F","9.25","9.25","87%","+0.3%"
"Adam Webster","BHA","D","139","mcavinur","AVL 1<br/>@BHA 1 F","9.25","9.25","27%","-1.9%"
"Matt Doherty","WOL","D,M","140","Damo","WOL 3<br/>@SOU 2 F","9.15","9.15","97%","0%"
"Phil Bardsley","BUR","D","141","W (Tue)","LEI 1<br/>@BUR 2 F","9.1","9.1","4%","-0.5%"
"Kortney Hause","AVL","D","142","W (Tue)","AVL 1<br/>@BHA 1 F","9.05","9.05","8%","+0.4%"
"Jorginho","CHE","M","143","MKFC","CHE 0<br/>@NEW 1 F","9","9","84%","+0.7%"
"Kasper Schmeichel","LEI","G","144","MKFC","LEI 1<br/>@BUR 2 F","8.75","8.75","92%","-0.1%"
"Callum Hudson-Odoi","CHE","F","145","W (Tue)","CHE 0<br/>@NEW 1 F","8.75","8.75","79%","+0.2%"
"David de Gea","MUN","G","146","W (Tue)","MUN 0<br/>@LIV 2 F","8.75","8.75","78%","-0.2%"
"James McArthur","CRY","M","147","W (Tue)","CRY 2<br/>@MCI 2 F","8.75","8.75","63%","-1.3%"
"John Stones","MCI","D","148","W (Tue)","CRY 2<br/>@MCI 2 F","8.75","8.75","46%","-1.4%"
"Nathaniel Chalobah","WAT","M","149","W (Tue)","TOT 0<br/>@WAT 0 F","8.6","8.6","1%","+0.1%"
"Mason Mount","CHE","M,F","150","RBF","CHE 0<br/>@NEW 1 F","8.5","8.5","93%","-0.1%"
"Declan Rice","WHU","M","151","MKFC","EVE 1<br/>@WHU 1 F","8.5","8.5","62%","-2.1%"
"David Luiz","ARS","D","152","ColmL","SHU 1<br/>@ARS 1 F","8.5","8.5","52%","0%"
"Frederic Guilbert","AVL","D","153","Eoghanoc","AVL 1<br/>@BHA 1 F","8.45","8.45","42%","+1.4%"
"John Egan","SHU","D","154","Damo","SHU 1<br/>@ARS 1 F","8.4","8.4","62%","+1.2%"
"Granit Xhaka","ARS","M","155","W (Tue)","SHU 1<br/>@ARS 1 F","8.3","8.3","30%","+0.2%"
"Abdoulaye Doucoure","WAT","M","156","Damo","TOT 0<br/>@WAT 0 F","8.25","8.25","91%","-1.1%"
"Joelinton","NEW","F","157","W (Tue)","CHE 0<br/>@NEW 1 F","8.25","8.25","60%","+1.2%"
"Mat Ryan","BHA","G","158","mcavinur","AVL 1<br/>@BHA 1 F","8.25","8.25","58%","-3.4%"
"Giovani Lo Celso","TOT","M","159","ColmOF","TOT 0<br/>@WAT 0 F","7.9","7.9","60%","+2.5%"
"David Silva","MCI","M","160","W (Tue)","CRY 2<br/>@MCI 2 F","7.75","7.75","99%","-0.5%"
"Oliver Norwood","SHU","M","161","RBF","SHU 1<br/>@ARS 1 F","7.75","7.75","74%","+0.1%"
"Seamus Coleman","EVE","D","162","ColmL","EVE 1<br/>@WHU 1 F","7.65","7.65","41%","-1.6%"
"Jefferson Lerma","BOU","M","163","W (Tue)","BOU 0<br/>@NOR 1 F","7.6","7.6","8%","-0.3%"
"Tom Davies","EVE","M","164","W (Tue)","EVE 1<br/>@WHU 1 F","7.6","7.6","2%","-0.2%"
"Raheem Sterling","MCI","F","165","ColmL","CRY 2<br/>@MCI 2 F","7.5","7.5","100%","0%"
"Joao Moutinho","WOL","M","166","MAX","WOL 3<br/>@SOU 2 F","7.5","7.5","99%","0%"
"Angelo Ogbonna","WHU","D","167","Eoghanoc","EVE 1<br/>@WHU 1 F","7.5","7.5","25%","-2.8%"
"Erik Lamela","TOT","M","168","Eoghanoc","TOT 0<br/>@WAT 0 F","7.35","7.35","48%","-7.6%"
"Jairo Riedewald","CRY","D,M","169","W (Tue)","CRY 2<br/>@MCI 2 F","7.35","7.35","1%","-0.1%"
"Sadio Mane","LIV","M,F","170","RBF","MUN 0<br/>@LIV 2 F","7.25","7.25","100%","0%"
"Jeff Hendrick","BUR","M","171","W (Tue)","LEI 1<br/>@BUR 2 F","7.25","7.25","3%","-0.1%"
"Steven Alzate","BHA","M,F","172","W (Tue)","AVL 1<br/>@BHA 1 F","7.25","7.25","2%","-0.3%"
"Darren Randolph","WHU","G","173","W (Tue)","EVE 1<br/>@WHU 1 F","7.25","7.25","1%","-2%"
"Caglar Soyuncu","LEI","D","174","Damo","LEI 1<br/>@BUR 2 F","7.2","7.2","89%","0%"
"Harry Winks","TOT","M","175","W (Tue)","TOT 0<br/>@WAT 0 F","7.2","7.2","9%","+0.8%"
"Davy Propper","BHA","M","176","W (Tue)","AVL 1<br/>@BHA 1 F","7.1","7.1","34%","-0.7%"
"Bernd Leno","ARS","G","177","W (Tue)","SHU 1<br/>@ARS 1 F","7","7","88%","+0.1%"
"Pablo Fornals","WHU","M","178","W (Tue)","EVE 1<br/>@WHU 1 F","7","7","27%","-4.6%"
"Nathan Ake","BOU","D","179","W (Tue)","BOU 0<br/>@NOR 1 F","6.9","6.9","60%","-0.3%"
"Theo Walcott","EVE","M,F","180","W (Tue)","EVE 1<br/>@WHU 1 F","6.75","6.75","16%","+0.6%"
"Christian Fuchs","LEI","D","181","W (Tue)","LEI 1<br/>@BUR 2 F","6.75","6.75","2%","-1.2%"
"Ben Godfrey","NOR","D,M","182","W (Tue)","BOU 0<br/>@NOR 1 F","6.6","6.6","3%","-0.1%"
"Ederson","MCI","G","183","ColmL","CRY 2<br/>@MCI 2 F","6.5","6.5","83%","-0.7%"
"Stuart Armstrong","SOU","M,F","184","W (Tue)","WOL 3<br/>@SOU 2 F","6.5","6.5","10%","-2.5%"
"Pepe Reina","AVL","G","185","W (Tue)","AVL 1<br/>@BHA 1 F","6.5","6.5","6%","-0.1%"
"Andreas Pereira","MUN","M","186","W (Tue)","MUN 0<br/>@LIV 2 F","6.45","6.45","29%","-1.3%"
"Martin Kelly","CRY","D","187","W (Tue)","CRY 2<br/>@MCI 2 F","6.45","6.45","20%","-3.9%"
"Cheikhou Kouyate","CRY","M","188","W (Tue)","CRY 2<br/>@MCI 2 F","6.35","6.35","10%","-0.9%"
"Kepa Arrizabalaga","CHE","G","189","W (Tue)","CHE 0<br/>@NEW 1 F","6.25","6.25","49%","-4.3%"
"Aaron Mooy","BHA","M,F","190","W (Tue)","AVL 1<br/>@BHA 1 F","6.25","6.25","45%","+3.6%"
"James Tomkins","CRY","D","191","W (Tue)","CRY 2<br/>@MCI 2 F","6.2","6.2","19%","+0.3%"
"Daniel Drinkwater","AVL","M","192","W (Tue)","AVL 1<br/>@BHA 1 F","6.2","6.2","2%","-0.8%"
"Conor Coady","WOL","D","193","W (Tue)","WOL 3<br/>@SOU 2 F","5.95","5.95","14%","-0.4%"
"Jack OConnell","SHU","D","194","MKFC","SHU 1<br/>@ARS 1 F","5.65","5.65","82%","+0.5%"
"Jordan Ayew","CRY","F","195","RBF","CRY 2<br/>@MCI 2 F","5.55","5.55","66%","-0.1%"
"Tammy Abraham","CHE","F","196","Damo","CHE 0<br/>@NEW 1 F","5.5","5.5","98%","+0.1%"
"Anwar El Ghazi","AVL","M,F","197","MKFC","AVL 1<br/>@BHA 1 F","5.5","5.5","71%","-1.2%"
"Manuel Lanzini","WHU","M","198","W (Tue)","EVE 1<br/>@WHU 1 F","5.5","5.5","69%","-7.1%"
"Victor Lindelof","MUN","D","199","W (Tue)","MUN 0<br/>@LIV 2 F","5.5","5.5","46%","+0.7%"
"Moise Kean","EVE","F","200","W (Tue)","EVE 1<br/>@WHU 1 F","5.5","5.5","39%","-5%"
"Luke Shaw","MUN","D","201","W (Tue)","MUN 0<br/>@LIV 2 F","5.35","5.35","48%","+2.6%"
"Nemanja Matic","MUN","M","202","W (Tue)","MUN 0<br/>@LIV 2 F","5.35","5.35","4%","-1.2%"
"Lewis Dunk","BHA","D","203","RBF","AVL 1<br/>@BHA 1 F","5.3","5.3","81%","-0.7%"
"Jamie Vardy","LEI","F","204","ColmOF","LEI 1<br/>@BUR 2 F","5.25","5.25","100%","0%"
"Djibril Sidibe","EVE","D","205","MKFC","EVE 1<br/>@WHU 1 F","5.15","5.15","81%","+0.2%"
"John Lundstram","SHU","D,M","206","ColmOF","SHU 1<br/>@ARS 1 F","5.1","5.1","77%","-3.9%"
"Marvelous Nakamba","AVL","M","207","W (Tue)","AVL 1<br/>@BHA 1 F","5.1","5.1","3%","-0.1%"
"Moussa Djenepo","SOU","M","208","W (Tue)","WOL 3<br/>@SOU 2 F","5","5","12%","+0.3%"
"Danny Ings","SOU","F","209","Damo","WOL 3<br/>@SOU 2 F","4.75","4.75","98%","+0.1%"
"Trezeguet","AVL","M,F","210","W (Tue)","AVL 1<br/>@BHA 1 F","4.75","4.75","20%","-4.9%"
"Anthony Martial","MUN","F","211","RBF","MUN 0<br/>@LIV 2 F","4.7","4.7","100%","0%"
"Antonio Rudiger","CHE","D","212","W (Tue)","CHE 0<br/>@NEW 1 F","4.65","4.65","51%","+0.5%"
"Callum Wilson","BOU","F","213","W (Tue)","BOU 0<br/>@NOR 1 F","4.25","4.25","86%","+0.2%"
"Alex McCarthy","SOU","G","214","W (Tue)","WOL 3<br/>@SOU 2 F","4.25","4.25","7%","-0.6%"
"Dan Gosling","BOU","M","215","W (Tue)","BOU 0<br/>@NOR 1 F","4.25","4.25","2%","+0.2%"
"Kelechi Iheanacho","LEI","F","216","W (Tue)","LEI 1<br/>@BUR 2 F","4","4","36%","-6.4%"
"Anthony Gordon","EVE","M,F","217","W (Tue)","EVE 1<br/>@WHU 1 F","4","4","0%","+0.1%"
"Alexandre Lacazette","ARS","F","218","ColmL","SHU 1<br/>@ARS 1 F","3.5","3.5","99%","-0.2%"
"Harry Wilson","BOU","M","219","Damo","BOU 0<br/>@NOR 1 F","3.5","3.5","57%","+1.9%"
"Aaron Connolly","BHA","F","220","W (Tue)","AVL 1<br/>@BHA 1 F","3.5","3.5","4%","-0.3%"
"Arthur Masuaku","WHU","D","221","W (Tue)","EVE 1<br/>@WHU 1 F","3.45","3.45","10%","-2.2%"
"Youri Tielemans","LEI","M","222","W (Tue)","LEI 1<br/>@BUR 2 F","3.25","3.25","94%","-0.3%"
"Muhamed Besic","SHU","M","223","W (Tue)","SHU 1<br/>@ARS 1 F","3.25","3.25","0%","0%"
"Sean Longstaff","NEW","M","224","W (Tue)","CHE 0<br/>@NEW 1 F","3.2","3.2","4%","-0.5%"
"Jack Stephens","SOU","D","225","W (Tue)","WOL 3<br/>@SOU 2 F","3.15","3.15","18%","-0.7%"
"Pascal Gross","BHA","M,F","226","W (Tue)","AVL 1<br/>@BHA 1 F","3","3","85%","+0.1%"
"Bernard","EVE","M,F","227","W (Tue)","EVE 1<br/>@WHU 1 F","3","3","45%","-5.7%"
"Grant Hanley","NOR","D","228","W (Tue)","BOU 0<br/>@NOR 1 F","2.95","2.95","1%","0%"
"Adam Lallana","LIV","M","229","W (Tue)","MUN 0<br/>@LIV 2 F","2.85","2.85","2%","-0.4%"
"Ross Barkley","CHE","M","230","W (Tue)","CHE 0<br/>@NEW 1 F","2.75","2.75","29%","-1.2%"
"Lys Mousset","SHU","F","231","W (Tue)","SHU 1<br/>@ARS 1 F","2.75","2.75","16%","-1.6%"
"Brandon Williams","MUN","D","232","W (Tue)","MUN 0<br/>@LIV 2 F","2.65","2.65","25%","-8%"
"Daniel James","MUN","M","233","RBF","MUN 0<br/>@LIV 2 F","2.6","2.6","91%","-1.8%"
