"Player","Team","Position","Rk","Status","Opponent","FPts","FP/G","% Owned","+/-"
"Gerard Deulofeu","WAT","M,F","19","W (Tue)","AVL 0<br/>@WAT 3 F","18.75","18.75","94%","+1.5%"
"Ayoze Perez","LEI","M,F","20","W (Tue)","LEI 2<br/>@WHU 1 F","18.75","18.75","87%","+2%"
"Abdoulaye Doucoure","WAT","M","21","Damo","AVL 0<br/>@WAT 3 F","18.75","18.75","70%","+3.2%"
"Dan Burn","BHA","D","22","Eoghanoc","BOU 0<br/>@BHA 2 F","18.15","18.15","65%","+2.1%"
"Mario Vrancic","NOR","M","23","W (Tue)","TOT 2<br/>@NOR 2 F","18.1","18.1","2%","+0.5%"
"Jorginho","CHE","M","24","MKFC","CHE 2<br/>@ARS 1 F","18","18","73%","-3.8%"
"Harry Kane","TOT","F","25","MKFC","TOT 2<br/>@NOR 2 F","17.85","17.85","100%","0%"
"Luka Milivojevic","CRY","M","26","RSC","CRY 1<br/>@SOU 1 F","17.7","17.7","96%","+0.2%"
"Gylfi Sigurdsson","EVE","M","27","ColmOF","EVE 2<br/>@NEW 1 F","17.55","17.55","98%","+0.6%"
"Tammy Abraham","CHE","F","28","Damo","CHE 2<br/>@ARS 1 F","17.5","17.5","98%","0%"
"Trent Alexander-Arnold","LIV","D","29","ColmOF","WOL 0<br/>@LIV 1 F","17.45","17.45","100%","0%"
"Sadio Mane","LIV","M,F","30","RSC","WOL 0<br/>@LIV 1 F","17.35","17.35","100%","0%"
"Alireza Jahanbakhsh","BHA","F","31","W (Tue)","BOU 0<br/>@BHA 2 F","17.25","17.25","2%","+1.4%"
"Martin Montoya","BHA","D","32","W (Tue)","BOU 0<br/>@BHA 2 F","16.8","16.8","22%","+1.5%"
"Pierre-Emile Hojbjerg","SOU","M","33","MKFC","CRY 1<br/>@SOU 1 F","16.75","16.75","70%","+4.1%"
"Martin Dubravka","NEW","G","34","RSC","EVE 2<br/>@NEW 1 F","16.75","16.75","61%","+2.5%"
"Ismaila Sarr","WAT","M,F","35","W (Tue)","AVL 0<br/>@WAT 3 F","16.75","16.75","41%","-0.2%"
"Lukasz Fabianski","WHU","G","36","W (Tue)","LEI 2<br/>@WHU 1 F","16.5","16.5","45%","+8.6%"
"Virgil van Dijk","LIV","D","37","RSC","WOL 0<br/>@LIV 1 F","16.45","16.45","100%","0%"
"Joseph Gomez","LIV","D","38","mcavinur","WOL 0<br/>@LIV 1 F","16.45","16.45","77%","+5%"
"Harry Maguire","MUN","D","39","MKFC","MUN 2<br/>@BUR 0 F","16.2","16.2","99%","+0.3%"
"Yves Bissouma","BHA","M,F","40","W (Tue)","BOU 0<br/>@BHA 2 F","15.8","15.8","1%","+0.3%"
"Andreas Pereira","MUN","M","41","W (Tue)","MUN 2<br/>@BUR 0 F","15.5","15.5","26%","+2.9%"
"Alisson","LIV","G","42","Damo","WOL 0<br/>@LIV 1 F","15.25","15.25","96%","+1%"
"Neal Maupay","BHA","F","43","W (Tue)","BOU 0<br/>@BHA 2 F","15.25","15.25","62%","+1.5%"
"Lewis Dunk","BHA","D","44","RSC","BOU 0<br/>@BHA 2 F","15","15","72%","+1.6%"
"Mat Ryan","BHA","G","45","mcavinur","BOU 0<br/>@BHA 2 F","15","15","62%","+2.8%"
"Ben Foster","WAT","G","46","ZKL","AVL 0<br/>@WAT 3 F","15","15","46%","+6.4%"
"Riyad Mahrez","MCI","M,F","47","ColmOF","SHU 0<br/>@MCI 2 F","14.85","14.85","100%","0%"
"Danny Ings","SOU","F","48","Damo","CRY 1<br/>@SOU 1 F","14.75","14.75","97%","+0.4%"
"Anthony Martial","MUN","F","49","RSC","MUN 2<br/>@BUR 0 F","14.5","14.5","100%","+0.2%"
"David de Gea","MUN","G","50","W (Tue)","MUN 2<br/>@BUR 0 F","14.5","14.5","84%","-1.7%"
"Sergio Aguero","MCI","F","51","ZKL","SHU 0<br/>@MCI 2 F","14.25","14.25","100%","-0.1%"
"Daniel James","MUN","M","52","RSC","MUN 2<br/>@BUR 0 F","14.25","14.25","97%","+1%"
"Christian Kabasele","WAT","D","53","W (Tue)","AVL 0<br/>@WAT 3 F","14.2","14.2","31%","+10.6%"
"Victor Lindelof","MUN","D","54","W (Tue)","MUN 2<br/>@BUR 0 F","14","14","51%","-0.7%"
"Demarai Gray","LEI","M","55","W (Tue)","LEI 2<br/>@WHU 1 F","14","14","13%","+5.9%"
"Andrew Robertson","LIV","D","56","mcavinur","WOL 0<br/>@LIV 1 F","13.85","13.85","100%","+0.1%"
"Jetro Willems","NEW","D","57","MKFC","EVE 2<br/>@NEW 1 F","13.85","13.85","60%","+1.6%"
"Vicente Guaita","CRY","G","58","mcavinur","CRY 1<br/>@SOU 1 F","13.75","13.75","64%","-1.1%"
"Djibril Sidibe","EVE","D","59","MKFC","EVE 2<br/>@NEW 1 F","13.6","13.6","67%","+8.6%"
"Kelechi Iheanacho","LEI","F","60","W (Tue)","LEI 2<br/>@WHU 1 F","13.6","13.6","45%","+6.1%"
"Tanguy Ndombele","TOT","M","61","Damo","TOT 2<br/>@NOR 2 F","13.5","13.5","78%","+4%"
"Ashley Young","MUN","D","62","W (Tue)","MUN 2<br/>@BUR 0 F","13.5","13.5","20%","+4%"
"James Ward-Prowse","SOU","M","63","Damo","CRY 1<br/>@SOU 1 F","13.35","13.35","98%","+0.1%"
"Mason Mount","CHE","M,F","64","RSC","CHE 2<br/>@ARS 1 F","13.25","13.25","93%","+0.2%"
"Shane Duffy","BHA","D","65","W (Tue)","BOU 0<br/>@BHA 2 F","13.2","13.2","49%","+1.5%"
"Kiko Femenia","WAT","D","66","W (Tue)","AVL 0<br/>@WAT 3 F","12.85","12.85","7%","+1.1%"
"Matt Targett","AVL","D,M","67","MKFC","AVL 0<br/>@WAT 3 F","12.75","12.75","58%","+0.5%"
"Brandon Williams","MUN","D","68","W (Tue)","MUN 2<br/>@BUR 0 F","12.65","12.65","6%","+4.1%"
"Claudio Bravo","MCI","G","69","W (Tue)","SHU 0<br/>@MCI 2 F","12.5","12.5","9%","+6.5%"
"Douglas Luiz","AVL","M","70","W (Tue)","AVL 0<br/>@WAT 3 F","12.35","12.35","6%","-0.2%"
"Rodrigo","MCI","M","71","RSC","SHU 0<br/>@MCI 2 F","12.25","12.25","93%","-0.2%"
"Conor Hourihane","AVL","M","72","W (Tue)","AVL 0<br/>@WAT 3 F","12.05","12.05","20%","+7.5%"
"Wilfried Zaha","CRY","M,F","73","ColmOF","CRY 1<br/>@SOU 1 F","12","12","99%","-0.1%"
"Jordan Pickford","EVE","G","74","W (Tue)","EVE 2<br/>@NEW 1 F","12","12","69%","+3.1%"
"Chris Basham","SHU","D","75","RSC","SHU 0<br/>@MCI 2 F","12","12","68%","-2.1%"
"Tim Krul","NOR","G","76","W (Tue)","TOT 2<br/>@NOR 2 F","12","12","21%","-2.2%"
"Eric Garcia","MCI","D","77","W (Tue)","SHU 0<br/>@MCI 2 F","11.9","11.9","9%","+8.2%"
"Oliver Norwood","SHU","M","78","FA","SHU 0<br/>@MCI 2 F","11.85","11.85","71%","+1%"
"Craig Cathcart","WAT","D","79","W (Tue)","AVL 0<br/>@WAT 3 F","11.8","11.8","7%","+0.7%"
"Joelinton","NEW","F","80","W (Tue)","EVE 2<br/>@NEW 1 F","11.75","11.75","58%","+1.8%"
"Aaron Ramsdale","BOU","G","81","W (Tue)","BOU 0<br/>@BHA 2 F","11.75","11.75","42%","+2%"
"Adam Lallana","LIV","M","82","FA","WOL 0<br/>@LIV 1 F","11.75","11.75","13%","+10.7%"
"Ruben Vinagre","WOL","D","83","W (Tue)","WOL 0<br/>@LIV 1 F","11.65","11.65","2%","+0.7%"
"Serge Aurier","TOT","D","84","ZKL","TOT 2<br/>@NOR 2 F","11.3","11.3","92%","+0.2%"
"Nathan Redmond","SOU","M,F","85","Eoghanoc","CRY 1<br/>@SOU 1 F","11","11","79%","+5.2%"
"Davy Propper","BHA","M","86","W (Tue)","BOU 0<br/>@BHA 2 F","10.95","10.95","40%","-0.1%"
"Diego Rico","BOU","D","87","ZKL","BOU 0<br/>@BHA 2 F","10.7","10.7","77%","+1.5%"
"Kyle Walker","MCI","D","88","W (Tue)","SHU 0<br/>@MCI 2 F","10.65","10.65","90%","-0.7%"
"Jonny Evans","LEI","D","89","mcavinur","LEI 2<br/>@WHU 1 F","10.25","10.25","87%","+0.8%"
"Jordan Henderson","LIV","M","90","Eoghanoc","WOL 0<br/>@LIV 1 F","10.1","10.1","55%","+0.7%"
"Declan Rice","WHU","M","91","MKFC","LEI 2<br/>@WHU 1 F","10.1","10.1","50%","+2.8%"
"Pedro Neto","WOL","F","92","W (Tue)","WOL 0<br/>@LIV 1 F","10","10","2%","+1.6%"
"Ainsley Maitland-Niles","ARS","D,M","93","W (Tue)","CHE 2<br/>@ARS 1 F","9.85","9.85","22%","-3.1%"
"James McCarthy","CRY","M","94","W (Tue)","CRY 1<br/>@SOU 1 F","9.85","9.85","1%","-0.1%"
"Marc Albrighton","LEI","M","95","W (Tue)","LEI 2<br/>@WHU 1 F","9.75","9.75","9%","+3.3%"
"Wes Morgan","LEI","D","96","W (Tue)","LEI 2<br/>@WHU 1 F","9.6","9.6","3%","+0.6%"
"Maximilian Kilman","WOL","D","97","W (Tue)","WOL 0<br/>@LIV 1 F","9.6","9.6","0%","+0.1%"
"Calum Chambers","ARS","D,M","98","W (Tue)","CHE 2<br/>@ARS 1 F","9.55","9.55","25%","+1.6%"
"Moussa Djenepo","SOU","M","99","W (Tue)","CRY 1<br/>@SOU 1 F","9.5","9.5","19%","-1.5%"
"Nampalys Mendy","LEI","M","100","W (Tue)","LEI 2<br/>@WHU 1 F","9.5","9.5","1%","+0.1%"
"Jonny","WOL","D,M","101","ColmOF","WOL 0<br/>@LIV 1 F","9.4","9.4","84%","-0.5%"
"Arthur Masuaku","WHU","D","102","W (Tue)","LEI 2<br/>@WHU 1 F","9.4","9.4","14%","+2.8%"
"Nemanja Matic","MUN","M","103","W (Tue)","MUN 2<br/>@BUR 0 F","9.35","9.35","4%","+0.6%"
"Kasper Schmeichel","LEI","G","104","MKFC","LEI 2<br/>@WHU 1 F","9.25","9.25","93%","+0.4%"
"John Fleck","SHU","M","105","mcavinur","SHU 0<br/>@MCI 2 F","9.25","9.25","76%","-2.4%"
"Ashley Westwood","BUR","M","106","W (Tue)","MUN 2<br/>@BUR 0 F","9.25","9.25","42%","-0.1%"
"Tom Heaton","AVL","G","107","W (Tue)","AVL 0<br/>@WAT 3 F","9.25","9.25","25%","+2.4%"
"Sofiane Boufal","SOU","M","108","W (Tue)","CRY 1<br/>@SOU 1 F","9.25","9.25","12%","+5.7%"
"Fabian Balbuena","WHU","D","109","W (Tue)","LEI 2<br/>@WHU 1 F","9.15","9.15","12%","-1.7%"
"Philip Billing","BOU","M","110","ColmOF","BOU 0<br/>@BHA 2 F","9","9","44%","-0.4%"
"Grant Hanley","NOR","D","111","W (Tue)","TOT 2<br/>@NOR 2 F","8.9","8.9","1%","+0.1%"
"Jack Grealish","AVL","M,F","112","mcavinur","AVL 0<br/>@WAT 3 F","8.85","8.85","99%","0%"
"Jan Bednarek","SOU","D","113","RSC","CRY 1<br/>@SOU 1 F","8.8","8.8","11%","+1.8%"
"Lucas Moura","TOT","M,F","114","mcavinur","TOT 2<br/>@NOR 2 F","8.75","8.75","97%","-1.4%"
"Adama Traore","WOL","F","115","MKFC","WOL 0<br/>@LIV 1 F","8.75","8.75","88%","+1.3%"
"Mateo Kovacic","CHE","M","116","Eoghanoc","CHE 2<br/>@ARS 1 F","8.75","8.75","70%","+2.9%"
"Michael Keane","EVE","D","117","W (Tue)","EVE 2<br/>@NEW 1 F","8.75","8.75","67%","+4.3%"
"NGolo Kante","CHE","M","118","ColmOF","CHE 2<br/>@ARS 1 F","8.6","8.6","95%","-0.4%"
"Jonjo Shelvey","NEW","M","119","MKFC","EVE 2<br/>@NEW 1 F","8.5","8.5","72%","+2.3%"
"Georginio Wijnaldum","LIV","M","120","FA","WOL 0<br/>@LIV 1 F","8.5","8.5","65%","+1.4%"
"Giovani Lo Celso","TOT","M","121","W (Tue)","TOT 2<br/>@NOR 2 F","8.5","8.5","39%","+16.1%"
"Cesar Azpilicueta","CHE","D","122","RSC","CHE 2<br/>@ARS 1 F","8.4","8.4","99%","-0.1%"
"Fernandinho","MCI","D,M","123","W (Tue)","SHU 0<br/>@MCI 2 F","8.4","8.4","43%","+1.3%"
"Joao Moutinho","WOL","M","124","ZKL","WOL 0<br/>@LIV 1 F","8.35","8.35","99%","0%"
"Martin Kelly","CRY","D","125","W (Tue)","CRY 1<br/>@SOU 1 F","8.35","8.35","46%","-3.7%"
"Lucas Torreira","ARS","M","126","W (Tue)","CHE 2<br/>@ARS 1 F","8.35","8.35","23%","+0.7%"
"James McArthur","CRY","M","127","W (Tue)","CRY 1<br/>@SOU 1 F","8.3","8.3","72%","-0.8%"
"Matteo Guendouzi","ARS","M","128","W (Tue)","CHE 2<br/>@ARS 1 F","8.3","8.3","40%","-0.1%"
"Christoph Zimmermann","NOR","D","129","W (Tue)","TOT 2<br/>@NOR 2 F","8.25","8.25","1%","-0.2%"
"Bernd Leno","ARS","G","130","ColmOF","CHE 2<br/>@ARS 1 F","8","8","87%","-0.5%"
"John Egan","SHU","D","131","Damo","SHU 0<br/>@MCI 2 F","8","8","62%","-3%"
"Moise Kean","EVE","F","132","W (Tue)","EVE 2<br/>@NEW 1 F","8","8","38%","+7.2%"
"Diogo Jota","WOL","M,F","133","Damo","WOL 0<br/>@LIV 1 F","7.95","7.95","92%","-0.7%"
"Conor Coady","WOL","D","134","W (Tue)","WOL 0<br/>@LIV 1 F","7.95","7.95","16%","-0.4%"
"Ahmed El Mohamady","AVL","D","135","W (Tue)","AVL 0<br/>@WAT 3 F","7.95","7.95","6%","-0.2%"
"Florian Lejeune","NEW","D","136","W (Tue)","EVE 2<br/>@NEW 1 F","7.95","7.95","4%","-0.4%"
"Cedric Soares (prior)","SOU","D","137","W (Tue)","CRY 1<br/>@SOU 1 F","7.9","7.9","7%","+3.9%"
"Phil Bardsley","BUR","D","138","W (Tue)","MUN 2<br/>@BUR 0 F","7.85","7.85","12%","-0.3%"
"James Tarkowski","BUR","D","139","Eoghanoc","MUN 2<br/>@BUR 0 F","7.8","7.8","97%","-0.3%"
"Isaac Hayden","NEW","M","140","W (Tue)","EVE 2<br/>@NEW 1 F","7.75","7.75","17%","+0.5%"
"Theo Walcott","EVE","M,F","141","W (Tue)","EVE 2<br/>@NEW 1 F","7.75","7.75","14%","+1.2%"
"George Baldock","SHU","D,M","142","ColmL","SHU 0<br/>@MCI 2 F","7.65","7.65","79%","-1.1%"
"Miguel Almiron","NEW","M","143","W (Tue)","EVE 2<br/>@NEW 1 F","7.6","7.6","63%","+1.7%"
"Mason Holgate","EVE","D","144","W (Tue)","EVE 2<br/>@NEW 1 F","7.6","7.6","10%","+3%"
"DeAndre Yedlin","NEW","D","145","W (Tue)","EVE 2<br/>@NEW 1 F","7.55","7.55","3%","+0.7%"
"Chris Mepham","BOU","D","146","W (Tue)","BOU 0<br/>@BHA 2 F","7.55","7.55","5%","+0.2%"
"James Maddison","LEI","M","147","Damo","LEI 2<br/>@WHU 1 F","7.5","7.5","100%","0%"
"Mohamed Salah","LIV","F","148","Damo","WOL 0<br/>@LIV 1 F","7.5","7.5","100%","0%"
"Dwight McNeil","BUR","M","149","ZKL","MUN 2<br/>@BUR 0 F","7.5","7.5","93%","-0.6%"
"Dean Henderson","SHU","G","150","Eoghanoc","SHU 0<br/>@MCI 2 F","7.5","7.5","64%","-8.5%"
"Junior Stanislas","BOU","M","151","W (Tue)","BOU 0<br/>@BHA 2 F","7.5","7.5","7%","+5%"
"Ryan Sessegnon","TOT","M,F","152","W (Tue)","TOT 2<br/>@NOR 2 F","7.45","7.45","35%","-7.2%"
"Jamal Lewis","NOR","D","153","W (Tue)","TOT 2<br/>@NOR 2 F","7.4","7.4","2%","-0.1%"
"Dele Alli","TOT","M","154","ColmL","TOT 2<br/>@NOR 2 F","7.25","7.25","100%","+0.1%"
"Ryan Fredericks","WHU","D","155","W (Tue)","LEI 2<br/>@WHU 1 F","7.25","7.25","14%","+1.8%"
"Jordan Ayew","CRY","F","156","RSC","CRY 1<br/>@SOU 1 F","7.2","7.2","58%","+8.5%"
"Leander Dendoncker","WOL","D,M","157","W (Tue)","WOL 0<br/>@LIV 1 F","7.1","7.1","14%","+0.5%"
"Jack Stephens","SOU","D","158","W (Tue)","CRY 1<br/>@SOU 1 F","7.1","7.1","4%","+2.6%"
"Jack OConnell","SHU","D","159","FA","SHU 0<br/>@MCI 2 F","7.05","7.05","80%","-1.3%"
"Rui Patricio","WOL","G","160","Damo","WOL 0<br/>@LIV 1 F","7","7","58%","-1.5%"
"Alexander Tettey","NOR","M","161","W (Tue)","TOT 2<br/>@NOR 2 F","7","7","2%","0%"
"Che Adams","SOU","F","162","W (Tue)","CRY 1<br/>@SOU 1 F","6.95","6.95","11%","+0.2%"
"Ryan Bertrand","SOU","D,M","163","W (Tue)","CRY 1<br/>@SOU 1 F","6.8","6.8","16%","+1.7%"
"Leighton Baines","EVE","D","164","W (Tue)","EVE 2<br/>@NEW 1 F","6.8","6.8","13%","+9.1%"
"Ezri Konsa Ngoyo","AVL","D","165","W (Tue)","AVL 0<br/>@WAT 3 F","6.8","6.8","2%","+0.2%"
"Mesut Ozil","ARS","M","166","W (Tue)","CHE 2<br/>@ARS 1 F","6.75","6.75","87%","+1.5%"
"Manuel Lanzini","WHU","M","167","W (Tue)","LEI 2<br/>@WHU 1 F","6.75","6.75","73%","+7.5%"
"Wesley","AVL","F","168","W (Tue)","AVL 0<br/>@WAT 3 F","6.75","6.75","62%","-2.7%"
"Christian Fuchs","LEI","D","169","W (Tue)","LEI 2<br/>@WHU 1 F","6.75","6.75","8%","+6.1%"
"Carlos Sanchez","WHU","M","170","W (Tue)","LEI 2<br/>@WHU 1 F","6.75","6.75","1%","0%"
"Dan Gosling","BOU","M","171","W (Tue)","BOU 0<br/>@BHA 2 F","6.7","6.7","4%","+1.7%"
"Bernardo Silva","MCI","M,F","172","mcavinur","SHU 0<br/>@MCI 2 F","6.6","6.6","100%","0%"
"Jack Cork","BUR","M","173","W (Tue)","MUN 2<br/>@BUR 0 F","6.6","6.6","7%","+0.2%"
"Joshua King","BOU","M,F","174","W (Tue)","BOU 0<br/>@BHA 2 F","6.5","6.5","97%","-0.4%"
"Nick Pope","BUR","G","175","W (Tue)","MUN 2<br/>@BUR 0 F","6.5","6.5","73%","+1.5%"
"Antonio Rudiger","CHE","D","176","W (Tue)","CHE 2<br/>@ARS 1 F","6.5","6.5","56%","-2.7%"
"Kortney Hause","AVL","D","177","W (Tue)","AVL 0<br/>@WAT 3 F","6.5","6.5","5%","+3.6%"
"Sebastien Haller","WHU","F","178","ColmL","LEI 2<br/>@WHU 1 F","6.25","6.25","96%","-0.4%"
"Michail Antonio","WHU","M","179","ColmOF","LEI 2<br/>@WHU 1 F","6.25","6.25","81%","-0.4%"
"Will Hughes","WAT","M","180","W (Tue)","AVL 0<br/>@WAT 3 F","6.25","6.25","23%","+0.3%"
"Callum Robinson","SHU","F","181","FA","SHU 0<br/>@MCI 2 F","6.25","6.25","4%","+1.3%"
"Tom Davies","EVE","M","182","W (Tue)","EVE 2<br/>@NEW 1 F","6.2","6.2","3%","+0.1%"
"Hamza Choudhury","LEI","M","183","W (Tue)","LEI 2<br/>@WHU 1 F","6.1","6.1","2%","+0.7%"
"Max Aarons","NOR","D","184","W (Tue)","TOT 2<br/>@NOR 2 F","6.05","6.05","15%","+0.5%"
"James Justin","LEI","D","185","W (Tue)","LEI 2<br/>@WHU 1 F","6.05","6.05","3%","+3.1%"
"Steve Cook","BOU","D","186","W (Tue)","BOU 0<br/>@BHA 2 F","6","6","40%","+1.8%"
"Bukayo Saka","ARS","D,F","187","W (Tue)","CHE 2<br/>@ARS 1 F","6","6","11%","-0.2%"
"Fred","MUN","M","188","W (Tue)","MUN 2<br/>@BUR 0 F","5.95","5.95","48%","+1.9%"
"Ryan Bennett (prior)","WOL","D","189","W (Tue)","WOL 0<br/>@LIV 1 F","5.95","5.95","12%","-0.2%"
"Mamadou Sakho","CRY","D","190","W (Tue)","CRY 1<br/>@SOU 1 F","5.95","5.95","4%","0%"
"Federico Fernandez","NEW","D","191","ColmOF","EVE 2<br/>@NEW 1 F","5.9","5.9","30%","-2.1%"
"Reiss Nelson","ARS","F","192","W (Tue)","CHE 2<br/>@ARS 1 F","5.85","5.85","10%","-0.5%"
"Lys Mousset","SHU","F","193","FA","SHU 0<br/>@MCI 2 F","5.75","5.75","35%","+0.3%"
"Onel Hernandez","NOR","M","194","W (Tue)","TOT 2<br/>@NOR 2 F","5.7","5.7","14%","+2%"
"Ruben Neves","WOL","M","195","W (Tue)","WOL 0<br/>@LIV 1 F","5.6","5.6","71%","+1.9%"
"Kenny McLean","NOR","M","196","W (Tue)","TOT 2<br/>@NOR 2 F","5.5","5.5","28%","-5.5%"
"Jack Stacey","BOU","D","197","W (Tue)","BOU 0<br/>@BHA 2 F","5.5","5.5","3%","+0.9%"
"Chris Wood","BUR","F","198","W (Tue)","MUN 2<br/>@BUR 0 F","5.35","5.35","65%","-2.7%"
"Roberto Firmino","LIV","M,F","199","Eoghanoc","WOL 0<br/>@LIV 1 F","5.25","5.25","100%","0%"
"Max Meyer","CRY","M","200","W (Tue)","CRY 1<br/>@SOU 1 F","5.25","5.25","3%","-0.6%"
"Henri Lansbury","AVL","M","201","W (Tue)","AVL 0<br/>@WAT 3 F","5.25","5.25","0%","0%"
"Toby Alderweireld","TOT","D","202","Damo","TOT 2<br/>@NOR 2 F","5.15","5.15","82%","-0.4%"
"Charlie Taylor","BUR","D","203","ZKL","MUN 2<br/>@BUR 0 F","5.1","5.1","14%","+5.1%"
"Raheem Sterling","MCI","F","204","ColmL","SHU 0<br/>@MCI 2 F","5","5","100%","0%"
"Kepa Arrizabalaga","CHE","G","205","W (Tue)","CHE 2<br/>@ARS 1 F","5","5","60%","-2.2%"
"Alex McCarthy","SOU","G","206","W (Tue)","CRY 1<br/>@SOU 1 F","5","5","5%","+2%"
"Kurt Zouma","CHE","D","207","W (Tue)","CHE 2<br/>@ARS 1 F","4.95","4.95","64%","-0.6%"
"Dominic Solanke","BOU","F","208","W (Tue)","BOU 0<br/>@BHA 2 F","4.95","4.95","3%","+0.7%"
"Enda Stevens","SHU","D,M","209","MKFC","SHU 0<br/>@MCI 2 F","4.8","4.8","87%","-1.5%"
"Jay Rodriguez","BUR","F","210","W (Tue)","MUN 2<br/>@BUR 0 F","4.75","4.75","4%","-1.1%"
"Issa Diop","WHU","D","211","W (Tue)","LEI 2<br/>@WHU 1 F","4.7","4.7","17%","-0.2%"
"Jairo Riedewald","CRY","M","212","W (Tue)","CRY 1<br/>@SOU 1 F","4.7","4.7","0%","+0.1%"
"Paulo Gazzaniga","TOT","G","213","W (Tue)","TOT 2<br/>@NOR 2 F","4.5","4.5","40%","+1.8%"
"Romain Saiss","WOL","D,M","214","W (Tue)","WOL 0<br/>@LIV 1 F","4.5","4.5","6%","0%"
"Tariq Lamptey (prior)","CHE","D","215","W (Tue)","CHE 2<br/>@ARS 1 F","4.3","4.3","0%","+0.2%"
"Dale Stephens","BHA","M","216","W (Tue)","BOU 0<br/>@BHA 2 F","4.25","4.25","12%","+0.2%"
"Juan Foyth","TOT","D","217","W (Tue)","TOT 2<br/>@NOR 2 F","4.25","4.25","8%","+5.5%"
"David Luiz","ARS","D","218","ColmL","CHE 2<br/>@ARS 1 F","4.15","4.15","53%","+0.6%"
"Alexandre Lacazette","ARS","F","219","ColmL","CHE 2<br/>@ARS 1 F","4.1","4.1","99%","-0.1%"
"Marco Stiepermann","NOR","M","220","W (Tue)","TOT 2<br/>@NOR 2 F","4.1","4.1","2%","0%"
"Ashley Barnes","BUR","F","221","RSC","MUN 2<br/>@BUR 0 F","4","4","77%","-1.3%"
"Robert Snodgrass","WHU","M","222","W (Tue)","LEI 2<br/>@WHU 1 F","3.85","3.85","43%","-1.9%"
"Joseph Willock","ARS","M","223","W (Tue)","CHE 2<br/>@ARS 1 F","3.75","3.75","2%","-0.1%"
"Muhamed Besic","SHU","M","224","FA","SHU 0<br/>@MCI 2 F","3.7","3.7","3%","+2.7%"
"Shkodran Mustafi","ARS","D","225","W (Tue)","CHE 2<br/>@ARS 1 F","3.65","3.65","15%","0%"
"Teemu Pukki","NOR","F","226","ColmOF","TOT 2<br/>@NOR 2 F","3.5","3.5","98%","-0.2%"
"Harry Wilson","BOU","M","227","Damo","BOU 0<br/>@BHA 2 F","3.5","3.5","57%","+4.9%"
"Ben Mee","BUR","D","228","Damo","MUN 2<br/>@BUR 0 F","3.4","3.4","78%","+1.1%"
"Fikayo Tomori","CHE","D","229","W (Tue)","CHE 2<br/>@ARS 1 F","3.4","3.4","53%","-0.9%"
"Johann Gudmundsson","BUR","M","230","MKFC","MUN 2<br/>@BUR 0 F","3.35","3.35","61%","+0.6%"
"Tom Trybull","NOR","M","231","W (Tue)","TOT 2<br/>@NOR 2 F","3.35","3.35","2%","-0.1%"
"Jota","AVL","M","232","W (Tue)","AVL 0<br/>@WAT 3 F","3.25","3.25","4%","+1.4%"
"David McGoldrick","SHU","F","233","ZKL","SHU 0<br/>@MCI 2 F","3.1","3.1","37%","-5.7%"
"Fabian Delph","EVE","D,M","234","W (Tue)","EVE 2<br/>@NEW 1 F","3.1","3.1","12%","-0.7%"
