,player,position,position_id,date,team,opp,score,fpts,min,starts
0,Bernd Leno,G,1,Feb 3,FUL,@CHE,T 0-0,15.0,90,1
1,Bernd Leno,G,1,Jan 23,FUL,TOT,L 0-1,6.0,90,1
2,Bernd Leno,G,1,Jan 15,FUL,@NEW,L 0-1,10.0,90,1
3,Bernd Leno,G,1,Jan 12,FUL,CHE,W 2-1,14.5,90,1
4,Bernd Leno,G,1,Jan 3,FUL,@LEI,W 1-0,19.5,90,1
5,Bernd Leno,G,1,Dec 31,FUL,SOU,W 2-1,7.0,90,1
6,Bernd Leno,G,1,Dec 26,FUL,@CRY,W 3-0,12.0,90,1
7,Bernd Leno,G,1,Nov 13,FUL,MUN,L 1-2,15.0,90,1
8,Bernd Leno,G,1,Nov 5,FUL,@MCI,L 1-2,10.0,90,1
9,Bernd Leno,G,1,Oct 29,FUL,EVE,T 0-0,18.0,90,1
10,Bernd Leno,G,1,Oct 23,FUL,@LEE,W 3-2,7.0,90,1
11,Bernd Leno,G,1,Oct 20,FUL,AVL,W 3-0,24.0,90,1
12,Bernd Leno,G,1,Oct 15,FUL,BOU,T 2-2,9.5,90,1
13,Bernd Leno,G,1,Oct 9,FUL,@WHU,L 1-3,10.5,90,1
14,Bernd Leno,G,1,Oct 1,FUL,NEW,L 1-4,10.5,90,1
15,Bernd Leno,G,1,Sep 16,FUL,@NOT,W 3-2,4.0,90,1
16,Bernd Leno,G,1,Sep 3,FUL,@TOT,L 1-2,14.5,90,1
17,Bernd Leno,G,1,Aug 30,FUL,BHA,W 2-1,8.5,90,1
18,Bernd Leno,G,1,Aug 27,FUL,@ARS,L 1-2,13.0,90,1
19,Bernd Leno,G,1,Aug 20,FUL,BRF,W 3-2,8.5,90,1
0,Marek Rodak,G,1,Aug 13,FUL,@WOL,T 0-0,14.5,90,1
1,Marek Rodak,G,1,Aug 6,FUL,LIV,T 2-2,5.0,90,1
0,Kenny Tete,D,2,Feb 3,FUL,@CHE,T 0-0,19.05,90,1
1,Kenny Tete,D,2,Jan 23,FUL,TOT,L 0-1,8.3,79,1
2,Kenny Tete,D,2,Jan 15,FUL,@NEW,L 0-1,9.7,90,1
3,Kenny Tete,D,2,Jan 12,FUL,CHE,W 2-1,10.9,90,1
4,Kenny Tete,D,2,Jan 3,FUL,@LEI,W 1-0,18.75,90,1
5,Kenny Tete,D,2,Dec 31,FUL,SOU,W 2-1,14.95,90,1
6,Kenny Tete,D,2,Dec 26,FUL,@CRY,W 3-0,19.85,90,1
7,Kenny Tete,D,2,Nov 5,FUL,@MCI,L 1-2,8.05,90,1
8,Kenny Tete,D,2,Oct 29,FUL,EVE,T 0-0,3.5,13,0
9,Kenny Tete,D,2,Sep 16,FUL,@NOT,W 3-2,12.35,90,1
10,Kenny Tete,D,2,Sep 3,FUL,@TOT,L 1-2,14.85,90,1
11,Kenny Tete,D,2,Aug 30,FUL,BHA,W 2-1,7.0,90,1
12,Kenny Tete,D,2,Aug 27,FUL,@ARS,L 1-2,8.3,78,1
13,Kenny Tete,D,2,Aug 20,FUL,BRF,W 3-2,4.55,76,1
14,Kenny Tete,D,2,Aug 13,FUL,@WOL,T 0-0,13.6,88,1
15,Kenny Tete,D,2,Aug 6,FUL,LIV,T 2-2,16.75,90,1
0,Kevin Mbabu,D,2,Nov 5,FUL,@MCI,L 1-2,1.0,9,0
1,Kevin Mbabu,D,2,Oct 1,FUL,NEW,L 1-4,2.6,45,1
2,Kevin Mbabu,D,2,Sep 3,FUL,@TOT,L 1-2,7.0,60,0
3,Kevin Mbabu,D,2,Aug 27,FUL,@ARS,L 1-2,2.1,10,0
4,Kevin Mbabu,D,2,Aug 20,FUL,BRF,W 3-2,10.5,12,0
5,Kevin Mbabu,D,2,Aug 13,FUL,@WOL,T 0-0,0.5,1,0
0,Tosin Adarabioyo,D,2,Jan 15,FUL,@NEW,L 0-1,1.0,12,0
1,Tosin Adarabioyo,D,2,Jan 12,FUL,CHE,W 2-1,5.45,90,1
2,Tosin Adarabioyo,D,2,Jan 3,FUL,@LEI,W 1-0,17.8,90,1
3,Tosin Adarabioyo,D,2,Dec 31,FUL,SOU,W 2-1,0.5,1,0
4,Tosin Adarabioyo,D,2,Oct 23,FUL,@LEE,W 3-2,8.65,90,1
5,Tosin Adarabioyo,D,2,Oct 9,FUL,@WHU,L 1-3,6.8,90,1
6,Tosin Adarabioyo,D,2,Oct 1,FUL,NEW,L 1-4,3.4,90,1
7,Tosin Adarabioyo,D,2,Sep 16,FUL,@NOT,W 3-2,13.85,90,1
8,Tosin Adarabioyo,D,2,Sep 3,FUL,@TOT,L 1-2,7.35,90,1
9,Tosin Adarabioyo,D,2,Aug 30,FUL,BHA,W 2-1,7.05,90,1
10,Tosin Adarabioyo,D,2,Aug 27,FUL,@ARS,L 1-2,9.55,90,1
11,Tosin Adarabioyo,D,2,Aug 20,FUL,BRF,W 3-2,8.15,90,1
12,Tosin Adarabioyo,D,2,Aug 13,FUL,@WOL,T 0-0,12.55,90,1
13,Tosin Adarabioyo,D,2,Aug 6,FUL,LIV,T 2-2,5.95,90,1
0,Tim Ream,D,2,Feb 3,FUL,@CHE,T 0-0,18.55,90,1
1,Tim Ream,D,2,Jan 23,FUL,TOT,L 0-1,6.3,90,1
2,Tim Ream,D,2,Jan 15,FUL,@NEW,L 0-1,5.55,90,1
3,Tim Ream,D,2,Jan 12,FUL,CHE,W 2-1,8.3,90,1
4,Tim Ream,D,2,Jan 3,FUL,@LEI,W 1-0,15.8,90,1
5,Tim Ream,D,2,Dec 31,FUL,SOU,W 2-1,7.3,90,1
