Player,Team,Position,Rk,Status,Opponent,FPts,FP/G,% Owned,+/-
Jonas Lossl,EVE,G,342,FA,EVE 0<br/>@CRY 0 F,0,0,5%,0%
Moussa Djenepo,SOU,M,343,FA,SOU 0<br/>@BUR 3 F,0,0,5%,0%
Shane Long,SOU,F,344,FA,SOU 0<br/>@BUR 3 F,0,0,5%,0%
Fred,MUN,M,345,FA,CHE 0<br/>@MUN 4 F,0,0,5%,0%
Joe Hart,BUR,G,346,FA,SOU 0<br/>@BUR 3 F,0,0,5%,0%
Diogo Dalot,MUN,D,347,FA,CHE 0<br/>@MUN 4 F,0,0,5%,0%
Asmir Begovic,BOU,G,348,FA,SHU 1</br>@BOU 1 F,0,0,4%,0%
Arthur Masuaku,WHU,D,349,FA,MCI 5<br/>@WHU 0 F,0,0,4%,0%
Alex McCarthy,SOU,G,350,W (Thu),SOU 0<br/>@BUR 3 F,0,0,3%,0%
Daryl Janmaat,WAT,D,351,FA,WAT 0</br>@BHA 3 F,0,0,3%,0%
