,player,position,position_id,date,team,opp,start
0,Tim Krul,G,1,Aug 14,NOR,LIV,1
1,Tim Krul,G,1,Aug 21,NOR,@MCI,1
2,Tim Krul,G,1,Aug 28,NOR,LEI,1
3,Tim Krul,G,1,Sep 11,NOR,@ARS,1
4,Tim Krul,G,1,Sep 18,NOR,WAT,1
5,Tim Krul,G,1,Sep 25,NOR,@EVE,1
6,Tim Krul,G,1,Oct 2,NOR,@BUR,1
7,Tim Krul,G,1,Oct 16,NOR,BHA,1
8,Tim Krul,G,1,Oct 23,NOR,@CHE,1
9,Tim Krul,G,1,Oct 31,NOR,LEE,1
10,Tim Krul,G,1,Nov 6,NOR,@BRF,1
11,Tim Krul,G,1,Nov 20,NOR,SOU,1
12,Tim Krul,G,1,Nov 27,NOR,WOL,1
13,Tim Krul,G,1,Nov 30,NOR,@NEW,1
14,Tim Krul,G,1,Dec 5,NOR,@TOT,1
15,Tim Krul,G,1,Dec 11,NOR,MUN,1
16,Tim Krul,G,1,Dec 14,NOR,AVL,1
17,Tim Krul,G,1,Jan 12,NOR,@WHU,1
18,Tim Krul,G,1,Jan 15,NOR,EVE,1
19,Tim Krul,G,1,Mar 5,NOR,BRF,1
20,Tim Krul,G,1,Mar 10,NOR,CHE,1
21,Tim Krul,G,1,Mar 13,NOR,@LEE,1
22,Tim Krul,G,1,Apr 2,NOR,@BHA,1
23,Tim Krul,G,1,Apr 10,NOR,BUR,1
24,Tim Krul,G,1,Apr 16,NOR,@MUN,1
25,Tim Krul,G,1,Apr 23,NOR,NEW,1
26,Tim Krul,G,1,Apr 30,NOR,@AVL,1
0,Angus Gunn,G,1,Dec 26,NOR,ARS,1
1,Angus Gunn,G,1,Dec 28,NOR,@CRY,1
2,Angus Gunn,G,1,Jan 21,NOR,@WAT,1
3,Angus Gunn,G,1,Feb 9,NOR,CRY,1
4,Angus Gunn,G,1,Feb 12,NOR,MCI,1
5,Angus Gunn,G,1,Feb 19,NOR,@LIV,1
6,Angus Gunn,G,1,Feb 25,NOR,@SOU,1
0,Max Aarons,D,2,Aug 14,NOR,LIV,1
1,Max Aarons,D,2,Aug 21,NOR,@MCI,1
2,Max Aarons,D,2,Aug 28,NOR,LEI,1
3,Max Aarons,D,2,Sep 11,NOR,@ARS,1
4,Max Aarons,D,2,Sep 18,NOR,WAT,1
5,Max Aarons,D,2,Sep 25,NOR,@EVE,1
6,Max Aarons,D,2,Oct 2,NOR,@BUR,1
7,Max Aarons,D,2,Oct 16,NOR,BHA,1
8,Max Aarons,D,2,Oct 23,NOR,@CHE,1
9,Max Aarons,D,2,Oct 31,NOR,LEE,1
10,Max Aarons,D,2,Nov 6,NOR,@BRF,1
11,Max Aarons,D,2,Nov 20,NOR,SOU,1
12,Max Aarons,D,2,Nov 27,NOR,WOL,1
13,Max Aarons,D,2,Nov 30,NOR,@NEW,1
14,Max Aarons,D,2,Dec 5,NOR,@TOT,1
15,Max Aarons,D,2,Dec 11,NOR,MUN,1
16,Max Aarons,D,2,Dec 14,NOR,AVL,1
17,Max Aarons,D,2,Dec 26,NOR,ARS,1
18,Max Aarons,D,2,Jan 12,NOR,@WHU,1
19,Max Aarons,D,2,Jan 15,NOR,EVE,1
20,Max Aarons,D,2,Jan 21,NOR,@WAT,1
21,Max Aarons,D,2,Feb 9,NOR,CRY,1
22,Max Aarons,D,2,Feb 12,NOR,MCI,1
23,Max Aarons,D,2,Feb 19,NOR,@LIV,1
24,Max Aarons,D,2,Feb 25,NOR,@SOU,1
25,Max Aarons,D,2,Mar 5,NOR,BRF,0
26,Max Aarons,D,2,Mar 10,NOR,CHE,1
27,Max Aarons,D,2,Mar 13,NOR,@LEE,1
28,Max Aarons,D,2,Apr 23,NOR,NEW,0
29,Max Aarons,D,2,Apr 30,NOR,@AVL,1
0,Sam Byram,D,2,Dec 14,NOR,AVL,0
1,Sam Byram,D,2,Dec 28,NOR,@CRY,1
2,Sam Byram,D,2,Jan 15,NOR,EVE,0
3,Sam Byram,D,2,Jan 21,NOR,@WAT,0
4,Sam Byram,D,2,Feb 12,NOR,MCI,0
