,player,position,position_id,date,team,opp,start
0,Jose Sa,G,1,Aug 14,WOL,@LEI,1
1,Jose Sa,G,1,Aug 22,WOL,TOT,1
2,Jose Sa,G,1,Aug 29,WOL,MUN,1
3,Jose Sa,G,1,Sep 11,WOL,@WAT,1
4,Jose Sa,G,1,Sep 18,WOL,BRF,1
5,Jose Sa,G,1,Sep 26,WOL,@SOU,1
6,Jose Sa,G,1,Oct 2,WOL,NEW,1
7,Jose Sa,G,1,Oct 16,WOL,@AVL,1
8,Jose Sa,G,1,Oct 23,WOL,@LEE,1
9,Jose Sa,G,1,Nov 1,WOL,EVE,1
10,Jose Sa,G,1,Nov 6,WOL,@CRY,1
11,Jose Sa,G,1,Nov 20,WOL,WHU,1
12,Jose Sa,G,1,Nov 27,WOL,@NOR,1
13,Jose Sa,G,1,Dec 1,WOL,BUR,1
14,Jose Sa,G,1,Dec 4,WOL,LIV,1
15,Jose Sa,G,1,Dec 11,WOL,@MCI,1
16,Jose Sa,G,1,Dec 15,WOL,@BHA,1
17,Jose Sa,G,1,Dec 19,WOL,CHE,1
18,Jose Sa,G,1,Jan 3,WOL,@MUN,1
19,Jose Sa,G,1,Jan 15,WOL,SOU,1
20,Jose Sa,G,1,Jan 22,WOL,@BRF,1
21,Jose Sa,G,1,Feb 10,WOL,ARS,1
22,Jose Sa,G,1,Feb 13,WOL,@TOT,1
23,Jose Sa,G,1,Feb 20,WOL,LEI,1
24,Jose Sa,G,1,Feb 24,WOL,@ARS,1
25,Jose Sa,G,1,Feb 27,WOL,@WHU,1
26,Jose Sa,G,1,Mar 5,WOL,CRY,1
27,Jose Sa,G,1,Mar 10,WOL,WAT,1
28,Jose Sa,G,1,Mar 13,WOL,@EVE,1
29,Jose Sa,G,1,Mar 18,WOL,LEE,1
30,Jose Sa,G,1,Apr 2,WOL,AVL,1
31,Jose Sa,G,1,Apr 8,WOL,@NEW,1
32,Jose Sa,G,1,Apr 24,WOL,@BUR,1
33,Jose Sa,G,1,Apr 30,WOL,BHA,1
0,Ki-Jana Hoever,D,2,Aug 14,WOL,@LEI,1
1,Ki-Jana Hoever,D,2,Sep 26,WOL,@SOU,0
2,Ki-Jana Hoever,D,2,Oct 23,WOL,@LEE,0
3,Ki-Jana Hoever,D,2,Nov 27,WOL,@NOR,0
4,Ki-Jana Hoever,D,2,Dec 4,WOL,LIV,0
5,Ki-Jana Hoever,D,2,Dec 19,WOL,CHE,1
6,Ki-Jana Hoever,D,2,Feb 27,WOL,@WHU,1
7,Ki-Jana Hoever,D,2,Mar 5,WOL,CRY,1
