,player,position,position_id,date,team,opp,start
0,Nick Pope,G,1,Aug 14,BUR,BHA,1
1,Nick Pope,G,1,Aug 21,BUR,@LIV,1
2,Nick Pope,G,1,Aug 29,BUR,LEE,1
3,Nick Pope,G,1,Sep 13,BUR,@EVE,1
4,Nick Pope,G,1,Sep 18,BUR,ARS,1
5,Nick Pope,G,1,Sep 25,BUR,@LEI,1
6,Nick Pope,G,1,Oct 2,BUR,NOR,1
7,Nick Pope,G,1,Oct 16,BUR,@MCI,1
8,Nick Pope,G,1,Oct 23,BUR,@SOU,1
9,Nick Pope,G,1,Oct 30,BUR,BRF,1
10,Nick Pope,G,1,Nov 6,BUR,@CHE,1
11,Nick Pope,G,1,Nov 20,BUR,CRY,1
12,Nick Pope,G,1,Dec 1,BUR,@WOL,1
13,Nick Pope,G,1,Dec 4,BUR,@NEW,1
14,Nick Pope,G,1,Dec 12,BUR,WHU,1
15,Nick Pope,G,1,Jan 23,BUR,@ARS,1
16,Nick Pope,G,1,Feb 5,BUR,WAT,1
17,Nick Pope,G,1,Feb 8,BUR,MUN,1
18,Nick Pope,G,1,Feb 13,BUR,LIV,1
19,Nick Pope,G,1,Feb 19,BUR,@BHA,1
20,Nick Pope,G,1,Feb 23,BUR,TOT,1
21,Nick Pope,G,1,Feb 26,BUR,@CRY,1
22,Nick Pope,G,1,Mar 1,BUR,LEI,1
23,Nick Pope,G,1,Mar 5,BUR,CHE,1
24,Nick Pope,G,1,Mar 12,BUR,@BRF,1
25,Nick Pope,G,1,Apr 2,BUR,MCI,1
26,Nick Pope,G,1,Apr 6,BUR,EVE,1
27,Nick Pope,G,1,Apr 10,BUR,@NOR,1
28,Nick Pope,G,1,Apr 17,BUR,@WHU,1
29,Nick Pope,G,1,Apr 21,BUR,SOU,1
30,Nick Pope,G,1,Apr 24,BUR,WOL,1
31,Nick Pope,G,1,Apr 30,BUR,@WAT,1
0,Wayne Hennessey,G,1,Dec 30,BUR,@MUN,1
1,Wayne Hennessey,G,1,Jan 2,BUR,@LEE,1
0,Matthew Lowton,D,2,Aug 14,BUR,BHA,1
1,Matthew Lowton,D,2,Aug 21,BUR,@LIV,1
2,Matthew Lowton,D,2,Aug 29,BUR,LEE,1
3,Matthew Lowton,D,2,Sep 13,BUR,@EVE,1
4,Matthew Lowton,D,2,Sep 18,BUR,ARS,1
5,Matthew Lowton,D,2,Sep 25,BUR,@LEI,1
6,Matthew Lowton,D,2,Oct 2,BUR,NOR,1
7,Matthew Lowton,D,2,Oct 16,BUR,@MCI,1
8,Matthew Lowton,D,2,Oct 23,BUR,@SOU,1
9,Matthew Lowton,D,2,Oct 30,BUR,BRF,1
10,Matthew Lowton,D,2,Nov 6,BUR,@CHE,1
11,Matthew Lowton,D,2,Nov 20,BUR,CRY,1
12,Matthew Lowton,D,2,Dec 1,BUR,@WOL,1
13,Matthew Lowton,D,2,Dec 4,BUR,@NEW,1
14,Matthew Lowton,D,2,Dec 12,BUR,WHU,1
15,Matthew Lowton,D,2,Dec 30,BUR,@MUN,1
16,Matthew Lowton,D,2,Jan 2,BUR,@LEE,1
17,Matthew Lowton,D,2,Feb 19,BUR,@BHA,0
18,Matthew Lowton,D,2,Apr 6,BUR,EVE,0
19,Matthew Lowton,D,2,Apr 10,BUR,@NOR,1
20,Matthew Lowton,D,2,Apr 17,BUR,@WHU,1
21,Matthew Lowton,D,2,Apr 21,BUR,SOU,0
22,Matthew Lowton,D,2,Apr 30,BUR,@WAT,0
0,Connor Roberts,D,2,Dec 4,BUR,@NEW,0
1,Connor Roberts,D,2,Jan 23,BUR,@ARS,1
2,Connor Roberts,D,2,Feb 5,BUR,WAT,1
3,Connor Roberts,D,2,Feb 8,BUR,MUN,1
4,Connor Roberts,D,2,Feb 13,BUR,LIV,1
5,Connor Roberts,D,2,Feb 19,BUR,@BHA,1
6,Connor Roberts,D,2,Feb 23,BUR,TOT,1
7,Connor Roberts,D,2,Feb 26,BUR,@CRY,1
8,Connor Roberts,D,2,Mar 1,BUR,LEI,1
9,Connor Roberts,D,2,Mar 5,BUR,CHE,1
10,Connor Roberts,D,2,Mar 12,BUR,@BRF,1
11,Connor Roberts,D,2,Apr 2,BUR,MCI,1
12,Connor Roberts,D,2,Apr 6,BUR,EVE,1
13,Connor Roberts,D,2,Apr 17,BUR,@WHU,0
14,Connor Roberts,D,2,Apr 21,BUR,SOU,1
15,Connor Roberts,D,2,Apr 24,BUR,WOL,1
16,Connor Roberts,D,2,Apr 30,BUR,@WAT,1
0,James Tarkowski,D,2,Aug 14,BUR,BHA,1
1,James Tarkowski,D,2,Aug 21,BUR,@LIV,1
2,James Tarkowski,D,2,Aug 29,BUR,LEE,1
3,James Tarkowski,D,2,Sep 13,BUR,@EVE,1
4,James Tarkowski,D,2,Sep 18,BUR,ARS,1
5,James Tarkowski,D,2,Sep 25,BUR,@LEI,1
6,James Tarkowski,D,2,Oct 2,BUR,NOR,1
7,James Tarkowski,D,2,Oct 16,BUR,@MCI,1
8,James Tarkowski,D,2,Oct 23,BUR,@SOU,1
9,James Tarkowski,D,2,Oct 30,BUR,BRF,1
10,James Tarkowski,D,2,Nov 6,BUR,@CHE,1
11,James Tarkowski,D,2,Nov 20,BUR,CRY,1
12,James Tarkowski,D,2,Dec 4,BUR,@NEW,1
13,James Tarkowski,D,2,Dec 12,BUR,WHU,1
14,James Tarkowski,D,2,Dec 30,BUR,@MUN,1
15,James Tarkowski,D,2,Jan 2,BUR,@LEE,1
16,James Tarkowski,D,2,Jan 23,BUR,@ARS,1
17,James Tarkowski,D,2,Feb 5,BUR,WAT,1
18,James Tarkowski,D,2,Feb 8,BUR,MUN,1
19,James Tarkowski,D,2,Feb 13,BUR,LIV,1
20,James Tarkowski,D,2,Feb 23,BUR,TOT,1
21,James Tarkowski,D,2,Feb 26,BUR,@CRY,1
22,James Tarkowski,D,2,Mar 1,BUR,LEI,1
23,James Tarkowski,D,2,Mar 5,BUR,CHE,1
24,James Tarkowski,D,2,Mar 12,BUR,@BRF,1
25,James Tarkowski,D,2,Apr 2,BUR,MCI,1
26,James Tarkowski,D,2,Apr 6,BUR,EVE,1
27,James Tarkowski,D,2,Apr 10,BUR,@NOR,1
28,James Tarkowski,D,2,Apr 17,BUR,@WHU,1
29,James Tarkowski,D,2,Apr 21,BUR,SOU,1
30,James Tarkowski,D,2,Apr 24,BUR,WOL,1
31,James Tarkowski,D,2,Apr 30,BUR,@WAT,1
0,Ben Mee,D,2,Aug 14,BUR,BHA,1
1,Ben Mee,D,2,Aug 21,BUR,@LIV,1
2,Ben Mee,D,2,Aug 29,BUR,LEE,1
3,Ben Mee,D,2,Sep 13,BUR,@EVE,1
4,Ben Mee,D,2,Sep 18,BUR,ARS,1
5,Ben Mee,D,2,Sep 25,BUR,@LEI,1
6,Ben Mee,D,2,Oct 30,BUR,BRF,1
7,Ben Mee,D,2,Nov 6,BUR,@CHE,1
8,Ben Mee,D,2,Nov 20,BUR,CRY,1
9,Ben Mee,D,2,Dec 1,BUR,@WOL,1
10,Ben Mee,D,2,Dec 12,BUR,WHU,1
11,Ben Mee,D,2,Dec 30,BUR,@MUN,1
12,Ben Mee,D,2,Jan 2,BUR,@LEE,1
13,Ben Mee,D,2,Jan 23,BUR,@ARS,1
14,Ben Mee,D,2,Feb 5,BUR,WAT,1
15,Ben Mee,D,2,Feb 8,BUR,MUN,1
16,Ben Mee,D,2,Feb 13,BUR,LIV,1
17,Ben Mee,D,2,Feb 19,BUR,@BHA,1
18,Ben Mee,D,2,Feb 23,BUR,TOT,1
19,Ben Mee,D,2,Feb 26,BUR,@CRY,1
20,Ben Mee,D,2,Mar 1,BUR,LEI,1
0,Nathan Collins,D,2,Oct 2,BUR,NOR,1
1,Nathan Collins,D,2,Oct 16,BUR,@MCI,1
