player,position,position_id,date,team,opp,start
0,Edouard Mendy,G,1,Aug 14,CHE,CRY,1
1,Edouard Mendy,G,1,Aug 22,CHE,@ARS,1
2,Edouard Mendy,G,1,Aug 28,CHE,@LIV,1
3,Edouard Mendy,G,1,Sep 11,CHE,AVL,1
4,Edouard Mendy,G,1,Sep 25,CHE,MCI,1
5,Edouard Mendy,G,1,Oct 2,CHE,SOU,1
6,Edouard Mendy,G,1,Oct 16,CHE,@BRF,1
7,Edouard Mendy,G,1,Oct 23,CHE,NOR,1
8,Edouard Mendy,G,1,Oct 30,CHE,@NEW,1
9,Edouard Mendy,G,1,Nov 6,CHE,BUR,1
10,Edouard Mendy,G,1,Nov 20,CHE,@LEI,1
11,Edouard Mendy,G,1,Nov 28,CHE,MUN,1
12,Edouard Mendy,G,1,Dec 1,CHE,@WAT,1
13,Edouard Mendy,G,1,Dec 4,CHE,@WHU,1
14,Edouard Mendy,G,1,Dec 11,CHE,LEE,1
15,Edouard Mendy,G,1,Dec 16,CHE,EVE,1
16,Edouard Mendy,G,1,Dec 19,CHE,@WOL,1
17,Edouard Mendy,G,1,Dec 26,CHE,@AVL,1
18,Edouard Mendy,G,1,Dec 29,CHE,BHA,1
19,Edouard Mendy,G,1,Jan 2,CHE,LIV,1
20,Edouard Mendy,G,1,Feb 19,CHE,@CRY,1
21,Edouard Mendy,G,1,Mar 5,CHE,@BUR,1
22,Edouard Mendy,G,1,Mar 10,CHE,@NOR,1
23,Edouard Mendy,G,1,Mar 13,CHE,NEW,1
24,Edouard Mendy,G,1,Apr 2,CHE,BRF,1
25,Edouard Mendy,G,1,Apr 9,CHE,@SOU,1
26,Edouard Mendy,G,1,Apr 20,CHE,ARS,1
27,Edouard Mendy,G,1,Apr 24,CHE,WHU,1
28,Edouard Mendy,G,1,Apr 28,CHE,@MUN,1
29,Edouard Mendy,G,1,May 1,CHE,@EVE,1
0,Kepa Arrizabalaga,G,1,Sep 19,CHE,@TOT,1
1,Kepa Arrizabalaga,G,1,Jan 15,CHE,@MCI,1
2,Kepa Arrizabalaga,G,1,Jan 18,CHE,@BHA,1
3,Kepa Arrizabalaga,G,1,Jan 23,CHE,TOT,1
0,Andreas Christensen,D,2,Aug 14,CHE,CRY,1
