,player,position,position_id,date,team,opp,start
0,Robert Sanchez,G,1,Aug 14,BHA,@BUR,1
1,Robert Sanchez,G,1,Aug 21,BHA,WAT,1
2,Robert Sanchez,G,1,Aug 28,BHA,EVE,1
3,Robert Sanchez,G,1,Sep 11,BHA,@BRF,1
4,Robert Sanchez,G,1,Sep 19,BHA,LEI,1
5,Robert Sanchez,G,1,Sep 27,BHA,@CRY,1
6,Robert Sanchez,G,1,Oct 2,BHA,ARS,1
7,Robert Sanchez,G,1,Oct 16,BHA,@NOR,1
8,Robert Sanchez,G,1,Oct 23,BHA,MCI,1
9,Robert Sanchez,G,1,Oct 30,BHA,@LIV,1
10,Robert Sanchez,G,1,Nov 6,BHA,NEW,1
11,Robert Sanchez,G,1,Nov 27,BHA,LEE,1
12,Robert Sanchez,G,1,Dec 1,BHA,@WHU,1
13,Robert Sanchez,G,1,Dec 4,BHA,@SOU,1
14,Robert Sanchez,G,1,Dec 15,BHA,WOL,1
15,Robert Sanchez,G,1,Dec 26,BHA,BRF,1
16,Robert Sanchez,G,1,Dec 29,BHA,@CHE,1
17,Robert Sanchez,G,1,Jan 2,BHA,@EVE,1
18,Robert Sanchez,G,1,Jan 14,BHA,CRY,1
19,Robert Sanchez,G,1,Jan 18,BHA,CHE,1
20,Robert Sanchez,G,1,Jan 23,BHA,@LEI,1
21,Robert Sanchez,G,1,Feb 12,BHA,@WAT,1
22,Robert Sanchez,G,1,Feb 15,BHA,@MUN,1
23,Robert Sanchez,G,1,Feb 19,BHA,BUR,1
24,Robert Sanchez,G,1,Feb 26,BHA,AVL,1
25,Robert Sanchez,G,1,Mar 5,BHA,@NEW,1
26,Robert Sanchez,G,1,Mar 12,BHA,LIV,1
27,Robert Sanchez,G,1,Mar 16,BHA,TOT,1
28,Robert Sanchez,G,1,Apr 2,BHA,NOR,1
29,Robert Sanchez,G,1,Apr 9,BHA,@ARS,1
30,Robert Sanchez,G,1,Apr 16,BHA,@TOT,1
31,Robert Sanchez,G,1,Apr 20,BHA,@MCI,1
32,Robert Sanchez,G,1,Apr 24,BHA,SOU,1
33,Robert Sanchez,G,1,Apr 30,BHA,@WOL,1
0,Jason Steele,G,1,Nov 20,BHA,@AVL,1
0,Joel Veltman,D,2,Aug 28,BHA,EVE,0
1,Joel Veltman,D,2,Sep 11,BHA,@BRF,1
2,Joel Veltman,D,2,Sep 19,BHA,LEI,1
3,Joel Veltman,D,2,Sep 27,BHA,@CRY,1
4,Joel Veltman,D,2,Oct 2,BHA,ARS,1
5,Joel Veltman,D,2,Oct 16,BHA,@NOR,1
6,Joel Veltman,D,2,Oct 23,BHA,MCI,1
7,Joel Veltman,D,2,Oct 30,BHA,@LIV,1
8,Joel Veltman,D,2,Nov 6,BHA,NEW,1
9,Joel Veltman,D,2,Nov 27,BHA,LEE,1
10,Joel Veltman,D,2,Dec 1,BHA,@WHU,1
11,Joel Veltman,D,2,Dec 4,BHA,@SOU,1
12,Joel Veltman,D,2,Dec 15,BHA,WOL,1
13,Joel Veltman,D,2,Dec 29,BHA,@CHE,1
14,Joel Veltman,D,2,Jan 2,BHA,@EVE,1
15,Joel Veltman,D,2,Jan 14,BHA,CRY,1
16,Joel Veltman,D,2,Jan 18,BHA,CHE,1
17,Joel Veltman,D,2,Jan 23,BHA,@LEI,1
18,Joel Veltman,D,2,Feb 12,BHA,@WAT,1
19,Joel Veltman,D,2,Feb 15,BHA,@MUN,1
20,Joel Veltman,D,2,Feb 19,BHA,BUR,1
21,Joel Veltman,D,2,Feb 26,BHA,AVL,1
22,Joel Veltman,D,2,Mar 5,BHA,@NEW,1
23,Joel Veltman,D,2,Mar 12,BHA,LIV,1
24,Joel Veltman,D,2,Mar 16,BHA,TOT,1
25,Joel Veltman,D,2,Apr 2,BHA,NOR,1
26,Joel Veltman,D,2,Apr 9,BHA,@ARS,1
27,Joel Veltman,D,2,Apr 16,BHA,@TOT,1
28,Joel Veltman,D,2,Apr 20,BHA,@MCI,1
29,Joel Veltman,D,2,Apr 24,BHA,SOU,1
30,Joel Veltman,D,2,Apr 30,BHA,@WOL,1
0,Adam Webster,D,2,Aug 14,BHA,@BUR,1
1,Adam Webster,D,2,Aug 21,BHA,WAT,1
2,Adam Webster,D,2,Aug 28,BHA,EVE,1
3,Adam Webster,D,2,Sep 11,BHA,@BRF,1
4,Adam Webster,D,2,Nov 6,BHA,NEW,0
5,Adam Webster,D,2,Nov 20,BHA,@AVL,1
6,Adam Webster,D,2,Nov 27,BHA,LEE,1
7,Adam Webster,D,2,Dec 1,BHA,@WHU,1
8,Adam Webster,D,2,Dec 26,BHA,BRF,1
9,Adam Webster,D,2,Jan 2,BHA,@EVE,1
10,Adam Webster,D,2,Jan 14,BHA,CRY,1
11,Adam Webster,D,2,Jan 18,BHA,CHE,1
12,Adam Webster,D,2,Jan 23,BHA,@LEI,1
13,Adam Webster,D,2,Feb 12,BHA,@WAT,1
14,Adam Webster,D,2,Feb 15,BHA,@MUN,1
15,Adam Webster,D,2,Apr 9,BHA,@ARS,0
16,Adam Webster,D,2,Apr 20,BHA,@MCI,0
17,Adam Webster,D,2,Apr 24,BHA,SOU,1
18,Adam Webster,D,2,Apr 30,BHA,@WOL,0
0,Shane Duffy,D,2,Aug 14,BHA,@BUR,1
1,Shane Duffy,D,2,Aug 21,BHA,WAT,1
2,Shane Duffy,D,2,Aug 28,BHA,EVE,1
3,Shane Duffy,D,2,Sep 11,BHA,@BRF,1
4,Shane Duffy,D,2,Sep 19,BHA,LEI,1
5,Shane Duffy,D,2,Sep 27,BHA,@CRY,1
6,Shane Duffy,D,2,Oct 2,BHA,ARS,1
7,Shane Duffy,D,2,Oct 16,BHA,@NOR,1
8,Shane Duffy,D,2,Oct 30,BHA,@LIV,1
9,Shane Duffy,D,2,Nov 6,BHA,NEW,1
10,Shane Duffy,D,2,Nov 20,BHA,@AVL,1
11,Shane Duffy,D,2,Dec 1,BHA,@WHU,0
12,Shane Duffy,D,2,Dec 4,BHA,@SOU,1
13,Shane Duffy,D,2,Jan 2,BHA,@EVE,0
14,Shane Duffy,D,2,Feb 12,BHA,@WAT,0
15,Shane Duffy,D,2,Feb 19,BHA,BUR,1
16,Shane Duffy,D,2,Mar 5,BHA,@NEW,1
