369,Jota
282,JoãoCancelo
49,JoãoMoutinho
211,JuanFoyth
166,JuanMata
214,JuniorStanislas
199,JóhannBergGudmundsson
65,KaiHavertz
452,KarlDarlow
336,KasperSchmeichel
109,KeanBryan
326,KeinanDavis
406,KelechiIheanacho
195,KennyMcLean
236,Kepa
165,KevinDanso
219,KevinDeBruyne
485,KevinLong
532,KieranDowell
180,KieranTierney
164,KieronFreeman
221,KikoFemenía
388,KortneyHause
75,KurtZouma
337,KyleTaylor
299,KyleWalker
228,KyleWalker-Peters
217,LeanderDendoncker
361,LeandroTrossard
270,LeeGrant
521,LeightonBaines
148,LeonBalogun
273,LeonClarke
445,LeroySané
36,LewisCook
391,LewisDunk
204,LloydKelly
72,LorisKarius
421,LouisThompson
15,LucasDigne
186,LucasMoura
353,LucasTorreira
69,LukaMilivojevic
531,LukasRupp
240,LukaszFabianski
428,LukeFreeman
460,LukeGarbutt
502,LukeMatheson
116,LukeShaw
56,LysMousset
260,MaartenStekelenburg
558,MalachiWalcott
67,MamadouSakho
454,ManuelLanzini
466,MarcAlbrighton
364,MarcoStiepermann
202,MarcosAlonso
266,MarcusRashford
223,MarioVrancic
557,MarkNoble
546,MarkTravers
263,MartinDubravka
333,MartinKelly
233,MartínMontoya
129,MarvelousNakamba
115,MasonBloomfield
2,MasonGreenwood
275,MasonHolgate
350,MasonMount
389,MatejVydra
474,MateoKovacic
3,MathewRyan
173,MatijaSarkic
296,MattClarke
481,MattDoherty
376,MattMacey
124,MattRitchie
264,MattTargett
5,MatthewLongstaff
203,MatthewLowton
465,MatthewPennington
82,MattyJames
126,MattéoGuendouzi
404,MaxAarons
490,MaxClark
543,MaxKilman
555,MaxMeyer
93,MbwanaSamatta
196,MesutÖzil
494,MichaelKeane
541,MichaelMcGovern
187,MichaelObafemi
158,MichaelVerrips
62,MichailAntonio
86,MichelVorm
193,MichyBatshuayi
189,MiguelAlmirón
229,Ming-YangYang
163,MohamedElyounoussi
205,MohamedSalah
39,MoiseKean
304,MorganGibbs-White
542,MorganSchneiderlin
127,MoritzLeitner
294,MoussaDjenepo
64,MoussaSissoko
99,MuhamedBesic
198,N'GoloKanté
151,NabilBentaleb
365,NabyKeïta
508,NampalysMendy
11,NathanAké
35,NathanRedmond
549,NathanThomas
134,NathanielChalobah
278,NealMaupay
287,NeilTaylor
253,NemanjaMatic
316,NickPope
241,NicolasPépé
506,NicolásOtamendi
208,NnamdiOfoborh
464,OleksandrZinchenko
284,OliverMcBurnie
367,OliverNorwood
447,OliverSkipp
289,OlivierGiroud
256,OndrejDuda
106,OnelHernández
133,OriolRomeu
340,OskarBuur
402,OumarNiasse
405,OvieEjaria
168,PabloFornals
456,PabloZabaleta
438,PanagiotisRetsos
440,PascalGroß
4,PatrickRoberts
96,PatrickvanAanholt
249,PaulDummett
426,PaulPogba
201,PauloGazzaniga
59,Pedro
45,PedroNeto
477,PepeReina
422,PhilBardsley
230,PhilFoden
40,PhilJagielka
291,PhilJones
220,PhilipBilling
473,Pierre-EmerickAubameyang
135,Pierre-EmileHöjbjerg
22,RaheemSterling
161,RavelMorrison
280,RaúlJiménez
488,ReeceJames
510,ReissNelson
238,RicardoPereira
500,Richarlison
430,RiyadMahrez
370,RobElliot
449,RobHolding
387,RobbieBrady
272,RobertSnodgrass
419,RobertoFirmino
431,RobertoPereyra
8,Rodri
410,RolandoAarons
248,RomainSaïss
51,RossBarkley
403,RubenLoftus-Cheek
89,RuiPatrício
530,RushianHepburn-Murphy
12,RyanBennett
132,RyanBertrand
66,RyanFraser
519,RyanFredericks
427,RyanInniss
324,RyanSessegnon
329,RyotaroMeshino
302,RúbenNeves
42,RúbenVinagre
399,SadioMané
469,SamByram
482,SamMcCallum
483,SamSurridge
314,SanderBerge
496,ScottDann
91,ScottMcTominay
305,SeadKolasinac
254,SeamusColeman
495,SeanLongstaff
518,SeanRaggett
458,SebastianSoto
279,SergeAurier
349,SergioAgüero
368,SergioRomero
551,ShaneDuffy
332,ShaneLong
210,SheyiOjo
21,ShkodranMustafi
261,SimonFrancis
536,SimonMoore
119,SofianeBoufal
556,Sokratis
117,SollyMarch
242,StephenHenderson
152,SteveCook
98,StevenAlzate
18,StevenBergwijn
20,StuartArmstrong
441,SébastienHaller
311,TahithChong
33,TakumiMinamino
459,TammyAbraham
498,TanguyNdombélé
290,TariqLamptey
197,TeemuPukki
342,TheoWalcott
9,TimKrul
125,TimmKlose
136,TimothyFosu-Mensah
244,TobyAlderweireld
534,ToddCantwell
47,TomCleverley
513,TomDavies
517,TomDele-Bashiru
150,TomHeaton
359,TomTrybull
462,TomasSoucek
545,TosinAdarabioyo
97,TrentAlexander-Arnold
366,Trezeguet
478,TroyDeeney
540,TroyParrott
218,TyroneMings
146,ValentinoLazaro
395,VicenteGuaita
380,VictorLindelöf
538,VirgilvanDijk
347,WayneHennessey
76,WesMorgan
131,Wesley
486,WilfredNdidi
397,WilfriedZaha
130,WillHughes
107,WillNorris
38,Willian
121,WillyBoly
74,WillyCaballero
172,XherdanShaqiri
468,YanValery
476,YannickBolasie
417,YerryMina
393,YoshinoriMuto
435,YouriTielemans
344,YvesBissouma
418,ÉtienneCapoue
144,ÖrjanNyland
