,pred_01,gw_01,min_01,amp_01,gw_02,min_02,amp_02,gw_03,min_03,amp_03,gw_04,min_04,amp_04,gw_05,min_05,amp_05,gw_06,min_06,amp_06,gw_07,min_07,amp_07,gw_08,min_08,amp_08,gw_09,min_09,amp_09,gw_10,min_10,amp_10,gw_11,min_11,amp_11,gw_12,min_12,amp_12,gw_13,min_13,amp_13,gw_14,min_14,amp_14,gw_15,min_15,amp_15,gw_16,min_16,amp_16,gw_17,min_17,amp_17,gw_18,min_18,amp_18,gw_19,min_19,amp_19,gw_20,min_20,amp_20,gw_21,min_21,amp_21,gw_22,min_22,amp_22,gw_23,min_23,amp_23,gw_24,min_24,amp_24,gw_25,min_25,amp_25,gw_26,min_26,amp_26,gw_27,min_27,amp_27,gw_28,min_28,amp_28,gw_29,min_29,amp_29,team,name,position
155,0.0,0.0,0.0,0,0.0,0.0,-2,0.0,0.0,-1,0.0,0.0,-3,0.0,0.0,1,0.0,0.0,2,0.0,0.0,2,0.0,0.0,0,0.0,0.0,-2,0.0,0.0,-2,0.0,0.0,-1,0.0,0.0,1,0.0,0.0,2,0.0,0.0,0,0.0,0.0,-2,0.0,0.0,-3,0.0,0.0,1,0.0,0.0,1,0.0,0.0,-1,0.0,0.0,-1,0.0,0.0,2,0.0,0.0,-3,0.0,0.0,-2,0.0,0.0,-2,0.0,0.0,0,0.0,0.0,0,0.0,0.0,2,0.0,0.0,0,0.0,0.0,0,BUR,Mace Goodridge,M
156,4.8,0.0,0.0,0,0.0,0.0,-2,0.0,0.0,-1,0.0,0.0,-3,0.0,0.0,1,8.0,1.0,2,9.64,7.0,2,0.0,0.0,0,8.93,65.0,-2,15.0,6.0,-2,9.0,31.0,-1,8.0,1.0,1,0.0,0.0,2,12.1,77.0,0,15.0,15.0,-2,4.44,71.0,-3,0.0,0.0,1,8.44,8.0,1,12.84,68.0,-1,10.0,3.0,-1,5.7,45.0,2,0.0,0.0,-3,0.0,0.0,-2,0.0,0.0,-2,0.0,0.0,0,0.0,0.0,0,0.0,1.0,2,0.0,0.0,0,0.0,0.0,0,BUR,Robbie Brady,M
157,8.4,31.07,84.0,0,15.95,90.0,-2,16.44,78.0,-1,4.62,73.0,-3,2.6,90.0,1,9.4,79.0,2,3.36,83.0,2,4.75,73.0,0,0.0,0.0,-2,10.36,63.0,-2,2.75,90.0,-1,15.94,81.0,1,14.0,90.0,2,4.72,62.0,0,6.53,31.0,-2,0.0,0.0,-3,9.6,90.0,1,2.82,75.0,1,11.25,16.0,-1,5.29,68.0,-1,2.5,45.0,2,0.0,0.0,-3,0.0,0.0,-2,0.0,0.0,-2,0.0,0.0,0,0.0,0.0,0,0.0,0.0,2,0.0,0.0,0,0.0,0.0,0,BUR,Ashley Barnes,F
158,7.7,3.1,90.0,0,4.8,61.0,-2,7.8,90.0,-1,1.5,90.0,-3,2.73,66.0,1,25.85,90.0,2,13.5,90.0,2,5.5,90.0,0,17.1,90.0,-2,0.0,0.0,-2,0.0,0.0,-1,17.75,90.0,1,17.04,75.0,2,10.0,90.0,0,6.48,59.0,-2,7.27,65.0,-3,14.82,85.0,1,3.25,90.0,1,4.26,74.0,-1,5.35,90.0,-1,16.25,90.0,2,7.75,90.0,-3,16.5,90.0,-2,21.7,90.0,-2,8.6,90.0,0,0.0,22.0,0,0.0,0.0,2,0.0,32.0,0,0.0,90.0,0,BUR,Chris Wood,F
159,0.0,3.75,6.0,0,3.41,29.0,-2,9.38,12.0,-1,19.85,17.0,-3,7.5,24.0,1,8.18,11.0,2,20.0,45.0,2,20.0,17.0,0,4.88,83.0,-2,14.0,90.0,-2,3.75,78.0,-1,3.75,9.0,1,7.5,15.0,2,11.25,28.0,0,6.53,31.0,-2,6.35,90.0,-3,9.0,5.0,1,15.0,15.0,1,5.5,90.0,-1,13.79,31.0,-1,8.2,45.0,2,0.0,0.0,-3,10.0,90.0,-2,14.5,90.0,-2,8.25,90.0,0,0.0,90.0,0,0.0,90.0,2,0.0,90.0,0,0.0,68.0,0,BUR,Jay Rodriguez,F
160,3.1,0.0,0.0,0,0.0,0.0,-2,0.0,0.0,-1,0.0,0.0,-3,15.0,12.0,1,0.0,0.0,2,0.0,0.0,2,0.0,0.0,0,6.43,7.0,-2,5.83,27.0,-2,3.75,12.0,-1,0.0,0.0,1,0.0,0.0,2,0.0,0.0,0,0.0,0.0,-2,3.6,25.0,-3,0.0,0.0,1,0.0,0.0,1,0.0,0.0,-1,0.0,0.0,-1,0.0,0.0,2,3.97,17.0,-3,0.0,0.0,-2,0.0,0.0,-2,0.0,0.0,0,0.0,68.0,0,0.0,82.0,2,0.0,58.0,0,0.0,22.0,0,BUR,Matej Vydra,F
161,0.0,0.0,0.0,0,0.0,0.0,1,0.0,0.0,3,0.0,0.0,3,0.0,0.0,2,0.0,0.0,0,0.0,0.0,4,0.0,0.0,2,0.0,0.0,4,0.0,0.0,2,0.0,0.0,4,0.0,0.0,3,0.0,0.0,-1,0.0,0.0,3,0.0,0.0,3,0.0,0.0,1,0.0,0.0,3,0.0,0.0,0,0.0,0.0,3,0.0,0.0,1,0.0,0.0,2,0.0,0.0,3,0.0,0.0,2,0.0,0.0,2,0.0,0.0,-1,0.0,0.0,1,0.0,0.0,1,0.0,0.0,3,0.0,0.0,2,CHE,Jamie Cumming,G
162,10.7,3.75,90.0,0,7.25,90.0,1,8.75,90.0,3,6.5,90.0,3,9.5,90.0,2,4.5,90.0,0,13.0,90.0,4,5.0,90.0,2,11.0,90.0,4,8.5,90.0,2,7.0,90.0,4,13.0,90.0,3,6.75,90.0,-1,10.0,90.0,3,7.0,90.0,3,10.0,90.0,1,6.0,90.0,3,13.5,90.0,0,4.5,90.0,3,5.0,90.0,1,12.25,90.0,2,13.25,90.0,3,6.25,90.0,2,2.5,90.0,2,0.0,0.0,-1,0.0,0.0,1,0.0,0.0,1,0.0,0.0,3,0.0,90.0,2,CHE,Kepa Arrizabalaga,G
163,0.0,0.0,0.0,0,0.0,0.0,1,0.0,0.0,3,0.0,0.0,3,0.0,0.0,2,0.0,0.0,0,0.0,0.0,4,0.0,0.0,2,0.0,0.0,4,0.0,0.0,2,0.0,0.0,4,0.0,0.0,3,0.0,0.0,-1,0.0,0.0,3,0.0,0.0,3,0.0,0.0,1,0.0,0.0,3,0.0,0.0,0,0.0,0.0,3,0.0,0.0,1,0.0,0.0,2,0.0,0.0,3,0.0,0.0,2,0.0,0.0,2,6.75,90.0,-1,0.0,90.0,1,0.0,90.0,1,0.0,90.0,3,0.0,0.0,2,CHE,Willy Caballero,G
164,8.0,6.25,90.0,0,7.4,90.0,1,7.85,90.0,3,0.0,0.0,3,5.9,90.0,2,7.18,42.0,0,11.25,90.0,4,0.0,0.0,2,0.0,0.0,4,0.0,0.0,2,0.0,0.0,4,0.0,0.0,3,0.0,0.0,-1,0.0,0.0,3,9.35,90.0,3,7.15,90.0,1,0.0,0.0,3,0.0,0.0,0,0.0,0.0,3,0.0,0.0,1,0.0,0.0,2,13.7,90.0,3,9.5,90.0,2,4.75,90.0,2,5.15,90.0,-1,0.0,45.0,1,0.0,90.0,1,0.0,90.0,3,0.0,0.0,2,CHE,Andreas Christensen,D
165,9.3,0.0,0.0,0,0.0,0.0,1,0.0,0.0,3,0.0,0.0,3,4.8,45.0,2,0.0,0.0,0,0.0,0.0,4,0.0,0.0,2,0.0,0.0,4,0.0,0.0,2,0.0,0.0,4,0.0,0.0,3,0.0,0.0,-1,0.0,0.0,3,0.0,0.0,3,0.0,0.0,1,7.6,90.0,3,10.7,90.0,0,8.1,90.0,3,6.5,90.0,1,6.75,90.0,2,15.1,90.0,3,4.65,90.0,2,8.5,90.0,2,27.8,90.0,-1,0.0,90.0,1,0.0,90.0,1,0.0,0.0,3,0.0,90.0,2,CHE,Antonio Rudiger,D
166,12.4,7.75,90.0,0,9.2,90.0,1,15.05,90.0,3,10.95,90.0,3,6.85,90.0,2,17.7,90.0,0,16.05,90.0,4,6.3,90.0,2,14.85,90.0,4,9.7,90.0,2,7.3,90.0,4,0.0,0.0,3,12.65,90.0,-1,0.0,0.0,3,9.7,90.0,3,11.3,90.0,1,14.55,90.0,3,16.09,80.0,0,8.0,90.0,3,8.4,90.0,1,22.15,90.0,2,24.2,90.0,3,12.75,90.0,2,20.25,90.0,2,9.05,90.0,-1,0.0,90.0,1,0.0,90.0,1,0.0,90.0,3,0.0,90.0,2,CHE,Cesar Azpilicueta,D
167,7.3,11.3,90.0,0,11.6,90.0,1,21.05,90.0,3,9.0,90.0,3,0.0,0.0,2,3.6,15.0,0,0.0,0.0,4,0.0,0.0,2,0.0,0.0,4,0.0,0.0,2,7.8,90.0,4,12.5,90.0,3,6.56,59.0,-1,10.8,90.0,3,0.0,0.0,3,0.0,0.0,1,8.5,90.0,3,0.0,0.0,0,6.5,90.0,3,3.57,34.0,1,0.0,0.0,2,0.0,0.0,3,-3.0,15.0,2,10.15,90.0,2,0.0,0.0,-1,0.0,0.0,1,0.0,0.0,1,0.0,0.0,3,0.0,0.0,2,CHE,Emerson,D
168,0.0,0.0,0.0,0,0.0,0.0,1,0.0,0.0,3,4.65,90.0,3,25.15,90.0,2,8.65,90.0,0,16.0,90.0,4,6.65,90.0,2,12.75,90.0,4,6.4,90.0,2,7.8,90.0,4,16.95,90.0,3,5.75,90.0,-1,8.85,90.0,3,0.0,0.0,3,0.0,0.0,1,0.0,0.0,3,13.3,90.0,0,9.95,90.0,3,5.19,59.0,1,0.0,0.0,2,0.0,0.0,3,0.0,0.0,2,0.0,0.0,2,0.0,0.0,-1,0.0,0.0,1,0.0,0.0,1,0.0,64.0,3,0.0,0.0,2,CHE,Fikayo Tomori,D
169,0.0,0.0,0.0,0,0.0,0.0,1,0.0,0.0,3,0.0,0.0,3,0.0,0.0,2,0.0,0.0,0,0.0,0.0,4,0.0,0.0,2,0.0,0.0,4,0.0,0.0,2,0.0,0.0,4,0.0,0.0,3,0.0,0.0,-1,0.0,0.0,3,0.0,0.0,3,0.0,0.0,1,0.0,0.0,3,0.0,0.0,0,0.0,0.0,3,0.0,0.0,1,0.0,0.0,2,0.0,0.0,3,0.0,0.0,2,0.0,0.0,2,0.0,0.0,-1,0.0,0.0,1,0.0,0.0,1,0.0,0.0,3,0.0,0.0,2,CHE,Ian Maatsen,D
170,10.1,2.5,90.0,0,8.6,90.0,1,7.45,90.0,3,1.5,90.0,3,7.3,45.0,2,12.28,48.0,0,0.0,0.0,4,7.5,90.0,2,17.0,90.0,4,7.25,90.0,2,12.2,90.0,4,14.7,90.0,3,7.15,90.0,-1,12.0,90.0,3,7.2,90.0,3,9.4,90.0,1,10.65,90.0,3,12.2,90.0,0,16.9,45.0,3,4.95,90.0,1,7.2,90.0,2,0.0,0.0,3,0.0,0.0,2,0.0,0.0,2,0.0,0.0,-1,0.0,45.0,1,0.0,0.0,1,0.0,0.0,3,0.0,90.0,2,CHE,Kurt Zouma,D
171,13.7,0.0,0.0,0,0.0,0.0,1,3.75,1.0,3,0.0,0.0,3,15.3,90.0,2,12.12,75.0,0,14.3,90.0,4,17.85,90.0,2,22.05,90.0,4,22.0,63.0,2,0.0,0.0,4,0.0,0.0,3,0.0,0.0,-1,0.0,0.0,3,0.0,0.0,3,0.0,0.0,1,0.0,0.0,3,22.6,90.0,0,0.0,0.0,3,0.0,0.0,1,0.0,0.0,2,0.0,0.0,3,0.0,0.0,2,0.0,0.0,2,0.0,0.0,-1,0.0,0.0,1,0.0,90.0,1,0.0,90.0,3,0.0,90.0,2,CHE,Marcos Alonso,D
172,0.0,0.0,0.0,0,0.0,0.0,1,0.0,0.0,3,0.0,0.0,3,0.0,0.0,2,0.0,0.0,0,0.0,0.0,4,0.0,0.0,2,7.5,1.0,4,9.67,27.0,2,7.5,1.0,4,17.5,90.0,3,10.74,31.0,-1,15.6,90.0,3,14.15,90.0,3,10.98,82.0,1,0.0,0.0,3,4.95,10.0,0,0.0,0.0,3,0.0,0.0,1,15.7,90.0,2,24.2,90.0,3,26.22,75.0,2,0.0,0.0,2,8.85,90.0,-1,0.0,90.0,1,0.0,90.0,1,0.0,90.0,3,0.0,30.0,2,CHE,Reece James,D
173,0.0,0.0,0.0,0,0.0,0.0,1,0.0,0.0,3,7.5,6.0,3,0.0,0.0,2,0.0,0.0,0,0.0,0.0,4,0.0,0.0,2,0.0,0.0,4,0.0,0.0,2,0.0,0.0,4,10.0,3.0,3,0.0,0.0,-1,0.0,0.0,3,0.0,0.0,3,0.0,0.0,1,0.0,0.0,3,0.0,0.0,0,0.0,0.0,3,0.0,0.0,1,0.0,0.0,2,0.0,0.0,3,0.0,0.0,2,0.0,0.0,2,0.0,0.0,-1,0.0,0.0,1,0.0,0.0,1,0.0,0.0,3,0.0,90.0,2,CHE,Billy Gilmour,M
174,0.0,12.66,32.0,0,6.65,71.0,1,15.8,84.0,3,12.5,90.0,3,0.0,0.0,2,0.0,0.0,0,0.0,0.0,4,15.0,10.0,2,9.52,26.0,4,37.85,90.0,2,21.14,83.0,4,27.0,80.0,3,6.35,90.0,-1,9.75,90.0,3,11.51,86.0,3,6.85,90.0,1,7.41,65.0,3,0.0,0.0,0,3.91,23.0,3,0.0,0.0,1,10.91,66.0,2,0.0,0.0,3,0.0,0.0,2,0.0,0.0,2,0.0,0.0,-1,0.0,0.0,1,0.0,0.0,1,0.0,0.0,3,0.0,0.0,2,CHE,Christian Pulisic,M
175,0.0,0.0,0.0,0,0.0,0.0,1,0.0,0.0,3,0.0,0.0,3,0.0,0.0,2,0.0,0.0,0,0.0,0.0,4,0.0,0.0,2,0.0,0.0,4,0.0,0.0,2,0.0,0.0,4,0.0,0.0,3,0.0,0.0,-1,0.0,0.0,3,0.0,0.0,3,0.0,0.0,1,0.0,0.0,3,0.0,0.0,0,0.0,0.0,3,0.0,0.0,1,0.0,0.0,2,0.0,0.0,3,0.0,0.0,2,0.0,0.0,2,0.0,0.0,-1,0.0,0.0,1,0.0,0.0,1,0.0,0.0,3,0.0,19.0,2,CHE,Faustino Anjorin,M
176,9.2,8.01,73.0,0,6.97,71.0,1,11.25,90.0,3,18.3,90.0,3,17.75,90.0,2,8.85,90.0,0,25.2,90.0,4,8.1,90.0,2,13.35,90.0,4,10.25,90.0,2,18.35,90.0,4,0.0,0.0,3,5.36,73.0,-1,6.21,63.0,3,8.0,1.0,3,0.0,0.0,1,18.98,78.0,3,16.16,22.0,0,10.85,90.0,3,28.93,56.0,1,9.6,90.0,2,15.25,90.0,3,9.0,90.0,2,22.95,90.0,2,9.55,74.0,-1,0.0,90.0,1,0.0,90.0,1,0.0,64.0,3,0.0,0.0,2,CHE,Jorginho,M
177,0.0,0.0,0.0,0,0.0,0.0,1,0.0,0.0,3,0.0,0.0,3,0.0,0.0,2,0.0,0.0,0,0.0,0.0,4,0.0,0.0,2,0.0,0.0,4,0.0,0.0,2,0.0,0.0,4,0.0,0.0,3,0.0,0.0,-1,0.0,0.0,3,0.0,0.0,3,0.0,0.0,1,0.0,0.0,3,0.0,0.0,0,0.0,0.0,3,0.0,0.0,1,0.0,0.0,2,0.0,0.0,3,0.0,0.0,2,0.0,0.0,2,0.0,0.0,-1,0.0,0.0,1,0.0,0.0,1,0.0,0.0,3,0.0,0.0,2,CHE,Lewis Baker,M
178,6.5,12.25,90.0,0,16.58,19.0,1,21.75,90.0,3,8.41,84.0,3,7.52,70.0,2,5.0,90.0,0,19.43,22.0,4,13.5,10.0,2,18.67,47.0,4,9.0,90.0,2,14.85,90.0,4,11.75,90.0,3,20.25,90.0,-1,10.6,90.0,3,7.55,90.0,3,23.75,90.0,1,7.2,25.0,3,20.85,68.0,0,0.0,0.0,3,11.25,70.0,1,6.62,17.0,2,0.0,0.0,3,0.0,0.0,2,10.36,66.0,2,7.03,16.0,-1,0.0,90.0,1,0.0,90.0,1,0.0,90.0,3,0.0,0.0,2,CHE,Mateo Kovacic,M
179,10.9,2.65,17.0,0,9.3,90.0,1,0.0,0.0,3,0.0,0.0,3,0.0,0.0,2,18.35,90.0,0,0.0,0.0,4,20.35,90.0,2,0.0,0.0,4,0.0,0.0,2,0.0,0.0,4,11.85,90.0,3,23.0,90.0,-1,14.17,27.0,3,16.0,90.0,3,16.4,90.0,1,7.0,90.0,3,14.6,90.0,0,9.6,90.0,3,8.6,90.0,1,19.8,90.0,2,0.0,0.0,3,12.8,90.0,2,7.43,69.0,2,11.05,90.0,-1,0.0,12.0,1,0.0,0.0,1,0.0,0.0,3,0.0,0.0,2,CHE,NGolo Kante,M
180,7.0,9.31,58.0,0,0.0,0.0,1,17.25,90.0,3,7.5,60.0,3,18.0,20.0,2,0.0,0.0,0,9.6,68.0,4,0.0,0.0,2,6.49,43.0,4,0.0,0.0,2,0.0,0.0,4,0.0,0.0,3,0.0,0.0,-1,0.0,0.0,3,0.0,0.0,3,0.0,0.0,1,0.0,0.0,3,0.0,0.0,0,0.0,0.0,3,0.0,0.0,1,0.0,0.0,2,10.0,90.0,3,11.25,22.0,2,18.19,24.0,2,0.0,7.0,-1,0.0,0.0,1,0.0,77.0,1,0.0,26.0,3,0.0,90.0,2,CHE,Ross Barkley,M
181,0.0,0.0,0.0,0,0.0,0.0,1,0.0,0.0,3,0.0,0.0,3,0.0,0.0,2,0.0,0.0,0,0.0,0.0,4,0.0,0.0,2,0.0,0.0,4,0.0,0.0,2,0.0,0.0,4,0.0,0.0,3,0.0,0.0,-1,0.0,0.0,3,0.0,0.0,3,0.0,0.0,1,0.0,0.0,3,0.0,0.0,0,0.0,0.0,3,0.0,0.0,1,0.0,0.0,2,0.0,0.0,3,0.0,0.0,2,0.0,0.0,2,0.0,0.0,-1,0.0,0.0,1,0.0,0.0,1,0.0,0.0,3,0.0,0.0,2,CHE,Ruben Loftus-Cheek,M
182,0.0,13.1,90.0,0,20.6,90.0,1,19.35,90.0,3,7.85,90.0,3,25.1,90.0,2,5.0,90.0,0,10.1,90.0,4,19.12,80.0,2,7.38,64.0,4,11.6,90.0,2,7.75,90.0,4,7.24,87.0,3,18.53,17.0,-1,9.0,90.0,3,13.6,90.0,3,5.5,90.0,1,8.1,90.0,3,8.35,90.0,0,13.5,45.0,3,13.25,90.0,1,5.98,73.0,2,13.5,90.0,3,11.25,68.0,2,13.93,21.0,2,20.85,90.0,-1,0.0,78.0,1,0.0,90.0,1,0.0,90.0,3,0.0,60.0,2,CHE,Mason Mount,"M,F"
183,10.7,0.0,0.0,0,11.84,19.0,1,13.12,6.0,3,14.25,30.0,3,9.85,90.0,2,6.75,90.0,0,20.0,90.0,4,16.0,90.0,2,16.75,90.0,4,27.62,72.0,2,12.0,90.0,4,18.2,90.0,3,10.0,90.0,-1,16.67,27.0,3,17.0,90.0,3,14.89,71.0,1,13.85,65.0,3,33.75,90.0,0,10.18,84.0,3,22.5,90.0,1,8.25,90.0,2,16.0,90.0,3,14.1,90.0,2,8.37,79.0,2,11.25,16.0,-1,0.0,90.0,1,0.0,13.0,1,0.0,26.0,3,0.0,71.0,2,CHE,Willian,"M,F"
184,8.0,0.0,0.0,0,0.0,0.0,1,0.0,0.0,3,0.0,0.0,3,0.0,0.0,2,0.0,0.0,0,20.0,27.0,4,15.75,80.0,2,18.5,90.0,4,12.5,18.0,2,12.86,7.0,4,4.5,10.0,3,0.0,0.0,-1,20.0,19.0,3,10.0,4.0,3,15.39,19.0,1,8.1,25.0,3,0.0,0.0,0,6.38,67.0,3,13.5,20.0,1,12.56,24.0,2,18.25,90.0,3,8.75,90.0,2,19.0,90.0,2,8.05,90.0,-1,0.0,0.0,1,0.0,0.0,1,0.0,0.0,3,0.0,0.0,2,CHE,Callum Hudson-Odoi,F
185,9.8,0.0,0.0,0,0.0,0.0,1,0.0,0.0,3,11.25,6.0,3,15.0,13.0,2,2.6,13.0,0,7.5,6.0,4,15.0,6.0,2,0.0,0.0,4,0.0,0.0,2,10.0,2.0,4,20.0,17.0,3,3.97,17.0,-1,0.0,0.0,3,13.5,7.0,3,8.44,8.0,1,4.69,12.0,3,12.38,10.0,0,0.0,0.0,3,0.0,0.0,1,0.0,0.0,2,0.0,0.0,3,4.5,10.0,2,10.23,11.0,2,0.0,0.0,-1,0.0,68.0,1,0.0,0.0,1,0.0,18.0,3,0.0,0.0,2,CHE,Michy Batshuayi,F
186,4.8,4.69,24.0,0,12.84,61.0,1,4.5,15.0,3,0.0,0.0,3,0.0,0.0,2,0.0,0.0,0,0.0,0.0,4,0.0,0.0,2,0.0,0.0,4,3.38,20.0,2,0.0,0.0,4,0.0,0.0,3,0.0,0.0,-1,5.83,71.0,3,0.0,0.0,3,0.0,0.0,1,0.0,0.0,3,0.0,0.0,0,0.0,0.0,3,0.0,0.0,1,0.0,0.0,2,0.0,0.0,3,0.0,0.0,2,0.0,0.0,2,0.0,0.0,-1,0.0,22.0,1,0.0,71.0,1,0.0,72.0,3,0.0,86.0,2,CHE,Olivier Giroud,F
187,9.7,18.5,90.0,0,7.75,90.0,1,0.0,0.0,3,0.0,0.0,3,0.0,0.0,2,0.0,0.0,0,17.14,63.0,4,0.0,0.0,2,0.0,0.0,4,0.0,0.0,2,0.0,0.0,4,0.0,0.0,3,0.0,0.0,-1,15.0,63.0,3,0.0,0.0,3,0.0,0.0,1,0.0,0.0,3,0.0,0.0,0,15.0,6.0,3,0.0,0.0,1,0.0,0.0,2,0.0,0.0,3,0.0,0.0,2,0.0,0.0,2,8.51,74.0,-1,0.0,90.0,1,0.0,0.0,1,0.0,90.0,3,0.0,90.0,2,CHE,Pedro,F
188,0.0,3.34,66.0,0,9.31,29.0,1,25.8,75.0,3,29.3,84.0,3,33.37,77.0,2,6.55,77.0,0,11.52,84.0,4,16.45,84.0,2,9.95,90.0,4,13.63,70.0,2,20.71,88.0,4,16.64,73.0,3,8.88,73.0,-1,0.0,0.0,3,25.54,83.0,3,3.75,90.0,1,8.8,90.0,3,5.46,80.0,0,6.6,90.0,3,17.5,90.0,1,13.7,90.0,2,16.75,90.0,3,6.19,80.0,2,12.5,90.0,2,4.01,83.0,-1,0.0,0.0,1,0.0,19.0,1,0.0,0.0,3,0.0,0.0,2,CHE,Tammy Abraham,F
189,0.0,0.0,0.0,0,0.0,0.0,1,0.0,0.0,-2,0.0,0.0,3,0.0,0.0,-2,0.0,0.0,1,0.0,0.0,2,0.0,0.0,1,0.0,0.0,-1,0.0,0.0,-1,0.0,0.0,-1,0.0,0.0,-3,0.0,0.0,-2,0.0,0.0,0,0.0,0.0,2,0.0,0.0,2,0.0,0.0,1,0.0,0.0,0,0.0,0.0,2,0.0,0.0,0,0.0,0.0,2,0.0,0.0,0,0.0,0.0,-3,0.0,0.0,0,0.0,0.0,-1,0.0,0.0,-1,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1,CRY,Stephen Henderson,G
190,12.1,16.25,90.0,0,10.0,90.0,1,5.0,90.0,-2,16.25,90.0,3,5.5,90.0,-2,10.25,90.0,1,17.75,90.0,2,11.25,90.0,1,0.0,0.0,-1,0.0,0.0,-1,8.75,90.0,-1,10.5,90.0,-3,6.75,90.0,-2,17.25,90.0,0,18.5,90.0,2,17.0,90.0,2,23.75,90.0,1,7.25,90.0,0,6.0,90.0,2,13.75,90.0,0,9.0,90.0,2,9.0,90.0,0,11.75,90.0,-3,10.75,90.0,0,10.5,90.0,-1,0.0,90.0,-1,0.0,90.0,1,0.0,90.0,1,0.0,90.0,1,CRY,Vicente Guaita,G
191,10.7,0.0,0.0,0,0.0,0.0,1,0.0,0.0,-2,0.0,0.0,3,0.0,0.0,-2,0.0,0.0,1,0.0,0.0,2,0.0,0.0,1,21.0,90.0,-1,10.5,90.0,-1,0.0,0.0,-1,0.0,0.0,-3,0.0,0.0,-2,0.0,0.0,0,0.0,0.0,2,0.0,0.0,2,0.0,0.0,1,0.0,0.0,0,0.0,0.0,2,0.0,0.0,0,0.0,0.0,2,0.0,0.0,0,0.0,0.0,-3,0.0,0.0,0,0.0,0.0,-1,0.0,0.0,-1,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1,CRY,Wayne Hennessey,G
192,0.9,0.0,0.0,0,0.0,0.0,1,2.45,90.0,-2,13.85,90.0,3,3.8,90.0,-2,6.9,90.0,1,15.7,90.0,2,6.75,90.0,1,6.95,90.0,-1,5.15,90.0,-1,4.3,90.0,-1,5.05,90.0,-3,4.9,90.0,-2,0.0,0.0,0,0.0,0.0,2,14.9,90.0,2,0.0,0.0,1,0.0,0.0,0,0.0,0.0,2,0.0,0.0,0,0.0,0.0,2,4.8,90.0,0,15.0,90.0,-3,6.6,90.0,0,9.2,90.0,-1,0.0,90.0,-1,0.0,90.0,1,0.0,90.0,1,0.0,90.0,1,CRY,Gary Cahill,D
193,10.1,0.0,0.0,0,0.0,0.0,1,0.0,0.0,-2,0.0,0.0,3,0.0,0.0,-2,0.0,0.0,1,0.0,0.0,2,0.0,0.0,1,6.56,85.0,-1,4.15,90.0,-1,4.25,90.0,-1,10.15,90.0,-3,7.7,90.0,-2,18.3,90.0,0,12.4,90.0,2,11.9,90.0,2,15.7,90.0,1,6.15,90.0,0,6.45,90.0,2,20.6,90.0,0,7.1,90.0,2,3.8,90.0,0,6.2,90.0,-3,9.25,90.0,0,5.25,90.0,-1,0.0,61.0,-1,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1,CRY,James Tomkins,D
194,7.5,15.6,90.0,0,13.35,90.0,1,8.1,90.0,-2,14.5,90.0,3,6.4,90.0,-2,14.9,90.0,1,16.75,90.0,2,5.6,90.0,1,4.35,90.0,-1,7.5,90.0,-1,7.65,90.0,-1,5.52,44.0,-3,6.88,70.0,-2,0.0,0.0,0,0.0,0.0,2,0.0,0.0,2,0.0,0.0,1,0.0,0.0,0,0.0,0.0,2,0.0,0.0,0,0.0,0.0,2,0.0,0.0,0,10.0,2.0,-3,14.62,28.0,0,6.65,90.0,-1,0.0,79.0,-1,0.0,90.0,1,0.0,90.0,1,0.0,90.0,1,CRY,Joel Ward,D
195,0.0,0.0,0.0,0,0.0,0.0,1,0.0,0.0,-2,4.09,11.0,3,6.85,90.0,-2,6.45,90.0,1,0.0,0.0,2,0.0,0.0,1,0.0,0.0,-1,0.0,0.0,-1,0.0,0.0,-1,0.0,0.0,-3,0.0,0.0,-2,10.31,31.0,0,-18.0,19.0,2,0.0,0.0,2,0.0,0.0,1,0.0,0.0,0,9.15,90.0,2,5.95,90.0,0,4.7,45.0,2,0.0,0.0,0,0.0,0.0,-3,0.0,0.0,0,0.0,0.0,-1,0.0,0.0,-1,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1,CRY,Mamadou Sakho,D
196,7.8,14.15,90.0,0,6.75,90.0,1,6.0,90.0,-2,15.21,79.0,3,0.0,0.0,-2,0.0,0.0,1,12.8,90.0,2,12.25,90.0,1,0.0,0.0,-1,0.0,0.0,-1,0.0,0.0,-1,3.82,46.0,-3,14.4,20.0,-2,16.85,90.0,0,17.1,90.0,2,17.25,90.0,2,11.5,90.0,1,5.35,90.0,0,6.6,90.0,2,8.35,90.0,0,5.26,83.0,2,7.45,90.0,0,6.45,90.0,-3,10.45,62.0,0,0.0,0.0,-1,0.0,0.0,-1,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1,CRY,Martin Kelly,D
