,id,name,team,position,position_id,gw_01,gw_02,gw_03,gw_04,gw_05,gw_06,gw_07,gw_08,gw_09,gw_10,gw_11,gw_12,gw_13,gw_14,gw_15,gw_16,gw_17,gw_18,gw_19,gw_20,gw_21,gw_22,gw_23,gw_24,gw_25,gw_26,gw_27,gw_28,gw_29
109,110,Corey Jordan,BOU,D,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
110,111,Diego Rico,BOU,D,2,15.9,0.0,4.1,9.95,10.8,10.7,0.8,17.4,10.7,0.0,11.2,9.5,18.2,3.8,0.0,16.9,20.45,16.55,12.2,15.4,8.15,9.15,0.0,0.0,19.8,,,,
111,112,Jack Simpson,BOU,D,2,0.0,8.75,0.0,0.0,0.0,0.0,1.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.35,0.0,0.0,0.0,,,,
112,113,Jack Stacey,BOU,D,2,0.0,14.95,5.75,0.0,8.05,5.5,0.0,0.0,0.0,0.0,0.0,7.95,3.9,0.0,0.0,0.0,0.0,7.6,0.0,0.0,6.9,0.0,0.0,0.0,18.15,,,,
113,114,Lloyd Kelly,BOU,D,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
114,115,Nathan Ake,BOU,D,2,17.55,0.0,0.0,8.3,7.55,0.0,0.0,14.0,6.9,5.7,5.4,13.65,16.3,7.9,6.5,13.8,14.95,7.55,10.8,4.5,5.7,2.6,6.9,13.4,0.0,,,,
115,116,Simon Francis,BOU,D,2,13.25,0.0,4.75,4.65,4.55,0.0,4.4,0.0,9.35,9.8,-0.7,0.85,0.0,2.5,0.0,0.0,0.0,0.0,0.0,2.95,0.0,6.45,0.0,0.0,16.95,,,,
116,117,Steve Cook,BOU,D,2,0.0,5.7,0.0,0.0,8.9,6.0,2.95,14.05,-1.45,7.6,18.95,4.85,9.7,7.3,11.35,16.4,15.25,9.15,5.95,0.0,7.0,0.0,9.25,6.95,0.0,,,,
117,118,Andrew Surman,BOU,M,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,,,,
118,119,Christian Saydee,BOU,M,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
119,120,Dan Gosling,BOU,M,4,15.9,15.2,6.6,1.1,0.0,6.7,4.6,0.0,4.25,6.6,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.25,2.35,0.0,0.0,20.5,,,,
120,121,David Brooks,BOU,M,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
121,122,Gavin Kilkenny,BOU,M,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
122,123,Harry Wilson,BOU,M,4,10.85,4.0,0.0,18.25,5.45,3.5,3.75,7.85,3.5,7.0,2.0,5.5,11.0,15.0,4.25,4.5,6.35,3.5,0.0,8.1,21.75,0.0,14.35,15.75,0.0,,,,
123,124,Jefferson Lerma,BOU,M,4,2.0,9.8,7.45,8.75,8.4,0.0,7.9,0.0,7.6,7.6,2.7,11.35,6.15,0.0,10.35,12.85,8.45,2.5,9.7,4.5,9.95,13.35,9.0,7.5,18.85,,,,
124,125,Jordon Ibe,BOU,M,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25,0.0,,,,
125,126,Junior Stanislas,BOU,M,4,0.0,0.0,0.0,0.0,0.0,7.5,4.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
126,127,Lewis Cook,BOU,M,4,0.0,6.7,1.35,0.5,0.0,2.5,12.5,9.0,1.85,0.75,7.6,0.5,2.25,13.2,0.0,0.0,1.1,6.35,0.0,2.5,18.7,2.5,0.0,0.0,3.6,,,,
127,128,Matt Butcher,BOU,M,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
128,129,Mihai-Alexandru Dobre,BOU,M,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
129,130,Philip Billing,BOU,M,4,25.55,3.0,9.8,11.7,10.05,9.0,0.0,14.7,10.1,4.85,2.75,5.35,18.05,13.3,15.2,8.15,9.75,10.35,15.25,10.75,0.0,8.0,5.1,9.95,12.4,,,,
130,131,Ryan Fraser,BOU,M,4,17.5,5.25,5.85,11.85,4.5,2.5,6.0,8.6,9.25,11.0,11.25,0.0,1.5,16.0,14.5,8.75,9.25,12.2,2.5,2.5,4.5,9.25,7.25,6.05,9.45,,,,
131,132,Joshua King,BOU,"M,F",5,0.0,6.25,8.1,0.0,9.35,6.5,0.0,3.6,0.0,0.0,0.0,23.5,8.25,7.35,7.0,11.5,19.7,27.85,10.0,0.0,0.0,0.0,13.5,9.25,4.0,,,,
132,133,Arnaut Danjuma Groeneveld,BOU,F,6,0.0,0.0,0.0,0.0,2.75,0.0,0.0,2.1,0.0,0.0,8.5,4.5,0.0,2.25,0.0,7.5,0.0,0.0,0.0,3.75,19.6,6.5,0.0,0.0,0.0,,,,
133,134,Callum Wilson,BOU,F,6,3.5,3.0,2.5,16.75,9.5,2.0,6.85,5.45,4.25,4.75,4.25,19.95,18.75,3.0,14.25,1.5,6.45,22.75,9.25,4.5,4.5,3.25,11.85,12.75,0.0,,,,
134,135,Dominic Solanke,BOU,F,6,0.0,0.0,1.25,17.1,3.45,4.95,4.85,6.0,2.35,4.5,0.0,6.0,5.0,2.0,3.5,1.25,0.0,8.0,0.5,7.2,12.6,5.1,2.75,5.5,2.25,,,,
135,136,Sam Surridge,BOU,F,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
136,137,Adam Legzdins,BUR,G,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
137,138,Bailey Peacock-Farrell,BUR,G,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
138,139,Joe Hart,BUR,G,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
139,140,Nick Pope,BUR,G,1,15.25,11.0,11.0,25.25,16.25,6.5,10.5,4.5,22.25,12.0,23.0,4.5,15.5,19.0,12.0,8.5,8.0,14.5,21.25,11.5,6.75,7.5,20.75,9.0,11.0,,,,
140,141,Anthony Driscoll-Glennon,BUR,D,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
141,142,Ben Gibson,BUR,D,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
142,143,Ben Mee,BUR,D,2,17.1,11.6,13.05,23.4,21.25,3.4,6.65,7.1,12.15,7.15,14.75,7.85,14.2,17.1,6.45,7.85,7.75,5.85,19.3,5.5,12.05,4.75,8.9,8.45,15.25,,,,
143,144,Charlie Taylor,BUR,D,2,16.35,15.65,16.05,13.0,7.05,5.1,11.55,0.0,15.3,3.35,16.6,0.0,0.0,14.75,0.0,0.0,5.7,0.0,0.0,0.0,2.35,0.0,0.0,0.0,0.0,,,,
144,145,Erik Pieters,BUR,D,2,0.0,0.0,0.0,0.0,5.65,0.0,0.0,7.8,0.0,0.0,0.0,17.9,18.5,0.0,8.6,2.05,2.55,11.7,30.95,3.2,3.25,4.35,9.8,8.65,15.0,,,,
145,146,James Tarkowski,BUR,D,2,15.1,7.25,14.75,17.6,19.7,7.8,4.4,8.65,9.6,3.7,32.25,7.5,15.9,22.05,11.35,13.85,3.1,6.4,16.65,10.2,13.15,10.45,3.3,10.35,18.6,,,,
146,147,Kevin Long,BUR,D,2,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
147,148,Matthew Lowton,BUR,D,2,16.25,0.0,0.0,14.85,16.0,0.0,0.0,8.5,0.0,4.3,0.0,13.55,16.6,0.0,6.75,13.75,4.0,10.25,17.6,0.0,0.0,3.95,6.5,10.35,0.0,,,,
148,149,Phil Bardsley,BUR,D,2,0.0,6.8,13.65,0.0,0.0,7.85,6.25,0.0,9.1,0.0,16.95,0.0,0.0,17.9,0.0,0.0,0.0,0.0,0.0,5.2,7.65,0.0,0.0,0.0,13.5,,,,
149,150,Aaron Lennon,BUR,M,4,0.0,0.0,2.75,0.0,1.25,0.0,0.0,1.25,0.5,6.75,0.0,0.0,2.5,0.0,4.35,0.0,0.0,2.75,1.25,9.85,3.75,1.25,2.25,0.1,0.0,,,,
150,151,Ashley Westwood,BUR,M,4,12.25,8.25,13.0,5.8,16.6,9.25,17.75,15.0,16.35,4.0,11.7,4.5,21.5,10.1,8.25,6.85,8.1,7.35,5.85,0.0,0.0,0.0,8.95,10.85,15.85,,,,
151,152,Daniel Drinkwater,BUR,M,4,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,6.2,6.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,,,,
152,153,Dwight McNeil,BUR,M,4,18.85,10.85,3.5,11.1,11.05,7.5,10.0,15.1,9.5,14.25,6.25,8.75,16.0,26.75,10.35,22.5,1.75,6.75,13.25,7.6,10.85,16.25,18.85,14.75,18.35,,,,
153,154,Jack Cork,BUR,M,4,8.0,3.6,6.3,10.95,0.0,6.6,5.5,0.0,10.2,4.8,7.2,3.95,14.2,12.45,9.45,9.5,5.15,5.95,9.25,7.2,6.3,7.25,11.85,7.6,12.1,,,,
154,155,Jeff Hendrick,BUR,M,4,12.2,0.0,3.1,8.1,17.5,3.0,0.0,3.35,7.25,5.0,6.85,5.75,5.85,12.25,0.0,2.2,4.6,14.0,0.0,10.75,10.35,6.6,0.0,1.25,8.1,,,,
155,156,Johann Gudmundsson,BUR,M,4,0.0,1.0,0.0,0.0,7.75,3.35,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.85,0.0,0.0,0.0,11.6,7.35,0.0,,,,
156,157,Lewis Richardson,BUR,M,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
157,158,Mace Goodridge,BUR,M,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
158,159,Robbie Brady,BUR,M,4,0.0,9.7,1.5,0.0,0.0,1.5,2.85,6.45,0.0,0.0,0.0,1.5,0.75,1.5,0.0,16.25,3.1,0.0,0.0,10.0,10.35,3.5,0.0,0.0,0.0,,,,
159,160,Ashley Barnes,BUR,F,6,0.0,2.0,2.35,0.0,3.85,4.0,1.25,0.0,0.0,0.0,14.0,3.1,8.25,14.35,3.75,7.25,2.75,2.6,29.0,2.25,3.25,0.0,15.95,14.25,9.6,,,,
160,161,Chris Wood,BUR,F,6,8.6,3.5,3.25,21.7,5.5,5.35,16.25,17.1,16.5,7.75,14.2,13.5,25.85,17.75,1.5,0.0,0.0,2.0,3.1,4.25,10.0,5.25,3.25,7.8,14.0,,,,
161,162,Jay Rodriguez,BUR,F,6,8.25,5.5,11.75,14.5,4.5,4.75,4.1,4.5,10.0,0.0,2.5,10.75,2.0,0.75,3.75,14.0,3.25,2.0,0.5,2.25,3.5,6.35,1.1,2.5,1.5,,,,
162,163,Matej Vydra,BUR,F,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,1.75,1.0,7.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,
163,164,Jamie Cumming,CHE,G,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
164,165,Kepa Arrizabalaga,CHE,G,1,0.0,4.5,13.5,2.5,5.0,5.0,12.25,11.0,6.25,13.25,6.75,13.0,4.5,13.0,6.5,8.5,7.0,9.5,3.75,7.0,10.0,10.0,7.25,8.75,6.0,,,,
165,166,Willy Caballero,CHE,G,1,6.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
166,167,Andreas Christensen,CHE,D,2,5.15,0.0,0.0,4.75,0.0,0.0,0.0,0.0,9.5,13.7,0.0,11.25,3.35,0.0,0.0,0.0,0.0,5.9,6.25,9.35,0.0,7.15,7.4,7.85,0.0,,,,
167,168,Antonio Rudiger,CHE,D,2,27.8,8.1,10.7,8.5,0.0,6.5,6.75,0.0,4.65,15.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,7.6,,,,
168,169,Cesar Azpilicueta,CHE,D,2,9.05,8.0,14.3,20.25,6.3,8.4,22.15,14.85,12.75,24.2,12.65,16.05,17.7,0.0,10.95,9.7,7.3,6.85,7.75,9.7,0.0,11.3,9.2,15.05,14.55,,,,
169,170,Emerson,CHE,D,2,0.0,6.5,0.0,10.15,0.0,1.35,0.0,0.0,-1.0,0.0,4.3,0.0,1.2,12.5,9.0,0.0,7.8,0.0,11.3,0.0,10.8,0.0,11.6,21.05,8.5,,,,
170,171,Fikayo Tomori,CHE,D,2,0.0,9.95,13.3,0.0,6.65,3.4,0.0,12.75,0.0,0.0,5.75,16.0,8.65,16.95,4.65,6.4,7.8,25.15,0.0,0.0,8.85,0.0,0.0,0.0,0.0,,,,
171,172,Ian Maatsen,CHE,D,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
172,173,Kurt Zouma,CHE,D,2,0.0,8.45,12.2,0.0,7.5,4.95,7.2,17.0,0.0,0.0,7.15,0.0,6.55,14.7,1.5,7.25,12.2,3.65,2.5,7.2,12.0,9.4,8.6,7.45,10.65,,,,
173,174,Marc Guehi,CHE,D,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
174,175,Marcos Alonso,CHE,D,2,0.0,0.0,22.6,0.0,17.85,0.0,0.0,22.05,0.0,0.0,0.0,14.3,10.1,0.0,0.0,15.4,0.0,15.3,0.0,0.0,0.0,0.0,0.0,0.25,0.0,,,,
175,176,Reece James,CHE,D,2,8.85,0.0,1.1,0.0,0.0,0.0,15.7,0.5,21.85,24.2,3.7,0.0,0.0,17.5,0.0,2.9,0.5,0.0,0.0,14.15,15.6,10.0,0.0,0.0,0.0,,,,
176,177,Tariq Lamptey,CHE,D,2,0.0,0.0,0.0,0.0,0.0,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
177,178,Billy Gilmour,CHE,M,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
178,179,Christian Pulisic,CHE,M,4,0.0,1.0,0.0,0.0,9.5,0.0,8.0,2.75,0.0,0.0,6.35,0.0,0.0,24.0,12.5,37.85,19.5,0.0,4.5,11.0,9.75,6.85,5.25,14.75,5.35,,,,
179,180,Faustino Anjorin,CHE,M,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
180,181,Jorginho,CHE,M,4,7.85,10.85,3.95,22.95,8.1,18.0,9.6,13.35,9.0,15.25,4.35,25.2,8.85,0.0,18.3,10.25,18.35,17.75,6.5,1.5,4.35,0.0,5.5,11.25,16.45,,,,
181,182,Mateo Kovacic,CHE,M,4,1.25,0.0,15.75,7.6,3.0,8.75,1.25,9.75,0.0,0.0,20.25,4.75,5.0,11.75,7.85,9.0,14.85,5.85,12.25,7.55,10.6,23.75,3.5,21.75,2.0,,,,
182,183,NGolo Kante,CHE,M,4,11.05,9.6,14.6,5.7,20.35,8.6,19.8,0.0,12.8,0.0,23.0,0.0,18.35,11.85,0.0,0.0,0.0,0.0,0.0,16.0,4.25,16.4,0.0,0.0,7.0,,,,
183,184,Ross Barkley,CHE,M,4,0.0,0.0,0.0,4.85,0.0,0.0,0.0,3.1,2.75,10.0,0.0,7.25,0.0,0.0,5.0,0.0,0.0,4.0,6.0,0.0,0.0,0.0,0.0,17.25,0.0,,,,
184,185,Ruben Loftus-Cheek,CHE,M,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
185,186,Mason Mount,CHE,"M,F",5,20.85,6.75,8.35,3.25,17.0,13.25,4.85,5.25,8.5,13.5,3.5,10.1,5.0,7.0,7.85,11.6,7.75,25.1,13.1,13.6,9.0,5.5,20.6,19.35,8.1,,,,
186,187,Willian,CHE,"M,F",5,2.0,9.5,33.75,7.35,16.0,22.5,8.25,16.75,14.1,16.0,10.0,20.0,6.75,18.2,4.75,22.1,12.0,9.85,0.0,17.0,5.0,11.75,2.5,1.75,10.0,,,,
187,188,Callum Hudson-Odoi,CHE,F,6,8.05,4.75,0.0,19.0,14.0,3.0,3.35,18.5,8.75,18.25,0.0,9.75,0.0,1.0,0.0,2.5,2.0,0.0,0.0,3.0,7.0,3.25,0.0,0.0,2.25,,,,
188,189,Michy Batshuayi,CHE,F,6,0.0,0.0,2.75,2.5,10.75,0.0,0.0,0.0,1.0,0.0,0.75,1.0,0.75,7.0,1.5,0.0,2.0,10.75,0.0,2.1,0.0,1.5,0.0,0.0,1.25,,,,
189,190,Olivier Giroud,CHE,F,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,1.25,0.0,4.6,0.0,8.7,1.5,0.0,,,,
190,191,Pedro,CHE,F,6,7.0,2.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,18.5,0.0,10.5,0.0,7.75,0.0,0.0,,,,
191,192,Tammy Abraham,CHE,F,6,3.7,6.6,4.85,12.5,15.35,17.5,13.7,9.95,5.5,16.75,7.2,10.75,5.6,13.5,27.35,10.6,20.25,28.55,2.45,23.55,0.0,3.75,3.0,21.5,8.8,,,,
192,193,Stephen Henderson,CRY,G,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
193,194,Vicente Guaita,CRY,G,1,10.5,6.0,7.25,10.75,11.25,13.75,9.0,0.0,11.75,9.0,6.75,17.75,10.25,10.5,16.25,0.0,8.75,5.5,16.25,18.5,17.25,17.0,10.0,5.0,23.75,,,,
194,195,Wayne Hennessey,CRY,G,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
195,196,Gary Cahill,CRY,D,2,9.2,0.0,0.0,6.6,6.75,0.0,0.0,6.95,15.0,4.8,4.9,15.7,6.9,5.05,13.85,5.15,4.3,3.8,0.0,0.0,0.0,14.9,0.0,2.45,0.0,,,,
196,197,James Tomkins,CRY,D,2,5.25,6.45,6.15,9.25,0.0,20.6,7.1,6.2,6.2,3.8,7.7,0.0,0.0,10.15,0.0,4.15,4.25,0.0,0.0,12.4,18.3,11.9,0.0,0.0,15.7,,,,
197,198,Joel Ward,CRY,D,2,6.65,0.0,0.0,4.55,5.6,0.0,0.0,4.35,1.1,0.0,5.35,16.75,14.9,2.7,14.5,7.5,7.65,6.4,15.6,0.0,0.0,0.0,13.35,8.1,0.0,,,,
198,199,Mamadou Sakho,CRY,D,2,0.0,9.15,0.0,0.0,0.0,5.95,2.35,0.0,0.0,0.0,0.0,0.0,6.45,0.0,1.0,0.0,0.0,6.85,0.0,-3.8,3.55,0.0,0.0,0.0,0.0,,,,
199,200,Martin Kelly,CRY,D,2,0.0,6.6,5.35,7.2,12.25,8.35,4.85,0.0,6.45,7.45,3.2,12.8,0.0,1.95,13.35,0.0,0.0,0.0,14.15,17.1,16.85,17.25,6.75,6.0,11.5,,,,
200,201,Nikola Tavares,CRY,D,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
201,202,Patrick van Aanholt,CRY,D,2,5.7,12.8,12.85,0.0,16.45,0.0,0.0,8.3,0.0,0.0,6.25,14.0,4.85,6.6,13.05,8.0,9.2,2.1,13.7,4.4,13.9,0.0,8.4,15.6,0.0,,,,
202,203,Sam Woods,CRY,D,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
203,204,Scott Dann,CRY,D,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.85,0.0,11.45,0.0,9.85,0.0,4.9,,,,
204,205,Tyrick Mitchell,CRY,D,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
205,206,Jeffrey Schlupp,CRY,"D,M",3,0.0,0.0,0.0,0.0,6.65,0.0,0.0,3.5,0.0,0.0,2.0,13.95,10.85,1.0,14.4,0.0,7.9,8.7,0.0,22.3,12.3,3.1,3.25,19.55,0.0,,,,
206,207,Brandon Pierrick,CRY,M,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
207,208,Cheikhou Kouyate,CRY,M,4,2.0,15.7,7.15,11.95,13.25,1.0,4.45,7.7,6.35,21.25,12.4,7.25,9.45,10.05,7.5,5.85,5.5,6.35,0.0,11.4,7.1,7.4,0.0,10.35,5.35,,,,
208,209,Jairo Riedewald,CRY,M,4,0.0,1.6,0.0,11.2,0.0,4.7,6.75,0.0,7.35,9.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.85,0.0,0.0,4.4,,,,
209,210,James McArthur,CRY,M,4,9.0,5.5,9.3,11.45,10.35,8.3,4.85,12.35,8.75,10.75,9.05,12.85,7.75,9.2,11.5,20.85,4.35,0.0,16.1,14.6,9.6,10.3,5.6,10.0,9.5,,,,
210,211,James McCarthy,CRY,M,4,6.6,2.0,7.75,7.5,7.75,9.85,11.1,0.0,11.5,10.25,0.0,1.25,2.6,0.0,0.0,0.5,2.5,2.5,0.0,2.25,0.0,1.25,2.25,2.5,4.85,,,,
211,212,Luka Milivojevic,CRY,M,4,5.85,9.45,9.1,0.0,0.0,17.7,6.75,9.1,0.0,0.0,12.95,19.6,10.6,7.6,13.1,23.05,9.35,11.35,7.5,4.55,7.25,9.35,6.6,8.4,9.85,,,,
212,213,Max Meyer,CRY,M,4,1.0,6.75,1.25,2.75,0.0,5.25,3.25,0.0,0.0,4.5,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,8.85,0.0,0.0,0.0,4.25,0.0,3.1,,,,
213,214,Nya Kirby,CRY,M,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
214,215,Victor Camarasa,CRY,M,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
215,216,Andros Townsend,CRY,"M,F",5,1.0,0.0,0.0,0.0,1.75,0.0,0.0,5.5,0.0,0.0,18.25,15.25,0.0,7.25,4.5,8.75,0.0,10.0,11.25,1.0,11.0,5.75,12.85,3.35,0.0,,,,
216,217,Wilfried Zaha,CRY,"M,F",5,6.75,17.5,7.75,11.5,8.85,12.0,13.5,11.0,15.25,8.0,18.0,18.6,16.25,13.0,9.25,5.75,14.0,9.5,1.75,9.75,22.25,5.0,5.25,12.25,19.75,,,,
217,218,Christian Benteke,CRY,F,6,9.25,0.0,13.25,0.0,-0.15,0.0,0.0,3.35,0.0,0.0,1.75,0.0,5.25,0.0,0.25,3.2,4.85,5.25,8.25,0.0,1.25,1.75,9.95,2.5,9.1,,,,
218,219,Connor Wickham,CRY,F,6,0.0,9.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,1.0,0.0,0.0,,,,
