Player,Team,Position,Position ID,Link
Alisson,LIV,G,1,https://www.fantrax.com/player/04sjt/nzjt0of2l5v4kmsc/alisson-ramses-becker/iy9jb3ozl5v4kmt6
Trent Alexander-Arnold,LIV,D,2,https://www.fantrax.com/player/03srg/nzjt0of2l5v4kmsc/trent-alexander-arnold/iy9jb3ozl5v4kmt6
Joseph Gomez,LIV,D,2,https://www.fantrax.com/player/03r93/nzjt0of2l5v4kmsc/joseph-gomez/iy9jb3ozl5v4kmt6
Stefan Bajcetic,LIV,D,2,https://www.fantrax.com/player/062p0/nzjt0of2l5v4kmsc/stefan-bajcetic/iy9jb3ozl5v4kmt6
Joel Matip,LIV,D,2,https://www.fantrax.com/player/0435s/nzjt0of2l5v4kmsc/joel-matip/iy9jb3ozl5v4kmt6
Nathaniel Phillips,LIV,D,2,https://www.fantrax.com/player/04rxe/nzjt0of2l5v4kmsc/nathaniel-phillips/iy9jb3ozl5v4kmt6
Virgil van Dijk,LIV,D,2,https://www.fantrax.com/player/03vlj/nzjt0of2l5v4kmsc/virgil-van-dijk/iy9jb3ozl5v4kmt6
Andrew Robertson,LIV,D,2,https://www.fantrax.com/player/03gu5/nzjt0of2l5v4kmsc/andrew-robertson/iy9jb3ozl5v4kmt6
Konstantinos Tsimikas,LIV,D,2,https://www.fantrax.com/player/05n3v/nzjt0of2l5v4kmsc/konstantinos-tsimikas/iy9jb3ozl5v4kmt6
Fabinho,LIV,M,4,https://www.fantrax.com/player/04rhd/nzjt0of2l5v4kmsc/fabio-henrique-tavares/iy9jb3ozl5v4kmt6
Jordan Henderson,LIV,M,4,https://www.fantrax.com/player/02lk5/nzjt0of2l5v4kmsc/jordan-henderson/iy9jb3ozl5v4kmt6
James Milner,LIV,M,4,https://www.fantrax.com/player/02lv9/nzjt0of2l5v4kmsc/james-milner/iy9jb3ozl5v4kmt6
Thiago,LIV,M,4,https://www.fantrax.com/player/05oh2/nzjt0of2l5v4kmsc/thiago-alcantara-do-nascimento/iy9jb3ozl5v4kmt6
Harvey Elliott,LIV,M,4,https://www.fantrax.com/player/04xjr/nzjt0of2l5v4kmsc/harvey-elliott/iy9jb3ozl5v4kmt6
Fabio Carvalho,LIV,M,4,https://www.fantrax.com/player/05ojf/nzjt0of2l5v4kmsc/fabio-carvalho/iy9jb3ozl5v4kmt6
Mohamed Salah,LIV,F,6,https://www.fantrax.com/player/03aqp/nzjt0of2l5v4kmsc/mohamed-salah-ghaly/iy9jb3ozl5v4kmt6
Roberto Firmino,LIV,F,6,https://www.fantrax.com/player/03rxz/nzjt0of2l5v4kmsc/roberto-firmino-barbosa-de-oliveira/iy9jb3ozl5v4kmt6
Darwin Nunez,LIV,F,6,https://www.fantrax.com/player/061x2/nzjt0of2l5v4kmsc/darwin-nunez/iy9jb3ozl5v4kmt6
Luis Diaz,LIV,F,6,https://www.fantrax.com/player/05yld/nzjt0of2l5v4kmsc/luis-diaz/iy9jb3ozl5v4kmt6
Diogo Jota,LIV,F,6,https://www.fantrax.com/player/04qr8/nzjt0of2l5v4kmsc/diogo-jose-teixeira-da-silva/iy9jb3ozl5v4kmt6
