Player,Team,Position,Position ID,Link
Robert Sanchez,BHA,G,1,https://www.fantrax.com/player/04yme/nzjt0of2l5v4kmsc/robert-sanchez/iy9jb3ozl5v4kmt6
Tariq Lamptey,BHA,D,2,https://www.fantrax.com/player/05a6d/nzjt0of2l5v4kmsc/tariq-lamptey/iy9jb3ozl5v4kmt6
Joel Veltman,BHA,D,2,https://www.fantrax.com/player/05mxa/nzjt0of2l5v4kmsc/joel-veltman/iy9jb3ozl5v4kmt6
Lewis Dunk,BHA,D,2,https://www.fantrax.com/player/04e1c/nzjt0of2l5v4kmsc/lewis-dunk/iy9jb3ozl5v4kmt6
Adam Webster,BHA,D,2,https://www.fantrax.com/player/056ir/nzjt0of2l5v4kmsc/adam-webster/iy9jb3ozl5v4kmt6
Jan-Paul van Hecke,BHA,D,2,https://www.fantrax.com/player/05oh0/nzjt0of2l5v4kmsc/jan-paul-van-hecke/iy9jb3ozl5v4kmt6
Pervis Estupinan,BHA,D,2,https://www.fantrax.com/player/063zg/nzjt0of2l5v4kmsc/pervis-estupinan/iy9jb3ozl5v4kmt6
Levi Colwill,BHA,D,2,https://www.fantrax.com/player/062p5/nzjt0of2l5v4kmsc/levi-colwill/iy9jb3ozl5v4kmt6
Pascal Gross,BHA,M,4,https://www.fantrax.com/player/04fk1/nzjt0of2l5v4kmsc/pascal-gross/iy9jb3ozl5v4kmt6
Enock Mwepu,BHA,M,4,https://www.fantrax.com/player/05u79/nzjt0of2l5v4kmsc/enock-mwepu/iy9jb3ozl5v4kmt6
Moises Caicedo,BHA,M,4,https://www.fantrax.com/player/05rb8/nzjt0of2l5v4kmsc/moises-caicedo/iy9jb3ozl5v4kmt6
Billy Gilmour,BHA,M,4,https://www.fantrax.com/player/052cc/nzjt0of2l5v4kmsc/billy-gilmour/iy9jb3ozl5v4kmt6
Kaoru Mitoma,BHA,M,4,https://www.fantrax.com/player/062ci/nzjt0of2l5v4kmsc/kaoru-mitoma/iy9jb3ozl5v4kmt6
Alexis Mac Allister,BHA,M,4,https://www.fantrax.com/player/0522h/nzjt0of2l5v4kmsc/alexis-mac-allister/iy9jb3ozl5v4kmt6
Adam Lallana,BHA,M,4,https://www.fantrax.com/player/02opy/nzjt0of2l5v4kmsc/adam-lallana/iy9jb3ozl5v4kmt6
Solly March,BHA,M,4,https://www.fantrax.com/player/04e1k/nzjt0of2l5v4kmsc/solly-march/iy9jb3ozl5v4kmt6
Leandro Trossard,BHA,F,6,https://www.fantrax.com/player/0520r/nzjt0of2l5v4kmsc/leandro-trossard/iy9jb3ozl5v4kmt6
Danny Welbeck,BHA,F,6,https://www.fantrax.com/player/02lnx/nzjt0of2l5v4kmsc/danny-welbeck/iy9jb3ozl5v4kmt6
Deniz Undav,BHA,F,6,https://www.fantrax.com/player/05yly/nzjt0of2l5v4kmsc/deniz-undav/iy9jb3ozl5v4kmt6
