,player,position,position_id,date,team,opp,score,fpts,min,starts
0,Mat Ryan,G,1,Jul 26,BHA,@BUR,W 2-1,7.5,90,1
1,Mat Ryan,G,1,Jul 20,BHA,NEW,T 0-0,13.0,90,1
2,Mat Ryan,G,1,Jul 16,BHA,@SOU,T 1-1,11.25,90,1
3,Mat Ryan,G,1,Jul 11,BHA,MCI,L 0-5,7.5,90,1
4,Mat Ryan,G,1,Jul 8,BHA,LIV,L 1-3,14.5,90,1
5,Mat Ryan,G,1,Jul 4,BHA,@NOR,W 1-0,13.0,90,1
6,Mat Ryan,G,1,Jun 30,BHA,MUN,L 0-3,8.0,90,1
7,Mat Ryan,G,1,Jun 23,BHA,@LEI,T 0-0,15.0,90,1
8,Mat Ryan,G,1,Jun 20,BHA,ARS,W 2-1,13.0,90,1
9,Mat Ryan,G,1,Mar 7,BHA,@WOL,T 0-0,14.5,90,1
10,Mat Ryan,G,1,Feb 29,BHA,CRY,L 0-1,7.0,90,1
11,Mat Ryan,G,1,Feb 22,BHA,@SHU,T 1-1,8.5,90,1
12,Mat Ryan,G,1,Feb 8,BHA,WAT,T 1-1,5.0,90,1
13,Mat Ryan,G,1,Feb 1,BHA,@WHU,T 3-3,10.25,90,1
14,Mat Ryan,G,1,Jan 21,BHA,@BOU,L 1-3,6.25,90,1
15,Mat Ryan,G,1,Jan 18,BHA,AVL,T 1-1,8.25,90,1
16,Mat Ryan,G,1,Jan 11,BHA,@EVE,L 0-1,13.0,90,1
17,Mat Ryan,G,1,Jan 1,BHA,CHE,T 1-1,9.0,90,1
18,Mat Ryan,G,1,Dec 28,BHA,BOU,W 2-0,15.0,90,1
19,Mat Ryan,G,1,Dec 26,BHA,@TOT,L 1-2,8.75,90,1
20,Mat Ryan,G,1,Dec 21,BHA,SHU,L 0-1,5.0,90,1
21,Mat Ryan,G,1,Dec 16,BHA,@CRY,T 1-1,9.0,90,1
22,Mat Ryan,G,1,Dec 8,BHA,WOL,T 2-2,10.75,90,1
23,Mat Ryan,G,1,Dec 5,BHA,@ARS,W 2-1,11.0,90,1
24,Mat Ryan,G,1,Nov 30,BHA,@LIV,L 1-2,12.5,90,1
25,Mat Ryan,G,1,Nov 23,BHA,LEI,L 0-2,16.75,90,1
26,Mat Ryan,G,1,Nov 10,BHA,@MUN,L 1-3,21.0,90,1
27,Mat Ryan,G,1,Nov 2,BHA,NOR,W 2-0,11.25,90,1
28,Mat Ryan,G,1,Oct 26,BHA,EVE,W 3-2,12.5,90,1
29,Mat Ryan,G,1,Oct 19,BHA,@AVL,L 1-2,15.75,90,1
30,Mat Ryan,G,1,Oct 5,BHA,TOT,W 3-0,17.0,90,1
31,Mat Ryan,G,1,Sep 28,BHA,@CHE,L 0-2,16.75,90,1
32,Mat Ryan,G,1,Sep 21,BHA,@NEW,T 0-0,20.0,90,1
33,Mat Ryan,G,1,Sep 14,BHA,BUR,T 1-1,3.0,90,1
34,Mat Ryan,G,1,Aug 31,BHA,@MCI,L 0-4,6.0,90,1
35,Mat Ryan,G,1,Aug 24,BHA,SOU,L 0-2,6.5,90,1
36,Mat Ryan,G,1,Aug 17,BHA,WHU,T 1-1,7.0,90,1
37,Mat Ryan,G,1,Aug 10,BHA,@WAT,W 3-0,17.5,90,1
0,Tariq Lamptey,D,2,Jul 26,BHA,@BUR,W 2-1,15.05,90,1
1,Tariq Lamptey,D,2,Jul 20,BHA,NEW,T 0-0,12.3,86,1
2,Tariq Lamptey,D,2,Jul 16,BHA,@SOU,T 1-1,8.1,68,1
3,Tariq Lamptey,D,2,Jul 11,BHA,MCI,L 0-5,2.0,31,0
4,Tariq Lamptey,D,2,Jul 8,BHA,LIV,L 1-3,15.15,90,1
5,Tariq Lamptey,D,2,Jul 4,BHA,@NOR,W 1-0,17.3,89,1
6,Tariq Lamptey,D,2,Jun 30,BHA,MUN,L 0-3,1.3,45,1
7,Tariq Lamptey,D,2,Jun 23,BHA,@LEI,T 0-0,19.05,90,1
8,Tariq Lamptey,D,2,Dec 29,CHE,@ARS,W 2-1,4.3,31,0
0,Ezequiel Schelotto,D,2,Jun 20,BHA,ARS,W 2-1,6.4,71,1
1,Ezequiel Schelotto,D,2,Feb 22,BHA,@SHU,T 1-1,8.6,75,1
2,Ezequiel Schelotto,D,2,Feb 8,BHA,WAT,T 1-1,2.2,73,1
3,Ezequiel Schelotto,D,2,Feb 1,BHA,@WHU,T 3-3,2.55,18,0
4,Ezequiel Schelotto,D,2,Dec 26,BHA,@TOT,L 1-2,7.6,83,1
5,Ezequiel Schelotto,D,2,Nov 23,BHA,LEI,L 0-2,1.1,13,0
6,Ezequiel Schelotto,D,2,Nov 2,BHA,NOR,W 2-0,1.25,4,0
7,Ezequiel Schelotto,D,2,Oct 26,BHA,EVE,W 3-2,0.0,25,0
0,Shane Duffy,D,2,Jul 20,BHA,NEW,T 0-0,1.85,4,0
1,Shane Duffy,D,2,Jul 4,BHA,@NOR,W 1-0,0.75,1,0
2,Shane Duffy,D,2,Jun 30,BHA,MUN,L 0-3,4.1,90,1
3,Shane Duffy,D,2,Jun 23,BHA,@LEI,T 0-0,11.7,66,0
4,Shane Duffy,D,2,Feb 22,BHA,@SHU,T 1-1,9.4,90,1
